depth,sector,condition,rg_similarity,localization_coherence,packet_persistence,bounded_transport_stability,recursive_identity_retention,interference_confinement_strength,localization_gain,classification
32768,P-A,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-A,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-A,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-A,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-A,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-A,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,P-A,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4194304,P-A,RecursiveLocalizationPersistence,0.9295,0.9222,0.9333,0.9084,0.9145,0.8829,0.8967,LOCALIZATION-STABLE
8388608,P-A,RecursiveLocalizationPersistence,0.8451,0.816,0.8469,0.7931,0.8124,0.7758,0.8056,LOCALIZATION-BOUNDED
1,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,P-A,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4194304,P-A,ConstructiveInterferenceConfinement,0.9335,0.923,0.907,0.9059,0.8978,0.9024,0.9002,LOCALIZATION-STABLE
8388608,P-A,ConstructiveInterferenceConfinement,0.8311,0.8273,0.799,0.8025,0.8034,0.8277,0.8186,LOCALIZATION-BOUNDED
1,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,P-A,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4194304,P-A,BoundedPropagationCoherence,0.9399,0.9339,0.9118,0.93,0.9153,0.8946,0.9004,LOCALIZATION-STABLE
8388608,P-A,BoundedPropagationCoherence,0.8328,0.8277,0.8264,0.8343,0.8101,0.7926,0.8261,LOCALIZATION-BOUNDED
1,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,P-A,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4194304,P-A,RecursiveIdentityPreservingTransport,0.9277,0.9149,0.9029,0.922,0.9086,0.8697,0.8998,LOCALIZATION-STABLE
8388608,P-A,RecursiveIdentityPreservingTransport,0.8398,0.8259,0.8122,0.8125,0.8348,0.7767,0.7983,LOCALIZATION-BOUNDED
1,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,P-A,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4194304,P-A,LocalizationStabilityPerturbation,0.9162,0.9146,0.8979,0.9155,0.9038,0.8665,0.9093,LOCALIZATION-STABLE
8388608,P-A,LocalizationStabilityPerturbation,0.845,0.8294,0.8265,0.7935,0.7915,0.7863,0.8346,LOCALIZATION-BOUNDED
1,P-A,NullLocalizationControl,0.7611,0.7385,0.7318,0.7108,0.7052,0.6893,0.7305,LOCALIZATION-PARTIAL
2,P-A,NullLocalizationControl,0.7703,0.7495,0.7338,0.7354,0.73,0.6901,0.708,LOCALIZATION-PARTIAL
4,P-A,NullLocalizationControl,0.752,0.7271,0.7474,0.7073,0.7159,0.7061,0.7353,LOCALIZATION-PARTIAL
6,P-A,NullLocalizationControl,0.7678,0.7495,0.7452,0.7093,0.7149,0.694,0.734,LOCALIZATION-PARTIAL
8,P-A,NullLocalizationControl,0.764,0.7356,0.7293,0.7081,0.7146,0.6873,0.726,LOCALIZATION-PARTIAL
12,P-A,NullLocalizationControl,0.757,0.7594,0.7331,0.7071,0.723,0.6931,0.7203,LOCALIZATION-PARTIAL
16,P-A,NullLocalizationControl,0.7737,0.7265,0.7413,0.7101,0.7101,0.6986,0.7456,LOCALIZATION-PARTIAL
20,P-A,NullLocalizationControl,0.7585,0.7365,0.7335,0.7329,0.7284,0.7236,0.7386,LOCALIZATION-PARTIAL
24,P-A,NullLocalizationControl,0.7573,0.7396,0.7161,0.7154,0.7346,0.7041,0.7416,LOCALIZATION-PARTIAL
32,P-A,NullLocalizationControl,0.7848,0.7333,0.7252,0.7131,0.7073,0.6901,0.7123,LOCALIZATION-PARTIAL
40,P-A,NullLocalizationControl,0.7663,0.7569,0.7389,0.7093,0.7143,0.7096,0.7252,LOCALIZATION-PARTIAL
48,P-A,NullLocalizationControl,0.7756,0.7489,0.7299,0.7445,0.7132,0.6938,0.7213,LOCALIZATION-PARTIAL
64,P-A,NullLocalizationControl,0.7812,0.7483,0.7386,0.7093,0.7077,0.6931,0.7218,LOCALIZATION-PARTIAL
80,P-A,NullLocalizationControl,0.7524,0.7327,0.7246,0.7401,0.726,0.7234,0.724,LOCALIZATION-PARTIAL
96,P-A,NullLocalizationControl,0.7844,0.7586,0.7205,0.7334,0.7068,0.6979,0.7182,LOCALIZATION-PARTIAL
128,P-A,NullLocalizationControl,0.7701,0.7499,0.7289,0.7109,0.7305,0.7016,0.7415,LOCALIZATION-PARTIAL
160,P-A,NullLocalizationControl,0.7882,0.7403,0.7442,0.7227,0.7227,0.6894,0.7355,LOCALIZATION-PARTIAL
192,P-A,NullLocalizationControl,0.7697,0.7345,0.7414,0.7258,0.7106,0.6965,0.7178,LOCALIZATION-PARTIAL
256,P-A,NullLocalizationControl,0.7703,0.7613,0.7391,0.7316,0.7217,0.6992,0.7428,LOCALIZATION-PARTIAL
320,P-A,NullLocalizationControl,0.7551,0.7515,0.7517,0.7059,0.6966,0.6935,0.7184,LOCALIZATION-PARTIAL
512,P-A,NullLocalizationControl,0.7543,0.7273,0.7214,0.7132,0.718,0.7175,0.7427,LOCALIZATION-PARTIAL
768,P-A,NullLocalizationControl,0.762,0.7481,0.7451,0.7295,0.7254,0.711,0.7129,LOCALIZATION-PARTIAL
1024,P-A,NullLocalizationControl,0.762,0.7414,0.7264,0.7376,0.6982,0.69,0.7363,LOCALIZATION-PARTIAL
1536,P-A,NullLocalizationControl,0.7555,0.7574,0.7261,0.7152,0.7175,0.6863,0.7343,LOCALIZATION-PARTIAL
2048,P-A,NullLocalizationControl,0.7602,0.7282,0.7506,0.7218,0.7005,0.6861,0.7297,LOCALIZATION-PARTIAL
3072,P-A,NullLocalizationControl,0.7825,0.7416,0.7386,0.7259,0.7301,0.7033,0.7064,LOCALIZATION-PARTIAL
4096,P-A,NullLocalizationControl,0.7671,0.7448,0.747,0.7327,0.7164,0.7051,0.7337,LOCALIZATION-PARTIAL
6144,P-A,NullLocalizationControl,0.7849,0.7414,0.7426,0.7427,0.7185,0.7007,0.7206,LOCALIZATION-PARTIAL
8192,P-A,NullLocalizationControl,0.7844,0.7432,0.7362,0.7453,0.7226,0.6969,0.7205,LOCALIZATION-PARTIAL
12288,P-A,NullLocalizationControl,0.7655,0.7529,0.7494,0.7346,0.7288,0.6976,0.7451,LOCALIZATION-PARTIAL
16384,P-A,NullLocalizationControl,0.7725,0.7529,0.7188,0.716,0.7063,0.7003,0.7324,LOCALIZATION-PARTIAL
24576,P-A,NullLocalizationControl,0.7498,0.7325,0.7182,0.7151,0.7334,0.7086,0.732,LOCALIZATION-PARTIAL
32768,P-A,NullLocalizationControl,0.7626,0.7604,0.7489,0.7334,0.7126,0.698,0.73,LOCALIZATION-PARTIAL
65536,P-A,NullLocalizationControl,0.7528,0.76,0.7439,0.7431,0.7272,0.7156,0.7074,LOCALIZATION-PARTIAL
131072,P-A,NullLocalizationControl,0.7659,0.7414,0.7418,0.7237,0.7218,0.7211,0.7186,LOCALIZATION-PARTIAL
262144,P-A,NullLocalizationControl,0.7442,0.73,0.7322,0.7381,0.7064,0.7085,0.7001,LOCALIZATION-PARTIAL
524288,P-A,NullLocalizationControl,0.7591,0.7344,0.7136,0.7023,0.7188,0.689,0.7118,LOCALIZATION-PARTIAL
1048576,P-A,NullLocalizationControl,0.7332,0.7086,0.7142,0.713,0.6838,0.6845,0.7192,LOCALIZATION-PARTIAL
2097152,P-A,NullLocalizationControl,0.7244,0.697,0.6751,0.683,0.6741,0.6526,0.6724,LOCALIZATION-DEGRADING
4194304,P-A,NullLocalizationControl,0.6855,0.6702,0.6476,0.647,0.6432,0.6337,0.654,LOCALIZATION-DEGRADING
8388608,P-A,NullLocalizationControl,0.5957,0.5947,0.5779,0.5805,0.5598,0.571,0.5747,LOCALIZATION-DEGRADING
1,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
