depth,sector,condition,robustness_survival_fraction,perturbation_resilience_index,collapse_threshold_depth,hierarchy_resilience_rate,recursive_recovery_strength,coherence_retention,perturbation_drift_bound,efficacy,base_emergence,perturbed_emergence,classification
16,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9541,0.9302,PERTURBATION-STABLE
20,P-N,RecursiveTimingDistortion,0.9966,0.9966,0.0,1.0,0.9966,0.9964,0.0034,0.96,0.9541,0.9508,PERTURBATION-STABLE
24,P-N,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9541,0.9533,PERTURBATION-STABLE
32,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9541,0.9302,PERTURBATION-STABLE
40,P-N,RecursiveTimingDistortion,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.96,0.9541,0.8992,PERTURBATION-STABLE
48,P-N,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.9541,0.8756,PERTURBATION-STABLE
64,P-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9541,0.8587,PERTURBATION-STABLE
80,P-N,RecursiveTimingDistortion,0.9109,0.9109,0.0,1.0,0.9109,0.906,0.0891,0.96,0.9541,0.8691,PERTURBATION-STABLE
96,P-N,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9541,0.8902,PERTURBATION-STABLE
128,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9541,0.9302,PERTURBATION-STABLE
160,P-N,RecursiveTimingDistortion,0.9966,0.9966,0.0,1.0,0.9966,0.9964,0.0034,0.96,0.9541,0.9508,PERTURBATION-STABLE
192,P-N,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9541,0.9533,PERTURBATION-STABLE
256,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9541,0.9302,PERTURBATION-STABLE
320,P-N,RecursiveTimingDistortion,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.96,0.9541,0.8992,PERTURBATION-STABLE
512,P-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9541,0.8587,PERTURBATION-STABLE
768,P-N,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9541,0.8902,PERTURBATION-STABLE
1024,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9541,0.9302,PERTURBATION-STABLE
1536,P-N,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9541,0.9533,PERTURBATION-STABLE
2048,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9541,0.9302,PERTURBATION-STABLE
3072,P-N,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.9541,0.8756,PERTURBATION-STABLE
4096,P-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9541,0.8587,PERTURBATION-STABLE
6144,P-N,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9541,0.8902,PERTURBATION-STABLE
8192,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9541,0.9302,PERTURBATION-STABLE
12288,P-N,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9541,0.9533,PERTURBATION-STABLE
16384,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.954,0.9302,PERTURBATION-STABLE
24576,P-N,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.954,0.8755,PERTURBATION-STABLE
32768,P-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.954,0.8586,PERTURBATION-STABLE
65536,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9539,0.93,PERTURBATION-STABLE
131072,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9536,0.9298,PERTURBATION-STABLE
262144,P-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9531,0.8578,PERTURBATION-STABLE
524288,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9522,0.9283,PERTURBATION-STABLE
1048576,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9502,0.9265,PERTURBATION-STABLE
2097152,P-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8944,0.1,0.96,0.9463,0.8517,PERTURBATION-STABLE
4194304,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9387,0.9153,PERTURBATION-STABLE
8388608,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9238,0.9007,PERTURBATION-STABLE
16777216,P-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8941,0.1,0.96,0.8954,0.8059,PERTURBATION-STABLE
33554432,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9734,0.025,0.96,0.8435,0.8224,PERTURBATION-STABLE
67108864,P-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9732,0.025,0.96,0.7559,0.737,PERTURBATION-STABLE
1,P-N,BoundedStochasticCorruption,0.9661,0.9661,0.0,1.0,0.9661,0.9642,0.0339,0.925,0.9541,0.9218,PERTURBATION-STABLE
2,P-N,BoundedStochasticCorruption,0.9116,0.9116,0.0,1.0,0.9116,0.9067,0.0884,0.925,0.9541,0.8698,PERTURBATION-STABLE
4,P-N,BoundedStochasticCorruption,0.996,0.996,0.0,1.0,0.996,0.9958,0.004,0.925,0.9541,0.9503,PERTURBATION-STABLE
6,P-N,BoundedStochasticCorruption,0.9863,0.9863,0.0,1.0,0.9863,0.9855,0.0137,0.925,0.9541,0.941,PERTURBATION-STABLE
8,P-N,BoundedStochasticCorruption,0.8887,0.8887,0.0,1.0,0.8887,0.8826,0.1113,0.925,0.9541,0.848,PERTURBATION-STABLE
12,P-N,BoundedStochasticCorruption,0.8514,0.8514,0.0,1.0,0.8514,0.8432,0.1486,0.925,0.9541,0.8123,PERTURBATION-STABLE
16,P-N,BoundedStochasticCorruption,0.8593,0.8593,0.0,1.0,0.8593,0.8515,0.1407,0.925,0.9541,0.8198,PERTURBATION-STABLE
20,P-N,BoundedStochasticCorruption,0.8714,0.8714,0.0,1.0,0.8714,0.8643,0.1286,0.925,0.9541,0.8314,PERTURBATION-STABLE
24,P-N,BoundedStochasticCorruption,0.9514,0.9514,0.0,1.0,0.9514,0.9487,0.0486,0.925,0.9541,0.9078,PERTURBATION-STABLE
32,P-N,BoundedStochasticCorruption,0.8608,0.8608,0.0,1.0,0.8608,0.8531,0.1392,0.925,0.9541,0.8213,PERTURBATION-STABLE
40,P-N,BoundedStochasticCorruption,0.993,0.993,0.0,1.0,0.993,0.9926,0.007,0.925,0.9541,0.9474,PERTURBATION-STABLE
48,P-N,BoundedStochasticCorruption,0.9919,0.9919,0.0,1.0,0.9919,0.9915,0.0081,0.925,0.9541,0.9464,PERTURBATION-STABLE
64,P-N,BoundedStochasticCorruption,0.9477,0.9477,0.0,1.0,0.9477,0.9448,0.0523,0.925,0.9541,0.9042,PERTURBATION-STABLE
80,P-N,BoundedStochasticCorruption,0.994,0.994,0.0,1.0,0.994,0.9936,0.006,0.925,0.9541,0.9483,PERTURBATION-STABLE
96,P-N,BoundedStochasticCorruption,0.9252,0.9252,0.0,1.0,0.9252,0.9211,0.0748,0.925,0.9541,0.8827,PERTURBATION-STABLE
128,P-N,BoundedStochasticCorruption,0.9439,0.9439,0.0,1.0,0.9439,0.9408,0.0561,0.925,0.9541,0.9006,PERTURBATION-STABLE
160,P-N,BoundedStochasticCorruption,0.9494,0.9494,0.0,1.0,0.9494,0.9466,0.0506,0.925,0.9541,0.9058,PERTURBATION-STABLE
192,P-N,BoundedStochasticCorruption,0.9263,0.9263,0.0,1.0,0.9263,0.9222,0.0737,0.925,0.9541,0.8838,PERTURBATION-STABLE
256,P-N,BoundedStochasticCorruption,0.9709,0.9709,0.0,1.0,0.9709,0.9693,0.0291,0.925,0.9541,0.9263,PERTURBATION-STABLE
320,P-N,BoundedStochasticCorruption,0.8775,0.8775,0.0,1.0,0.8775,0.8707,0.1225,0.925,0.9541,0.8372,PERTURBATION-STABLE
512,P-N,BoundedStochasticCorruption,0.8973,0.8973,0.0,1.0,0.8973,0.8916,0.1027,0.925,0.9541,0.8561,PERTURBATION-STABLE
768,P-N,BoundedStochasticCorruption,0.872,0.872,0.0,1.0,0.872,0.8649,0.128,0.925,0.9541,0.8319,PERTURBATION-STABLE
1024,P-N,BoundedStochasticCorruption,0.9494,0.9494,0.0,1.0,0.9494,0.9466,0.0506,0.925,0.9541,0.9058,PERTURBATION-STABLE
1536,P-N,BoundedStochasticCorruption,0.8529,0.8529,0.0,1.0,0.8529,0.8448,0.1471,0.925,0.9541,0.8137,PERTURBATION-STABLE
2048,P-N,BoundedStochasticCorruption,0.8746,0.8746,0.0,1.0,0.8746,0.8677,0.1254,0.925,0.9541,0.8345,PERTURBATION-STABLE
3072,P-N,BoundedStochasticCorruption,0.9743,0.9743,0.0,1.0,0.9743,0.9729,0.0257,0.925,0.9541,0.9296,PERTURBATION-STABLE
4096,P-N,BoundedStochasticCorruption,0.9183,0.9183,0.0,1.0,0.9183,0.9138,0.0817,0.925,0.9541,0.8761,PERTURBATION-STABLE
6144,P-N,BoundedStochasticCorruption,0.9153,0.9153,0.0,1.0,0.9153,0.9107,0.0847,0.925,0.9541,0.8733,PERTURBATION-STABLE
8192,P-N,BoundedStochasticCorruption,0.9953,0.9953,0.0,1.0,0.9953,0.995,0.0047,0.925,0.9541,0.9496,PERTURBATION-STABLE
12288,P-N,BoundedStochasticCorruption,0.8543,0.8543,0.0,1.0,0.8543,0.8463,0.1457,0.925,0.9541,0.8151,PERTURBATION-STABLE
16384,P-N,BoundedStochasticCorruption,0.9264,0.9264,0.0,1.0,0.9264,0.9224,0.0736,0.925,0.954,0.8839,PERTURBATION-STABLE
24576,P-N,BoundedStochasticCorruption,0.8716,0.8716,0.0,1.0,0.8716,0.8645,0.1284,0.925,0.954,0.8315,PERTURBATION-STABLE
32768,P-N,BoundedStochasticCorruption,0.9488,0.9488,0.0,1.0,0.9488,0.9459,0.0512,0.925,0.954,0.9051,PERTURBATION-STABLE
65536,P-N,BoundedStochasticCorruption,0.9682,0.9682,0.0,1.0,0.9682,0.9664,0.0318,0.925,0.9539,0.9235,PERTURBATION-STABLE
131072,P-N,BoundedStochasticCorruption,0.9764,0.9764,0.0,1.0,0.9764,0.9751,0.0236,0.925,0.9536,0.9311,PERTURBATION-STABLE
262144,P-N,BoundedStochasticCorruption,0.8553,0.8553,0.0,1.0,0.8553,0.8473,0.1447,0.925,0.9531,0.8152,PERTURBATION-STABLE
524288,P-N,BoundedStochasticCorruption,0.9274,0.9274,0.0,1.0,0.9274,0.9234,0.0726,0.925,0.9522,0.883,PERTURBATION-STABLE
1048576,P-N,BoundedStochasticCorruption,0.883,0.883,0.0,1.0,0.883,0.8765,0.117,0.925,0.9502,0.8391,PERTURBATION-STABLE
2097152,P-N,BoundedStochasticCorruption,0.9104,0.9104,0.0,1.0,0.9104,0.9054,0.0896,0.925,0.9463,0.8615,PERTURBATION-STABLE
4194304,P-N,BoundedStochasticCorruption,0.9796,0.9796,0.0,1.0,0.9796,0.9784,0.0204,0.925,0.9387,0.9196,PERTURBATION-STABLE
8388608,P-N,BoundedStochasticCorruption,0.9749,0.9749,0.0,1.0,0.9749,0.9735,0.0251,0.925,0.9238,0.9006,PERTURBATION-STABLE
16777216,P-N,BoundedStochasticCorruption,0.9612,0.9612,0.0,1.0,0.9612,0.9589,0.0388,0.925,0.8954,0.8607,PERTURBATION-STABLE
33554432,P-N,BoundedStochasticCorruption,0.8781,0.8781,0.0,1.0,0.8781,0.8704,0.1219,0.925,0.8435,0.7407,PERTURBATION-STABLE
67108864,P-N,BoundedStochasticCorruption,0.9846,0.9846,0.0,1.0,0.9846,0.9835,0.0154,0.925,0.7559,0.7443,PERTURBATION-STABLE
1,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
2,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
4,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
6,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
8,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
12,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
16,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
20,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
24,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
32,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
40,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
48,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
64,P-N,LocalizedPerturbationInjection,0.9221,0.9221,0.0,1.0,0.9221,0.9178,0.0779,0.9,0.9541,0.8798,PERTURBATION-STABLE
80,P-N,LocalizedPerturbationInjection,0.9189,0.9189,0.0,1.0,0.9189,0.9144,0.0811,0.9,0.9541,0.8767,PERTURBATION-STABLE
96,P-N,LocalizedPerturbationInjection,0.9465,0.9465,0.0,1.0,0.9465,0.9435,0.0535,0.9,0.9541,0.903,PERTURBATION-STABLE
128,P-N,LocalizedPerturbationInjection,0.8273,0.8273,0.0,1.0,0.8273,0.8178,0.1727,0.9,0.9541,0.7893,PERTURBATION-STABLE
160,P-N,LocalizedPerturbationInjection,0.8319,0.8319,0.0,1.0,0.8319,0.8226,0.1681,0.9,0.9541,0.7937,PERTURBATION-STABLE
192,P-N,LocalizedPerturbationInjection,0.7107,0.7107,0.0,1.0,0.7107,0.6947,0.2893,0.9,0.9541,0.6781,PERTURBATION-BOUNDED
256,P-N,LocalizedPerturbationInjection,0.7493,0.7493,0.0,1.0,0.7493,0.7355,0.2507,0.9,0.9541,0.7149,PERTURBATION-BOUNDED
320,P-N,LocalizedPerturbationInjection,0.7734,0.7734,0.0,1.0,0.7734,0.7609,0.2266,0.9,0.9541,0.7379,PERTURBATION-BOUNDED
512,P-N,LocalizedPerturbationInjection,0.835,0.835,0.0,1.0,0.835,0.8258,0.165,0.9,0.9541,0.7966,PERTURBATION-STABLE
768,P-N,LocalizedPerturbationInjection,0.7072,0.7072,0.0,1.0,0.7072,0.691,0.2928,0.9,0.9541,0.6747,PERTURBATION-BOUNDED
1024,P-N,LocalizedPerturbationInjection,0.7879,0.7879,0.0,1.0,0.7879,0.7762,0.2121,0.9,0.9541,0.7517,PERTURBATION-BOUNDED
1536,P-N,LocalizedPerturbationInjection,0.7857,0.7857,0.0,1.0,0.7857,0.7739,0.2143,0.9,0.9541,0.7496,PERTURBATION-BOUNDED
2048,P-N,LocalizedPerturbationInjection,0.7446,0.7446,0.0,1.0,0.7446,0.7305,0.2554,0.9,0.9541,0.7105,PERTURBATION-BOUNDED
3072,P-N,LocalizedPerturbationInjection,0.7928,0.7928,0.0,1.0,0.7928,0.7813,0.2072,0.9,0.9541,0.7564,PERTURBATION-BOUNDED
4096,P-N,LocalizedPerturbationInjection,0.7149,0.7149,0.0,1.0,0.7149,0.6991,0.2851,0.9,0.9541,0.6821,PERTURBATION-BOUNDED
6144,P-N,LocalizedPerturbationInjection,0.7208,0.7208,0.0,1.0,0.7208,0.7054,0.2792,0.9,0.9541,0.6877,PERTURBATION-BOUNDED
8192,P-N,LocalizedPerturbationInjection,0.8471,0.8471,0.0,1.0,0.8471,0.8387,0.1529,0.9,0.9541,0.8082,PERTURBATION-STABLE
12288,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9541,0.9541,PERTURBATION-STABLE
16384,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.954,0.954,PERTURBATION-STABLE
24576,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.954,0.954,PERTURBATION-STABLE
32768,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.954,0.954,PERTURBATION-STABLE
65536,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9539,0.9539,PERTURBATION-STABLE
131072,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9536,0.9536,PERTURBATION-STABLE
262144,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9531,0.9531,PERTURBATION-STABLE
524288,P-N,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9522,0.9522,PERTURBATION-STABLE
1048576,P-N,LocalizedPerturbationInjection,0.7587,0.7587,0.0,1.0,0.7587,0.7453,0.2413,0.9,0.9502,0.7209,PERTURBATION-BOUNDED
2097152,P-N,LocalizedPerturbationInjection,0.7943,0.7943,0.0,1.0,0.7943,0.7828,0.2057,0.9,0.9463,0.7517,PERTURBATION-BOUNDED
4194304,P-N,LocalizedPerturbationInjection,0.8199,0.8199,0.0,1.0,0.8199,0.8098,0.1801,0.9,0.9387,0.7697,PERTURBATION-STABLE
8388608,P-N,LocalizedPerturbationInjection,0.7696,0.7696,0.0,1.0,0.7696,0.7564,0.2304,0.9,0.9238,0.711,PERTURBATION-BOUNDED
16777216,P-N,LocalizedPerturbationInjection,0.8538,0.8538,0.0,1.0,0.8538,0.8451,0.1462,0.9,0.8954,0.7645,PERTURBATION-STABLE
33554432,P-N,LocalizedPerturbationInjection,0.8188,0.8188,0.0,1.0,0.8188,0.8074,0.1812,0.9,0.8435,0.6907,PERTURBATION-STABLE
67108864,P-N,LocalizedPerturbationInjection,0.752,0.752,0.0,1.0,0.752,0.7344,0.248,0.9,0.7559,0.5684,PERTURBATION-BOUNDED
1,P-N,DistributedPerturbationInjection,0.9046,0.9046,0.0,1.0,0.9046,0.8994,0.0954,0.925,0.9541,0.8631,PERTURBATION-STABLE
2,P-N,DistributedPerturbationInjection,0.8854,0.8854,0.0,1.0,0.8854,0.879,0.1146,0.925,0.9541,0.8447,PERTURBATION-STABLE
4,P-N,DistributedPerturbationInjection,0.8926,0.8926,0.0,1.0,0.8926,0.8866,0.1074,0.925,0.9541,0.8516,PERTURBATION-STABLE
6,P-N,DistributedPerturbationInjection,0.8776,0.8776,0.0,1.0,0.8776,0.8708,0.1224,0.925,0.9541,0.8373,PERTURBATION-STABLE
8,P-N,DistributedPerturbationInjection,0.8834,0.8834,0.0,1.0,0.8834,0.8769,0.1166,0.925,0.9541,0.8428,PERTURBATION-STABLE
12,P-N,DistributedPerturbationInjection,0.9046,0.9046,0.0,1.0,0.9046,0.8993,0.0954,0.925,0.9541,0.863,PERTURBATION-STABLE
16,P-N,DistributedPerturbationInjection,0.924,0.924,0.0,1.0,0.924,0.9198,0.076,0.925,0.9541,0.8816,PERTURBATION-STABLE
20,P-N,DistributedPerturbationInjection,0.923,0.923,0.0,1.0,0.923,0.9187,0.077,0.925,0.9541,0.8806,PERTURBATION-STABLE
24,P-N,DistributedPerturbationInjection,0.8837,0.8837,0.0,1.0,0.8837,0.8772,0.1163,0.925,0.9541,0.8431,PERTURBATION-STABLE
32,P-N,DistributedPerturbationInjection,0.8573,0.8573,0.0,1.0,0.8573,0.8494,0.1427,0.925,0.9541,0.8179,PERTURBATION-STABLE
40,P-N,DistributedPerturbationInjection,0.8843,0.8843,0.0,1.0,0.8843,0.8779,0.1157,0.925,0.9541,0.8437,PERTURBATION-STABLE
48,P-N,DistributedPerturbationInjection,0.8884,0.8884,0.0,1.0,0.8884,0.8822,0.1116,0.925,0.9541,0.8476,PERTURBATION-STABLE
64,P-N,DistributedPerturbationInjection,0.8642,0.8642,0.0,1.0,0.8642,0.8567,0.1358,0.925,0.9541,0.8246,PERTURBATION-STABLE
80,P-N,DistributedPerturbationInjection,0.8806,0.8806,0.0,1.0,0.8806,0.874,0.1194,0.925,0.9541,0.8402,PERTURBATION-STABLE
96,P-N,DistributedPerturbationInjection,0.9087,0.9087,0.0,1.0,0.9087,0.9037,0.0913,0.925,0.9541,0.867,PERTURBATION-STABLE
128,P-N,DistributedPerturbationInjection,0.8535,0.8535,0.0,1.0,0.8535,0.8454,0.1465,0.925,0.9541,0.8143,PERTURBATION-STABLE
160,P-N,DistributedPerturbationInjection,0.8832,0.8832,0.0,1.0,0.8832,0.8768,0.1168,0.925,0.9541,0.8427,PERTURBATION-STABLE
192,P-N,DistributedPerturbationInjection,0.8545,0.8545,0.0,1.0,0.8545,0.8465,0.1455,0.925,0.9541,0.8153,PERTURBATION-STABLE
256,P-N,DistributedPerturbationInjection,0.9171,0.9171,0.0,1.0,0.9171,0.9125,0.0829,0.925,0.9541,0.875,PERTURBATION-STABLE
320,P-N,DistributedPerturbationInjection,0.8606,0.8606,0.0,1.0,0.8606,0.8528,0.1394,0.925,0.9541,0.8211,PERTURBATION-STABLE
512,P-N,DistributedPerturbationInjection,0.8526,0.8526,0.0,1.0,0.8526,0.8444,0.1474,0.925,0.9541,0.8135,PERTURBATION-STABLE
768,P-N,DistributedPerturbationInjection,0.9193,0.9193,0.0,1.0,0.9193,0.9148,0.0807,0.925,0.9541,0.8771,PERTURBATION-STABLE
1024,P-N,DistributedPerturbationInjection,0.8619,0.8619,0.0,1.0,0.8619,0.8543,0.1381,0.925,0.9541,0.8224,PERTURBATION-STABLE
1536,P-N,DistributedPerturbationInjection,0.8681,0.8681,0.0,1.0,0.8681,0.8609,0.1319,0.925,0.9541,0.8283,PERTURBATION-STABLE
2048,P-N,DistributedPerturbationInjection,0.8996,0.8996,0.0,1.0,0.8996,0.8941,0.1004,0.925,0.9541,0.8583,PERTURBATION-STABLE
3072,P-N,DistributedPerturbationInjection,0.8825,0.8825,0.0,1.0,0.8825,0.876,0.1175,0.925,0.9541,0.842,PERTURBATION-STABLE
4096,P-N,DistributedPerturbationInjection,0.8945,0.8945,0.0,1.0,0.8945,0.8886,0.1055,0.925,0.9541,0.8534,PERTURBATION-STABLE
6144,P-N,DistributedPerturbationInjection,0.8636,0.8636,0.0,1.0,0.8636,0.856,0.1364,0.925,0.9541,0.8239,PERTURBATION-STABLE
8192,P-N,DistributedPerturbationInjection,0.8539,0.8539,0.0,1.0,0.8539,0.8459,0.1461,0.925,0.9541,0.8147,PERTURBATION-STABLE
12288,P-N,DistributedPerturbationInjection,0.918,0.918,0.0,1.0,0.918,0.9134,0.082,0.925,0.9541,0.8758,PERTURBATION-STABLE
16384,P-N,DistributedPerturbationInjection,0.8623,0.8623,0.0,1.0,0.8623,0.8546,0.1377,0.925,0.954,0.8226,PERTURBATION-STABLE
24576,P-N,DistributedPerturbationInjection,0.9058,0.9058,0.0,1.0,0.9058,0.9006,0.0942,0.925,0.954,0.8641,PERTURBATION-STABLE
32768,P-N,DistributedPerturbationInjection,0.8879,0.8879,0.0,1.0,0.8879,0.8817,0.1121,0.925,0.954,0.8471,PERTURBATION-STABLE
65536,P-N,DistributedPerturbationInjection,0.8997,0.8997,0.0,1.0,0.8997,0.8942,0.1003,0.925,0.9539,0.8582,PERTURBATION-STABLE
131072,P-N,DistributedPerturbationInjection,0.9026,0.9026,0.0,1.0,0.9026,0.8972,0.0974,0.925,0.9536,0.8608,PERTURBATION-STABLE
262144,P-N,DistributedPerturbationInjection,0.9143,0.9143,0.0,1.0,0.9143,0.9095,0.0857,0.925,0.9531,0.8714,PERTURBATION-STABLE
524288,P-N,DistributedPerturbationInjection,0.9065,0.9065,0.0,1.0,0.9065,0.9014,0.0935,0.925,0.9522,0.8632,PERTURBATION-STABLE
1048576,P-N,DistributedPerturbationInjection,0.9035,0.9035,0.0,1.0,0.9035,0.8982,0.0965,0.925,0.9502,0.8585,PERTURBATION-STABLE
2097152,P-N,DistributedPerturbationInjection,0.918,0.918,0.0,1.0,0.918,0.9134,0.082,0.925,0.9463,0.8687,PERTURBATION-STABLE
4194304,P-N,DistributedPerturbationInjection,0.921,0.921,0.0,1.0,0.921,0.9165,0.079,0.925,0.9387,0.8645,PERTURBATION-STABLE
8388608,P-N,DistributedPerturbationInjection,0.8859,0.8859,0.0,1.0,0.8859,0.8794,0.1141,0.925,0.9238,0.8184,PERTURBATION-STABLE
16777216,P-N,DistributedPerturbationInjection,0.923,0.923,0.0,1.0,0.923,0.9185,0.077,0.925,0.8954,0.8265,PERTURBATION-STABLE
33554432,P-N,DistributedPerturbationInjection,0.9081,0.9081,0.0,1.0,0.9081,0.9023,0.0919,0.925,0.8435,0.766,PERTURBATION-STABLE
67108864,P-N,DistributedPerturbationInjection,0.8886,0.8886,0.0,1.0,0.8886,0.8807,0.1114,0.925,0.7559,0.6717,PERTURBATION-STABLE
1,P-N,CoherenceScrambling,0.8033,0.8033,0.0,1.0,0.8033,0.7924,0.1967,0.9,0.9541,0.7664,PERTURBATION-BOUNDED
2,P-N,CoherenceScrambling,0.8737,0.8737,0.0,1.0,0.8737,0.8667,0.1263,0.9,0.9541,0.8336,PERTURBATION-STABLE
4,P-N,CoherenceScrambling,0.842,0.842,0.0,1.0,0.842,0.8333,0.158,0.9,0.9541,0.8034,PERTURBATION-STABLE
6,P-N,CoherenceScrambling,0.8594,0.8594,0.0,1.0,0.8594,0.8516,0.1406,0.9,0.9541,0.8199,PERTURBATION-STABLE
8,P-N,CoherenceScrambling,0.8578,0.8578,0.0,1.0,0.8578,0.85,0.1422,0.9,0.9541,0.8185,PERTURBATION-STABLE
12,P-N,CoherenceScrambling,0.8044,0.8044,0.0,1.0,0.8044,0.7936,0.1956,0.9,0.9541,0.7675,PERTURBATION-BOUNDED
16,P-N,CoherenceScrambling,0.8018,0.8018,0.0,1.0,0.8018,0.7908,0.1982,0.9,0.9541,0.765,PERTURBATION-BOUNDED
