recursive_closure,recursive_identity_score,recursive_continuity,reconstruction_ability,org_memory,trajectory_coherence,closure_persistence,operator_continuity,operator_reversibility,compositional_stability,transition_smoothness,null_observer_continuity,null_recursive_identity
0.1036,0.1192,0.4667,0.0,0.1036,0.0,0.1036,0.4667,0.1036,0.031379,0.9995,0.01967466564,0.1036
0.1175,0.5842,0.7667,1.0,0.1175,0.04,0.1175,0.7667,0.1175,0.053743,0.9999,0.0737240355,0.1175
0.2961,0.6034,0.6333,1.0,0.2961,0.04,0.2961,0.6333,0.2961,0.050584,0.9998,0.19024134822,0.2961
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.08,0.22,1.0,0.0,0.08,0.0,0.08,1.0,0.08,0.02772,1.0,0.0287712,0.08
0.125,0.2792,1.0,0.0,0.125,0.32,0.125,1.0,0.125,0.066976,1.0,0.046828125000000005,0.125
0.8817,0.4204,1.0,0.0,0.8817,0.0,0.8817,1.0,0.8817,0.154725,0.9999,0.55247859837,0.8817
0.35,0.2875,1.0,0.0,0.35,0.0,0.35,1.0,0.35,0.02475,0.9999,0.1573425,0.35
0.8302,0.4076,1.0,0.0,0.8302,0.0,0.8302,1.0,0.8302,0.115114,0.9998,0.50597086932,0.8302
0.075,0.2121,0.9667,0.0,0.075,0.0,0.075,0.9667,0.075,0.026716,1.0,0.0260164575,0.075
0.0317,0.1946,0.9333,0.0,0.0317,0.0,0.0317,0.9333,0.0317,0.01514,0.9999,0.010186636499999999,0.0317
0.16,0.24,1.0,0.0,0.16,0.0,0.16,1.0,0.16,0.053365,0.9998,0.0618048,0.16
0.014,0.2035,1.0,0.0,0.014,0.0,0.014,1.0,0.014,0.008441,1.0,0.004727268000000001,0.014
0.2748,0.2687,1.0,0.0,0.2748,0.0,0.2748,1.0,0.2748,0.092437,0.9997,0.11665490832,0.2748
0.1075,0.2202,0.9667,0.0,0.1075,0.0,0.1075,0.9667,0.1075,0.047562,1.0,0.03845367450000001,0.1075
0.7873,0.4088,1.0,0.0,0.7873,0.08,0.7873,1.0,0.7873,0.155791,0.9999,0.46857804957000004,0.7873
0.1307,0.206,0.8667,0.0,0.1307,0.0,0.1307,0.8667,0.1307,0.098603,0.9999,0.04340993994000001,0.1307
0.2742,0.2419,0.8667,0.0,0.2742,0.0,0.2742,0.8667,0.2742,0.04705,0.9996,0.10417398174,0.2742
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.1575,0.3294,1.0,0.0,0.1575,0.6,0.1575,1.0,0.1575,0.075693,1.0,0.06070798125,0.1575
0.0004,0.2001,1.0,0.0,0.0004,0.0,0.0004,1.0,0.0004,0.0,1.0,0.00013325328,0.0004
0.0015,0.2004,1.0,0.0,0.0015,0.0,0.0015,1.0,0.0015,0.000641,1.0,0.00050024925,0.0015
0.6,0.6871,0.6667,1.0,0.6,0.04,0.6,0.6667,0.6,0.08021,0.9996,0.45288666,0.6
0.09,0.1892,0.8333,0.0,0.09,0.0,0.09,0.8333,0.09,0.031497,0.9999,0.027671301,0.09
0.797,0.3993,1.0,0.0,0.797,0.0,0.797,1.0,0.797,0.203294,1.0,0.47692559700000003,0.797
0.0503,0.2126,1.0,0.0,0.0503,0.0,0.0503,1.0,0.0503,0.004815,1.0,0.017592419970000002,0.0503
0.6459,0.3615,1.0,0.0,0.6459,0.0,0.6459,1.0,0.6459,0.125453,0.9999,0.35400790773,0.6459
0.2,0.25,1.0,0.0,0.2,0.0,0.2,1.0,0.2,0.026385,1.0,0.07992,0.2
0.0,0.1067,0.5333,0.0,0.0,0.0,0.0,0.5333,0.0,0.003719,0.9998,0.0,0.0
0.028,0.207,1.0,0.0,0.028,0.0,0.028,1.0,0.028,0.013913,1.0,0.009585072,0.028
0.016,0.204,1.0,0.0,0.016,0.0,0.016,1.0,0.016,0.008999,1.0,0.005413248,0.016
0.1898,0.2475,1.0,0.0,0.1898,0.0,0.1898,1.0,0.1898,0.00212,1.0,0.07519940532000001,0.1898
0.1724,0.2845,0.9667,0.0,0.1724,0.32,0.1724,0.9667,0.1724,0.062453,0.9999,0.06539481972,0.1724
0.55,0.6576,0.5667,1.0,0.55,0.08,0.55,0.5667,0.55,0.09093,0.9997,0.38767360500000003,0.55
0.3,0.4229,0.8,0.5,0.3,0.02,0.3,0.8,0.3,0.059012,0.9998,0.15984,0.3
0.0574,0.141,0.6333,0.0,0.0574,0.0,0.0574,0.6333,0.0574,0.001468,0.9999,0.013202177939999999,0.0574
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.00558,1.0,0.004043952000000001,0.012
0.045,0.0913,0.4,0.0,0.045,0.0,0.045,0.4,0.045,0.016775,0.9999,0.006668325,0.045
0.7699,0.3925,1.0,0.0,0.7699,0.0,0.7699,1.0,0.7699,0.15686,0.9999,0.45376112133,0.7699
0.4,0.45,1.0,0.0,0.4,1.0,0.4,1.0,0.4,0.374912,0.9909,0.18648000000000003,0.4
0.1192,0.2298,1.0,0.0,0.1192,0.0,0.1192,1.0,0.1192,0.000954,1.0,0.04442507712,0.1192
0.022,0.2055,1.0,0.0,0.022,0.0,0.022,1.0,0.022,0.013732,1.0,0.007487172,0.022
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.6,0.2213,0.2667,0.0,0.6,0.12,0.6,0.2667,0.6,0.0925,0.9996,0.17316666,0.6
0.16,0.24,1.0,0.0,0.16,0.0,0.16,1.0,0.16,0.002665,1.0,0.0618048,0.16
0.8091,0.4023,1.0,0.0,0.8091,0.0,0.8091,1.0,0.8091,0.20404,1.0,0.48742635573000004,0.8091
0.35,0.6562,0.9,0.9667,0.35,0.1,0.35,0.9,0.35,0.107877,0.9997,0.258356385,0.35
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.017303,1.0,0.666,1.0
0.5974,0.3494,1.0,0.0,0.5974,0.0,0.5974,1.0,0.5974,0.109883,0.9998,0.31777749108000003,0.5974
0.4,0.444,0.9,0.4333,0.4,0.1,0.4,0.9,0.4,0.072421,0.9997,0.23087556000000004,0.4
0.35,0.2875,1.0,0.0,0.35,0.0,0.35,1.0,0.35,0.041744,0.9999,0.1573425,0.35
0.053,0.1732,0.8,0.0,0.053,0.0,0.053,0.8,0.053,0.000405,1.0,0.015054597,0.053
0.3619,0.2905,1.0,0.0,0.3619,0.0,0.3619,1.0,0.3619,0.143424,0.9999,0.16412624613,0.3619
0.0132,0.0967,0.4667,0.0,0.0132,0.0,0.0132,0.4667,0.0132,0.000669,0.9999,0.00210944844,0.0132
0.1535,0.2384,1.0,0.0,0.1535,0.0,0.1535,1.0,0.1535,0.113718,1.0,0.05896172925,0.1535
0.0869,0.0351,0.0667,0.0,0.0869,0.0,0.0869,0.0667,0.0869,0.047789,0.9999,0.004444830720000001,0.0869
0.5979,0.3495,1.0,0.0,0.5979,0.0,0.5979,1.0,0.5979,0.386979,0.9992,0.31814300853,0.5979
0.07,0.2175,1.0,0.0,0.07,0.0,0.07,1.0,0.07,0.043007,1.0,0.024941700000000004,0.07
0.0178,0.1511,0.7333,0.0,0.0178,0.0,0.0178,0.7333,0.0178,0.031325,0.9999,0.00445207014,0.0178
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7e-05,1.0,0.0,0.0
0.3927,0.2982,1.0,0.0,0.3927,0.0,0.3927,1.0,0.3927,0.230928,0.9983,0.18212212557000002,0.3927
0.7,0.6979,0.5333,1.0,0.7,0.12,0.7,0.5333,0.7,0.079906,0.9996,0.5205822299999999,0.7
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.3938,0.2984,1.0,0.0,0.3938,0.0,0.3938,1.0,0.3938,0.266259,0.9993,0.18277652052,0.3938
0.024,0.206,1.0,0.0,0.024,0.0,0.024,1.0,0.024,0.012994,1.0,0.008183808,0.024
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9e-06,1.0,0.0,0.0
0.4172,0.1576,0.2667,0.0,0.4172,0.0,0.4172,0.2667,0.4172,0.002942,0.9954,0.09501258564000001,0.4172
0.0191,0.0581,0.2667,0.0,0.0191,0.0,0.0191,0.2667,0.0191,0.026982,0.9998,0.00181777374,0.0191
0.1511,0.2178,0.9,0.0,0.1511,0.0,0.1511,0.9,0.1511,0.146544,0.9997,0.05288746293000002,0.1511
0.4606,0.3151,1.0,0.0,0.4606,0.0,0.4606,1.0,0.4606,0.269446,0.9992,0.22402653588000002,0.4606
0.7494,0.7502,0.8,1.0,0.7494,0.04,0.7494,0.8,0.7494,0.113265,0.9992,0.6362032798799999,0.7494
0.5863,0.3466,1.0,0.0,0.5863,0.0,0.5863,1.0,0.5863,0.133929,0.9999,0.30970588077000005,0.5863
0.3326,0.2832,1.0,0.0,0.3326,0.0,0.3326,1.0,0.3326,0.164034,0.9981,0.14759317908,0.3326
0.0214,0.0587,0.2667,0.0,0.0214,0.0,0.0214,0.2667,0.0214,0.015388,0.9998,0.00205305822,0.0214
0.1175,0.1627,0.6667,0.0,0.1175,0.0,0.1175,0.6667,0.1175,0.046846,0.9999,0.0306837855,0.1175
0.9854,0.4464,1.0,0.0,0.9854,0.0,0.9854,1.0,0.9854,0.04166,0.9998,0.6514855822800001,0.9854
0.006,0.2015,1.0,0.0,0.006,0.0,0.006,1.0,0.006,0.002961,1.0,0.0020099880000000003,0.006
0.5346,0.3337,1.0,0.0,0.5346,0.0,0.5346,1.0,0.5346,0.110662,0.9994,0.27319225428,0.5346
0.0265,0.2066,1.0,0.0,0.0265,0.0,0.0265,1.0,0.0265,0.000283,1.0,0.00905834925,0.0265
0.1606,0.2402,1.0,0.0,0.1606,0.0,0.1606,1.0,0.1606,0.001622,1.0,0.062068655880000004,0.1606
0.1589,0.2397,1.0,0.0,0.1589,0.0,0.1589,1.0,0.1589,0.002277,1.0,0.06132168693000001,0.1589
0.4005,0.3001,1.0,0.0,0.4005,0.0,0.4005,1.0,0.4005,0.140509,0.9999,0.18677978325000005,0.4005
0.0695,0.2174,1.0,0.0,0.0695,0.0,0.0695,1.0,0.0695,0.000769,1.0,0.024751973250000003,0.0695
0.1516,0.2379,1.0,0.0,0.1516,0.0,0.1516,1.0,0.1516,0.118355,1.0,0.05813599248000001,0.1516
0.1075,0.2269,1.0,0.0,0.1075,0.0,0.1075,1.0,0.1075,0.101141,1.0,0.03964573125,0.1075
0.0725,0.2048,0.9333,0.0,0.0725,0.0,0.0725,0.9333,0.0725,0.042424,1.0,0.024282526500000002,0.0725
0.0999,0.225,1.0,0.0,0.0999,0.0,0.0999,1.0,0.0999,0.093393,1.0,0.03659004333,0.0999
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.1e-05,1.0,0.0,0.0
0.35,0.4301,0.9,0.42,0.35,0.04,0.35,0.9,0.35,0.062899,0.9998,0.1946385,0.35
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.030755,0.9999,0.12987,0.3
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.018687,1.0,0.666,1.0
0.35,0.5213,0.9667,0.64,0.35,0.02,0.35,0.9667,0.35,0.060287,0.9998,0.228053385,0.35
0.1682,0.242,1.0,0.0,0.1682,0.0,0.1682,1.0,0.1682,0.125733,1.0,0.06543158292,0.1682
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.026,0.2065,1.0,0.0,0.026,0.0,0.026,1.0,0.026,0.013343,1.0,0.008883108,0.026
0.0395,0.0432,0.1667,0.0,0.0395,0.0,0.0395,0.1667,0.0395,0.036363,0.9999,0.0027122517,0.0395
0.1555,0.2389,1.0,0.0,0.1555,0.0,0.1555,1.0,0.1555,0.116159,0.9999,0.05983352325,0.1555
0.1231,0.2041,0.8667,0.0,0.1231,0.0,0.1231,0.8667,0.1231,0.091178,0.9999,0.040574178540000005,0.1231
0.4387,0.3097,1.0,0.0,0.4387,0.0,0.4387,1.0,0.4387,0.088941,0.9997,0.21017551077,0.4387
0.0455,0.2114,1.0,0.0,0.0455,0.0,0.0455,1.0,0.0455,0.000503,1.0,0.01584089325,0.0455
0.3985,0.2996,1.0,0.0,0.3985,0.0,0.3985,1.0,0.3985,0.231577,0.9993,0.18558164925000004,0.3985
0.7145,0.3786,1.0,0.0,0.7145,0.0,0.7145,1.0,0.7145,0.172907,0.9999,0.40792841325000007,0.7145
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.036402,1.0,0.1040625,0.25
0.024,0.206,1.0,0.0,0.024,0.0,0.024,1.0,0.024,0.011933,1.0,0.008183808,0.024
0.02,0.205,1.0,0.0,0.02,0.0,0.02,1.0,0.02,0.013326,1.0,0.0067932,0.02
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6e-06,1.0,0.0,0.0
0.4347,0.6955,1.0,0.98,0.4347,0.02,0.4347,1.0,0.4347,0.208394,1.0,0.34954013997,0.4347
0.1055,0.2264,1.0,0.0,0.1055,0.0,0.1055,1.0,0.1055,0.090898,0.9999,0.03883787325,0.1055
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.033095,0.9999,0.12987,0.3
0.6,0.7002,0.7,1.0,0.6,0.08,0.6,0.7,0.6,0.072021,0.9997,0.45954000000000006,0.6
0.7968,0.3992,1.0,0.0,0.7968,0.0,0.7968,1.0,0.7968,0.198705,1.0,0.47675284992,0.7968
0.9801,0.7977,0.8,1.0,0.9801,0.02,0.9801,0.8,0.9801,0.163705,0.9998,0.9073504113299999,0.9801
0.1563,0.2391,1.0,0.0,0.1563,0.0,0.1563,1.0,0.1563,0.143559,1.0,0.06018298677,0.1563
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5e-05,1.0,0.0,0.0
0.1125,0.2281,1.0,0.0,0.1125,0.0,0.1125,1.0,0.1125,0.050223,1.0,0.04167703125,0.1125
0.0132,0.2033,1.0,0.0,0.0132,0.0,0.0132,1.0,0.0132,0.000481,1.0,0.00445362192,0.0132
0.4447,0.3112,1.0,0.0,0.4447,0.0,0.4447,1.0,0.4447,0.138803,0.9998,0.21393854397,0.4447
0.0876,0.2219,1.0,0.0,0.0876,0.0,0.0876,1.0,0.0876,0.122192,0.9999,0.03172616208,0.0876
0.3,0.4111,0.9667,0.42,0.3,0.02,0.3,0.9667,0.3,0.052189,0.9999,0.16850133,0.3
0.0005,0.1801,0.9,0.0,0.0005,0.0,0.0005,0.9,0.0005,0.0,1.0,0.00014993325000000002,0.0005
0.5304,0.3326,1.0,0.0,0.5304,0.0,0.5304,1.0,0.5304,0.267486,0.9989,0.27030414528,0.5304
0.0025,0.194,0.9667,0.0,0.0025,0.0,0.0025,0.9667,0.0025,0.001249,1.0,0.000806859,0.0025
0.9291,0.4323,1.0,0.0,0.9291,0.0,0.9291,1.0,0.9291,0.229142,1.0,0.59684482773,0.9291
0.0004,0.2001,1.0,0.0,0.0004,0.0,0.0004,1.0,0.0004,0.0,1.0,0.00013325328,0.0004
0.2799,0.27,1.0,0.0,0.2799,0.0,0.2799,1.0,0.2799,0.041312,0.9996,0.11929525533,0.2799
0.03,0.2075,1.0,0.0,0.03,0.0,0.03,1.0,0.03,0.010502,1.0,0.0102897,0.03
0.3976,0.2994,1.0,0.0,0.3976,0.0,0.3976,1.0,0.3976,0.216246,0.9987,0.18504335808000003,0.3976
0.7989,0.7987,1.0,1.0,0.7989,0.02,0.7989,1.0,0.7989,0.47935,0.9964,0.7446017229300002,0.7989
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9e-05,1.0,0.0,0.0
0.0209,0.0252,0.1,0.0,0.0209,0.0,0.0209,0.1,0.0209,0.008894,1.0,0.00084142773,0.0209
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.021276,0.9999,0.666,1.0
0.3318,0.283,1.0,0.0,0.3318,0.0,0.3318,1.0,0.3318,0.148138,0.9983,0.14714978292,0.3318
0.6206,0.3551,1.0,0.0,0.6206,0.0,0.6206,1.0,0.6206,0.135191,0.9999,0.3349128718800001,0.6206
0.5263,0.3316,1.0,0.0,0.5263,0.0,0.5263,1.0,0.5263,0.013481,1.0,0.26749613277,0.5263
0.7314,0.8067,1.0,1.0,0.7314,0.18,0.7314,1.0,0.7314,0.490792,0.9977,0.66524940468,0.7314
0.0,0.1933,0.9667,0.0,0.0,0.0,0.0,0.9667,0.0,0.003459,0.9551,0.0,0.0
0.9744,0.4556,1.0,0.0,0.9744,0.08,0.9744,1.0,0.9744,0.172158,0.9999,0.6406438348800001,0.9744
0.0883,0.2221,1.0,0.0,0.0883,0.0,0.0883,1.0,0.0883,0.096005,1.0,0.03200026437,0.0883
0.6497,0.3984,1.0,0.0,0.6497,0.24,0.6497,1.0,0.6497,0.537522,0.9982,0.35691275997000005,0.6497
0.3329,0.6768,0.9667,1.0,0.3329,0.06,0.3329,0.9667,0.3329,0.094337,0.9997,0.25492376772,0.3329
0.7322,0.383,1.0,0.0,0.7322,0.0,0.7322,1.0,0.7322,0.176856,0.9999,0.42234950772,0.7322
0.0907,0.2227,1.0,0.0,0.0907,0.0,0.0907,1.0,0.0907,0.130771,0.9998,0.03294252117,0.0907
0.8972,0.4243,1.0,0.0,0.8972,0.0,0.8972,1.0,0.8972,0.222976,1.0,0.56682189072,0.8972
0.1475,0.2819,1.0,0.0,0.1475,0.3,0.1475,1.0,0.1475,0.066753,0.9999,0.05636233125,0.1475
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.018,0.2045,1.0,0.0,0.018,0.0,0.018,1.0,0.018,0.008752,1.0,0.006101892,0.018
0.2,0.25,1.0,0.0,0.2,0.0,0.2,1.0,0.2,0.013136,1.0,0.07992,0.2
0.9998,0.7956,1.0,0.9,0.9998,0.04,0.9998,1.0,0.9998,0.154029,0.9988,0.96544027332,0.9998
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2e-05,1.0,0.0,0.0
0.014,0.2035,1.0,0.0,0.014,0.0,0.014,1.0,0.014,0.007348,1.0,0.004727268000000001,0.014
0.3249,0.6932,1.0,1.0,0.3249,0.1,0.3249,1.0,0.3249,0.10856,0.9998,0.25153488333,0.3249
0.395,0.2987,1.0,0.0,0.395,0.0,0.395,1.0,0.395,0.268536,0.9994,0.18349132500000004,0.395
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0001,1.0,0.0,0.0
0.4654,0.3164,1.0,0.0,0.4654,0.0,0.4654,1.0,0.4654,0.315195,0.9996,0.22710505428,0.4654
0.075,0.1787,0.8,0.0,0.075,0.0,0.075,0.8,0.075,0.030239,0.9998,0.021853125,0.075
0.2124,0.1198,0.3333,0.0,0.2124,0.0,0.2124,0.3333,0.2124,0.070876,0.9994,0.03859692444,0.2124
0.6057,0.3514,1.0,0.0,0.6057,0.0,0.6057,1.0,0.6057,0.155718,0.9999,0.32386663917,0.6057
0.2973,0.2743,1.0,0.0,0.2973,0.0,0.2973,1.0,0.2973,0.160605,0.9999,0.12843386757,0.2973
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.022,0.2055,1.0,0.0,0.022,0.0,0.022,1.0,0.022,0.007829,1.0,0.007487172,0.022
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000138,1.0,0.0,0.0
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.019349,0.9999,0.12987,0.3
0.2,0.25,1.0,0.0,0.2,0.0,0.2,1.0,0.2,0.028353,0.9999,0.07992,0.2
0.1325,0.6195,0.9,1.0,0.1325,0.08,0.1325,0.9,0.1325,0.056297,0.9999,0.08967898125000001,0.1325
0.8934,0.4233,1.0,0.0,0.8934,0.0,0.8934,1.0,0.8934,0.151274,0.9999,0.5632906654800001,0.8934
0.2964,0.6954,1.0,1.0,0.2964,0.16,0.2964,1.0,0.2964,0.088903,0.9998,0.22665743568000002,0.2964
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.1362,0.234,1.0,0.0,0.1362,0.0,0.1362,1.0,0.1362,0.136107,1.0,0.05153189652,0.1362
0.004,0.201,1.0,0.0,0.004,0.0,0.004,1.0,0.004,0.002261,1.0,0.001337328,0.004
0.034,0.2085,1.0,0.0,0.034,0.0,0.034,1.0,0.034,0.016654,1.0,0.011706948000000002,0.034
0.0284,0.2071,1.0,0.0,0.0284,0.0,0.0284,1.0,0.0284,0.072961,0.9999,0.009725784480000001,0.0284
0.5043,0.7261,1.0,1.0,0.5043,0.02,0.5043,1.0,0.5043,0.154893,0.9999,0.42055185717,0.5043
0.044,0.1843,0.8667,0.0,0.044,0.0,0.044,0.8667,0.044,0.020544,1.0,0.0133435764,0.044
0.028,0.207,1.0,0.0,0.028,0.0,0.028,1.0,0.028,0.016577,1.0,0.009585072,0.028
0.3,0.2683,0.9667,0.0,0.3,0.0,0.3,0.9667,0.3,0.025864,1.0,0.12654333,0.3
0.35,0.2875,1.0,0.0,0.35,0.0,0.35,1.0,0.35,0.024885,0.9999,0.1573425,0.35
0.034,0.2085,1.0,0.0,0.034,0.0,0.034,1.0,0.034,0.017773,1.0,0.011706948000000002,0.034
0.3983,0.2996,1.0,0.0,0.3983,0.0,0.3983,1.0,0.3983,0.256496,0.9996,0.18546198237,0.3983
0.024,0.206,1.0,0.0,0.024,0.0,0.024,1.0,0.024,0.013575,1.0,0.008183808,0.024
0.7344,0.3956,1.0,0.0,0.7344,0.08,0.7344,1.0,0.7344,0.163916,0.9999,0.42415653888000004,0.7344
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.8185,0.4046,1.0,0.0,0.8185,0.0,0.8185,1.0,0.8185,0.174848,0.9999,0.49565126925,0.8185
0.0541,0.2135,1.0,0.0,0.0541,0.0,0.0541,1.0,0.0541,0.008978,1.0,0.01898992773,0.0541
0.6491,0.6325,0.3,1.0,0.6491,0.08,0.6491,0.3,0.6491,0.082454,0.9997,0.42129854973,0.6491
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.035518,0.9999,0.1040625,0.25
0.0508,0.0927,0.4,0.0,0.0508,0.0,0.0508,0.4,0.0508,0.000481,0.9998,0.00762591312,0.0508
0.022,0.2055,1.0,0.0,0.022,0.0,0.022,1.0,0.022,0.014653,1.0,0.007487172,0.022
0.0005,0.1935,0.9667,0.0,0.0005,0.0,0.0005,0.9667,0.0005,1e-06,1.0,0.00016103880000000001,0.0005
0.0005,0.1935,0.9667,0.0,0.0005,0.0,0.0005,0.9667,0.0005,1e-06,1.0,0.00016103880000000001,0.0005
0.4514,0.7056,1.0,1.0,0.4514,0.02,0.4514,1.0,0.4514,0.203064,0.9999,0.36848513268000005,0.4514
0.7256,0.3814,1.0,0.0,0.7256,0.0,0.7256,1.0,0.7256,0.165801,0.9999,0.4169477548800001,0.7256
0.0,0.16,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.005766,0.9869,0.0,0.0
0.235,0.6358,1.0,0.94,0.235,0.04,0.235,1.0,0.235,0.076836,0.9998,0.170204625,0.235
0.1347,0.2337,1.0,0.0,0.1347,0.0,0.1347,1.0,0.1347,0.114623,1.0,0.050897081969999994,0.1347
0.15,0.2375,1.0,0.0,0.15,0.0,0.15,1.0,0.15,0.017363,1.0,0.0574425,0.15
0.035,0.0421,0.1667,0.0,0.035,0.0,0.035,0.1667,0.035,0.011528,1.0,0.0023508135000000004,0.035
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.03778,0.9999,0.12987,0.3
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.020171,1.0,0.666,1.0
0.4996,0.6616,0.9333,0.88,0.4996,0.02,0.4996,0.9333,0.4996,0.05396,0.9997,0.38478977172,0.4996
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.002259,1.0,0.1040625,0.25
0.8811,0.4203,1.0,0.0,0.8811,0.0,0.8811,1.0,0.8811,0.208401,1.0,0.55192659093,0.8811
0.3314,0.2828,1.0,0.0,0.3314,0.0,0.3314,1.0,0.3314,0.163368,0.9979,0.14692824468,0.3314
0.13,0.1992,0.8333,0.0,0.13,0.0,0.13,0.8333,0.13,0.04035,0.9998,0.041701257000000005,0.13
0.5655,0.3414,1.0,0.0,0.5655,0.0,0.5655,1.0,0.5655,0.164857,0.9997,0.29480165325,0.5655
0.026,0.1998,0.9667,0.0,0.026,0.0,0.026,0.9667,0.026,0.013274,1.0,0.0085947966,0.026
0.202,0.2505,1.0,0.0,0.202,0.0,0.202,1.0,0.202,0.004403,1.0,0.08085373200000001,0.202
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,0.0,1.0,0.00016658325000000002,0.0005
0.0005,0.1935,0.9667,0.0,0.0005,0.0,0.0005,0.9667,0.0005,1e-06,1.0,0.00016103880000000001,0.0005
0.1164,0.2224,0.9667,0.0,0.1164,0.0,0.1164,0.9667,0.1164,0.078928,1.0,0.04198225572000001,0.1164
0.2667,0.4167,1.0,0.0,0.2667,1.0,0.2667,1.0,0.2667,0.191655,0.992,0.11249702037,0.2667
0.275,0.4836,1.0,0.54,0.275,0.02,0.275,1.0,0.275,0.059743,0.9997,0.16620862500000003,0.275
0.1427,0.2357,1.0,0.0,0.1427,0.0,0.1427,1.0,0.1427,0.083648,0.9999,0.05430007557,0.1427
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.019455,0.9999,0.12987,0.3
0.5997,0.7066,1.0,0.85,0.5997,0.12,0.5997,1.0,0.5997,0.453298,0.999,0.48920533497000007,0.5997
0.173,0.2432,1.0,0.0,0.173,0.0,0.173,1.0,0.173,0.00954,1.0,0.067575357,0.173
0.0,0.1667,0.8333,0.0,0.0,0.0,0.0,0.8333,0.0,0.007244,0.9864,0.0,0.0
0.4297,0.3074,1.0,0.0,0.4297,0.0,0.4297,1.0,0.4297,0.110903,0.9998,0.20457591597000005,0.4297
0.35,0.2875,1.0,0.0,0.35,0.0,0.35,1.0,0.35,0.043207,0.9999,0.1573425,0.35
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.029678,1.0,0.1040625,0.25
0.0199,0.205,1.0,0.0,0.0199,0.0,0.0199,1.0,0.0199,0.00023,1.0,0.006758571330000001,0.0199
0.2511,0.7023,0.8667,1.0,0.2511,0.46,0.2511,0.8667,0.2511,0.082326,0.9998,0.17708260014,0.2511
0.9,0.246,0.0,0.0,0.9,0.14,0.9,0.0,0.9,0.131873,0.9994,0.26973,0.9
0.3972,0.2993,1.0,0.0,0.3972,0.0,0.3972,1.0,0.3972,0.252115,0.9996,0.18480429072000001,0.3972
0.0667,0.2167,1.0,0.0,0.0667,0.0,0.0667,1.0,0.0667,0.001801,1.0,0.02369258037,0.0667
0.15,0.2375,1.0,0.0,0.15,0.0,0.15,1.0,0.15,0.01292,1.0,0.0574425,0.15
0.1038,0.186,0.8,0.0,0.1038,0.0,0.1038,0.8,0.1038,0.091873,0.9999,0.03124020852,0.1038
0.0695,0.2174,1.0,0.0,0.0695,0.0,0.0695,1.0,0.0695,0.000571,1.0,0.024751973250000003,0.0695
