domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score,process_regime_tg,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness_tg,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,self_prediction,internal_continuity,self_model_consistency,closure_adaptation,forecast_stability,self_alignment,temporal_self_coherence,perturbation_anticipation,self_prediction_norm,internal_continuity_norm,self_model_consistency_norm,closure_adaptation_norm,forecast_stability_norm,self_alignment_norm,temporal_self_coherence_norm,perturbation_anticipation_norm,self_reference_composite
gray_scott,62,CH,0.9667,0.0,0.1151,0.108036,0.9998,0.1151,0.0,0.0,0.0,0.2221,CH,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.1151,0.1151,0.108036,0.2108,,,,,,,0.11126717,0.9665066600000001,0.0,0.0,0.012434943599999998,0.06926731694557797,0.0,,0.11126716998887327,0.9665066599033494,0.0,0.0,0.015387919038415411,0.0692673168222805,0.0,,0.1660612951075598
gray_scott,63,RG,1.0,0.0,0.9999,0.017896,1.0,0.9999,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9999,0.9999,0.017896,0.0,,,,,,,0.9999,1.0,0.0,0.0,0.0178942104,0.31257814462208333,0.0,,0.99989999990001,0.9999999999,0.0,0.0,0.02214361960528483,0.31257814450487625,0.0,,0.33351739484431014
gray_scott,64,CH,0.4,0.0,0.4188,0.11231,0.9998,0.4188,0.0,0.0,0.0,0.1847,CH,op_multiplicative,0.4,0.6,0.04969,0.9998,0.4188,0.4188,0.11231,0.9353,,,,,,,0.16752,0.39992000000000005,0.0,0.0,0.047035428,0.7310577644747365,0.0,,0.167519999983248,0.39991999996000804,0.0,0.0,0.05820511787453683,0.7310577643680045,0.0,,0.1938146974551139
gray_scott,65,CG,1.0,1.0,0.9999,0.21257,0.9989,0.9999,1.4321,0.983,0.08,0.8594,CG,op_multiplicative,1.0,0.0,0.0,0.9989,0.9999,0.9999,0.21257,0.0,1.0,1.0,1.7,1.0,0.0,1.0,0.9999,0.9989,0.9999,0.9829017,0.212548743,0.8244561140504558,0.07999200000000001,1.0,0.99989999990001,0.99889999990011,0.99989999990001,0.9972499830691768,0.26302353707506687,0.8244561139460618,0.09998999998750126,0.9999999999666667,0.7729274542180755
gray_scott,66,CH,0.9667,0.0,0.2548,0.165172,0.9998,0.2548,0.0,0.0,0.0,0.257,CH,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.2548,0.2548,0.165172,0.2108,,,,,,,0.24631516000000003,0.9665066600000001,0.0,0.0,0.04208582560000001,0.11290322591736657,0.0,,0.24631515997536851,0.9665066599033494,0.0,0.0,0.05208011373671779,0.11290322579516136,0.0,,0.19682930848722816
gray_scott,67,CL,1.0,0.0,1.0,0.002724,0.9998,1.0,0.0,0.0,0.0,0.45,CL,op_multiplicative,1.0,0.0,0.0,0.9998,1.0,1.0,0.002724,0.0,,,,,,,1.0,0.9998,0.0,0.0,0.002724,0.31257814462208333,0.0,,0.9999999999,0.99979999990002,0.0,0.0,0.003370879097565315,0.31257814450487625,0.0,,0.3308212890574945
gray_scott,68,CH,0.9667,0.0,0.5864,0.11706,0.9998,0.5864,0.0,0.0,0.0,0.3399,CH,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.5864,0.5864,0.11706,0.2108,,,,,,,0.56687288,0.9665066600000001,0.0,0.0,0.068643984,0.21655413863258888,0.0,,0.5668728799433127,0.9665066599033494,0.0,0.0,0.08494514347988544,0.2165541385129782,0.0,,0.2621255459770751
gray_scott,69,CG,1.0,1.0,0.6573,0.163163,0.9999,0.6573,0.2699,0.9666,0.02,0.7623,CG,op_multiplicative,1.0,0.0,0.0,0.9999,0.6573,0.6573,0.163163,0.0,11.0,1.0,3.34,1.0,0.0,1.0,0.6573,0.9999,0.6573,0.63534618,0.10724703990000001,0.7030507627278006,0.013146,1.0,0.65729999993427,0.99989999990001,0.65729999993427,0.6446208885874001,0.13271542036514808,0.7030507626203676,0.016432499997945937,0.9999999999666667,0.6014149464132598
gray_scott,70,CH,0.1,0.0,0.2284,0.100866,0.9997,0.2284,0.0,0.0,0.0,0.0771,CH,op_multiplicative,0.1,0.9,0.020388,0.9997,0.2284,0.2284,0.100866,0.5122,,,,,,,0.02284,0.09997,0.0,0.0,0.0230377944,0.9716179044796678,0.0,,0.022839999997716,0.099969999990003,0.0,0.0,0.028508670923996792,0.9716179043789573,0.0,,0.16041951075581046
gray_scott,71,CG,1.0,1.0,1.0,0.132745,0.9998,1.0,0.1047,0.9256,0.02,0.8418,CG,op_multiplicative,1.0,0.0,0.0,0.9998,1.0,1.0,0.132745,0.0,17.0,1.0,7.44,1.0,0.0,1.0,1.0,0.9998,1.0,0.9256,0.132745,0.8024506126778632,0.02,1.0,0.9999999999,0.99979999990002,0.9999999999,0.9391117996121383,0.1642684823077488,0.8024506125729183,0.024999999996874998,0.9999999999666667,0.7413288617695459
gray_scott,72,CH,1.0,0.0,0.4012,0.114728,0.9999,0.4012,0.0,0.0,0.0,0.3003,CH,op_multiplicative,1.0,0.0,0.0,0.9999,0.4012,0.4012,0.114728,0.0,,,,,,,0.4012,0.9999,0.0,0.0,0.0460288736,0.12540635169724856,0.0,,0.40119999995988,0.99989999990001,0.0,0.0,0.0569595330039339,0.12540635157535632,0.0,,0.22620941206274
gray_scott,73,CG,1.0,0.78,1.0,0.204847,0.9993,1.0,0.4994,0.6166,0.02,0.7405,CG,op_multiplicative,1.0,0.0,0.0,0.9993,1.0,1.0,0.204847,0.0,11.0,1.0,20.95,0.78,0.0,1.0,1.0,0.9993,0.78,0.6166,0.204847,0.6757939485276578,0.02,0.78,0.9999999999,0.99929999990007,0.779999999922,0.6256010540631423,0.25349283057964833,0.6757939484195425,0.024999999996874998,0.9266666666357779,0.660731812427132
gray_scott,74,RG,0.8,0.0,0.8493,0.042438,0.9994,0.8493,0.0,0.0,0.0,0.3723,RG,op_multiplicative,0.8,0.2,0.036694,0.9994,0.8493,0.8493,0.042438,0.7219,,,,,,,0.67944,0.79952,0.0,0.0,0.036042593399999996,0.46549137291004117,0.0,,0.6794399999320561,0.799519999920048,0.0,0.0,0.044601771187263425,0.4654913727966617,0.0,,0.2841504491194327
gray_scott,75,CG,1.0,0.94,0.7793,0.118098,0.9995,0.7793,0.3817,0.8744,0.02,0.764,CG,op_multiplicative,1.0,0.0,0.0,0.9995,0.7793,0.7793,0.118098,0.0,12.0,1.0,6.98,0.94,1.371,3.0,0.7793,0.9995,0.7325419999999999,0.68141992,0.09203377139999999,0.7051762941103807,0.015586000000000001,-0.34874,0.77929999992207,0.99949999990005,0.7325419999267457,0.6913672076088583,0.11388939657942895,0.7051762940030009,0.019482499997564687,0.5504199999816527,0.5739596747399214
gray_scott,76,CL,1.0,0.0,0.0003,0.042293,0.9998,0.0003,0.0,0.0,0.0,0.2001,CL,op_multiplicative,1.0,0.0,0.0,0.9998,0.0003,0.0003,0.042293,0.0,,,,,,,0.0003,0.9998,0.0,0.0,1.2687899999999998e-05,0.00012503138283004311,0.0,,0.00029999999997,0.99979999990002,0.0,0.0,1.5700945999265402e-05,0.00012503125780185417,0.0,,0.14289153315768446
gray_scott,77,CG,1.0,0.72,0.9494,0.113393,0.9999,0.9494,0.4482,0.6264,0.02,0.7143,CG,op_multiplicative,1.0,0.0,0.0,0.9999,0.9494,0.9494,0.113393,0.0,20.0,1.0,13.0,0.72,0.0,1.0,0.9494,0.9999,0.683568,0.5947041599999999,0.10765531419999999,0.6430357589843667,0.018988,0.72,0.94939999990506,0.99989999990001,0.6835679999316432,0.6033855811737521,0.13322064918451043,0.6430357588754314,0.023734999997033126,0.9066666666364444,0.6178639569504856
gray_scott,78,RG,1.0,0.0,1.0,0.019031,1.0,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,1.0,1.0,0.019031,0.0,,,,,,,1.0,1.0,0.0,0.0,0.019031,0.31257814462208333,0.0,,0.9999999999,0.9999999999,0.0,0.0,0.02355036714602258,0.31257814450487625,0.0,,0.33373264449298556
gray_scott,79,RG,1.0,0.0,1.0,0.017677,0.9999,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9999,1.0,1.0,0.017677,0.0,,,,,,,1.0,0.9999,0.0,0.0,0.017677,0.31257814462208333,0.0,,0.9999999999,0.99989999990001,0.0,0.0,0.02187482738900957,0.31257814450487625,0.0,,0.33347899595627084
gray_scott,80,RG,1.0,0.0,0.999,0.026712,0.9999,0.999,0.0,0.0,0.0,0.4498,RG,op_multiplicative,1.0,0.0,0.0,0.9999,0.999,0.999,0.026712,0.0,,,,,,,0.999,0.9999,0.0,0.0,0.026685287999999998,0.31232808210648566,0.0,,0.9989999999001,0.99989999990001,0.0,0.0,0.033022349314137486,0.3123280819892723,0.0,,0.33489291872907423
gray_scott,81,CG,0.7333,0.98,0.8499,0.108555,0.9991,0.8499,0.9543,0.937,0.06,0.7537,CG,op_multiplicative,0.7333,0.2667,0.044849,0.9991,0.8499,0.8499,0.108555,0.8366,5.0,1.0,4.39,0.98,0.0,1.0,0.6232316699999999,0.73264003,0.8329019999999999,0.7963563,0.0922608945,0.9747436859246382,0.050994,0.98,0.6232316699376768,0.7326400299267359,0.8329019999167098,0.8079814153256957,0.11417045550393859,0.9747436858240061,0.06374249999203219,0.9933333333002222,0.6428431362158771
gray_scott,82,CL,1.0,0.0,1.0,0.002321,0.9997,1.0,0.0,0.0,0.0,0.45,CL,op_multiplicative,1.0,0.0,0.0,0.9997,1.0,1.0,0.002321,0.0,,,,,,,1.0,0.9997,0.0,0.0,0.002321,0.31257814462208333,0.0,,0.9999999999,0.99969999990003,0.0,0.0,0.002872177087169272,0.31257814450487625,0.0,,0.33073576019886797
gray_scott,83,CH,1.0,0.0,0.4005,0.140509,0.9999,0.4005,0.0,0.0,0.0,0.3001,CH,op_multiplicative,1.0,0.0,0.0,0.9999,0.4005,0.4005,0.140509,0.0,,,,,,,0.4005,0.9999,0.0,0.0,0.0562738545,0.125156289181651,0.0,,0.40049999995995,0.99989999990001,0.0,0.0,0.06963743020318716,0.1251562890597525,0.0,,0.22788481701755708
gray_scott,84,RG,1.0,0.0,1.0,0.015293,0.9998,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9998,1.0,1.0,0.015293,0.0,,,,,,,1.0,0.9998,0.0,0.0,0.015293,0.31257814462208333,0.0,,0.9999999999,0.99979999990002,0.0,0.0,0.018924689441654315,0.31257814450487625,0.0,,0.3330432619637929
gray_scott,85,CH,1.0,0.0,0.0037,0.073205,0.9998,0.0037,0.0,0.0,0.0,0.2009,CH,op_multiplicative,1.0,0.0,0.0,0.9998,0.0037,0.0037,0.073205,0.0,,,,,,,0.0037,0.9998,0.0,0.0,0.0002708585,0.0011252814452206161,0.0,,0.00369999999963,0.99979999990002,0.0,0.0,0.00033518034362991735,0.0011252813202174649,0.0,,0.14356578022335678
gray_scott,86,CG,0.8333,1.0,0.7901,0.099592,0.9992,0.7901,0.9578,0.981,0.08,0.7733,CG,op_multiplicative,0.8333,0.1667,0.031853,0.9992,0.7901,0.7901,0.099592,0.65,5.0,1.0,1.9,1.0,1.5219,3.0,0.65839033,0.83263336,0.7901,0.7750881000000001,0.0786876392,0.9252313078363053,0.063208,-0.5219,0.658390329934161,0.8326333599167366,0.79009999992099,0.7864027446509865,0.09737390536565387,0.9252313077344337,0.07900999999012374,0.49269999998357666,0.5827302059370827
gray_scott,87,RG,1.0,0.0,0.9496,0.045977,0.9995,0.9496,0.0,0.0,0.0,0.4374,RG,op_multiplicative,1.0,0.0,0.0,0.9995,0.9496,0.9496,0.045977,0.0,,,,,,,0.9496,0.9995,0.0,0.0,0.043659759199999995,0.29682420613943195,0.0,,0.94959999990504,0.99949999990005,0.0,0.0,0.05402781559912443,0.2968242060218305,0.0,,0.32856457448943505
gray_scott,88,RG,1.0,0.0,1.0,0.040931,0.9997,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9997,1.0,1.0,0.040931,0.0,,,,,,,1.0,0.9997,0.0,0.0,0.040931,0.31257814462208333,0.0,,0.9999999999,0.99969999990003,0.0,0.0,0.05065104711543536,0.31257814450487625,0.0,,0.33756131306004883
gray_scott,89,RG,1.0,0.0,0.9989,0.024151,0.9999,0.9989,0.0,0.0,0.0,0.4497,RG,op_multiplicative,1.0,0.0,0.0,0.9999,0.9989,0.9989,0.024151,0.0,,,,,,,0.9989,0.9999,0.0,0.0,0.0241244339,0.3122030508486868,0.0,,0.99889999990011,0.99989999990001,0.0,0.0,0.029853359021331162,0.31220305073147037,0.0,,0.3344080585075602
gray_scott,90,CG,0.9333,0.98,0.8441,0.109904,0.9993,0.8441,0.6754,0.9542,0.04,0.7918,CG,op_multiplicative,0.9333,0.0667,0.01427,0.9993,0.8441,0.8441,0.109904,0.3534,6.0,1.0,2.63,0.98,0.971,2.0,0.78779853,0.93264669,0.8272179999999999,0.80544022,0.0927699664,0.8233308327302662,0.033764,0.028420000000000025,0.7877985299212201,0.9326466899067353,0.8272179999172781,0.8171979413182764,0.11480041872966101,0.823330832625844,0.04220499999472437,0.676139999977462,0.6276671765489001
gray_scott,91,CL,1.0,0.0,1.0,0.002541,0.9998,1.0,0.0,0.0,0.0,0.45,CL,op_multiplicative,1.0,0.0,0.0,0.9998,1.0,1.0,0.002541,0.0,,,,,,,1.0,0.9998,0.0,0.0,0.002541,0.31257814462208333,0.0,,0.9999999999,0.99979999990002,0.0,0.0,0.0031444213608346054,0.31257814450487625,0.0,,0.33078893795224723
gray_scott,92,CG,1.0,1.0,1.0,0.132522,0.9997,1.0,0.0876,0.964,0.02,0.8476,CG,op_multiplicative,1.0,0.0,0.0,0.9997,1.0,1.0,0.132522,0.0,13.0,1.0,3.6,1.0,0.0,1.0,1.0,0.9997,1.0,0.964,0.132522,0.8097024256301949,0.02,1.0,0.9999999999,0.99969999990003,0.9999999999,0.9780723582823048,0.16399252561216984,0.8097024255254315,0.024999999996874998,0.9999999999666667,0.7470584136354348
gray_scott,93,CL,0.6333,0.0,0.0,0.007165,0.9994,0.0,0.0,0.0,0.0,0.1267,CL,op_multiplicative,0.6333,0.3667,0.053258,0.9994,0.0,0.0,0.007165,0.9481,,,,,,,0.0,0.6329200199999999,0.0,0.0,0.0,0.3668417105067716,0.0,,0.0,0.6329200199367079,0.0,0.0,0.0,0.36684171039092284,0.0,,0.14282310433251869
gray_scott,94,CG,1.0,0.98,0.9988,0.144307,0.9998,0.9988,0.0903,0.8962,0.02,0.8321,CG,op_multiplicative,1.0,0.0,0.0,0.9998,0.9988,0.9988,0.144307,0.0,16.0,1.0,8.55,0.98,0.0,1.0,0.9988,0.9998,0.978824,0.8951245600000001,0.14413383159999998,0.7903225806713776,0.019976,0.98,0.99879999990012,0.99979999990002,0.9788239999021177,0.9081914827340358,0.17836186497519788,0.7903225805661291,0.02496999999687875,0.9933333333002222,0.7340754076593402
gray_scott,95,CG,1.0,0.6,0.9454,0.119051,0.9994,0.9454,0.1232,0.429,0.02,0.6537,CG,op_multiplicative,1.0,0.0,0.0,0.9994,0.9454,0.9454,0.119051,0.0,19.0,1.0,28.5,0.6,0.0,1.0,0.9454,0.9994,0.56724,0.4055766,0.1125508154,0.5672668167582813,0.018908,0.6,0.94539999990546,0.9993999999000599,0.567239999943276,0.41149715936319403,0.1392787044955185,0.5672668166474494,0.023634999997045623,0.8666666666377778,0.5650480433612226
gray_scott,96,CG,0.7,1.0,0.6,0.072021,0.9997,0.6,0.4721,0.988,0.08,0.7002,CG,op_multiplicative,0.7,0.3,0.048161,0.9997,0.6,0.6,0.072021,0.8813,2.0,1.0,1.2,1.0,0.0,1.0,0.42,0.69979,0.6,0.5928,0.0432126,1.0,0.048,1.0,0.41999999995799997,0.699789999930021,0.59999999994,0.6014536244706953,0.0534744677281391,0.9999999999,0.0599999999925,0.9999999999666667,0.5543397614857528
gray_scott,97,CG,1.0,1.0,0.4792,0.151152,0.9999,0.4792,0.133,0.9694,0.02,0.7182,CG,op_multiplicative,1.0,0.0,0.0,0.9999,0.4792,0.4792,0.151152,0.0,14.0,1.0,3.06,1.0,0.0,1.0,0.4792,0.9999,0.4792,0.46453648000000003,0.07243203840000001,0.6479119780385207,0.009584,1.0,0.47919999995208,0.99989999990001,0.47919999995208,0.4713177287362663,0.08963276220139804,0.6479119779297076,0.0119799999985025,0.9999999999666667,0.5223928085795888
gray_scott,98,RG,1.0,0.0,1.0,0.041315,0.9997,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9997,1.0,1.0,0.041315,0.0,,,,,,,1.0,0.9997,0.0,0.0,0.041315,0.31257814462208333,0.0,,0.9999999999,0.99969999990003,0.0,0.0,0.05112623712037848,0.31257814450487625,0.0,,0.33762919734646923
gray_scott,99,CG,1.0,0.0,1.0,0.221745,0.999,1.0,0.0,0.0,0.06,0.459,CG,op_multiplicative,1.0,0.0,0.0,0.999,1.0,1.0,0.221745,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.999,0.0,0.0,0.221745,0.3238309578239773,0.06,-2.0,0.9999999999,0.9989999999001,0.0,0.0,0.2744036657450884,0.3238309577070519,0.074999999990625,0.0,0.33402932790535816
gray_scott,100,RG,1.0,0.0,0.9999,0.020058,1.0,0.9999,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9999,0.9999,0.020058,0.0,,,,,,,0.9999,1.0,0.0,0.0,0.0200559942,0.31257814462208333,0.0,,0.99989999990001,0.9999999999,0.0,0.0,0.024818770789159762,0.31257814450487625,0.0,,0.33389955929914944
gray_scott,101,CG,0.7333,1.0,0.8498,0.097469,0.9993,0.8498,0.5806,0.989,0.04,0.7635,CG,op_multiplicative,0.7333,0.2667,0.044849,0.9993,0.8498,0.8498,0.097469,0.8366,4.0,1.0,1.1,1.0,0.0,1.0,0.6231583399999999,0.73278669,0.8498,0.8404522,0.0828291562,0.9624906226603539,0.033992,1.0,0.6231583399376841,0.7327866899267212,0.84979999991502,0.8527210220721486,0.10249892485446128,0.962490622559415,0.04248999999468875,0.9999999999666667,0.6457431999033507
gray_scott,102,RG,1.0,0.0,0.9954,0.036126,0.9998,0.9954,0.0,0.0,0.0,0.4489,RG,op_multiplicative,1.0,0.0,0.0,0.9998,0.9954,0.9954,0.036126,0.0,,,,,,,0.9954,0.9998,0.0,0.0,0.035959820399999995,0.31120280078629636,0.0,,0.9953999999004599,0.99979999990002,0.0,0.0,0.04449934175424478,0.31120280066905487,0.0,,0.33584316317482565
gray_scott,103,RG,1.0,0.0,0.9935,0.050126,0.9997,0.9935,0.0,0.0,0.0,0.4484,RG,op_multiplicative,1.0,0.0,0.0,0.9997,0.9935,0.9935,0.050126,0.0,,,,,,,0.9935,0.9997,0.0,0.0,0.049800181,0.3105776444973022,0.0,,0.9934999999006501,0.99969999990003,0.0,0.0,0.061626427748850715,0.31057764438004504,0.0,,0.33791486741851084
gray_scott,104,CG,0.9667,1.0,0.8621,0.176048,0.9998,0.8621,0.6787,0.9706,0.04,0.8105,CG,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.8621,0.8621,0.176048,0.2108,8.0,1.0,2.94,1.0,0.0,1.0,0.8333920699999999,0.9665066600000001,0.8621,0.83675426,0.1517709808,0.8049512378338397,0.034484,1.0,0.8333920699166607,0.9665066599033494,0.8620999999137899,0.8489690999802539,0.1878126383244151,0.8049512377289574,0.04310499999461187,0.9999999999666667,0.6933545882160881
gray_scott,105,CH,1.0,0.0,0.3998,0.17079,0.9998,0.3998,0.0,0.0,0.0,0.2999,CH,op_multiplicative,1.0,0.0,0.0,0.9998,0.3998,0.3998,0.17079,0.0,,,,,,,0.3998,0.9998,0.0,0.0,0.068281842,0.12490622666605333,0.0,,0.39979999996001997,0.99979999990002,0.0,0.0,0.08449700218100492,0.12490622654414858,0.0,,0.22985760408359907
gray_scott,106,CG,0.9333,0.72,0.9,0.137428,0.9995,0.9,0.6452,0.5676,0.04,0.6828,CG,op_multiplicative,0.9333,0.0667,0.01427,0.9995,0.9,0.9,0.137428,0.3534,13.0,1.0,21.17,0.72,0.0,1.0,0.83997,0.9328333500000001,0.648,0.51084,0.1236852,0.6870467617295516,0.036000000000000004,0.72,0.839969999916003,0.9328333499067167,0.6479999999352,0.5182971820590586,0.15305721562341612,0.687046761621718,0.044999999994375005,0.9066666666364444,0.5913588969616165
gray_scott,107,RG,1.0,0.0,0.9998,0.019084,1.0,0.9998,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9998,0.9998,0.019084,0.0,,,,,,,0.9998,1.0,0.0,0.0,0.0190801832,0.31257814462208333,0.0,,0.99979999990002,0.9999999999,0.0,0.0,0.023611230075843204,0.31257814450487625,0.0,,0.33371276776867703
gray_scott,108,CL,0.8,0.0,0.0,0.002514,0.9993,0.0,0.0,0.0,0.0,0.16,CL,op_multiplicative,0.8,0.2,0.035252,0.9993,0.0,0.0,0.002514,0.5375,,,,,,,0.0,0.79944,0.0,0.0,0.0,0.2000500126031446,0.0,,0.0,0.799439999920056,0.0,0.0,0.0,0.2000500124831208,0.0,,0.14278428748616812
gray_scott,109,RG,1.0,0.0,0.9999,0.038501,1.0,0.9999,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9999,0.9999,0.038501,0.0,,,,,,,0.9999,1.0,0.0,0.0,0.0384971499,0.31257814462208333,0.0,,0.99989999990001,0.9999999999,0.0,0.0,0.04763922096686808,0.31257814450487625,0.0,,0.33715962361025065
gray_scott,110,CG,0.6667,1.0,0.75,0.089256,0.9996,0.75,1.3641,0.989,0.12,0.7372,CG,op_multiplicative,0.6667,0.3333,0.050964,0.9996,0.75,0.75,0.089256,0.9183,1.0,1.0,1.1,1.0,0.0,1.0,0.5000249999999999,0.66643332,0.75,0.74175,0.066942,0.9121030257674291,0.09,1.0,0.5000249999499974,0.6664333199333566,0.749999999925,0.7525779789998959,0.08283898258047626,0.9121030256652289,0.11249999998593749,0.9999999999666667,0.59705978837582
gray_scott,111,RG,1.0,0.0,0.9906,0.035345,0.9998,0.9906,0.0,0.0,0.0,0.4476,RG,op_multiplicative,1.0,0.0,0.0,0.9998,0.9906,0.9906,0.035345,0.0,,,,,,,0.9906,0.9998,0.0,0.0,0.035012757000000005,0.3095773944349116,0.0,,0.99059999990094,0.99979999990002,0.0,0.0,0.04332737544766288,0.30957739431762943,0.0,,0.33475782422375033
gray_scott,112,RG,1.0,0.0,0.9996,0.025993,1.0,0.9996,0.0,0.0,0.0,0.4499,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9996,0.9996,0.025993,0.0,,,,,,,0.9996,1.0,0.0,0.0,0.0259826028,0.3124531133642845,0.0,,0.99959999990004,0.9999999999,0.0,0.0,0.03215279466918577,0.3124531132470743,0.0,,0.3348865582451857
gray_scott,113,CG,0.5,1.0,0.65,0.118172,0.9997,0.65,0.6547,0.987,0.06,0.6695,CG,op_multiplicative,0.5,0.5,0.057335,0.9997,0.65,0.65,0.118172,1.0,4.0,1.0,1.3,1.0,0.0,1.0,0.325,0.49985,0.65,0.6415500000000001,0.0768118,0.7883220805465965,0.039,1.0,0.3249999999675,0.499849999950015,0.649999999935,0.6509152712199302,0.09505260318148585,0.7883220804412979,0.048749999993906244,0.9999999999666667,0.5072362443319752
gray_scott,114,CG,0.6667,1.0,0.8,0.094835,0.9995,0.8,1.4743,0.9507,0.1,0.7409,CG,op_multiplicative,0.6667,0.3333,0.050964,0.9995,0.8,0.8,0.094835,0.9183,3.0,1.0,4.93,1.0,0.0,1.0,0.53336,0.66636665,0.8,0.76056,0.075868,0.9074768692288726,0.08000000000000002,1.0,0.5333599999466639,0.6663666499333633,0.79999999992,0.7716625651609852,0.09388467524746158,0.9074768691265567,0.09999999998750002,0.9999999999666667,0.6090938449111497
gray_scott,115,CG,1.0,0.98,0.9993,0.185214,0.9985,0.9993,0.7208,0.9126,0.04,0.8377,CG,op_multiplicative,1.0,0.0,0.0,0.9985,0.9993,0.9993,0.185214,0.0,6.0,1.0,6.88,0.98,0.0,1.0,0.9993,0.9985,0.9793139999999999,0.9119611799999999,0.18508435019999997,0.7973243311081116,0.039972,0.98,0.99929999990007,0.99849999990015,0.9793139999020685,0.9252738817266737,0.2290370658500876,0.7973243310030383,0.04996499999375437,0.9933333333002222,0.746505951447008
gray_scott,116,CG,1.0,0.98,0.9967,0.191418,0.9998,0.9967,1.2103,0.8948,0.02,0.8314,CG,op_multiplicative,1.0,0.0,0.0,0.9998,0.9967,0.9967,0.191418,0.0,10.0,1.0,8.69,0.98,0.0,1.0,0.9967,0.9998,0.976766,0.8918471600000001,0.1907863206,0.7894473618667859,0.019934,0.98,0.99669999990033,0.99979999990002,0.9767659999023234,0.9048662396354524,0.23609310580467507,0.7894473617615154,0.02491749999688531,0.9933333333002222,0.7402404425251781
gray_scott,117,RG,1.0,0.0,0.9998,0.02147,1.0,0.9998,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9998,0.9998,0.02147,0.0,,,,,,,0.9998,1.0,0.0,0.0,0.021465706,0.31257814462208333,0.0,,0.99979999990002,0.9999999999,0.0,0.0,0.02656325244856181,0.31257814450487625,0.0,,0.33413448525049405
gray_scott,118,RG,0.0,0.0,0.35,0.044413,0.9999,0.35,0.0,0.0,0.0,0.0875,RG,op_multiplicative,0.0,1.0,0.0,0.9999,0.35,0.35,0.044413,0.0,,,,,,,0.0,0.0,0.0,0.0,0.015544549999999999,0.8908477119416296,0.0,,0.0,0.0,0.0,0.0,0.0192359760191112,0.8908477118388973,0.0,,0.13001195540828694
gray_scott,119,RG,1.0,0.0,0.9999,0.018773,1.0,0.9999,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9999,0.9999,0.018773,0.0,,,,,,,0.9999,1.0,0.0,0.0,0.0187711227,0.31257814462208333,0.0,,0.99989999990001,0.9999999999,0.0,0.0,0.023228775751565272,0.31257814450487625,0.0,,0.33367241715092166
gray_scott,120,CG,0.8667,1.0,0.6385,0.171226,0.9997,0.6385,0.7324,0.964,0.02,0.7306,CG,op_multiplicative,0.8667,0.1333,0.02464,0.9997,0.6385,0.6385,0.171226,0.4257,15.0,1.0,3.6,1.0,0.0,1.0,0.55338795,0.86643999,0.6385,0.6155139999999999,0.10932780099999999,0.8300825206514026,0.01277,1.0,0.5533879499446611,0.866439989913356,0.6384999999361499,0.6244992007632515,0.13529030806669615,0.8300825205471494,0.015962499998004687,0.9999999999666667,0.583020308641992
gray_scott,121,RG,1.0,0.0,1.0,0.018066,1.0,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,1.0,1.0,0.018066,0.0,,,,,,,1.0,1.0,0.0,0.0,0.018066,0.31257814462208333,0.0,,0.9999999999,0.9999999999,0.0,0.0,0.02235620476380873,0.31257814450487625,0.0,,0.33356204986695503
gray_scott,122,CL,0.3,0.0,0.0,0.002152,0.9997,0.0,0.0,0.0,0.0,0.06,CL,op_multiplicative,0.3,0.7,0.038181,0.9997,0.0,0.0,0.002152,0.7564,,,,,,,0.0,0.29991,0.0,0.0,0.0,0.7001750437984278,0.0,,0.0,0.299909999970009,0.0,0.0,0.0,0.7001750436909228,0.0,,0.14286929195156167
