domain,sys_idx,half_life,initial_identity,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score,process_regime_tg,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness_tg,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,self_prediction,internal_continuity,self_model_consistency,closure_adaptation,forecast_stability,self_alignment,temporal_self_coherence,perturbation_anticipation,self_prediction_norm,internal_continuity_norm,self_model_consistency_norm,closure_adaptation_norm,forecast_stability_norm,self_alignment_norm,temporal_self_coherence_norm,perturbation_anticipation_norm,self_reference_composite,passive_persistence,active_continuity,observer_continuity,perspective_continuity,temporal_alignment,self_referential_closure,local_future_prediction,self_state_anticipation,recursive_correction,continuity_adaptation,reconstruction_anticipation,local_future_prediction_norm,self_state_anticipation_norm,recursive_correction_norm,continuity_adaptation_norm,reconstruction_anticipation_norm,internal_modeling_composite,perspective_drift,recursive_alignment,identity_frame_continuity,closure_persistence_through_change,observer_level,reactive_condition,adaptive_condition,observer_like_condition,self_model_drift
gray_scott,19,100,0.8623282898384672,CG,1.0,1.0,0.9499,0.124472,0.9999,0.9499,0.586,0.9404,0.02,0.8315,CG,op_multiplicative,1.0,0.0,0.0,0.9999,0.9499,0.9499,0.124472,0.0,18.0,1.0,5.96,1.0,0.0,1.0,0.9499,0.9999,0.9499,0.8932859599999999,0.1182359528,0.7895723931245847,0.018998,1.0,0.94989999990501,0.99989999990001,0.94989999990501,0.906326043068125,0.1463139140507486,0.7895723930193175,0.0237474999970315,0.9999999999666668,0.7207074812264899,0.2792645895216328,0.9310286533333332,0.1100810599109675,0.1100810599109675,0.0150002963245808,0.90231001,1.0,0.8315,0.8932859599999999,0.1100810599109675,0.9404,0.9999999999,0.9610494682199436,0.906326043068125,0.2908907251721404,0.9498989898030404,0.8216330452326499,0.875528,0.09827965491700331,0.010818728580947854,0.11231233156472,3,1.0,1.0,1.0,0.0
gray_scott,20,100,0.8263211437482801,CG,1.0,1.0,0.9597,0.188017,0.9994,0.9597,0.7383,0.9538,0.06,0.842,CG,op_multiplicative,1.0,0.0,0.0,0.9994,0.9597,0.9597,0.188017,0.0,4.0,1.0,4.62,1.0,0.0,1.0,0.9597,0.9994,0.9597,0.91536186,0.1804399149,0.8027006751934609,0.0575819999999999,1.0,0.95969999990403,0.99939999990006,0.95969999990403,0.9287242044521544,0.223289698055387,0.8027006750885222,0.0719774999910028,0.9999999999666668,0.7431865096577317,0.2566594022480629,0.94492062,0.1705013962600552,0.1705013962600552,0.0462211102789897,0.92102409,1.0,0.842,0.91536186,0.1705013962600552,0.9538,0.9999999999,0.9731853905486378,0.9287242044521544,0.3588234522273443,0.9634343433370268,0.8448334780930328,0.811983,0.15092137284784893,0.025732304796042625,0.17316818632953,3,1.0,1.0,1.0,0.0
gray_scott,21,100,0.8096830463815917,CG,1.0,0.9,0.9999,0.055563,0.9989,0.9999,0.4585,0.7992,0.02,0.7979,CG,op_multiplicative,1.0,0.0,0.0,0.9989,0.9999,0.9999,0.055563,0.0,8.0,1.0,11.2,0.9,0.0,1.0,0.9999,0.9989,0.89991,0.79912008,0.0555574437,0.747561890504181,0.019998,0.9,0.99989999990001,0.99889999990011,0.899909999910009,0.810785540660108,0.0687508904854962,0.7475618903978621,0.0249974999968753,0.9666666666344444,0.6896840609856144,0.3099745914814698,0.8996433600000001,0.0499818853232788,0.0449836967909509,0.0149497426863026,0.99980001,1.0,0.7979,0.719208072,0.0449836967909509,0.71928,0.9999999999,0.9222145167681214,0.7297069865940972,0.217699451040606,0.7265454544720662,0.7192332817549781,0.944437,0.041536781322083806,0.0020760866407385017,0.05555188795563,3,1.0,1.0,1.0,0.0
gray_scott,22,100,0.4501071437037816,RG,1.0,0.0,1.0,0.01971,1.0,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,1.0,1.0,0.01971,0.0,,,,,,,1.0,1.0,0.0,0.0,0.01971,0.3125781446220833,0.0,,0.9999999999,0.9999999999,0.0,0.0,0.0243906119724714,0.3125781445048762,0.0,,0.3338526794681925,0.6661473205318075,0.3333333333333333,0.0065699999999999,,0.0,1.0,1.0,0.45,0.0,,0.0,0.9999999999,0.5201109569440464,0.0,,0.0,0.3800277392110116,0.98029,0.006160915230501261,4.0477213064392666e-05,0.01971,0,0.0,0.0,0.0,0.0
gray_scott,23,46,0.1011828654683549,CH,0.4667,0.0,0.062,0.073723,0.9994,0.062,0.0,0.0,0.0,0.1088,CH,op_multiplicative,0.4667,0.5333,0.046279,0.9994,0.062,0.062,0.073723,0.8632,,,,,,,0.0289354,0.4664199799999999,0.0,0.0,0.004570826,0.5527631908536181,0.0,,0.0289353999971064,0.4664199799533579,0.0,0.0,0.0056562782019119,0.5527631907424232,0.0,,0.1505392641278285,0.8489510594306482,0.0096451333333333,4.408622621346666e-05,,0.0,0.0038439999999999,0.4667,0.0507769599999999,0.0,,0.0,0.46669999995333,0.0586881183473545,0.0,,0.0,0.1313470295751711,0.926277,0.040751360719301286,1.7965737071776958e-06,0.000283391212,0,0.0,0.0,0.0,0.08129120262902739
gray_scott,24,100,0.2429826457728974,CH,0.9333,0.0,0.232,0.126022,0.9998,0.232,0.0,0.0,0.0,0.2447,CH,op_multiplicative,0.9333,0.0667,0.01427,0.9998,0.232,0.232,0.126022,0.3534,,,,,,,0.2165256,0.93311334,0.0,0.0,0.029237104,0.1392848213129177,0.0,,0.2165255999783474,0.9331133399066888,0.0,0.0,0.0361801551934446,0.1392848211913729,0.0,,0.1893005594671219,0.8105373006447716,0.0721752,0.0021101938286208,,0.0,0.053824,0.9333,0.22837851,0.0,,0.0,0.93329999990667,0.2639603675145677,0.0,,0.0,0.2993150918553094,0.873978,0.01755295175149651,3.70401304600866e-05,0.0067830081280000004,0,0.0,0.0,0.0,0.0
gray_scott,25,26,0.1457856630261337,RG,0.1,0.0,0.45,0.027881,0.9998,0.45,0.0,0.0,0.0,0.1325,RG,op_multiplicative,0.1,0.9,0.020641,0.9998,0.45,0.45,0.027881,0.469,,,,,,,0.045,0.09998,0.0,0.0,0.01254645,0.959614903730981,0.0,,0.0449999999955,0.099979999990002,0.0,0.0,0.0155259053060383,0.9596149036299702,0.0,,0.1600172584173586,0.8398147450343248,0.015,0.00018819675,,0.0,0.2025,0.1,0.01325,0.0,,0.0,0.09999999999,0.0153143781766858,0.0,,0.0,0.0288285945416714,0.972119,0.02675502313092348,5.035208399414624e-06,0.0056459025,0,0.0,0.0,0.0,0.11841277122884536
gray_scott,26,100,0.7574191224322767,CG,0.8667,1.0,0.7484,0.092277,0.9993,0.7484,0.7357,0.9877,0.08,0.7706,CG,op_multiplicative,0.8667,0.1333,0.026501,0.9993,0.7484,0.7484,0.092277,0.5665,3.0,1.0,1.23,1.0,0.9183,2.0,0.64863828,0.86609331,0.7484,0.73919468,0.0690601067999999,0.8800950237709309,0.0598719999999999,0.0817,0.6486382799351362,0.8660933099133906,0.7483999999251599,0.7499853567399727,0.0854600846137108,0.8800950236679295,0.0748399999906449,0.69389999997687,0.5934265068453519,0.4062888917094398,0.7120776533333334,0.0491761587890933,0.0491761587890933,0.052693049263213,0.5601025599999999,0.8667,0.66787902,0.73919468,0.0491761587890933,0.9877,0.86669999991333,0.7719359915890042,0.7499853567399727,0.2224131847570754,0.9976767675759922,0.7217422601150749,0.9077230000000001,0.08121252850851018,0.003993720197598263,0.05168458392911992,3,1.0,1.0,1.0,0.0
gray_scott,27,100,0.4465926012328004,RG,1.0,0.0,1.0,0.013188,0.9996,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9996,1.0,1.0,0.013188,0.0,,,,,,,1.0,0.9996,0.0,0.0,0.013188,0.3125781446220833,0.0,,0.9999999999,0.99959999990004,0.0,0.0,0.0163198067322655,0.3125781445048762,0.0,,0.3326425644338831,0.6670904925918905,0.3333333333333333,0.004396,,0.0,1.0,1.0,0.45,0.0,,0.0,0.9999999999,0.5201109569440464,0.0,,0.0,0.3800277392110116,0.986812,0.004122280571276034,1.8121545391329444e-05,0.013188,0,0.0,0.0,0.0,0.0
gray_scott,28,100,0.4397612101820515,RG,1.0,0.0,1.0,0.046969,0.9998,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9998,1.0,1.0,0.046969,0.0,,,,,,,1.0,0.9998,0.0,0.0,0.046969,0.3125781446220833,0.0,,0.9999999999,0.99979999990002,0.0,0.0,0.0581229149535775,0.3125781445048762,0.0,,0.3386430084654962,0.6612247201361969,0.3333333333333333,0.0156563333333333,,0.0,1.0,1.0,0.45,0.0,,0.0,0.9999999999,0.5201109569440464,0.0,,0.0,0.3800277392110116,0.953031,0.014681482874754629,0.0002298581897147829,0.046969,0,0.0,0.0,0.0,0.0
gray_scott,29,100,0.8343016864296627,CG,1.0,1.0,1.0,0.132045,0.9998,1.0,0.1069,0.9598,0.02,0.847,CG,op_multiplicative,1.0,0.0,0.0,0.9998,1.0,1.0,0.132045,0.0,14.0,1.0,4.02,1.0,0.0,1.0,1.0,0.9998,1.0,0.9598,0.132045,0.8089522380834019,0.02,1.0,0.9999999999,0.99979999990002,0.9999999999,0.9738110471777554,0.1634022505279045,0.8089522379786197,0.0249999999968749,0.9999999999666668,0.7463706919184802,0.2535785822199035,0.9866,0.130275597,0.130275597,0.016179044761668,1.0,1.0,0.847,0.9598,0.130275597,0.9598,0.9999999999,0.9789644011813494,0.9738110471777554,0.3135961594509111,0.9694949493970209,0.8471733114214073,0.867955,0.1068180982777228,0.013915791523535009,0.132045,3,1.0,1.0,1.0,0.0
gray_scott,30,100,0.6714030827597788,CG,1.0,0.98,0.5057,0.177065,0.9999,0.5057,0.5664,0.6998,0.02,0.6794,CG,op_multiplicative,1.0,0.0,0.0,0.9999,0.5057,0.5057,0.177065,0.0,19.0,1.0,28.59,0.98,0.0,1.0,0.5057,0.9999,0.495586,0.35388886,0.0895417705,0.5993998500125783,0.010114,0.98,0.50569999994943,0.99989999990001,0.4955859999504414,0.359054887831988,0.1108056103294568,0.5993998499025508,0.0126424999984196,0.9933333333002222,0.5095527726453148,0.4903981826319497,0.4517249533333334,0.0404482521004965,0.0396392870584866,0.0060623300830272,0.25573249,1.0,0.6794,0.3468110828,0.0396392870584866,0.685804,0.9999999999,0.7852519647728557,0.3518737900753482,0.2116905416308827,0.6927313130613403,0.6083095218880854,0.822935,0.10613273444247719,0.004292883598844365,0.045281273341850004,3,1.0,1.0,1.0,0.0
gray_scott,31,78,0.2959645420426567,CH,0.6667,0.0,0.5726,0.207382,0.9998,0.5726,0.0,0.0,0.0,0.2765,CH,op_multiplicative,0.6667,0.3333,0.050361,0.9998,0.5726,0.5726,0.207382,0.678,,,,,,,0.38175242,0.66656666,0.0,0.0,0.1187469332,0.512378094584599,0.0,,0.3817524199618247,0.6665666599333433,0.0,0.0,0.146946238995545,0.5123780944723932,0.0,,0.2439490590518723,0.7558997307599381,0.1272508066666666,0.0151106430388927,,0.0,0.32787076,0.6667,0.18434255,0.0,,0.0,0.66669999993333,0.2130635113022349,0.0,,0.0,0.2199408778088912,0.792618,0.10625799401114333,0.0016056266175311852,0.06799449395032,0,0.0,0.0,1.0,0.053668792991411904
gray_scott,32,64,0.6923698902453629,CG,0.5,1.0,0.65,0.074755,0.9996,0.65,0.7535,0.988,0.08,0.6727,CG,op_multiplicative,0.5,0.5,0.057335,0.9996,0.65,0.65,0.074755,1.0,3.0,1.0,1.2,1.0,0.0,1.0,0.325,0.4998,0.65,0.6422,0.04859075,0.7843210802970343,0.052,1.0,0.3249999999675,0.49979999995002,0.649999999935,0.6515747598432533,0.060129788366381,0.7843210801916356,0.064999999991875,0.9999999999666668,0.5044782035265414,0.4953235877548692,0.5390666666666667,0.0261936536333333,0.0261936536333333,0.0407846961754457,0.4225,0.5,0.33635,0.6422,0.0261936536333333,0.988,0.49999999995,0.388754045262511,0.6515747598432533,0.1965731391014104,0.997979797878992,0.5469763484072334,0.925245,0.0586319223576048,0.001535784266091591,0.0315839875,3,1.0,1.0,1.0,0.18161215326955488
gray_scott,33,100,0.4445172431786717,RG,1.0,0.0,0.9995,0.023252,0.9999,0.9995,0.0,0.0,0.0,0.4499,RG,op_multiplicative,1.0,0.0,0.0,0.9999,0.9995,0.9995,0.023252,0.0,,,,,,,0.9995,0.9999,0.0,0.0,0.023240374,0.3124531133642845,0.0,,0.99949999990005,0.99989999990001,0.0,0.0,0.0287593579060941,0.3124531132470743,0.0,,0.3343732101361755,0.6655602271848381,0.3331666666666666,0.0077429179376666,,0.0,0.99900025,1.0,0.4499,0.0,,0.0,0.9999999999,0.5199953767313922,0.0,,0.0,0.379998844157848,0.976748,0.007265159791946343,5.625353607307548e-05,0.023228753813000002,0,0.0,0.0,0.0,0.0
gray_scott,34,100,0.7768708292751143,CG,1.0,0.96,0.7372,0.187881,0.9994,0.7372,0.6735,0.8636,0.02,0.7568,CG,op_multiplicative,1.0,0.0,0.0,0.9994,0.7372,0.7372,0.187881,0.0,10.0,1.0,10.04,0.96,0.0,1.0,0.7372,0.9994,0.7077119999999999,0.63664592,0.1385058732,0.6961740435488656,0.014744,0.96,0.7371999999262799,0.99939999990006,0.7077119999292287,0.645939602038597,0.1713974129441673,0.6961740434412604,0.0184299999976962,0.9866666666337778,0.6203649656013834,0.3794072533779773,0.6938526399999999,0.0961026657753252,0.0922585591443122,0.0102643900980844,0.5434638399999999,1.0,0.7568,0.6111800832,0.0922585591443122,0.829056,0.9999999999,0.8747110493672318,0.6201020179570531,0.270852255458447,0.8374303029457141,0.7206191251256892,0.812119,0.1307978754760044,0.012570024510993056,0.10210652972303999,3,1.0,1.0,1.0,0.0
gray_scott,35,100,0.2439469691312605,CH,0.9667,0.0,0.1649,0.156271,0.9998,0.1649,0.0,0.0,0.0,0.2346,CH,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.1649,0.1649,0.156271,0.2108,,,,,,,0.15940883,0.96650666,0.0,0.0,0.0257690878999999,0.0848962241704306,0.0,,0.1594088299840591,0.9665066599033494,0.0,0.0,0.0318885755379711,0.0848962240475243,0.0,,0.1775286127818434,0.822306892940713,0.0531362766666666,0.001369273384102,,0.0,0.0271920099999999,0.9667,0.22678782,0.0,,0.0,0.96669999990333,0.262121844629898,0.0,,0.0,0.307205461133307,0.843729,0.01326681784733736,1.816590057008844e-05,0.004249322594709983,0,0.0,0.0,0.0,0.0
gray_scott,36,100,0.4383989105088063,RG,1.0,0.0,0.9504,0.049794,0.9995,0.9504,0.0,0.0,0.0,0.4376,RG,op_multiplicative,1.0,0.0,0.0,0.9995,0.9504,0.9504,0.049794,0.0,,,,,,,0.9504,0.9995,0.0,0.0,0.0473242175999999,0.2970742686550295,0.0,,0.95039999990496,0.99949999990005,0.0,0.0,0.0585624874876918,0.2970742685374343,0.0,,0.3293623936900194,0.6703022875068256,0.3168,0.0149923121356799,,0.0,0.90326016,1.0,0.4376,0.0,,0.0,0.9999999999,0.5057790105749215,0.0,,0.0,0.3764447526187303,0.950206,0.014792516133408538,0.00022177401914414153,0.044976936407039904,0,0.0,0.0,0.0,0.0
gray_scott,37,100,0.8316942801299031,CG,1.0,1.0,0.9965,0.116939,0.9998,0.9965,0.0846,0.9062,0.02,0.8381,CG,op_multiplicative,1.0,0.0,0.0,0.9998,0.9965,0.9965,0.116939,0.0,18.0,1.0,9.38,1.0,0.0,1.0,0.9965,0.9998,0.9965,0.9030283,0.1165297135,0.7978244561393069,0.01993,1.0,0.99649999990035,0.99979999990002,0.99649999990035,0.9162106005981956,0.1442024873283497,0.7978244560342461,0.0249124999968859,0.9999999999666668,0.734493755453133,0.2654531432979576,0.9653427666666669,0.112491116028964,0.112491116028964,0.0159006414108563,0.9930122500000002,1.0,0.8381,0.9030283,0.112491116028964,0.9062,0.9999999999,0.9686777622551228,0.9162106005981956,0.2936004367418617,0.9153535352610754,0.818768466951251,0.883061,0.09329679407647441,0.010495060487587044,0.11612185950275002,3,1.0,1.0,1.0,0.0
gray_scott,38,100,0.4402393545075643,RG,1.0,0.0,0.9523,0.049283,0.9996,0.9523,0.0,0.0,0.0,0.4381,RG,op_multiplicative,1.0,0.0,0.0,0.9996,0.9523,0.9523,0.049283,0.0,,,,,,,0.9523,0.9996,0.0,0.0,0.0469322009,0.2976994249440235,0.0,,0.95229999990477,0.99959999990004,0.0,0.0,0.0580773770251637,0.297699424826444,0.0,,0.3296681145223454,0.6700637527234635,0.3174333333333333,0.0148978449723566,,0.0,0.90687529,1.0,0.4381,0.0,,0.0,0.9999999999,0.5063569116381926,0.0,,0.0,0.3765892278845482,0.950717,0.014671520759516311,0.00021857404178398556,0.04469353491707,0,0.0,0.0,0.0,0.0
gray_scott,39,100,0.4304136117183555,RG,1.0,0.0,0.9923,0.036653,0.9999,0.9923,0.0,0.0,0.0,0.4481,RG,op_multiplicative,1.0,0.0,0.0,0.9999,0.9923,0.9923,0.036653,0.0,,,,,,,0.9923,0.9999,0.0,0.0,0.0363707718999999,0.3102025507239057,0.0,,0.99229999990077,0.99989999990001,0.0,0.0,0.0450078835389228,0.3102025506066391,0.0,,0.3353443477066203,0.6645891867281504,0.3307666666666666,0.0120302389854566,,0.0,0.98465929,1.0,0.4481,0.0,,0.0,0.9999999999,0.5179149329036159,0.0,,0.0,0.379478733200904,0.963347,0.011369854091683314,0.00013678206195272185,0.036090716956369895,0,0.0,0.0,0.0,0.0
gray_scott,40,63,0.6989546257611496,CG,0.5,1.0,0.65,0.074167,0.9996,0.65,0.6984,0.987,0.08,0.6725,CG,op_multiplicative,0.5,0.5,0.057335,0.9996,0.65,0.65,0.074167,1.0,3.0,1.0,1.3,1.0,0.0,1.0,0.325,0.4998,0.65,0.6415500000000001,0.04820855,0.7845711428126318,0.052,1.0,0.3249999999675,0.49979999995002,0.649999999935,0.6509152712199302,0.059656825814586,0.7845711427072394,0.064999999991875,0.9999999999666668,0.5043679049441021,0.4954338422178755,0.53885,0.0259771771675,0.0259771771675,0.0407976994262568,0.4225,0.5,0.33625,0.6415500000000001,0.0259771771675,0.987,0.49999999995,0.3886384650498569,0.6509152712199302,0.1963297469332112,0.996969696868993,0.5465706360043983,0.925833,0.05818928794898447,0.0015115934423014423,0.0313355575,3,1.0,1.0,1.0,0.18661612482931778
gray_scott,41,100,0.6837942368907985,CG,0.9,1.0,0.5319,0.051936,0.9992,0.5319,1.0737,0.977,0.06,0.7185,CG,op_multiplicative,0.9,0.1,0.020641,0.9992,0.5319,0.5319,0.051936,0.469,7.0,1.0,2.3,1.0,1.5219,3.0,0.47871,0.89928,0.5319,0.5196663,0.0276247584,0.773318329610738,0.031914,-0.5219,0.478709999952129,0.899279999910072,0.53189999994681,0.5272523273452694,0.034184919480856,0.7733183295050639,0.0398924999950134,0.4926999999835766,0.4721547595148487,0.5274229642927631,0.5100921,0.0140911710242486,0.0140911710242486,0.024679681171197,0.28291761,0.9,0.6466500000000001,0.5196663,0.0140911710242486,0.977,0.89999999991,0.7473994451285947,0.5272523273452694,0.1829658886713039,0.9868686867690032,0.6688972695648343,0.948064,0.04016306076666329,0.0005659445581203415,0.014693608992960001,3,1.0,1.0,1.0,0.0
gray_scott,42,100,0.8001630571146786,CG,0.8333,1.0,0.7999,0.146264,0.9994,0.7999,0.8407,0.9763,0.14,0.7841,CG,op_multiplicative,0.8333,0.1667,0.031853,0.9994,0.7999,0.7999,0.146264,0.65,3.0,1.0,2.37,1.0,0.0,1.0,0.6665566700000001,0.83280002,0.7999,0.78094237,0.1169965736,0.938734683678578,0.111986,1.0,0.6665566699333444,0.8328000199167199,0.79989999992001,0.7923424745938509,0.1447802145502944,0.9387346835770444,0.1399824999825022,0.9999999999666668,0.6643870703050541,0.3354115619371289,0.7491330133333335,0.0876459957306431,0.0876459957306431,0.1051251422864292,0.6398400100000001,0.8333,0.65339053,0.78094237,0.0876459957306431,0.9763,0.83329999991667,0.755190164036617,0.7923424745938509,0.2656661868209735,0.9861616160620038,0.7265320882860231,0.853736,0.13730308977356354,0.012034066020097857,0.09358555922264,3,1.0,1.0,1.0,0.0
gray_scott,43,100,0.4372615200701962,RG,1.0,0.0,1.0,0.015725,0.9998,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9998,1.0,1.0,0.015725,0.0,,,,,,,1.0,0.9998,0.0,0.0,0.015725,0.3125781446220833,0.0,,0.9999999999,0.99979999990002,0.0,0.0,0.0194592781972153,0.3125781445048762,0.0,,0.3331196317860159,0.6667469921403413,0.3333333333333333,0.0052416666666666,,0.0,1.0,1.0,0.45,0.0,,0.0,0.9999999999,0.5201109569440464,0.0,,0.0,0.3800277392110116,0.984275,0.00491529132418226,2.5764318690921684e-05,0.015725,0,0.0,0.0,0.0,0.0
gray_scott,44,100,0.2070361956217957,CH,0.9667,0.0,0.0611,0.123792,0.9998,0.0611,0.0,0.0,0.0,0.2086,CH,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.0611,0.0611,0.123792,0.2108,,,,,,,0.05906537,0.96650666,0.0,0.0,0.0075636912,0.0523880971427372,0.0,,0.0590653699940934,0.9665066599033494,0.0,0.0,0.0093598709862403,0.0523880970190173,0.0,,0.1553314282718143,0.8444996380138401,0.0196884566666666,0.0001489174064312,,0.0,0.00373321,0.9667,0.20165362,0.0,,0.0,0.96669999990333,0.2330716828209579,0.0,,0.0,0.299942920681072,0.876208,0.006485227321493724,9.657632328336034e-07,0.00046214153232,0,0.0,0.0,0.0,0.0
gray_scott,45,100,0.7743418604516517,CG,0.9333,1.0,0.8495,0.107853,0.9991,0.8495,1.1373,0.9738,0.04,0.8011,CG,op_multiplicative,0.9333,0.0667,0.01427,0.9991,0.8495,0.8495,0.107853,0.3534,5.0,1.0,2.62,1.0,0.971,2.0,0.79283835,0.93246003,0.8495,0.8272431,0.0916211235,0.8349587397055567,0.03398,0.029,0.7928383499207162,0.932460029906754,0.84949999991505,0.8393190971885524,0.1133787555439061,0.8349587396014254,0.0424749999946906,0.6763333333107888,0.6351579131727354,0.36451372894912,0.8231938166666667,0.075421942341253,0.075421942341253,0.0283718979751948,0.72165025,0.9333,0.74766663,0.8272431,0.075421942341253,0.9738,0.93329999990667,0.8641546808987339,0.8393190971885524,0.2519222500508794,0.9836363635370065,0.7744664783163684,0.892147,0.0900528049534634,0.00679195746286822,0.07783214441325,3,1.0,1.0,1.0,0.0
gray_scott,46,100,0.4767276651214752,RG,1.0,0.0,0.9976,0.029888,0.9997,0.9976,0.0,0.0,0.0,0.4494,RG,op_multiplicative,1.0,0.0,0.0,0.9997,0.9976,0.9976,0.029888,0.0,,,,,,,0.9976,0.9997,0.0,0.0,0.0298162688,0.3118279570752904,0.0,,0.99759999990024,0.99969999990003,0.0,0.0,0.0368968565584834,0.3118279569580646,0.0,,0.3351464019024026,0.6646541420181681,0.3325333333333333,0.0099149032516266,,0.0,0.99520576,1.0,0.4494,0.0,,0.0,0.9999999999,0.519417475668121,0.0,,0.0,0.3798543688920303,0.970112,0.00931991398106628,9.240604543575428e-05,0.02974470975488,0,0.0,0.0,0.0,0.0
gray_scott,47,100,0.7849330549530497,CG,1.0,1.0,0.639,0.173686,0.9999,0.639,0.3417,0.9712,0.04,0.7614,CG,op_multiplicative,1.0,0.0,0.0,0.9999,0.639,0.639,0.173686,0.0,11.0,1.0,2.88,1.0,0.0,1.0,0.639,0.9999,0.639,0.6205968,0.110985354,0.7019254814076112,0.02556,1.0,0.6389999999361,0.99989999990001,0.6389999999361,0.629656198878062,0.1373414867600907,0.7019254813001501,0.0319499999960062,0.9999999999666668,0.5973466458341482,0.4026130888304352,0.6328656,0.0702388126504224,0.0702388126504224,0.0179412153047785,0.408321,1.0,0.7614,0.6205968,0.0702388126504224,0.9712,0.9999999999,0.8800277391493264,0.629656198878062,0.2460946735120037,0.981010100911009,0.7473577424700801,0.826314,0.12191462916376238,0.008563138797179229,0.070919641206,3,1.0,1.0,1.0,0.0
gray_scott,48,100,0.4495638577936047,RG,1.0,0.0,0.9999,0.021414,1.0,0.9999,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9999,0.9999,0.021414,0.0,,,,,,,0.9999,1.0,0.0,0.0,0.0214118586,0.3125781446220833,0.0,,0.99989999990001,0.9999999999,0.0,0.0,0.0264966176926446,0.3125781445048762,0.0,,0.3341392517139329,0.6658607482860671,0.3333,0.00713657247138,,0.0,0.99980001,1.0,0.45,0.0,,0.0,0.9999999999,0.5201109569440464,0.0,,0.0,0.3800277392110116,0.978586,0.006693548388937291,4.776899316833982e-05,0.021409717414140002,0,0.0,0.0,0.0,0.0
gray_scott,49,100,0.4356096005670822,RG,1.0,0.0,0.9427,0.045674,0.9995,0.9427,0.0,0.0,0.0,0.4357,RG,op_multiplicative,1.0,0.0,0.0,0.9995,0.9427,0.9427,0.045674,0.0,,,,,,,0.9427,0.9995,0.0,0.0,0.0430568797999999,0.2946986747568519,0.0,,0.94269999990573,0.99949999990005,0.0,0.0,0.0532817680338481,0.2946986746391973,0.0,,0.3271686346398322,0.6724949496774878,0.3142333333333333,0.0135299068624866,,0.0,0.88868329,1.0,0.4357,0.0,,0.0,0.9999999999,0.5035829865344911,0.0,,0.0,0.3758957466086228,0.954326,0.013460067270844454,0.00018211345653732967,0.0405897205874599,0,0.0,0.0,0.0,0.0
gray_scott,50,100,0.4644462818116157,RG,1.0,0.0,1.0,0.018482,1.0,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,1.0,1.0,0.018482,0.0,,,,,,,1.0,1.0,0.0,0.0,0.018482,0.3125781446220833,0.0,,0.9999999999,0.9999999999,0.0,0.0,0.0228709939358304,0.3125781445048762,0.0,,0.3336355911772438,0.6663644088227563,0.3333333333333333,0.0061606666666666,,0.0,1.0,1.0,0.45,0.0,,0.0,0.9999999999,0.5201109569440464,0.0,,0.0,0.3800277392110116,0.981518,0.0057770692689053426,3.559059807596913e-05,0.018482,0,0.0,0.0,0.0,0.0
gray_scott,51,100,0.6576340411717841,CG,0.7,1.0,0.6,0.086753,0.9996,0.6,1.1354,0.9816,0.06,0.6962,CG,op_multiplicative,0.7,0.3,0.048161,0.9996,0.6,0.6,0.086753,0.8813,6.0,1.0,1.84,1.0,0.0,1.0,0.42,0.69972,0.6,0.58896,0.0520517999999999,0.9954988747192428,0.036,1.0,0.4199999999579999,0.699719999930028,0.59999999994,0.5975575686036787,0.0644127476544237,0.99549887461913,0.0449999999943749,0.9999999999666668,0.5527736488332877,0.4470474606262456,0.53632,0.0279164213759999,0.0279164213759999,0.0358379594898927,0.36,0.7,0.48734,0.58896,0.0279164213759999,0.9816,0.69999999993,0.5632686083491368,0.5975575686036787,0.1985101079750345,0.9915151514149984,0.6101702872545698,0.913247,0.08636251387851847,0.002410932328523361,0.03123107999999994,3,1.0,1.0,1.0,0.0
gray_scott,52,100,0.4289559277562874,RG,1.0,0.0,0.9999,0.01992,1.0,0.9999,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9999,0.9999,0.01992,0.0,,,,,,,0.9999,1.0,0.0,0.0,0.019918008,0.3125781446220833,0.0,,0.99989999990001,0.9999999999,0.0,0.0,0.0246480164582741,0.3125781445048762,0.0,,0.3338751658233087,0.6661248341766913,0.3333,0.0066386720664,,0.0,0.99980001,1.0,0.45,0.0,,0.0,0.9999999999,0.5201109569440464,0.0,,0.0,0.3800277392110116,0.98008,0.006226556640871899,4.13360676416137e-05,0.019916016199200002,0,0.0,0.0,0.0,0.0
