domain,sys_idx,process_regime,transition_neighbor_fraction,transition_sharpness,org_gradient_predictive_shear,org_curvature_local_curvature,process_rigidity,is_near_transition
gray_scott,437,CH,0.4,0.1661,0.0032,0.1217,0.0082,1
gray_scott,438,CH,0.4667,0.6794,0.0016,0.1278,0.0031,1
gray_scott,439,RG,0.8333,0.3145,0.0286,0.3155,0.0155,1
gray_scott,440,CH,0.2667,0.6092,0.001,0.0619,0.0007,0
gray_scott,441,CL,0.2,0.3397,0.0018,0.0676,0.0019,0
gray_scott,442,CH,0.2667,0.3386,0.0039,0.1313,0.0138,0
gray_scott,443,CH,0.2667,0.7308,0.0003,0.0152,0.0003,0
gray_scott,444,RG,0.8333,0.2866,0.0342,0.1984,0.0101,1
gray_scott,445,RG,0.7,0.6024,0.0021,0.0933,0.0037,1
gray_scott,446,RG,0.0,0.4099,0.0023,0.1406,0.0028,0
gray_scott,447,RG,0.9,0.9503,0.0233,0.3349,0.0157,1
gray_scott,448,CG,0.3667,0.93,0.0234,0.1706,0.0154,1
gray_scott,449,RG,0.1667,0.1586,0.0,0.0,0.0,0
gray_scott,450,CG,0.9,0.1587,0.0292,0.2121,0.0186,1
gray_scott,451,CG,0.3,0.599,0.0207,0.1895,0.0117,0
gray_scott,452,CH,0.2333,0.6117,0.0012,0.0964,0.0024,0
gray_scott,453,CH,0.3333,0.1828,0.0026,0.1166,0.0076,1
gray_scott,454,CL,0.2333,0.2053,0.0007,0.0481,0.0004,0
gray_scott,455,RG,0.0,0.4076,0.0004,0.018,0.0003,0
gray_scott,456,CG,0.3333,0.6246,0.0017,0.139,0.004,1
gray_scott,457,CG,0.2,1.4599,0.0079,0.1654,0.0078,0
gray_scott,458,CG,0.3667,0.3002,0.0191,0.1798,0.0112,1
gray_scott,459,RG,0.6,0.6386,0.0391,0.1963,0.0129,1
gray_scott,460,CL,0.2,0.2193,0.0034,0.0806,0.0036,0
gray_scott,461,CG,0.0,2.7367,0.0012,0.0213,0.0007,0
gray_scott,462,CH,0.1333,0.4496,0.0024,0.0999,0.005,0
gray_scott,463,CG,0.3667,0.8994,0.0003,0.0068,0.0001,1
gray_scott,464,RG,0.1,0.0713,0.0,0.0,0.0,0
gray_scott,465,RG,0.3333,0.3569,0.0007,0.0119,0.0003,1
gray_scott,466,RG,0.1667,0.6814,0.0019,0.0968,0.0021,0
gray_scott,467,RG,0.5333,0.8708,0.0148,0.1965,0.0104,1
gray_scott,468,RG,0.1,0.0993,0.0004,0.0031,0.0001,0
gray_scott,469,CL,0.2333,0.7236,0.0009,0.0682,0.0016,0
gray_scott,470,RG,0.1,0.1571,0.0309,0.2182,0.0173,0
gray_scott,471,CH,0.2333,0.4919,0.001,0.1083,0.0025,0
gray_scott,472,CL,0.2,0.6174,0.003,0.1274,0.0067,0
gray_scott,473,CG,0.4667,0.9577,0.0021,0.1093,0.005,1
gray_scott,474,RG,0.0,0.3335,0.0013,0.0544,0.0013,0
gray_scott,475,CH,0.1333,0.7001,0.002,0.0931,0.0048,0
gray_scott,476,RG,0.1,0.1191,0.024,0.3117,0.0165,0
gray_scott,477,RG,0.0,0.3345,0.0016,0.0224,0.0014,0
gray_scott,478,CG,0.2667,0.389,0.0211,0.2239,0.0114,0
gray_scott,479,CG,0.2,0.7588,0.0239,0.2436,0.0139,0
gray_scott,480,CH,0.4,0.8641,0.0004,0.0166,0.0003,1
gray_scott,481,RG,0.2667,0.0861,0.0003,0.0033,0.0001,0
gray_scott,482,CH,0.1667,0.7613,0.0019,0.0954,0.0058,0
gray_scott,483,CG,0.3667,0.4234,0.0011,0.0565,0.0012,1
gray_scott,484,CG,0.9,0.046,0.0003,0.064,0.0008,1
gray_scott,485,CH,0.9333,0.4725,0.0126,0.2538,0.0101,1
gray_scott,486,RG,0.2,0.1256,0.0,0.0018,0.0,0
gray_scott,487,CH,0.5667,0.4342,0.0,0.0,0.0,1
gray_scott,488,RG,0.1,0.1688,0.0006,0.0344,0.0006,0
gray_scott,489,CL,0.8333,0.855,0.0011,0.0845,0.0027,1
gray_scott,490,RG,0.4333,1.3159,0.012,0.2058,0.0148,1
gray_scott,491,RG,0.0,0.2749,0.0007,0.023,0.0005,0
gray_scott,492,RG,0.0,0.38,0.0003,0.018,0.0002,0
gray_scott,493,CH,0.4667,0.4774,0.0033,0.1092,0.0065,1
gray_scott,494,RG,0.5333,0.7465,0.0303,0.1999,0.0102,1
gray_scott,495,CG,0.4333,0.3168,0.0,0.0032,0.0,1
gray_scott,496,CG,0.5667,0.697,0.0003,0.0049,0.0001,1
gray_scott,497,CH,0.5333,0.5547,0.0,0.0,0.0,1
gray_scott,498,RG,0.6,0.8327,0.0446,0.2161,0.0179,1
gray_scott,499,CG,0.1667,1.5055,0.0015,0.1203,0.0031,0
kuramoto,0,CG,0.3667,0.6242,0.0268,0.2153,0.0093,1
kuramoto,1,CH,0.0333,2.5291,0.0049,0.1569,0.0072,0
kuramoto,2,CH,0.0333,2.0835,0.0041,0.3738,0.0088,0
kuramoto,3,CH,0.0,1.9622,0.0295,0.1988,0.0096,0
kuramoto,4,CG,0.4667,0.4823,0.0031,0.1334,0.0114,1
kuramoto,5,CH,0.0667,1.8581,0.0076,0.2059,0.0101,0
kuramoto,6,CH,0.0667,1.2306,0.0071,0.3089,0.0137,0
kuramoto,7,CG,0.2333,2.2693,0.0325,0.2771,0.0153,0
kuramoto,8,CH,0.4333,1.5359,0.0596,0.2233,0.0139,1
kuramoto,9,CG,0.3667,1.3651,0.1647,1.5929,0.1896,1
kuramoto,10,CH,0.1,0.9913,0.0096,0.1626,0.0053,0
kuramoto,11,CG,0.3333,0.8839,0.0104,0.2002,0.0062,1
kuramoto,12,CH,0.2667,0.9219,0.0116,0.1444,0.0077,0
kuramoto,13,CG,0.4667,1.5585,0.0089,0.1904,0.0043,1
kuramoto,14,CG,0.1333,2.7074,0.031,0.2571,0.0162,0
kuramoto,15,CG,0.6,1.5145,0.0075,0.2088,0.0111,1
kuramoto,16,CH,0.3,0.7087,0.0146,0.2189,0.0096,0
kuramoto,17,CH,0.0,0.9584,0.0211,0.2884,0.0172,0
kuramoto,18,CH,0.0,1.1899,0.0034,0.1304,0.0104,0
kuramoto,19,CG,0.3,1.233,0.0148,0.4052,0.0097,0
kuramoto,20,CG,0.6,0.6658,0.0038,0.1589,0.0072,1
kuramoto,21,CH,0.2,1.8432,0.0107,0.229,0.0187,0
kuramoto,22,CG,0.4667,0.917,0.0052,0.1475,0.0088,1
kuramoto,23,RG,0.9333,0.9531,0.0523,0.3116,0.0128,1
kuramoto,24,CH,0.3667,0.9293,0.0094,0.2567,0.0162,1
kuramoto,25,CH,0.0,0.983,0.0043,0.2053,0.0087,0
kuramoto,26,CH,0.2667,1.1722,0.2454,0.979,0.2743,0
kuramoto,27,CG,0.3,1.1871,0.0167,0.2143,0.0109,0
kuramoto,28,CG,0.5333,0.4336,0.0212,0.333,0.0134,1
kuramoto,29,CH,0.0,1.0393,0.006,0.1658,0.0078,0
kuramoto,30,CG,0.3667,0.9006,0.0019,0.1712,0.0064,1
kuramoto,31,CH,0.1,1.705,0.0094,0.1576,0.003,0
kuramoto,32,CH,0.0333,0.7908,0.0052,0.1716,0.0096,0
kuramoto,33,CG,0.5,0.3452,0.0041,0.1493,0.0041,1
kuramoto,34,CH,0.0,1.3425,0.0039,0.1581,0.0051,0
kuramoto,35,RG,0.9,2.3739,0.0471,0.1814,0.0086,1
kuramoto,36,CG,0.5,0.7932,0.0083,0.1841,0.0033,1
kuramoto,37,CH,0.3333,1.6178,0.0066,0.2509,0.011,1
kuramoto,38,CG,0.5,0.4888,0.0056,0.1387,0.0064,1
kuramoto,39,CG,0.2,1.1842,0.0098,0.1512,0.0051,0
kuramoto,40,CH,0.0,1.7595,0.012,0.2358,0.0173,0
kuramoto,41,CH,0.1,1.6171,0.1619,0.5989,0.1681,0
kuramoto,42,CG,0.4,1.5597,0.0251,0.2549,0.0166,1
kuramoto,43,CG,0.3333,0.9407,0.0098,0.1908,0.0091,1
kuramoto,44,CH,0.4333,1.2854,0.0087,0.1414,0.0047,1
kuramoto,45,CH,0.0333,1.1869,0.2209,1.2707,0.2279,0
kuramoto,46,CH,0.1,0.6959,0.0069,0.1673,0.016,0
kuramoto,47,CH,0.3,0.3097,0.0042,0.171,0.0103,0
kuramoto,48,CH,0.1333,1.2093,0.0068,0.2684,0.0129,0
kuramoto,49,CH,0.1667,0.9684,0.0088,0.1288,0.0038,0
kuramoto,50,CH,0.4667,0.3452,0.0041,0.1266,0.0062,1
kuramoto,51,CH,0.1,0.9158,0.0066,0.1459,0.0054,0
kuramoto,52,CG,0.1667,1.0523,0.0059,0.1447,0.0057,0
kuramoto,53,CG,0.3,0.7077,0.0114,0.1484,0.0047,0
kuramoto,54,CH,0.1667,1.11,0.0301,0.203,0.0138,0
kuramoto,55,CG,0.2333,2.0297,0.0223,0.1543,0.0106,0
kuramoto,56,CH,0.3667,0.9763,0.0028,0.1593,0.0038,1
kuramoto,57,CH,0.0,1.6954,0.0027,0.1398,0.0045,0
kuramoto,58,CH,0.1,0.6689,0.0029,0.155,0.0055,0
kuramoto,59,CH,0.3667,0.5442,0.0193,0.2897,0.0258,1
kuramoto,60,CG,0.4,1.0353,0.0052,0.4232,0.0118,1
kuramoto,61,CH,0.3333,0.7197,0.0103,0.1651,0.0036,1
kuramoto,62,CH,0.4333,1.9754,0.0396,0.2546,0.0074,1
kuramoto,63,CH,0.0,0.9968,0.0062,0.1582,0.0071,0
kuramoto,64,CH,0.2333,0.9512,0.0221,0.241,0.0144,0
kuramoto,65,CH,0.4667,0.6835,0.0029,0.2132,0.0075,1
kuramoto,66,CH,0.0333,0.8529,0.0037,0.2645,0.0062,0
kuramoto,67,CH,0.0333,2.0897,0.1939,1.2581,0.1817,0
kuramoto,68,CH,0.2,0.8016,0.0161,0.342,0.0086,0
kuramoto,69,RG,0.9,2.2879,0.0376,0.2189,0.007,1
kuramoto,70,CG,0.5667,0.8684,0.0373,0.1719,0.0086,1
kuramoto,71,CH,0.0667,0.7401,0.0114,0.1634,0.0043,0
kuramoto,72,CG,0.1,1.6967,0.0247,0.2267,0.0137,0
kuramoto,73,CG,0.5333,0.5556,0.0043,0.1328,0.0126,1
kuramoto,74,CH,0.0,1.7895,0.004,0.3081,0.0073,0
kuramoto,75,CH,0.3667,1.5145,0.0113,0.509,0.0181,1
kuramoto,76,CH,0.4333,0.6319,0.0047,0.1545,0.0078,1
kuramoto,77,CH,0.3333,0.5922,0.0015,0.1278,0.0053,1
kuramoto,78,CL,0.9,0.9531,0.0252,0.2177,0.0169,1
kuramoto,79,CH,0.2333,1.1943,0.0086,0.1894,0.0039,0
kuramoto,80,CH,0.1667,0.9477,0.1415,0.9436,0.1324,0
kuramoto,81,CH,0.5,0.883,0.0101,0.158,0.0068,1
kuramoto,82,CH,0.1667,0.8971,0.1075,0.7844,0.1003,0
kuramoto,83,CG,0.4,1.0307,0.0731,0.2097,0.01,1
kuramoto,84,CH,0.0,1.4488,0.011,0.163,0.0074,0
kuramoto,85,CH,0.0,1.2604,0.0225,0.3362,0.0199,0
kuramoto,86,CH,0.4333,0.9429,0.0072,0.2077,0.0081,1
kuramoto,87,CH,0.0,0.9393,0.0047,0.2097,0.0098,0
kuramoto,88,CG,0.1,2.3058,0.0029,0.2536,0.0051,0
kuramoto,89,CH,0.3,2.7997,0.0061,0.2355,0.0077,0
kuramoto,90,CG,0.7333,0.6805,0.004,0.2937,0.01,1
kuramoto,91,CH,0.1,0.9495,0.0089,0.2103,0.0202,0
kuramoto,92,CH,0.3667,0.5456,0.0077,0.2039,0.0054,1
kuramoto,93,CG,0.2333,0.7277,0.0091,0.1734,0.0066,0
kuramoto,94,CG,0.3,0.8916,0.0955,0.5153,0.0848,0
kuramoto,95,CH,0.0333,1.4581,0.0093,0.1962,0.0081,0
kuramoto,96,CG,0.2333,2.0752,0.0049,0.1645,0.0076,0
kuramoto,97,CH,0.1,0.8329,0.0113,0.1384,0.0043,0
kuramoto,98,CH,0.0,2.4792,0.0152,0.1779,0.0074,0
kuramoto,99,CH,0.5,1.1844,0.0049,0.1361,0.0048,1
kuramoto,100,CH,0.0667,0.7173,0.197,1.3671,0.2644,0
kuramoto,101,CH,0.2667,0.7413,0.0065,0.2437,0.0059,0
kuramoto,102,CH,0.0,1.4164,0.1913,1.3827,0.2766,0
kuramoto,103,CG,0.3667,0.7405,0.0056,0.1462,0.0114,1
kuramoto,104,CG,0.1,1.2088,0.0237,0.2472,0.0131,0
kuramoto,105,CG,0.5333,0.4318,0.008,0.253,0.0101,1
kuramoto,106,CH,0.0,1.1866,0.0047,0.2914,0.0054,0
kuramoto,107,CH,0.2,0.8947,0.0444,0.3407,0.0517,0
kuramoto,108,CH,0.5,0.6088,0.0277,0.2685,0.0139,1
kuramoto,109,CG,0.3,0.7743,0.0034,0.1787,0.0103,0
kuramoto,110,CH,0.0,1.3295,0.1744,1.9554,0.223,0
kuramoto,111,CH,0.3667,0.8684,0.0607,0.2167,0.0114,1
kuramoto,112,CH,0.2333,0.9214,0.0027,0.1665,0.0066,0
kuramoto,113,CG,0.0333,1.591,0.0329,0.2229,0.0114,0
kuramoto,114,CG,0.6,1.1722,0.1679,0.6871,0.167,1
kuramoto,115,CG,0.1333,1.1064,0.0031,0.1508,0.0044,0
kuramoto,116,CG,0.3667,0.7762,0.2411,0.9116,0.2949,1
kuramoto,117,CH,0.3667,0.8111,0.004,0.2411,0.0073,1
kuramoto,118,CH,0.0333,0.7369,0.0067,0.3095,0.0193,0
kuramoto,119,CH,0.0,1.3747,0.248,1.0859,0.2948,0
kuramoto,120,CH,0.4333,1.2114,0.0079,0.1459,0.0058,1
kuramoto,121,CG,0.6,0.3177,0.0026,0.279,0.004,1
kuramoto,122,CH,0.3333,0.573,0.1855,0.7614,0.1812,1
kuramoto,123,CH,0.0,1.1545,0.1258,0.7518,0.1138,0
kuramoto,124,CL,0.9667,0.9418,0.1489,0.6812,0.1293,1
kuramoto,125,CH,0.4333,0.9418,0.0041,0.1564,0.0072,1
kuramoto,126,CH,0.0,1.2526,0.011,0.1647,0.0047,0
kuramoto,127,CH,0.0333,2.0504,0.0111,0.3022,0.0196,0
kuramoto,128,CH,0.0,1.5163,0.0964,0.4515,0.0829,0
kuramoto,129,CH,0.2,1.5088,0.0022,0.2013,0.0073,0
kuramoto,130,CH,0.0667,0.9725,0.0035,0.1847,0.0078,0
kuramoto,131,CH,0.0,1.0648,0.0047,0.1338,0.0033,0
kuramoto,132,CH,0.3667,1.5585,0.0074,0.2337,0.0142,1
kuramoto,133,CG,0.5333,1.2759,0.0499,0.2939,0.0128,1
kuramoto,134,CH,0.5333,1.436,0.0264,0.2291,0.0155,1
kuramoto,135,CH,0.0,1.5137,0.0024,0.0939,0.0026,0
kuramoto,136,CG,0.2,1.884,0.0463,0.1736,0.0111,0
kuramoto,137,CG,0.2667,0.9842,0.0061,0.2096,0.0105,0
kuramoto,138,CG,0.3667,1.4233,0.022,0.3303,0.0139,1
kuramoto,139,CH,0.2,0.6891,0.2217,0.757,0.2315,0
kuramoto,140,CH,0.0,1.8969,0.0027,0.2657,0.0041,0
kuramoto,141,CL,0.9,1.5464,0.0449,0.2195,0.0143,1
kuramoto,142,CG,0.1667,1.0296,0.0053,0.1978,0.0079,0
kuramoto,143,CH,0.0333,0.7977,0.164,0.683,0.1615,0
kuramoto,144,CG,0.5667,0.7919,0.0096,0.1485,0.006,1
kuramoto,145,CG,0.2333,2.2879,0.0245,0.2425,0.0101,0
kuramoto,146,CH,0.0333,1.4133,0.008,0.1617,0.0073,0
kuramoto,147,CH,0.4333,1.6352,0.0117,0.1836,0.0083,1
kuramoto,148,CH,0.0,1.3929,0.1957,0.9177,0.1846,0
kuramoto,149,CH,0.4333,0.9969,0.0109,0.2637,0.0181,1
kuramoto,150,CG,0.6667,0.4748,0.0112,0.2533,0.0082,1
kuramoto,151,CH,0.0333,0.7045,0.006,0.1696,0.0133,0
kuramoto,152,CH,0.2667,1.1121,0.0053,0.1458,0.0056,0
kuramoto,153,CG,0.1667,2.8722,0.0234,0.2401,0.0116,0
kuramoto,154,CH,0.0667,0.9358,0.005,0.2664,0.0065,0
kuramoto,155,CG,0.4333,0.8741,0.01,0.1715,0.0058,1
kuramoto,156,RG,0.9,1.6706,0.0537,0.1805,0.0089,1
kuramoto,157,CG,0.0333,1.7554,0.0455,0.2393,0.0108,0
kuramoto,158,CG,0.1333,2.5104,0.021,0.18,0.008,0
kuramoto,159,CH,0.1,1.6593,0.0067,0.162,0.0081,0
kuramoto,160,CH,0.0333,1.6024,0.0039,0.1707,0.0055,0
kuramoto,161,CH,0.3667,0.5217,0.0054,0.2831,0.0073,1
kuramoto,162,CG,0.7667,0.4941,0.0177,0.291,0.0249,1
kuramoto,163,CH,0.0,1.6702,0.1949,0.7091,0.1866,0
kuramoto,164,CG,0.5333,0.3097,0.0032,0.2108,0.0035,1
kuramoto,165,CH,0.3333,0.5254,0.0085,0.1909,0.0063,1
kuramoto,166,CH,0.3333,5.1007,0.0049,0.1396,0.006,1
kuramoto,167,CH,0.1667,2.905,0.0071,0.3433,0.0139,0
kuramoto,168,CH,0.5667,0.9187,0.0199,0.2539,0.0178,1
kuramoto,169,CG,0.5667,1.0278,0.0063,0.4017,0.0105,1
kuramoto,170,CH,0.1667,0.6151,0.0075,0.1768,0.0094,0
kuramoto,171,CG,0.0,3.1232,0.0885,0.2514,0.0098,0
kuramoto,172,CH,0.3333,0.9106,0.0131,0.2064,0.0111,1
kuramoto,173,CH,0.1667,0.6465,0.0085,0.1781,0.0045,0
kuramoto,174,CH,0.0667,1.1161,0.004,0.133,0.0126,0
kuramoto,175,CG,0.5333,0.6891,0.0078,0.2882,0.0131,1
kuramoto,176,CH,0.0,2.2126,0.0213,0.2451,0.0266,0
kuramoto,177,CG,0.1,1.0489,0.0039,0.2213,0.0077,0
kuramoto,178,CG,0.5333,0.9763,0.0024,0.1913,0.0074,1
kuramoto,179,CG,0.7333,1.6035,0.0065,0.2769,0.0141,1
kuramoto,180,CH,0.5,1.2744,0.0128,0.1569,0.0078,1
kuramoto,181,CG,0.3,2.1201,0.0349,0.2091,0.0122,0
kuramoto,182,CH,0.1,0.7878,0.0108,0.2029,0.0072,0
kuramoto,183,CH,0.0,1.3973,0.0188,0.2538,0.021,0
kuramoto,184,CH,0.3333,1.5347,0.0323,0.2049,0.0111,1
kuramoto,185,CH,0.0,1.7404,0.0139,0.1945,0.0097,0
kuramoto,186,CG,0.1667,2.0145,0.0205,0.2032,0.0093,0
kuramoto,187,CH,0.4,0.7231,0.005,0.2098,0.0125,1
kuramoto,188,CH,0.0333,0.8535,0.0077,0.1503,0.005,0
kuramoto,189,CH,0.2333,0.7023,0.0048,0.1211,0.0034,0
kuramoto,190,CH,0.2333,0.3859,0.0022,0.1731,0.0074,0
kuramoto,191,CH,0.3333,0.6869,0.0057,0.2149,0.0125,1
kuramoto,192,CH,0.0,1.0541,0.0035,0.3792,0.0079,0
kuramoto,193,CG,0.4333,0.4935,0.0045,0.2039,0.0112,1
kuramoto,194,CG,0.0,2.1065,0.0896,0.3126,0.0131,0
kuramoto,195,CG,0.5667,0.5324,0.2332,0.9443,0.235,1
kuramoto,196,CH,0.0,1.5315,0.0223,0.2652,0.0318,0
kuramoto,197,CG,0.4,1.2392,0.0055,0.3009,0.0072,1
kuramoto,198,CH,0.0333,1.4144,0.0088,0.136,0.0042,0
kuramoto,199,CH,0.0333,0.9342,0.0025,0.2624,0.0048,0
kuramoto,200,CH,0.2667,0.5291,0.006,0.1686,0.0065,0
kuramoto,201,CH,0.0333,2.166,0.0097,0.172,0.0045,0
kuramoto,202,CH,0.0,1.1078,0.0065,0.2232,0.0072,0
kuramoto,203,CH,0.3,1.3372,0.0025,0.1026,0.0026,0
kuramoto,204,CH,0.0,1.5066,0.0049,0.1464,0.0085,0
kuramoto,205,CH,0.1667,0.5555,0.0076,0.1328,0.0048,0
kuramoto,206,CH,0.1,0.7545,0.008,0.1456,0.0066,0
kuramoto,207,CH,0.2333,0.3177,0.0044,0.1549,0.0059,0
kuramoto,208,CH,0.3333,0.9611,0.026,0.432,0.0084,1
kuramoto,209,CH,0.0,1.1702,0.003,0.2019,0.0073,0
kuramoto,210,CG,0.4,1.3397,0.0035,0.1241,0.0035,1
kuramoto,211,CG,0.4667,1.0074,0.0065,0.2554,0.0047,1
kuramoto,212,CH,0.0333,1.1287,0.0039,0.1411,0.0128,0
kuramoto,213,CH,0.3333,0.8626,0.0028,0.1354,0.0078,1
kuramoto,214,CH,0.0,1.2697,0.0021,0.1684,0.0055,0
kuramoto,215,CH,0.3,1.5569,0.0129,0.3462,0.0178,0
kuramoto,216,CH,0.3333,1.007,0.0094,0.1875,0.0045,1
kuramoto,217,CH,0.2667,3.163,0.0057,0.1216,0.0037,0
kuramoto,218,CH,0.4333,0.9314,0.003,0.1174,0.006,1
kuramoto,219,CH,0.0333,1.0226,0.2364,0.9322,0.2621,0
kuramoto,220,CG,0.4667,1.0868,0.0084,0.4108,0.0083,1
kuramoto,221,CH,0.0,1.0495,0.003,0.1738,0.0076,0
kuramoto,222,CG,0.5,0.5128,0.0049,0.1549,0.0042,1
kuramoto,223,CH,0.3,0.6649,0.0026,0.1377,0.0127,0
kuramoto,224,CG,0.5667,0.77,0.0698,0.348,0.0573,1
kuramoto,225,CH,0.4333,1.0665,0.0957,0.3384,0.0129,1
kuramoto,226,CH,0.2667,0.5736,0.1923,0.7282,0.1826,0
kuramoto,227,CG,0.6,0.9293,0.0032,0.1798,0.0057,1
kuramoto,228,CH,0.1333,1.2694,0.0052,0.1374,0.0072,0
kuramoto,229,CH,0.0,1.962,0.0119,0.1357,0.0033,0
kuramoto,230,CH,0.1,0.8792,0.1909,0.7578,0.1825,0
kuramoto,231,CH,0.1333,0.7687,0.0163,0.2772,0.0183,0
kuramoto,232,CG,0.3333,0.8189,0.0071,0.2363,0.0156,1
kuramoto,233,CH,0.3333,1.2338,0.0071,0.1863,0.0076,1
kuramoto,234,CH,0.2,0.6768,0.0126,0.2937,0.0141,0
kuramoto,235,CH,0.0333,0.9684,0.0109,0.1294,0.0045,0
kuramoto,236,CG,0.4333,1.0027,0.0041,0.3691,0.0088,1
kuramoto,237,CG,0.3,1.3237,0.0215,0.2149,0.0079,0
kuramoto,238,CH,0.0667,0.7539,0.0133,0.2276,0.0158,0
kuramoto,239,CH,0.0667,1.384,0.0073,0.3152,0.0083,0
kuramoto,240,CL,1.0,0.8529,0.0047,0.241,0.0098,1
kuramoto,241,CH,0.4,2.0042,0.0052,0.2079,0.0098,1
kuramoto,242,CH,0.2667,1.3031,0.0051,0.1483,0.0052,0
kuramoto,243,CH,0.0333,1.3557,0.0066,0.2604,0.0151,0
kuramoto,244,CH,0.0667,1.6573,0.004,0.1741,0.0082,0
kuramoto,245,CH,0.1667,0.6452,0.0047,0.1664,0.0069,0
kuramoto,246,CH,0.0333,1.5212,0.007,0.208,0.0103,0
kuramoto,247,CG,0.2,1.42,0.0025,0.1716,0.0043,0
kuramoto,248,CG,0.2333,1.3524,0.028,0.2047,0.0108,0
kuramoto,249,CH,0.5667,4.0898,0.0217,0.2263,0.01,1
kuramoto,250,CH,0.5333,0.6043,0.01,0.1837,0.0042,1
kuramoto,251,CG,0.5333,0.5217,0.0075,0.1435,0.0055,1
kuramoto,252,CG,0.3,0.9746,0.0886,0.8046,0.0874,0
kuramoto,253,CG,0.0,2.4211,0.0029,0.1052,0.009,0
kuramoto,254,CH,0.4667,0.6035,0.0102,0.2368,0.01,1
kuramoto,255,CG,0.4667,1.3204,0.0288,0.2184,0.0133,1
kuramoto,256,CG,0.2333,1.0399,0.0021,0.1889,0.0068,0
kuramoto,257,CH,0.0333,0.9418,0.0028,0.1485,0.0048,0
kuramoto,258,CG,0.2667,1.2833,0.0539,0.6502,0.0516,0
kuramoto,259,CH,0.0,1.1948,0.0061,0.1443,0.0083,0
kuramoto,260,CG,0.0,1.6446,0.0051,0.1835,0.0113,0
kuramoto,261,CG,0.5,0.7805,0.0061,0.209,0.006,1
kuramoto,262,CG,0.4667,0.6319,0.0034,0.2696,0.0093,1
kuramoto,263,CG,0.6333,1.6103,0.0107,0.2281,0.0186,1
kuramoto,264,CH,0.5333,0.7641,0.0353,0.5165,0.0481,1
kuramoto,265,CH,0.2667,0.6512,0.0049,0.1954,0.0054,0
kuramoto,266,CH,0.0667,2.5282,0.004,0.3775,0.0088,0
kuramoto,267,CG,0.1667,0.8402,0.0055,0.1597,0.0078,0
kuramoto,268,CH,0.1,1.6903,0.0028,0.1642,0.0088,0
kuramoto,269,CH,0.2,0.6944,0.0051,0.1275,0.0077,0
kuramoto,270,CH,0.0333,1.4672,0.0024,0.1486,0.006,0
kuramoto,271,CG,0.5,1.2337,0.0381,0.1564,0.0079,1
kuramoto,272,CG,0.1333,2.4249,0.023,0.2678,0.0169,0
kuramoto,273,CG,0.5667,0.8539,0.0043,0.1806,0.006,1
kuramoto,274,CH,0.4667,0.5933,0.0058,0.2651,0.0105,1
kuramoto,275,CH,0.2333,1.0904,0.0066,0.1381,0.0045,0
kuramoto,276,CL,0.9667,1.1943,0.0072,0.2013,0.0065,1
kuramoto,277,CH,0.0,1.2929,0.0043,0.1225,0.0062,0
kuramoto,278,CG,0.3,0.768,0.0066,0.2163,0.007,0
kuramoto,279,CG,0.6,1.0436,0.1162,0.7122,0.1026,1
kuramoto,280,CG,0.3,1.3297,0.0023,0.1013,0.0033,0
kuramoto,281,CG,0.5333,0.8051,0.0079,0.2602,0.0141,1
kuramoto,282,CH,0.3,0.6135,0.0065,0.1523,0.0075,0
kuramoto,283,CH,0.4667,0.8594,0.0031,0.2606,0.0082,1
kuramoto,284,CG,0.2667,1.5611,0.1055,0.2195,0.0117,0
kuramoto,285,CH,0.1,0.7249,0.0236,0.2352,0.0207,0
kuramoto,286,CH,0.0,1.7217,0.0063,0.2326,0.006,0
kuramoto,287,CH,0.0667,1.3963,0.0072,0.1429,0.0065,0
kuramoto,288,CH,0.0,1.3507,0.0071,0.2174,0.0106,0
kuramoto,289,CH,0.0,1.0695,0.0042,0.14,0.0107,0
kuramoto,290,CG,0.3,0.9203,0.0067,0.182,0.0133,0
kuramoto,291,CG,0.5667,1.2852,0.0506,0.2134,0.0102,1
kuramoto,292,CH,0.1333,0.8715,0.0103,0.3277,0.0175,0
kuramoto,293,CG,0.0,1.9569,0.0046,0.1094,0.0053,0
kuramoto,294,CG,0.3667,1.0667,0.0082,0.1976,0.0129,1
kuramoto,295,CH,0.3,0.4972,0.0027,0.2132,0.0093,0
kuramoto,296,CH,0.2333,0.9607,0.122,0.8654,0.1111,0
kuramoto,297,CG,0.0333,1.1578,0.0172,0.2362,0.0109,0
kuramoto,298,CG,0.0,2.4438,0.0201,0.4023,0.011,0
kuramoto,299,CG,0.4333,1.122,0.0442,0.2631,0.01,1
kuramoto,300,CH,0.0667,0.8478,0.0046,0.1911,0.009,0
kuramoto,301,CH,0.2667,0.4888,0.0049,0.154,0.0057,0
kuramoto,302,CH,0.2667,0.4336,0.0029,0.2539,0.0066,0
kuramoto,303,CH,0.0333,0.9342,0.004,0.1165,0.0067,0
kuramoto,304,CH,0.2667,0.6288,0.0025,0.2402,0.0051,0
kuramoto,305,CH,0.0667,0.8046,0.0044,0.1647,0.0069,0
kuramoto,306,CG,0.1333,1.1205,0.0024,0.1156,0.0071,0
kuramoto,307,CG,0.4,0.9969,0.0379,0.3494,0.0529,1
kuramoto,308,CH,0.1333,2.019,0.0096,0.1974,0.0088,0
kuramoto,309,CH,0.1667,0.5324,0.0064,0.2744,0.0047,0
kuramoto,310,CH,0.1333,1.0173,0.009,0.1963,0.0087,0
