depth,sector,condition,formalism_invariance_score,emergence_translation_fidelity,hierarchy_preservation_consistency,cross_formalism_operator_alignment,universality_retention_index,abstraction_equivalence_strength,implementation_dependency_bound,formalism_effectiveness,base_emergence,formalism_emergence,classification
2048,Projection,HybridMultiFormalismCoupling,0.9261,0.9256,1.0,1.0,0.8571,0.8571,0.0739,0.9261,0.9552,0.8878,FORMALISM-STABLE
3072,Projection,HybridMultiFormalismCoupling,0.9259,0.9254,1.0,1.0,0.8568,0.8568,0.0741,0.9259,0.9552,0.8876,FORMALISM-STABLE
4096,Projection,HybridMultiFormalismCoupling,0.9257,0.9252,1.0,1.0,0.8565,0.8565,0.0743,0.9257,0.9552,0.8875,FORMALISM-STABLE
6144,Projection,HybridMultiFormalismCoupling,0.9255,0.925,1.0,1.0,0.8561,0.8561,0.0745,0.9255,0.9552,0.8873,FORMALISM-STABLE
8192,Projection,HybridMultiFormalismCoupling,0.9254,0.9249,1.0,1.0,0.8558,0.8558,0.0746,0.9254,0.9552,0.8872,FORMALISM-STABLE
12288,Projection,HybridMultiFormalismCoupling,0.9251,0.9247,1.0,1.0,0.8554,0.8554,0.0749,0.9251,0.9552,0.887,FORMALISM-STABLE
16384,Projection,HybridMultiFormalismCoupling,0.925,0.9245,1.0,1.0,0.8552,0.8552,0.075,0.925,0.9551,0.8868,FORMALISM-STABLE
24576,Projection,HybridMultiFormalismCoupling,0.9248,0.9243,1.0,1.0,0.8548,0.8548,0.0752,0.9248,0.9551,0.8866,FORMALISM-STABLE
32768,Projection,HybridMultiFormalismCoupling,0.9246,0.9241,1.0,1.0,0.8545,0.8545,0.0754,0.9246,0.9551,0.8864,FORMALISM-STABLE
65536,Projection,HybridMultiFormalismCoupling,0.9243,0.9238,1.0,1.0,0.8538,0.8538,0.0757,0.9243,0.955,0.886,FORMALISM-STABLE
131072,Projection,HybridMultiFormalismCoupling,0.9239,0.9234,1.0,1.0,0.8532,0.8532,0.0761,0.9239,0.9547,0.8854,FORMALISM-STABLE
262144,Projection,HybridMultiFormalismCoupling,0.9236,0.9231,1.0,1.0,0.8525,0.8525,0.0764,0.9236,0.9542,0.8847,FORMALISM-STABLE
524288,Projection,HybridMultiFormalismCoupling,0.9232,0.9227,1.0,1.0,0.8519,0.8519,0.0768,0.9232,0.9532,0.8834,FORMALISM-STABLE
1048576,Projection,HybridMultiFormalismCoupling,0.9228,0.9224,1.0,1.0,0.8512,0.8512,0.0772,0.9228,0.9513,0.8813,FORMALISM-STABLE
2097152,Projection,HybridMultiFormalismCoupling,0.9225,0.922,1.0,1.0,0.8505,0.8505,0.0775,0.9225,0.9474,0.8774,FORMALISM-STABLE
4194304,Projection,HybridMultiFormalismCoupling,0.9221,0.9216,1.0,1.0,0.8499,0.8499,0.0779,0.9221,0.9398,0.8701,FORMALISM-STABLE
8388608,Projection,HybridMultiFormalismCoupling,0.9218,0.9213,1.0,1.0,0.8492,0.8492,0.0782,0.9218,0.9249,0.856,FORMALISM-STABLE
16777216,Projection,HybridMultiFormalismCoupling,0.9214,0.9209,1.0,1.0,0.8486,0.8486,0.0786,0.9214,0.8965,0.8295,FORMALISM-STABLE
33554432,Projection,HybridMultiFormalismCoupling,0.9211,0.9206,1.0,1.0,0.8479,0.8479,0.0789,0.9211,0.8445,0.7814,FORMALISM-STABLE
67108864,Projection,HybridMultiFormalismCoupling,0.9207,0.9202,1.0,1.0,0.8472,0.8472,0.0793,0.9207,0.7568,0.7004,FORMALISM-STABLE
1,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
2,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
4,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
6,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
8,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
12,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
16,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
20,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
24,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
32,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
40,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
48,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
64,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
80,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
96,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
128,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
160,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
192,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
256,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
320,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
512,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
768,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
1024,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
1536,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
2048,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
3072,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
4096,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
6144,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
8192,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
12288,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
16384,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9551,0.05,FORMALISM-FAILED
24576,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9551,0.05,FORMALISM-FAILED
32768,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9551,0.05,FORMALISM-FAILED
65536,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.955,0.05,FORMALISM-FAILED
131072,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9547,0.05,FORMALISM-FAILED
262144,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9542,0.05,FORMALISM-FAILED
524288,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9532,0.05,FORMALISM-FAILED
1048576,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9513,0.05,FORMALISM-FAILED
2097152,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9474,0.05,FORMALISM-FAILED
4194304,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9398,0.05,FORMALISM-FAILED
8388608,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9249,0.05,FORMALISM-FAILED
16777216,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8965,0.05,FORMALISM-FAILED
33554432,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8445,0.05,FORMALISM-FAILED
67108864,Projection,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7568,0.05,FORMALISM-FAILED
1,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
2,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
4,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
6,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
8,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
12,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
16,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
20,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
24,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
32,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
40,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
48,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
64,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
80,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
96,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
128,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
160,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
192,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
256,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
320,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
512,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
768,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
1024,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
1536,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
2048,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
3072,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
4096,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
6144,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
8192,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
12288,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9541,0.9541,FORMALISM-STABLE
16384,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.954,0.954,FORMALISM-STABLE
24576,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.954,0.954,FORMALISM-STABLE
32768,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.954,0.954,FORMALISM-STABLE
65536,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9539,0.9539,FORMALISM-STABLE
131072,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9536,0.9536,FORMALISM-STABLE
262144,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9531,0.9531,FORMALISM-STABLE
524288,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9522,0.9522,FORMALISM-STABLE
1048576,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9502,0.9502,FORMALISM-STABLE
2097152,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9463,0.9463,FORMALISM-STABLE
4194304,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9387,0.9387,FORMALISM-STABLE
8388608,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9238,0.9238,FORMALISM-STABLE
16777216,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8954,0.8954,FORMALISM-STABLE
33554432,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8435,0.8435,FORMALISM-STABLE
67108864,P-N,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7559,0.7559,FORMALISM-STABLE
1,P-N,TensorNetworkPropagation,0.95,0.9494,1.0,1.0,0.902,0.902,0.05,0.95,0.9541,0.9084,FORMALISM-STABLE
2,P-N,TensorNetworkPropagation,0.9493,0.9487,1.0,1.0,0.9006,0.9006,0.0507,0.9493,0.9541,0.9077,FORMALISM-STABLE
4,P-N,TensorNetworkPropagation,0.9485,0.948,1.0,1.0,0.8992,0.8992,0.0515,0.9485,0.9541,0.9071,FORMALISM-STABLE
6,P-N,TensorNetworkPropagation,0.9481,0.9475,1.0,1.0,0.8984,0.8984,0.0519,0.9481,0.9541,0.9067,FORMALISM-STABLE
8,P-N,TensorNetworkPropagation,0.9478,0.9472,1.0,1.0,0.8978,0.8978,0.0522,0.9478,0.9541,0.9064,FORMALISM-STABLE
12,P-N,TensorNetworkPropagation,0.9474,0.9468,1.0,1.0,0.897,0.897,0.0526,0.9474,0.9541,0.906,FORMALISM-STABLE
16,P-N,TensorNetworkPropagation,0.9471,0.9465,1.0,1.0,0.8964,0.8964,0.0529,0.9471,0.9541,0.9057,FORMALISM-STABLE
20,P-N,TensorNetworkPropagation,0.9468,0.9463,1.0,1.0,0.896,0.896,0.0532,0.9468,0.9541,0.9055,FORMALISM-STABLE
24,P-N,TensorNetworkPropagation,0.9466,0.9461,1.0,1.0,0.8956,0.8956,0.0534,0.9466,0.9541,0.9054,FORMALISM-STABLE
32,P-N,TensorNetworkPropagation,0.9463,0.9458,1.0,1.0,0.895,0.895,0.0537,0.9463,0.9541,0.9051,FORMALISM-STABLE
40,P-N,TensorNetworkPropagation,0.9461,0.9455,1.0,1.0,0.8946,0.8946,0.0539,0.9461,0.9541,0.9049,FORMALISM-STABLE
48,P-N,TensorNetworkPropagation,0.9459,0.9454,1.0,1.0,0.8942,0.8942,0.0541,0.9459,0.9541,0.9047,FORMALISM-STABLE
64,P-N,TensorNetworkPropagation,0.9456,0.945,1.0,1.0,0.8937,0.8937,0.0544,0.9456,0.9541,0.9044,FORMALISM-STABLE
80,P-N,TensorNetworkPropagation,0.9454,0.9448,1.0,1.0,0.8932,0.8932,0.0546,0.9454,0.9541,0.9042,FORMALISM-STABLE
96,P-N,TensorNetworkPropagation,0.9452,0.9446,1.0,1.0,0.8928,0.8928,0.0548,0.9452,0.9541,0.904,FORMALISM-STABLE
128,P-N,TensorNetworkPropagation,0.9449,0.9443,1.0,1.0,0.8923,0.8923,0.0551,0.9449,0.9541,0.9038,FORMALISM-STABLE
160,P-N,TensorNetworkPropagation,0.9446,0.9441,1.0,1.0,0.8918,0.8918,0.0554,0.9446,0.9541,0.9035,FORMALISM-STABLE
192,P-N,TensorNetworkPropagation,0.9445,0.9439,1.0,1.0,0.8915,0.8915,0.0555,0.9445,0.9541,0.9034,FORMALISM-STABLE
256,P-N,TensorNetworkPropagation,0.9442,0.9436,1.0,1.0,0.8909,0.8909,0.0558,0.9442,0.9541,0.9031,FORMALISM-STABLE
320,P-N,TensorNetworkPropagation,0.9439,0.9434,1.0,1.0,0.8904,0.8904,0.0561,0.9439,0.9541,0.9029,FORMALISM-STABLE
512,P-N,TensorNetworkPropagation,0.9434,0.9429,1.0,1.0,0.8895,0.8895,0.0566,0.9434,0.9541,0.9024,FORMALISM-STABLE
768,P-N,TensorNetworkPropagation,0.943,0.9424,1.0,1.0,0.8887,0.8887,0.057,0.943,0.9541,0.902,FORMALISM-STABLE
1024,P-N,TensorNetworkPropagation,0.9427,0.9421,1.0,1.0,0.8881,0.8881,0.0573,0.9427,0.9541,0.9018,FORMALISM-STABLE
1536,P-N,TensorNetworkPropagation,0.9423,0.9417,1.0,1.0,0.8873,0.8873,0.0577,0.9423,0.9541,0.9014,FORMALISM-STABLE
2048,P-N,TensorNetworkPropagation,0.942,0.9414,1.0,1.0,0.8868,0.8868,0.058,0.942,0.9541,0.9011,FORMALISM-STABLE
3072,P-N,TensorNetworkPropagation,0.9415,0.941,1.0,1.0,0.886,0.886,0.0585,0.9415,0.9541,0.9007,FORMALISM-STABLE
4096,P-N,TensorNetworkPropagation,0.9412,0.9407,1.0,1.0,0.8854,0.8854,0.0588,0.9412,0.9541,0.9004,FORMALISM-STABLE
6144,P-N,TensorNetworkPropagation,0.9408,0.9402,1.0,1.0,0.8846,0.8846,0.0592,0.9408,0.9541,0.9001,FORMALISM-STABLE
8192,P-N,TensorNetworkPropagation,0.9405,0.9399,1.0,1.0,0.884,0.884,0.0595,0.9405,0.9541,0.8998,FORMALISM-STABLE
12288,P-N,TensorNetworkPropagation,0.9401,0.9395,1.0,1.0,0.8832,0.8832,0.0599,0.9401,0.9541,0.8994,FORMALISM-STABLE
16384,P-N,TensorNetworkPropagation,0.9398,0.9392,1.0,1.0,0.8826,0.8826,0.0602,0.9398,0.954,0.8991,FORMALISM-STABLE
24576,P-N,TensorNetworkPropagation,0.9393,0.9388,1.0,1.0,0.8818,0.8818,0.0607,0.9393,0.954,0.8987,FORMALISM-STABLE
32768,P-N,TensorNetworkPropagation,0.939,0.9385,1.0,1.0,0.8813,0.8813,0.061,0.939,0.954,0.8984,FORMALISM-STABLE
65536,P-N,TensorNetworkPropagation,0.9383,0.9377,1.0,1.0,0.8799,0.8799,0.0617,0.9383,0.9539,0.8976,FORMALISM-STABLE
131072,P-N,TensorNetworkPropagation,0.9376,0.937,1.0,1.0,0.8785,0.8785,0.0624,0.9376,0.9536,0.8967,FORMALISM-STABLE
262144,P-N,TensorNetworkPropagation,0.9368,0.9363,1.0,1.0,0.8772,0.8772,0.0632,0.9368,0.9531,0.8956,FORMALISM-STABLE
524288,P-N,TensorNetworkPropagation,0.9361,0.9356,1.0,1.0,0.8758,0.8758,0.0639,0.9361,0.9522,0.894,FORMALISM-STABLE
1048576,P-N,TensorNetworkPropagation,0.9354,0.9348,1.0,1.0,0.8744,0.8744,0.0646,0.9354,0.9502,0.8915,FORMALISM-STABLE
2097152,P-N,TensorNetworkPropagation,0.9347,0.9341,1.0,1.0,0.8731,0.8731,0.0653,0.9347,0.9463,0.8873,FORMALISM-STABLE
4194304,P-N,TensorNetworkPropagation,0.9339,0.9334,1.0,1.0,0.8717,0.8717,0.0661,0.9339,0.9387,0.8795,FORMALISM-STABLE
8388608,P-N,TensorNetworkPropagation,0.9332,0.9326,1.0,1.0,0.8703,0.8703,0.0668,0.9332,0.9238,0.865,FORMALISM-STABLE
16777216,P-N,TensorNetworkPropagation,0.9325,0.9319,1.0,1.0,0.869,0.869,0.0675,0.9325,0.8954,0.8378,FORMALISM-STABLE
33554432,P-N,TensorNetworkPropagation,0.9317,0.9312,1.0,1.0,0.8676,0.8676,0.0683,0.9317,0.8435,0.7889,FORMALISM-STABLE
67108864,P-N,TensorNetworkPropagation,0.931,0.9304,1.0,1.0,0.8662,0.8662,0.069,0.931,0.7559,0.7068,FORMALISM-STABLE
1,P-N,GraphDynamicalRecursion,0.92,0.9191,1.0,1.0,0.8456,0.8456,0.08,0.92,0.9541,0.881,FORMALISM-STABLE
2,P-N,GraphDynamicalRecursion,0.9189,0.9181,1.0,1.0,0.8436,0.8436,0.0811,0.9189,0.9541,0.88,FORMALISM-STABLE
4,P-N,GraphDynamicalRecursion,0.9179,0.917,1.0,1.0,0.8417,0.8417,0.0821,0.9179,0.9541,0.8791,FORMALISM-STABLE
6,P-N,GraphDynamicalRecursion,0.9173,0.9164,1.0,1.0,0.8406,0.8406,0.0827,0.9173,0.9541,0.8785,FORMALISM-STABLE
8,P-N,GraphDynamicalRecursion,0.9168,0.9159,1.0,1.0,0.8397,0.8397,0.0832,0.9168,0.9541,0.8781,FORMALISM-STABLE
12,P-N,GraphDynamicalRecursion,0.9162,0.9153,1.0,1.0,0.8386,0.8386,0.0838,0.9162,0.9541,0.8775,FORMALISM-STABLE
16,P-N,GraphDynamicalRecursion,0.9158,0.9149,1.0,1.0,0.8378,0.8378,0.0842,0.9158,0.9541,0.8771,FORMALISM-STABLE
20,P-N,GraphDynamicalRecursion,0.9154,0.9145,1.0,1.0,0.8372,0.8372,0.0846,0.9154,0.9541,0.8768,FORMALISM-STABLE
24,P-N,GraphDynamicalRecursion,0.9151,0.9143,1.0,1.0,0.8367,0.8367,0.0849,0.9151,0.9541,0.8766,FORMALISM-STABLE
32,P-N,GraphDynamicalRecursion,0.9147,0.9138,1.0,1.0,0.8359,0.8359,0.0853,0.9147,0.9541,0.8762,FORMALISM-STABLE
40,P-N,GraphDynamicalRecursion,0.9144,0.9135,1.0,1.0,0.8352,0.8352,0.0856,0.9144,0.9541,0.8759,FORMALISM-STABLE
48,P-N,GraphDynamicalRecursion,0.9141,0.9132,1.0,1.0,0.8347,0.8347,0.0859,0.9141,0.9541,0.8756,FORMALISM-STABLE
64,P-N,GraphDynamicalRecursion,0.9136,0.9128,1.0,1.0,0.8339,0.8339,0.0864,0.9136,0.9541,0.8752,FORMALISM-STABLE
80,P-N,GraphDynamicalRecursion,0.9133,0.9124,1.0,1.0,0.8333,0.8333,0.0867,0.9133,0.9541,0.8749,FORMALISM-STABLE
96,P-N,GraphDynamicalRecursion,0.913,0.9121,1.0,1.0,0.8328,0.8328,0.087,0.913,0.9541,0.8747,FORMALISM-STABLE
128,P-N,GraphDynamicalRecursion,0.9126,0.9117,1.0,1.0,0.832,0.832,0.0874,0.9126,0.9541,0.8743,FORMALISM-STABLE
160,P-N,GraphDynamicalRecursion,0.9122,0.9114,1.0,1.0,0.8314,0.8314,0.0878,0.9122,0.9541,0.874,FORMALISM-STABLE
192,P-N,GraphDynamicalRecursion,0.9119,0.9111,1.0,1.0,0.8309,0.8309,0.0881,0.9119,0.9541,0.8737,FORMALISM-STABLE
256,P-N,GraphDynamicalRecursion,0.9115,0.9106,1.0,1.0,0.8301,0.8301,0.0885,0.9115,0.9541,0.8733,FORMALISM-STABLE
320,P-N,GraphDynamicalRecursion,0.9112,0.9103,1.0,1.0,0.8294,0.8294,0.0888,0.9112,0.9541,0.873,FORMALISM-STABLE
512,P-N,GraphDynamicalRecursion,0.9104,0.9096,1.0,1.0,0.8281,0.8281,0.0896,0.9104,0.9541,0.8723,FORMALISM-STABLE
768,P-N,GraphDynamicalRecursion,0.9098,0.909,1.0,1.0,0.827,0.827,0.0902,0.9098,0.9541,0.8718,FORMALISM-STABLE
1024,P-N,GraphDynamicalRecursion,0.9094,0.9085,1.0,1.0,0.8262,0.8262,0.0906,0.9094,0.9541,0.8714,FORMALISM-STABLE
1536,P-N,GraphDynamicalRecursion,0.9088,0.9079,1.0,1.0,0.8251,0.8251,0.0912,0.9088,0.9541,0.8708,FORMALISM-STABLE
2048,P-N,GraphDynamicalRecursion,0.9083,0.9075,1.0,1.0,0.8243,0.8243,0.0917,0.9083,0.9541,0.8704,FORMALISM-STABLE
3072,P-N,GraphDynamicalRecursion,0.9077,0.9068,1.0,1.0,0.8231,0.8231,0.0923,0.9077,0.9541,0.8699,FORMALISM-STABLE
4096,P-N,GraphDynamicalRecursion,0.9073,0.9064,1.0,1.0,0.8223,0.8223,0.0927,0.9073,0.9541,0.8695,FORMALISM-STABLE
6144,P-N,GraphDynamicalRecursion,0.9066,0.9058,1.0,1.0,0.8212,0.8212,0.0934,0.9066,0.9541,0.8689,FORMALISM-STABLE
8192,P-N,GraphDynamicalRecursion,0.9062,0.9053,1.0,1.0,0.8204,0.8204,0.0938,0.9062,0.9541,0.8685,FORMALISM-STABLE
12288,P-N,GraphDynamicalRecursion,0.9056,0.9047,1.0,1.0,0.8193,0.8193,0.0944,0.9056,0.9541,0.8679,FORMALISM-STABLE
