sim_idx,sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,recursive_closure_a,recursive_closure_b,reconstruction_a,reconstruction_b,operator_continuity_a,operator_continuity_b,coupling_strength,phase_sync_time,final_synchronization,mean_order_parameter,closure_correlation,final_closure_diff,transition_synchronization,phase_jumps_a,phase_jumps_b,closure_sign_changes_a,closure_sign_changes_b
1012,101,population,210,kuramoto,0,3,0.3,0.8342,0.5,1.0,1.0,1.0,0.4948974729007376,38,0.9999877761521139,0.89799831835486,0.5790769335977423,0.029441756798818178,0.0,0,0,9,15
1013,487,nonlinear_oscillator,37,gray_scott,0,3,0.2724,0.9965,1.0,1.0,1.0,1.0,0.45397203134046044,0,0.9999999959931337,0.9980587344363389,0.5916808759179875,0.02256453366316385,0.0,0,0,7,15
1014,391,nonlinear_oscillator,346,kuramoto,0,3,0.3249,0.7642,1.0,1.0,1.0,1.0,0.13792634046848418,50,0.9999493988561932,0.9164190493957451,0.60414498206243,0.03571059322661948,0.0,0,0,10,14
1015,472,nonlinear_oscillator,348,gray_scott,0,0,0.115,1.0,1.0,0.0,1.0,1.0,0.3078208120982044,0,0.9999723409700095,0.9920725284609933,0.06538422637263976,0.07000098616749373,0.0,0,0,0,16
1016,209,nonlinear_oscillator,224,coupled_map_lattice,0,0,0.1749,0.341,0.0,0.3,1.0,0.8667,0.3602620245263366,0,0.7312022297434184,0.5332777990536257,0.8710193354265362,0.0183988968911745,0.0,0,0,2,10
1017,261,nonlinear_oscillator,377,branching,0,0,0.115,0.5333,1.0,0.0,1.0,1.0,0.7216306182045136,2,0.9999779894581705,0.9951400952735363,0.567847744479873,0.08706488835230619,0.0,0,0,0,14
1018,333,branching,255,nonlinear_oscillator,0,0,0.6504,0.22,0.0,0.0,1.0,1.0,0.6667051230615386,200,0.7226236371456685,0.7221557757391978,0.5234520969660541,0.01643712249144472,0.0,0,0,15,5
1019,289,nonlinear_oscillator,324,branching,0,0,0.15,0.3333,0.0,0.0,1.0,1.0,0.5240011556563055,200,0.20986392861705633,0.16234180025576694,0.868668617926774,0.031248765503713166,0.0,0,0,0,10
1020,231,branching,441,nonlinear_oscillator,0,0,0.4,0.3075,1.0,0.0,1.0,1.0,0.26347793949969095,15,0.9999381202462558,0.9795464358928555,0.9826227817306016,8.338053284794988e-05,0.0,0,0,11,11
1021,81,gray_scott,392,kuramoto,3,3,0.8499,0.9336,0.98,1.0,0.7333,1.0,0.5637908444259293,0,0.9691429040647215,0.9718671135736018,0.8903844426793097,0.05581501974683473,0.0,0,0,14,14
1022,219,coupled_map_lattice,83,nonlinear_oscillator,0,0,0.2,0.145,0.6,0.0,1.0,1.0,0.08007623796208337,66,0.9668193971646792,0.9061975535957711,0.9899215154253024,0.007540371992418202,0.0,0,0,2,0
1023,465,branching,347,kuramoto,0,3,0.3333,0.5755,0.0,1.0,1.0,0.9667,0.4427689184484295,0,0.9971365257092403,0.9981940727484168,0.9341879526808837,0.011375178196969505,0.0,0,0,11,13
1024,197,population,253,nonlinear_oscillator,0,0,0.4,0.2275,0.42,0.0,0.9,1.0,0.07111306925902376,0,0.27722391405246116,0.5328176941084369,0.7987990119129984,0.02162578914446425,0.0,0,0,13,6
1025,366,nonlinear_oscillator,434,branching,0,0,0.13,0.2667,1.0,0.0,1.0,1.0,0.7400476649217569,0,0.9999883808023563,0.9999740136597144,0.949676729683985,0.055339720834263334,0.0,0,0,0,8
1026,421,kuramoto,131,coupled_map_lattice,3,0,0.7356,0.19,1.0,0.72,1.0,1.0,0.5537844024219625,44,0.9999986264617264,0.8539757602512142,0.6041622291282246,0.04079829941324499,0.0,0,0,14,0
1027,29,branching,225,population,0,0,0.2,0.7,0.0,0.0,1.0,0.4667,0.1961045572574981,18,0.6510963143642404,0.6368521843607462,0.21959875203747553,0.08358626534351075,0.0,0,0,2,9
1028,86,coupled_map_lattice,88,nonlinear_oscillator,0,0,0.21,0.1225,0.58,1.0,1.0,1.0,0.35001090889619646,23,0.9999963342403637,0.9638024330231807,0.9790810288514525,0.05427565076450668,0.0,0,0,4,0
1029,88,kuramoto,445,nonlinear_oscillator,0,0,0.6097,0.195,0.0,0.0,1.0,1.0,0.3602708609281665,200,0.6629994844923495,0.6819178885143515,0.3074733947505084,0.002505207323901798,0.0,0,0,14,4
1030,190,population,99,population,3,0,0.5,0.6,0.9333,0.0,0.7667,0.2667,0.22523174770768079,3,0.6941177000914662,0.6456582506474281,0.3779914786739053,0.143070780708074,0.0,0,0,10,6
1031,272,gray_scott,419,nonlinear_oscillator,3,0,0.7,0.3173,1.0,1.0,0.6667,1.0,0.7829923302743191,10,0.9759163517832565,0.9536359319594271,0.5738154103559202,0.060254263912515746,0.0,0,0,14,8
1032,41,population,433,coupled_map_lattice,3,3,0.7,0.6595,0.9,0.98,0.4,0.9667,0.4859447026353659,28,0.3932565540790844,0.6300289081213569,0.18419215747073475,0.02732909733658248,0.0,0,0,10,11
1033,81,gray_scott,307,kuramoto,3,3,0.8499,0.7004,0.98,1.0,0.7333,1.0,0.15408120850020307,11,0.9008961009110082,0.718479269754194,0.43160754473915436,0.06272768785980112,0.0,0,0,12,14
1034,415,population,327,gray_scott,0,0,0.45,0.55,0.85,1.0,0.8667,0.2667,0.7234813174082946,200,0.8506525937738052,0.7907343433230851,0.7607136567561127,0.041522283125805415,0.0,0,0,8,10
1035,313,kuramoto,206,population,0,0,0.3312,0.45,1.0,0.8667,0.6333,0.5667,0.5505292007688256,18,0.9978626940502007,0.9572106796593636,0.9684958814517887,0.027895589711032266,0.0,0,0,7,9
1036,37,population,278,kuramoto,0,3,0.45,0.7766,0.84,1.0,0.9667,1.0,0.3801549743345615,0,0.9988566646463021,0.9988749422175093,0.8925370100399206,0.0341690024282776,0.0,0,0,13,15
1037,177,nonlinear_oscillator,280,population,0,0,0.1,0.4,1.0,0.78,1.0,0.9,0.7911677692030821,0,0.9973638032195048,0.9971378828734307,0.8191612488116591,0.07890267132476551,0.0,0,0,0,10
1038,375,nonlinear_oscillator,90,kuramoto,0,3,0.1475,0.5965,0.0,1.0,1.0,1.0,0.5191210302923877,40,0.9999881609131205,0.9151597647440741,0.7744070161971496,0.042732235867236866,0.0,0,0,0,14
1039,16,gray_scott,137,gray_scott,3,3,0.7,1.0,1.0,0.8,0.5333,1.0,0.7932238089812669,3,0.9374871431025827,0.9401397911423143,0.7123295500600787,0.11509602509011274,0.0,0,0,12,12
1040,277,nonlinear_oscillator,6,branching,0,0,0.1125,0.7302,0.0,0.0,1.0,1.0,0.249269547786305,200,0.8746594372528538,0.85823677155437,0.45709719326914344,0.024426351810557207,0.0,0,0,0,15
1041,362,kuramoto,75,nonlinear_oscillator,0,0,0.3038,0.1325,1.0,0.0,1.0,1.0,0.5359738056735937,56,0.9999900523547895,0.8435237949697406,0.9394036843421899,0.022164098219742218,0.0,0,0,8,0
1042,367,coupled_map_lattice,448,kuramoto,0,3,0.22,0.8707,0.86,1.0,1.0,1.0,0.22920894238083483,0,0.9999989591050943,0.9983633110730945,0.40333394920520443,0.01278857325519032,0.0,0,0,4,16
1043,253,kuramoto,252,nonlinear_oscillator,0,0,0.8722,0.16,0.0,0.0,1.0,1.0,0.3612019655235306,0,0.9891986710257683,0.9793200509301261,0.4498647717032711,0.037104538987445576,0.0,0,0,15,0
1044,233,nonlinear_oscillator,190,population,0,3,0.1325,0.5,1.0,0.9333,1.0,0.7667,0.3990852609970752,0,0.9476542657717021,0.9454509986917375,0.7932018811906009,0.05364085187740412,0.0,0,0,0,11
1045,302,nonlinear_oscillator,260,nonlinear_oscillator,0,0,0.392,0.2375,1.0,0.0,0.8333,1.0,0.5130015176878888,38,0.9331593195222958,0.9173239988986899,0.9580106498885099,0.010885927914091036,0.0,0,0,12,8
1046,33,kuramoto,227,population,3,0,0.735,0.25,1.0,0.82,1.0,0.9667,0.7718016838326353,0,0.9997291717263227,0.9996852304811437,0.6144582872713125,0.033430316035127805,0.0,0,0,14,6
1047,446,population,495,nonlinear_oscillator,3,0,0.7,0.1125,0.9,1.0,0.4667,1.0,0.7074441773853414,200,0.8968394387239138,0.7938144089280752,0.4299637309486833,0.06461394640513261,0.0,0,0,11,0
1048,6,coupled_map_lattice,355,branching,3,0,0.9949,0.4667,1.0,0.0,1.0,1.0,0.18953022190421442,71,0.9976863576356498,0.8925902555855749,0.6614578751263,0.02177354249532471,0.0,0,0,14,14
1049,322,nonlinear_oscillator,411,gray_scott,0,3,0.095,0.5645,1.0,1.0,1.0,0.5,0.5690951300020366,200,0.8596031575706785,0.8057038533646156,0.5543147229854717,0.10360381261630007,0.0,0,0,0,11
1050,163,nonlinear_oscillator,277,nonlinear_oscillator,0,0,0.16,0.1125,0.0,0.0,1.0,1.0,0.4296836243164544,200,0.49332525378503683,0.505603762957949,0.9867547050102249,0.008859983563851346,0.0,0,0,0,0
1051,465,kuramoto,37,branching,3,0,0.4678,0.2,1.0,0.0,1.0,1.0,0.16486453647092897,0,0.9998368281865192,0.9888752765999488,0.888748965764249,0.003587008496946891,0.0,0,0,13,3
1052,393,nonlinear_oscillator,227,nonlinear_oscillator,0,0,0.1925,0.16,0.0,1.0,1.0,0.9333,0.5944124903877841,0,0.9937065264075144,0.9920476726394483,0.9929066017279242,0.023469870717467797,0.0,0,0,4,0
1053,389,population,119,nonlinear_oscillator,0,0,0.35,0.1175,0.7,1.0,0.9667,1.0,0.5990365614113383,3,0.9995319354430011,0.9952710828783102,0.8896610255848614,0.07659925226172515,0.0,0,0,10,0
1054,324,coupled_map_lattice,135,population,3,3,0.9936,0.45,1.0,0.975,1.0,0.8667,0.7254627300254282,0,0.9956286722649088,0.9958897607553768,0.7521730411228751,0.03524850576239873,0.0,0,0,14,12
1055,296,gray_scott,285,population,3,3,0.7776,0.9366,1.0,0.88,0.9333,0.0667,0.36587800363665757,5,0.3822233674403114,0.633246618134992,0.037770948814741696,0.5425391838798721,0.0,0,0,13,5
1056,27,kuramoto,426,kuramoto,3,0,0.5212,0.3418,1.0,1.0,1.0,0.7,0.061080599614150896,0,0.6389520207826704,0.6141072991973331,0.8391496187628595,0.029624354018939564,0.0,0,0,13,8
1057,465,branching,53,kuramoto,0,3,0.3333,0.7458,0.0,1.0,1.0,1.0,0.3006687650699456,0,0.9999285183071885,0.9997546544556625,0.8453558202092265,0.0356943902486178,0.0,0,0,11,15
1058,109,nonlinear_oscillator,331,population,0,3,0.2,0.5,0.0,1.0,1.0,0.7333,0.14852808660674682,28,0.805831643210498,0.6971838623144889,0.7219324563750679,0.03440983170929929,0.0,0,0,3,11
1059,307,kuramoto,335,gray_scott,3,3,0.7004,0.5495,1.0,1.0,1.0,0.4333,0.28547169277517537,24,0.45258717175268737,0.6229406592250817,0.42850174232313115,0.13754034320757222,0.0,0,0,13,9
1060,220,kuramoto,295,gray_scott,3,3,0.7062,0.9992,1.0,1.0,1.0,1.0,0.7128329758220614,8,0.9999999981800641,0.9883669007872817,0.9798771258001754,0.03011514991648543,0.0,0,0,16,16
1061,74,nonlinear_oscillator,104,gray_scott,0,3,0.1075,0.8621,1.0,1.0,1.0,0.9667,0.3083237572249004,4,0.9985285710733509,0.9929944616423327,0.45504195438419676,0.02679454239279354,0.0,0,0,0,15
1062,163,nonlinear_oscillator,357,coupled_map_lattice,0,0,0.16,0.18,0.0,0.42,1.0,0.9333,0.719750917747231,29,0.9776249912769851,0.9448310359966017,0.997731206979038,0.002559987143527176,0.0,0,0,0,2
1063,227,population,206,coupled_map_lattice,0,3,0.25,0.6375,0.82,0.92,0.9667,0.8667,0.1732225471656476,11,0.9384118333199337,0.9536431435251836,0.7607620027349944,0.005324125650895481,0.0,0,0,5,13
1064,453,nonlinear_oscillator,368,gray_scott,0,3,0.235,0.928,0.0,1.0,1.0,1.0,0.42081510933423705,0,0.9998876474580266,0.9989491850294876,0.5140762943442456,0.061926262520225483,0.0,0,0,6,16
1065,404,nonlinear_oscillator,128,gray_scott,0,3,0.165,0.4436,0.0,1.0,1.0,1.0,0.3409707731518191,26,0.9998492850888452,0.9630696581888016,0.8782706310779564,0.004310129786426413,0.0,0,0,0,12
1066,330,nonlinear_oscillator,444,nonlinear_oscillator,0,0,0.1775,0.1175,0.0,0.0,1.0,1.0,0.23018608290739428,200,0.8332878960466805,0.8293881736877231,0.9875637906252821,0.013212301116415753,0.0,0,0,1,0
1067,441,nonlinear_oscillator,384,branching,0,0,0.3075,0.4667,0.0,0.0,1.0,1.0,0.11252808775782162,0,0.9752543390857342,0.9821085733398104,0.9445136964033884,0.009662711734898506,0.0,0,0,11,13
1068,195,nonlinear_oscillator,82,nonlinear_oscillator,0,0,0.1425,0.3025,1.0,0.0,1.0,1.0,0.6237841110995485,0,0.9999733891983678,0.9983931635070055,0.8976334729796343,0.04825889834287701,0.0,0,0,0,10
1069,30,branching,398,kuramoto,0,3,0.2,0.7305,0.0,1.0,1.0,1.0,0.7531380389559937,15,0.9999954206578501,0.9779251233386748,0.5812534009441693,0.04918323664777483,0.0,0,0,4,14
1070,40,coupled_map_lattice,150,kuramoto,3,3,0.9789,0.7596,1.0,1.0,1.0,1.0,0.6199122348137304,16,0.9999999934483338,0.9673109640677846,0.9433016538863785,0.02040228026088626,0.0,0,0,16,15
1071,260,branching,284,kuramoto,0,0,0.3333,0.4371,0.0,1.0,1.0,0.8667,0.7674043445145834,0,0.9832694216637587,0.9862257259449643,0.9882706499480122,0.002327425475054292,0.0,0,0,10,12
1072,486,branching,36,kuramoto,0,3,0.3333,0.6693,0.0,1.0,1.0,1.0,0.7848753922320254,28,0.999984800901489,0.9358616482199059,0.863809616312095,0.012652334724121275,0.0,0,0,11,13
1073,375,population,107,coupled_map_lattice,0,0,0.5,0.23,0.8,0.88,0.8,1.0,0.2444095434067296,22,0.816399666630715,0.8554324859947096,0.8493596917920493,0.0028994452487523755,0.0,0,0,11,4
1074,240,gray_scott,276,population,3,0,0.5958,0.4,1.0,0.88,0.5,0.9333,0.7093371676749631,3,0.9377278214008722,0.9409931810897263,0.7899937561957584,0.02078230255453088,0.0,0,0,12,10
1075,305,population,356,gray_scott,3,3,0.7,0.6481,0.9,1.0,0.4,0.7,0.2904851385660773,0,0.5179836684318359,0.7374482830349678,0.5319188241614297,0.17420498260000267,0.0,0,0,9,10
1076,448,gray_scott,248,branching,3,0,0.5442,0.5919,1.0,0.5,0.5,1.0,0.20388086884302625,24,0.5267829381902118,0.6320552731052002,0.4960730415606726,0.06587231070862674,0.0,0,0,8,13
1077,142,branching,155,kuramoto,0,0,0.6601,0.3789,0.0,1.0,1.0,1.0,0.38212150670852457,18,0.9999734302112776,0.9780385261510415,0.7741357905829928,0.025484941454810298,0.0,0,0,15,11
1078,419,nonlinear_oscillator,39,branching,0,0,0.3173,0.6497,1.0,0.0,1.0,1.0,0.7569025942975518,10,0.9999713665128027,0.987220120616488,0.758893316216196,0.009711931609126244,0.0,0,0,9,15
1079,430,branching,324,coupled_map_lattice,0,3,0.4642,0.9936,0.0,1.0,1.0,1.0,0.2567269359731305,7,0.9998965326251005,0.9856279958235654,0.8843915631837715,0.041421074589893234,0.0,0,0,14,14
1080,272,gray_scott,193,gray_scott,3,3,0.7,0.6,1.0,1.0,0.6667,0.6333,0.1393335071547987,0,0.9930108337171968,0.9922480211689014,0.9825607386516197,0.01028171945582336,0.0,0,0,11,11
1081,395,nonlinear_oscillator,212,nonlinear_oscillator,0,0,0.12,0.2725,1.0,1.0,1.0,1.0,0.6630385475648571,0,0.9999999957373603,0.9994278765149981,0.9532339429718212,0.056417464376784285,0.0,0,0,0,7
1082,62,branching,152,coupled_map_lattice,3,0,0.5984,0.415,0.9,0.9667,1.0,0.9333,0.08236379510405444,3,0.9166918879490623,0.9583380856360989,0.9274472950514704,0.02651699342022679,0.0,0,0,13,10
1083,489,branching,284,kuramoto,3,0,0.7153,0.4371,1.0,1.0,1.0,0.8667,0.070605016561737,14,0.3965834999165487,0.7772479460137134,0.6077331505964136,0.0683596113282025,0.0,0,0,14,11
1084,431,nonlinear_oscillator,181,branching,0,0,0.185,0.4,0.0,0.0,1.0,1.0,0.429364832644392,200,0.5594021941376217,0.5354183177651438,0.8338521414718395,0.016240552624692428,0.0,0,0,4,11
1085,153,kuramoto,123,branching,0,3,0.3519,0.5859,1.0,0.9,0.8667,1.0,0.2779638799088231,0,0.9654005874665266,0.9717246793191611,0.9045075233568366,0.01057160547217273,0.0,0,0,10,12
1086,197,gray_scott,271,kuramoto,3,0,0.5056,0.3384,1.0,1.0,1.0,0.9,0.2403380049183229,53,0.9773934086696918,0.8186883685367686,0.9223238186900058,0.015613626405284515,0.0,0,0,12,10
1087,413,nonlinear_oscillator,414,branching,0,0,0.3125,0.7318,0.0,0.0,1.0,1.0,0.7486750176887308,70,0.8886354430835292,0.8927017316449138,0.4772874342675354,0.04853504824081895,0.0,0,0,11,16
1088,318,population,497,coupled_map_lattice,3,3,0.8499,0.7961,0.95,1.0,0.3333,1.0,0.30408403643235266,15,0.8110590258893664,0.649721326710108,0.25963257142663454,0.11909187009612356,0.0,0,0,7,15
1089,243,population,114,nonlinear_oscillator,3,0,0.5975,0.145,0.96,1.0,0.8,1.0,0.7417408851253895,14,0.990264328512577,0.9672597638898646,0.6392297353561659,0.0013124493177835359,0.0,0,0,13,0
1090,208,nonlinear_oscillator,178,gray_scott,0,3,0.1725,0.8,0.0,1.0,1.0,0.8,0.3572425418432637,0,0.5706332523396576,0.7546563985697367,0.4929787574419083,0.048535359141717395,0.0,0,0,0,14
1091,280,kuramoto,405,nonlinear_oscillator,3,0,0.7731,0.1525,1.0,0.0,1.0,1.0,0.1383635957308917,0,0.9999518169692083,0.997495568117684,0.5626242666258909,0.047825855002616866,0.0,0,0,15,0
1092,234,gray_scott,392,gray_scott,3,3,1.0,0.7998,0.66,0.98,1.0,0.7333,0.5080266473855545,0,0.9396886961525256,0.9477786325533805,0.7596854758394319,0.061101767395353786,0.0,0,0,15,14
1093,496,gray_scott,460,nonlinear_oscillator,3,0,0.9999,0.185,0.96,0.0,1.0,1.0,0.19141420845896323,45,0.9976407701284659,0.9417684841429466,0.5129372908186675,0.0193235140349916,0.0,0,0,15,1
1094,47,gray_scott,484,gray_scott,3,3,0.639,1.0,1.0,1.0,1.0,1.0,0.35377047203491496,0,0.999999998900343,0.9969121221076019,0.9410424059976382,0.03246246328179213,0.0,0,0,13,16
1095,453,nonlinear_oscillator,181,kuramoto,0,0,0.235,0.285,0.0,1.0,1.0,0.8667,0.5044472199308702,28,0.9626629628849945,0.9127683682639356,0.9868159389041999,0.0011882358172201745,0.0,0,0,7,9
1096,364,kuramoto,487,kuramoto,0,0,0.3827,0.42,1.0,1.0,0.6333,0.8333,0.7563225190208572,10,0.9910719212109713,0.9727893412422067,0.9781076593573346,0.008057352734110726,0.0,0,0,9,9
1097,437,nonlinear_oscillator,464,population,0,0,0.15,0.35,1.0,0.9667,1.0,0.9,0.4999190528555175,26,0.9947731060004019,0.9190914286404994,0.9085644461269861,0.038738248819860606,0.0,0,0,0,10
1098,158,kuramoto,291,kuramoto,3,0,0.6517,0.2811,1.0,1.0,0.7333,0.8667,0.22976496329382884,106,0.9594104046060069,0.6092138847604125,0.7034752428932385,0.05100234957378925,0.0,0,0,12,6
1099,145,coupled_map_lattice,119,nonlinear_oscillator,0,0,0.25,0.1175,0.94,1.0,1.0,1.0,0.7879781136113996,28,0.9999999694536417,0.9053854878829025,0.9583483720394786,0.0645712348664399,0.0,0,0,6,0
1100,90,kuramoto,474,nonlinear_oscillator,3,0,0.5965,0.29,1.0,0.0,1.0,1.0,0.4752114330947285,25,0.9999173950056222,0.9626295336854085,0.8689592699871569,0.0061184736160782155,0.0,0,0,14,10
1101,151,coupled_map_lattice,357,kuramoto,3,3,0.8776,0.6888,1.0,1.0,1.0,1.0,0.2508290969328017,0,0.999999996951134,0.999902782760442,0.965679842543335,0.019326142035579863,0.0,0,0,16,14
1102,190,branching,211,nonlinear_oscillator,3,0,0.5954,0.14,1.0,1.0,1.0,1.0,0.5104236860531406,0,0.9999999959015776,0.9991619407364298,0.712933303954414,0.026703775705054465,0.0,0,0,14,0
1103,106,gray_scott,349,nonlinear_oscillator,3,0,0.9,0.2199,0.72,1.0,0.9333,1.0,0.5679502298832433,14,0.997510952399689,0.9769387369524597,0.41643020912738804,0.053962771237045536,0.0,0,0,15,4
1104,375,kuramoto,450,gray_scott,0,3,0.2468,1.0,1.0,0.72,1.0,1.0,0.18864199944177412,0,0.9999829506743616,0.9980769565641223,0.4608756135625789,0.06035780663986622,0.0,0,0,5,15
1105,219,gray_scott,151,nonlinear_oscillator,3,0,0.9998,0.1425,0.94,0.0,1.0,1.0,0.6637739066800052,37,0.9999874518987182,0.9094785000193738,0.4385263921808462,0.06087136771951672,0.0,0,0,15,0
1106,358,coupled_map_lattice,323,branching,3,0,0.7738,0.5956,1.0,0.5,1.0,1.0,0.11837651761146296,0,0.9999370946052737,0.9971559786702657,0.9919929512627901,0.0039007832641289805,0.0,0,0,15,13
1107,299,kuramoto,123,branching,0,3,0.1537,0.5859,1.0,0.9,0.9667,1.0,0.3441026614473006,27,0.9986936599409896,0.9481613432224149,0.7097334347089007,0.06310423098296059,0.0,0,0,0,14
1108,436,branching,124,gray_scott,3,3,0.7306,0.9999,1.0,0.98,1.0,1.0,0.31605289961859373,17,0.9999999680984437,0.975329958342418,0.9577032786205284,0.03109208307367828,0.0,0,0,16,16
1109,422,nonlinear_oscillator,444,nonlinear_oscillator,0,0,0.1725,0.1175,1.0,0.0,1.0,1.0,0.1374566495460744,77,0.9934314332343588,0.8877028116172616,0.9913702269249205,0.0034391253393308563,0.0,0,0,0,0
1110,410,gray_scott,409,kuramoto,3,3,0.8,0.7196,1.0,1.0,0.6667,1.0,0.2913667171284964,11,0.2916434454188706,0.6580805327456328,0.22229623369012472,0.0697896192341141,0.0,0,0,13,13
1111,230,population,42,nonlinear_oscillator,0,0,0.3498,0.18,0.54,0.0,0.8,1.0,0.6398912879221423,0,0.6315039678107025,0.8109210006494818,0.9266509800552568,0.023565420250279856,0.0,0,0,10,2
1112,186,coupled_map_lattice,246,gray_scott,3,3,0.7291,0.9991,1.0,1.0,1.0,1.0,0.2756437070490231,15,0.9999999927842689,0.9803664007866584,0.918656910760195,0.01928437287861049,0.0,0,0,15,15
1113,339,population,182,gray_scott,3,3,0.7966,0.65,1.0,1.0,0.2,0.5,0.26358957098968294,0,0.7434002800881435,0.6293122692019213,0.0558896458394969,0.2614450022892377,0.0,0,0,7,9
1114,433,nonlinear_oscillator,178,nonlinear_oscillator,0,0,0.1724,0.2298,0.0,1.0,0.9667,1.0,0.44103594360912146,31,0.9969521385845926,0.9431330477483137,0.9914986001320114,0.003535765108338398,0.0,0,0,2,4
1115,77,nonlinear_oscillator,7,gray_scott,0,3,0.1125,0.6493,1.0,1.0,0.9667,0.6,0.7403286147290807,0,0.9666384114987124,0.9688088505858437,0.5723978572432906,0.14723230782629,0.0,0,0,0,12
1116,433,coupled_map_lattice,297,gray_scott,3,3,0.6595,0.5499,0.98,1.0,0.9667,0.5,0.17655394676213126,0,0.27497654244667935,0.6391958278982837,0.612456899659827,0.0906321881287598,0.0,0,0,14,9
1117,287,coupled_map_lattice,405,nonlinear_oscillator,0,0,0.325,0.1525,0.9,0.0,1.0,1.0,0.6288166642539506,29,0.9999732623110852,0.9478137620027498,0.9344469790180602,0.008065461859054263,0.0,0,0,9,0
1118,70,branching,488,nonlinear_oscillator,0,0,0.5134,0.18,0.34,0.0,1.0,1.0,0.28769375320311996,121,0.9708042748224237,0.8223266536883813,0.7179111852694803,0.03138163876942525,0.0,0,0,14,2
1119,237,kuramoto,367,population,3,0,0.8795,0.75,1.0,0.48,1.0,0.1667,0.4334420667353054,3,0.4214192697313002,0.6362574005655091,0.008012251511768688,0.010010441677368434,0.0,0,0,15,6
1120,94,population,196,branching,0,0,0.5,0.5333,0.0,0.5,0.6333,1.0,0.4890860552090182,15,0.7275337991658529,0.6471367351494499,0.3085046891726175,0.05731820138541151,0.0,0,0,10,14
1121,173,nonlinear_oscillator,40,gray_scott,0,3,0.1175,0.65,0.0,1.0,1.0,0.5,0.2777311837859468,0,0.9012938718981282,0.6457264580077049,0.3466031575142111,0.18550267669360468,0.0,0,0,0,8
1122,448,kuramoto,231,population,3,0,0.8707,0.45,1.0,0.8,1.0,0.9,0.6171067078789724,7,0.9960358944071268,0.9877871411552895,0.796388486288623,0.025434470441768185,0.0,0,0,14,12
1123,72,branching,220,gray_scott,3,3,0.4667,1.0,1.0,0.78,1.0,1.0,0.15443604513450299,10,0.9999940196907986,0.9837275194402576,0.49644852955915364,0.0574989401963682,0.0,0,0,12,16
1124,135,branching,23,branching,3,0,0.5914,0.6593,0.7,0.0,1.0,1.0,0.154435885843848,0,0.9999152152399784,0.9979693712327986,0.8974401195976212,0.009541869098075771,0.0,0,0,14,16
1125,209,gray_scott,155,kuramoto,3,0,0.4755,0.3789,1.0,1.0,1.0,1.0,0.1886187071524814,0,0.9999999640873238,0.999548087676256,0.9787267891211346,0.004841852184249946,0.0,0,0,12,10
1126,89,nonlinear_oscillator,93,nonlinear_oscillator,0,0,0.14,0.195,1.0,0.0,1.0,1.0,0.35026617938915044,4,0.9999845668430482,0.989956569621658,0.9892998157494433,0.03735399670190696,0.0,0,0,0,4
1127,274,gray_scott,298,gray_scott,3,3,0.85,0.55,0.88,1.0,0.7667,0.4,0.6402727395807728,24,0.9468242900804125,0.9250024484831348,0.640532399775086,0.11540781362967781,0.0,0,0,11,9
1128,96,kuramoto,458,gray_scott,0,3,0.4068,0.55,1.0,1.0,0.9333,0.5667,0.3225756141006879,0,0.903821788095201,0.6841708956340287,0.6059600473619792,0.04784736492958808,0.0,0,0,10,10
1129,48,nonlinear_oscillator,382,branching,0,0,0.2511,0.2,1.0,0.0,0.8667,1.0,0.49675558076208687,21,0.9640460615455011,0.9377601751657457,0.9909627020071785,0.004409020430107026,0.0,0,0,6,2
1130,169,gray_scott,441,kuramoto,3,3,0.65,0.7416,1.0,1.0,0.7667,1.0,0.36660447663540247,7,0.9411024531382429,0.9447518436528647,0.8635883567122188,0.047448142652790556,0.0,0,0,13,13
1131,196,population,238,nonlinear_oscillator,0,0,0.3,0.1875,0.8,0.0,0.9667,1.0,0.6232263402842488,0,0.9979865262440027,0.998045923450613,0.9790056954244056,0.008222184822858898,0.0,0,0,8,2
1132,225,population,160,population,0,3,0.7,0.5928,0.0,0.9,0.4667,0.6667,0.43256640275287744,34,0.7969720758671008,0.8065335025339172,0.40936299215574196,0.063118649763827,0.0,0,0,9,9
1133,362,kuramoto,42,nonlinear_oscillator,0,0,0.3038,0.18,1.0,0.0,1.0,1.0,0.4925604126757867,41,0.9999865950590824,0.9119707444175847,0.9698619397824159,0.007215572408685826,0.0,0,0,9,1
1134,238,nonlinear_oscillator,357,coupled_map_lattice,0,0,0.1875,0.18,0.0,0.42,1.0,0.9333,0.773360515767272,88,0.9822496042347154,0.6970106078708604,0.9904701027316445,0.0044833352525777154,0.0,0,0,4,2
1135,272,gray_scott,360,gray_scott,3,3,0.7,0.6999,1.0,1.0,0.6667,0.6,0.055203907302667346,19,0.8930297083795311,0.9444373866717628,0.8271637281324546,0.08749448379693844,0.0,0,0,10,10
1136,181,branching,479,population,0,0,0.4,0.8,0.0,0.0,1.0,0.3,0.513952355213743,18,0.49705808084933667,0.6231835544691777,0.2754809860953156,0.28956405590112266,0.0,0,0,12,7
1137,129,branching,128,gray_scott,0,3,0.2,0.4436,0.0,1.0,1.0,1.0,0.7675513486543875,26,0.9999937388382891,0.9466294783347994,0.8668174726172417,0.004200426030738653,0.0,0,0,3,13
