sim_idx,sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,recursive_closure_a,recursive_closure_b,reconstruction_a,reconstruction_b,operator_continuity_a,operator_continuity_b,coupling_strength,phase_sync_time,final_synchronization,mean_order_parameter,closure_correlation,final_closure_diff,transition_synchronization,phase_jumps_a,phase_jumps_b,closure_sign_changes_a,closure_sign_changes_b,continuity_a,continuity_b,closure_stability_a,closure_stability_b,persistence_gain,collapse_suppression,recursive_reinforcement,continuity_amplification,continuity_damping,higher_order_continuity,emergent_sync_bonus,collective_closure_emergent,metastable_co_continuity
1040,277,nonlinear_oscillator,6,branching,0,0,0.1125,0.7302,0.0,0.0,1.0,1.0,0.249269547786305,200,0.8746594372528538,0.85823677155437,0.4570971932691434,0.0244263518105572,0.0,0,0,0,15,,,,,,,,,,,,0.3998043738346479,0.8746594372528538
1041,362,kuramoto,75,nonlinear_oscillator,0,0,0.3038,0.1325,1.0,0.0,1.0,1.0,0.5359738056735937,56,0.9999900523547895,0.8435237949697406,0.93940368434219,0.0221640982197422,0.0,0,0,8,0,,,,,,,,,,,,0.9393943394876287,0.9999900523547895
1042,367,coupled_map_lattice,448,kuramoto,0,3,0.22,0.8707,0.86,1.0,1.0,1.0,0.2292089423808348,0,0.9999989591050944,0.9983633110730944,0.4033339492052044,0.0127885732551903,0.0,0,0,4,16,,,,,,,,,,,,0.4033335293769514,0.9999989591050944
1043,253,kuramoto,252,nonlinear_oscillator,0,0,0.8722,0.16,0.0,0.0,1.0,1.0,0.3612019655235306,0,0.9891986710257684,0.979320050930126,0.4498647717032711,0.0371045389874455,0.0,0,0,15,0,,,,,,,,,,,,0.44500563431018647,0.9891986710257684
1044,233,nonlinear_oscillator,190,population,0,3,0.1325,0.5,1.0,0.9333,1.0,0.7667,0.3990852609970752,0,0.947654265771702,0.9454509986917377,0.7932018811906009,0.0536408518774041,0.0,0,0,0,11,,,,,,,,,,,,0.7516811463284117,0.947654265771702
1045,302,nonlinear_oscillator,260,nonlinear_oscillator,0,0,0.392,0.2375,1.0,0.0,0.8333,1.0,0.5130015176878888,38,0.9331593195222958,0.91732399889869,0.95801064988851,0.010885927914091,0.0,0,0,12,8,,,,,,,,,,,,0.8939765661450744,0.9331593195222958
1046,33,kuramoto,227,population,3,0,0.735,0.25,1.0,0.82,1.0,0.9667,0.7718016838326353,0,0.9997291717263228,0.9996852304811435,0.6144582872713125,0.0334303160351278,0.0,0,0,14,6,,,,,,,,,,,,0.6142918745941242,0.9997291717263228
1047,446,population,495,nonlinear_oscillator,3,0,0.7,0.1125,0.9,1.0,0.4667,1.0,0.7074441773853414,200,0.8968394387239138,0.7938144089280752,0.4299637309486833,0.0646139464051326,0.0,0,0,11,0,,,,,,,,,,,,0.385608431135657,0.8968394387239138
1048,6,coupled_map_lattice,355,branching,3,0,0.9949,0.4667,1.0,0.0,1.0,1.0,0.1895302219042144,71,0.9976863576356498,0.8925902555855749,0.6614578751263,0.0217735424953247,0.0,0,0,14,14,,,,,,,,,,,,0.6599274981641748,0.9976863576356498
1049,322,nonlinear_oscillator,411,gray_scott,0,3,0.095,0.5645,1.0,1.0,1.0,0.5,0.5690951300020366,200,0.8596031575706785,0.8057038533646156,0.5543147229854717,0.1036038126163,0.0,0,0,0,11,,,,,,,,,,,,0.4764906861662274,0.8596031575706785
1050,163,nonlinear_oscillator,277,nonlinear_oscillator,0,0,0.16,0.1125,0.0,0.0,1.0,1.0,0.4296836243164544,200,0.4933252537850368,0.505603762957949,0.9867547050102248,0.0088599835638513,0.0,0,0,0,0,,,,,,,,,,,,0.48679101527274826,0.4933252537850368
1051,465,kuramoto,37,branching,3,0,0.4678,0.2,1.0,0.0,1.0,1.0,0.1648645364709289,0,0.9998368281865192,0.9888752765999488,0.888748965764249,0.0035870084969468,0.0,0,0,13,3,,,,,,,,,,,,0.8886039469837761,0.9998368281865192
1052,393,nonlinear_oscillator,227,nonlinear_oscillator,0,0,0.1925,0.16,0.0,1.0,1.0,0.9333,0.5944124903877841,0,0.9937065264075144,0.9920476726394484,0.9929066017279242,0.0234698707174677,0.0,0,0,4,0,,,,,,,,,,,,0.986657770250145,0.9937065264075144
1053,389,population,119,nonlinear_oscillator,0,0,0.35,0.1175,0.7,1.0,0.9667,1.0,0.5990365614113383,3,0.9995319354430012,0.9952710828783102,0.8896610255848614,0.0765992522617251,0.0,0,0,10,0,,,,,,,,,,,,0.8892446067910419,0.9995319354430012
1054,324,coupled_map_lattice,135,population,3,3,0.9936,0.45,1.0,0.975,1.0,0.8667,0.7254627300254282,0,0.9956286722649088,0.9958897607553768,0.7521730411228751,0.0352485057623987,0.0,0,0,14,12,,,,,,,,,,,,0.7488850462466268,0.9956286722649088
1055,296,gray_scott,285,population,3,3,0.7776,0.9366,1.0,0.88,0.9333,0.0667,0.3658780036366575,5,0.3822233674403114,0.633246618134992,0.0377709488147416,0.5425391838798721,0.0,0,0,13,5,,,,,,,,,,,,0.014436939247386172,0.3822233674403114
1056,27,kuramoto,426,kuramoto,3,0,0.5212,0.3418,1.0,1.0,1.0,0.7,0.0610805996141508,0,0.6389520207826704,0.6141072991973331,0.8391496187628595,0.0296243540189395,0.0,0,0,13,8,,,,,,,,,,,,0.5361763446475366,0.6389520207826704
1057,465,branching,53,kuramoto,0,3,0.3333,0.7458,0.0,1.0,1.0,1.0,0.3006687650699456,0,0.9999285183071884,0.9997546544556624,0.8453558202092265,0.0356943902486178,0.0,0,0,11,15,,,,,,,,,,,,0.8452953927441699,0.9999285183071884
1058,109,nonlinear_oscillator,331,population,0,3,0.2,0.5,0.0,1.0,1.0,0.7333,0.1485280866067468,28,0.805831643210498,0.6971838623144889,0.7219324563750679,0.0344098317092992,0.0,0,0,3,11,,,,,,,,,,,,0.5817560176077121,0.805831643210498
1059,307,kuramoto,335,gray_scott,3,3,0.7004,0.5495,1.0,1.0,1.0,0.4333,0.2854716927751753,24,0.4525871717526873,0.6229406592250817,0.4285017423231311,0.1375403432075722,0.0,0,0,13,9,,,,,,,,,,,,0.19393439164912468,0.4525871717526873
1060,220,kuramoto,295,gray_scott,3,3,0.7062,0.9992,1.0,1.0,1.0,1.0,0.7128329758220614,8,0.999999998180064,0.9883669007872816,0.9798771258001754,0.0301151499164854,0.0,0,0,16,16,,,,,,,,,,,,0.9798771240168618,0.999999998180064
1061,74,nonlinear_oscillator,104,gray_scott,0,3,0.1075,0.8621,1.0,1.0,1.0,0.9667,0.3083237572249004,4,0.9985285710733508,0.9929944616423328,0.4550419543841967,0.0267945423927935,0.0,0,0,0,15,,,,,,,,,,,,0.4543723924896768,0.9985285710733508
1062,163,nonlinear_oscillator,357,coupled_map_lattice,0,0,0.16,0.18,0.0,0.42,1.0,0.9333,0.719750917747231,29,0.9776249912769852,0.9448310359966016,0.997731206979038,0.0025599871435271,0.0,0,0,0,2,,,,,,,,,,,,0.975406962519658,0.9776249912769852
1063,227,population,206,coupled_map_lattice,0,3,0.25,0.6375,0.82,0.92,0.9667,0.8667,0.1732225471656476,11,0.9384118333199336,0.9536431435251836,0.7607620027349944,0.0053241256508954,0.0,0,0,5,13,,,,,,,,,,,,0.7139080657066904,0.9384118333199336
1064,453,nonlinear_oscillator,368,gray_scott,0,3,0.235,0.928,0.0,1.0,1.0,1.0,0.420815109334237,0,0.9998876474580266,0.9989491850294876,0.5140762943442456,0.0619262625202254,0.0,0,0,6,16,,,,,,,,,,,,0.5140185365658078,0.9998876474580266
1065,404,nonlinear_oscillator,128,gray_scott,0,3,0.165,0.4436,0.0,1.0,1.0,1.0,0.3409707731518191,26,0.9998492850888452,0.9630696581888016,0.8782706310779564,0.0043101297864264,0.0,0,0,0,12,,,,,,,,,,,,0.8781382625978237,0.9998492850888452
1066,330,nonlinear_oscillator,444,nonlinear_oscillator,0,0,0.1775,0.1175,0.0,0.0,1.0,1.0,0.2301860829073942,200,0.8332878960466805,0.8293881736877231,0.987563790625282,0.0132123011164157,0.0,0,0,1,0,,,,,,,,,,,,0.8229249533020258,0.8332878960466805
1067,441,nonlinear_oscillator,384,branching,0,0,0.3075,0.4667,0.0,0.0,1.0,1.0,0.1125280877578216,0,0.9752543390857342,0.9821085733398104,0.9445136964033884,0.0096627117348985,0.0,0,0,11,13,,,,,,,,,,,,0.9211410807433105,0.9752543390857342
1068,195,nonlinear_oscillator,82,nonlinear_oscillator,0,0,0.1425,0.3025,1.0,0.0,1.0,1.0,0.6237841110995485,0,0.9999733891983678,0.9983931635070056,0.8976334729796343,0.048258898342877,0.0,0,0,0,10,,,,,,,,,,,,0.8976095862333463,0.9999733891983678
1069,30,branching,398,kuramoto,0,3,0.2,0.7305,0.0,1.0,1.0,1.0,0.7531380389559937,15,0.99999542065785,0.9779251233386748,0.5812534009441693,0.0491832366477748,0.0,0,0,4,14,,,,,,,,,,,,0.5812507391859706,0.99999542065785
1070,40,coupled_map_lattice,150,kuramoto,3,3,0.9789,0.7596,1.0,1.0,1.0,1.0,0.6199122348137304,16,0.9999999934483338,0.9673109640677846,0.9433016538863784,0.0204022802608862,0.0,0,0,16,15,,,,,,,,,,,,0.9433016477061809,0.9999999934483338
1071,260,branching,284,kuramoto,0,0,0.3333,0.4371,0.0,1.0,1.0,0.8667,0.7674043445145834,0,0.9832694216637587,0.9862257259449644,0.9882706499480122,0.0023274254750542,0.0,0,0,10,12,,,,,,,,,,,,0.9717363104216489,0.9832694216637587
1072,486,branching,36,kuramoto,0,3,0.3333,0.6693,0.0,1.0,1.0,1.0,0.7848753922320254,28,0.999984800901489,0.935861648219906,0.863809616312095,0.0126523347241212,0.0,0,0,11,13,,,,,,,,,,,,0.8637964871846419,0.999984800901489
1073,375,population,107,coupled_map_lattice,0,0,0.5,0.23,0.8,0.88,0.8,1.0,0.2444095434067296,22,0.816399666630715,0.8554324859947096,0.8493596917920493,0.0028994452487523,0.0,0,0,11,4,,,,,,,,,,,,0.6934169692285959,0.816399666630715
1074,240,gray_scott,276,population,3,0,0.5958,0.4,1.0,0.88,0.5,0.9333,0.7093371676749631,3,0.9377278214008722,0.9409931810897264,0.7899937561957584,0.0207823025545308,0.0,0,0,12,10,,,,,,,,,,,,0.7407991239177403,0.9377278214008722
1075,305,population,356,gray_scott,3,3,0.7,0.6481,0.9,1.0,0.4,0.7,0.2904851385660773,0,0.5179836684318359,0.7374482830349678,0.5319188241614297,0.1742049826000026,0.0,0,0,9,10,,,,,,,,,,,,0.275525263847086,0.5179836684318359
1076,448,gray_scott,248,branching,3,0,0.5442,0.5919,1.0,0.5,0.5,1.0,0.2038808688430262,24,0.5267829381902118,0.6320552731052002,0.4960730415606726,0.0658723107086267,0.0,0,0,8,13,,,,,,,,,,,,0.2613228143902862,0.5267829381902118
1077,142,branching,155,kuramoto,0,0,0.6601,0.3789,0.0,1.0,1.0,1.0,0.3821215067085245,18,0.9999734302112776,0.9780385261510416,0.7741357905829928,0.0254849414548102,0.0,0,0,15,11,,,,,,,,,,,,0.7741152219585945,0.9999734302112776
1078,419,nonlinear_oscillator,39,branching,0,0,0.3173,0.6497,1.0,0.0,1.0,1.0,0.7569025942975518,10,0.9999713665128028,0.987220120616488,0.758893316216196,0.0097119316091262,0.0,0,0,9,15,,,,,,,,,,,,0.7588715864541421,0.9999713665128028
1079,430,branching,324,coupled_map_lattice,0,3,0.4642,0.9936,0.0,1.0,1.0,1.0,0.2567269359731305,7,0.9998965326251004,0.9856279958235654,0.8843915631837715,0.0414210745898932,0.0,0,0,14,14,,,,,,,,,,,,0.8843000575103456,0.9998965326251004
1080,272,gray_scott,193,gray_scott,3,3,0.7,0.6,1.0,1.0,0.6667,0.6333,0.1393335071547987,0,0.9930108337171968,0.9922480211689014,0.9825607386516196,0.0102817194558233,0.0,0,0,11,11,,,,,,,,,,,,0.9756934582662296,0.9930108337171968
1081,395,nonlinear_oscillator,212,nonlinear_oscillator,0,0,0.12,0.2725,1.0,1.0,1.0,1.0,0.6630385475648571,0,0.9999999957373604,0.999427876514998,0.9532339429718212,0.0564174643767842,0.0,0,0,0,7,,,,,,,,,,,,0.9532339389085285,0.9999999957373604
1082,62,branching,152,coupled_map_lattice,3,0,0.5984,0.415,0.9,0.9667,1.0,0.9333,0.0823637951040544,3,0.9166918879490624,0.9583380856360988,0.9274472950514704,0.0265169934202267,0.0,0,0,13,10,,,,,,,,,,,,0.8501834118739835,0.9166918879490624
1083,489,branching,284,kuramoto,3,0,0.7153,0.4371,1.0,1.0,1.0,0.8667,0.070605016561737,14,0.3965834999165487,0.7772479460137134,0.6077331505964136,0.0683596113282025,0.0,0,0,14,11,,,,,,,,,,,,0.24101693987883668,0.3965834999165487
1084,431,nonlinear_oscillator,181,branching,0,0,0.185,0.4,0.0,0.0,1.0,1.0,0.429364832644392,200,0.5594021941376217,0.5354183177651438,0.8338521414718395,0.0162405526246924,0.0,0,0,4,11,,,,,,,,,,,,0.46645871752570156,0.5594021941376217
1085,153,kuramoto,123,branching,0,3,0.3519,0.5859,1.0,0.9,0.8667,1.0,0.2779638799088231,0,0.9654005874665266,0.9717246793191612,0.9045075233568366,0.0105716054721727,0.0,0,0,10,12,,,,,,,,,,,,0.8732120944165831,0.9654005874665266
1086,197,gray_scott,271,kuramoto,3,0,0.5056,0.3384,1.0,1.0,1.0,0.9,0.2403380049183229,53,0.9773934086696918,0.8186883685367686,0.9223238186900058,0.0156136264052845,0.0,0,0,12,10,,,,,,,,,,,,0.9014732210466716,0.9773934086696918
1087,413,nonlinear_oscillator,414,branching,0,0,0.3125,0.7318,0.0,0.0,1.0,1.0,0.7486750176887308,70,0.8886354430835292,0.8927017316449138,0.4772874342675354,0.0485350482408189,0.0,0,0,11,16,,,,,,,,,,,,0.4241345306285321,0.8886354430835292
1088,318,population,497,coupled_map_lattice,3,3,0.8499,0.7961,0.95,1.0,0.3333,1.0,0.3040840364323526,15,0.8110590258893664,0.649721326710108,0.2596325714266345,0.1190918700961235,0.0,0,0,7,15,,,,,,,,,,,,0.2105773404704375,0.8110590258893664
1089,243,population,114,nonlinear_oscillator,3,0,0.5975,0.145,0.96,1.0,0.8,1.0,0.7417408851253895,14,0.990264328512577,0.9672597638898646,0.6392297353561659,0.0013124493177835,0.0,0,0,13,0,,,,,,,,,,,,0.6330064046477459,0.990264328512577
1090,208,nonlinear_oscillator,178,gray_scott,0,3,0.1725,0.8,0.0,1.0,1.0,0.8,0.3572425418432637,0,0.5706332523396576,0.7546563985697367,0.4929787574419083,0.0485353591417173,0.0,0,0,0,14,,,,,,,,,,,,0.2813100716934393,0.5706332523396576
1091,280,kuramoto,405,nonlinear_oscillator,3,0,0.7731,0.1525,1.0,0.0,1.0,1.0,0.1383635957308917,0,0.9999518169692084,0.997495568117684,0.5626242666258909,0.0478258550026168,0.0,0,0,15,0,,,,,,,,,,,,0.562597157683528,0.9999518169692084
1092,234,gray_scott,392,gray_scott,3,3,1.0,0.7998,0.66,0.98,1.0,0.7333,0.5080266473855545,0,0.9396886961525256,0.9477786325533804,0.7596854758394319,0.0611017673953537,0.0,0,0,15,14,,,,,,,,,,,,0.7138678542775667,0.9396886961525256
1093,496,gray_scott,460,nonlinear_oscillator,3,0,0.9999,0.185,0.96,0.0,1.0,1.0,0.1914142084589632,45,0.997640770128466,0.9417684841429466,0.5129372908186675,0.0193235140349916,0.0,0,0,15,1,,,,,,,,,,,,0.5117271538399443,0.997640770128466
1094,47,gray_scott,484,gray_scott,3,3,0.639,1.0,1.0,1.0,1.0,1.0,0.3537704720349149,0,0.999999998900343,0.996912122107602,0.9410424059976382,0.0324624632817921,0.0,0,0,13,16,,,,,,,,,,,,0.9410424049628143,0.999999998900343
1095,453,nonlinear_oscillator,181,kuramoto,0,0,0.235,0.285,0.0,1.0,1.0,0.8667,0.5044472199308702,28,0.9626629628849944,0.9127683682639356,0.9868159389042,0.0011882358172201,0.0,0,0,7,9,,,,,,,,,,,,0.9499711555676549,0.9626629628849944
1096,364,kuramoto,487,kuramoto,0,0,0.3827,0.42,1.0,1.0,0.6333,0.8333,0.7563225190208572,10,0.9910719212109712,0.9727893412422068,0.9781076593573346,0.0080573527341107,0.0,0,0,9,9,,,,,,,,,,,,0.9693750371104397,0.9910719212109712
1097,437,nonlinear_oscillator,464,population,0,0,0.15,0.35,1.0,0.9667,1.0,0.9,0.4999190528555175,26,0.994773106000402,0.9190914286404994,0.908564446126986,0.0387382488198606,0.0,0,0,0,10,,,,,,,,,,,,0.9038154760752768,0.994773106000402
1098,158,kuramoto,291,kuramoto,3,0,0.6517,0.2811,1.0,1.0,0.7333,0.8667,0.2297649632938288,106,0.9594104046060068,0.6092138847604125,0.7034752428932385,0.0510023495737892,0.0,0,0,12,6,,,,,,,,,,,,0.6749214674145109,0.9594104046060068
1099,145,coupled_map_lattice,119,nonlinear_oscillator,0,0,0.25,0.1175,0.94,1.0,1.0,1.0,0.7879781136113996,28,0.9999999694536416,0.9053854878829024,0.9583483720394786,0.0645712348664399,0.0,0,0,6,0,,,,,,,,,,,,0.9583483427654258,0.9999999694536416
1100,90,kuramoto,474,nonlinear_oscillator,3,0,0.5965,0.29,1.0,0.0,1.0,1.0,0.4752114330947285,25,0.9999173950056222,0.9626295336854084,0.8689592699871569,0.0061184736160782,0.0,0,0,14,10,,,,,,,,,,,,0.868887489611545,0.9999173950056222
1101,151,coupled_map_lattice,357,kuramoto,3,3,0.8776,0.6888,1.0,1.0,1.0,1.0,0.2508290969328017,0,0.999999996951134,0.999902782760442,0.965679842543335,0.0193261420355798,0.0,0,0,16,14,,,,,,,,,,,,0.9656798395991065,0.999999996951134
1102,190,branching,211,nonlinear_oscillator,3,0,0.5954,0.14,1.0,1.0,1.0,1.0,0.5104236860531406,0,0.9999999959015776,0.9991619407364298,0.712933303954414,0.0267037757050544,0.0,0,0,14,0,,,,,,,,,,,,0.7129333010325122,0.9999999959015776
1103,106,gray_scott,349,nonlinear_oscillator,3,0,0.9,0.2199,0.72,1.0,0.9333,1.0,0.5679502298832433,14,0.997510952399689,0.9769387369524596,0.416430209127388,0.0539627712370455,0.0,0,0,15,4,,,,,,,,,,,,0.41539369451466246,0.997510952399689
1104,375,kuramoto,450,gray_scott,0,3,0.2468,1.0,1.0,0.72,1.0,1.0,0.1886419994417741,0,0.9999829506743616,0.9980769565641224,0.4608756135625789,0.0603578066398662,0.0,0,0,5,15,,,,,,,,,,,,0.46086775594416446,0.9999829506743616
1105,219,gray_scott,151,nonlinear_oscillator,3,0,0.9998,0.1425,0.94,0.0,1.0,1.0,0.6637739066800052,37,0.9999874518987182,0.9094785000193738,0.4385263921808462,0.0608713677195167,0.0,0,0,15,0,,,,,,,,,,,,0.43852088950726237,0.9999874518987182
1106,358,coupled_map_lattice,323,branching,3,0,0.7738,0.5956,1.0,0.5,1.0,1.0,0.1183765176114629,0,0.9999370946052736,0.9971559786702656,0.99199295126279,0.0039007832641289,0.0,0,0,15,13,,,,,,,,,,,,0.991930549554625,0.9999370946052736
1107,299,kuramoto,123,branching,0,3,0.1537,0.5859,1.0,0.9,0.9667,1.0,0.3441026614473006,27,0.9986936599409896,0.9481613432224149,0.7097334347089007,0.0631042309829605,0.0,0,0,0,14,,,,,,,,,,,,0.7088062814919214,0.9986936599409896
1108,436,branching,124,gray_scott,3,3,0.7306,0.9999,1.0,0.98,1.0,1.0,0.3160528996185937,17,0.9999999680984436,0.975329958342418,0.9577032786205284,0.0310920830736782,0.0,0,0,16,16,,,,,,,,,,,,0.9577032480683032,0.9999999680984436
1109,422,nonlinear_oscillator,444,nonlinear_oscillator,0,0,0.1725,0.1175,1.0,0.0,1.0,1.0,0.1374566495460744,77,0.9934314332343588,0.8877028116172616,0.9913702269249204,0.0034391253393308,0.0,0,0,0,0,,,,,,,,,,,,0.9848583453998951,0.9934314332343588
1110,410,gray_scott,409,kuramoto,3,3,0.8,0.7196,1.0,1.0,0.6667,1.0,0.2913667171284964,11,0.2916434454188706,0.6580805327456328,0.2222962336901247,0.0697896192341141,0.0,0,0,13,13,,,,,,,,,,,,0.06483123949702639,0.2916434454188706
1111,230,population,42,nonlinear_oscillator,0,0,0.3498,0.18,0.54,0.0,0.8,1.0,0.6398912879221423,0,0.6315039678107025,0.8109210006494818,0.9266509800552568,0.0235654202502798,0.0,0,0,10,2,,,,,,,,,,,,0.5851837706805708,0.6315039678107025
1112,186,coupled_map_lattice,246,gray_scott,3,3,0.7291,0.9991,1.0,1.0,1.0,1.0,0.2756437070490231,15,0.9999999927842688,0.9803664007866584,0.918656910760195,0.0192843728786104,0.0,0,0,15,15,,,,,,,,,,,,0.9186569041314135,0.9999999927842688
1113,339,population,182,gray_scott,3,3,0.7966,0.65,1.0,1.0,0.2,0.5,0.2635895709896829,0,0.7434002800881435,0.6293122692019213,0.0558896458394969,0.2614450022892377,0.0,0,0,7,9,,,,,,,,,,,,0.04154837837110914,0.7434002800881435
1114,433,nonlinear_oscillator,178,nonlinear_oscillator,0,0,0.1724,0.2298,0.0,1.0,0.9667,1.0,0.4410359436091214,31,0.9969521385845926,0.9431330477483136,0.9914986001320114,0.0035357651083383,0.0,0,0,2,4,,,,,,,,,,,,0.9884766498052386,0.9969521385845926
1115,77,nonlinear_oscillator,7,gray_scott,0,3,0.1125,0.6493,1.0,1.0,0.9667,0.6,0.7403286147290807,0,0.9666384114987124,0.9688088505858437,0.5723978572432906,0.14723230782629,0.0,0,0,0,12,,,,,,,,,,,,0.5533017554709212,0.9666384114987124
1116,433,coupled_map_lattice,297,gray_scott,3,3,0.6595,0.5499,0.98,1.0,0.9667,0.5,0.1765539467621312,0,0.2749765424466793,0.6391958278982837,0.612456899659827,0.0906321881287598,0.0,0,0,14,9,,,,,,,,,,,,0.168411280666072,0.2749765424466793
1117,287,coupled_map_lattice,405,nonlinear_oscillator,0,0,0.325,0.1525,0.9,0.0,1.0,1.0,0.6288166642539506,29,0.9999732623110852,0.9478137620027498,0.9344469790180602,0.0080654618590542,0.0,0,0,9,0,,,,,,,,,,,,0.9344219940654278,0.9999732623110852
1118,70,branching,488,nonlinear_oscillator,0,0,0.5134,0.18,0.34,0.0,1.0,1.0,0.2876937532031199,121,0.9708042748224236,0.8223266536883813,0.7179111852694803,0.0313816387694252,0.0,0,0,14,2,,,,,,,,,,,,0.6969512476024444,0.9708042748224236
1119,237,kuramoto,367,population,3,0,0.8795,0.75,1.0,0.48,1.0,0.1667,0.4334420667353054,3,0.4214192697313002,0.6362574005655091,0.0080122515117686,0.0100104416773684,0.0,0,0,15,6,,,,,,,,,,,,0.003376517180993029,0.4214192697313002
1120,94,population,196,branching,0,0,0.5,0.5333,0.0,0.5,0.6333,1.0,0.4890860552090182,15,0.7275337991658529,0.6471367351494499,0.3085046891726175,0.0573182013854115,0.0,0,0,10,14,,,,,,,,,,,,0.22444758857423497,0.7275337991658529
1121,173,nonlinear_oscillator,40,gray_scott,0,3,0.1175,0.65,0.0,1.0,1.0,0.5,0.2777311837859468,0,0.9012938718981282,0.6457264580077049,0.3466031575142111,0.1855026766936046,0.0,0,0,0,8,,,,,,,,,,,,0.3123913018481001,0.9012938718981282
1122,448,kuramoto,231,population,3,0,0.8707,0.45,1.0,0.8,1.0,0.9,0.6171067078789724,7,0.9960358944071268,0.9877871411552896,0.796388486288623,0.0254344704417681,0.0,0,0,14,12,,,,,,,,,,,,0.7932315182360264,0.9960358944071268
1123,72,branching,220,gray_scott,3,3,0.4667,1.0,1.0,0.78,1.0,1.0,0.1544360451345029,10,0.9999940196907986,0.9837275194402576,0.4964485295591536,0.0574989401963682,0.0,0,0,12,16,,,,,,,,,,,,0.49644556064344425,0.9999940196907986
1124,135,branching,23,branching,3,0,0.5914,0.6593,0.7,0.0,1.0,1.0,0.154435885843848,0,0.9999152152399784,0.9979693712327986,0.8974401195976212,0.0095418690980757,0.0,0,0,14,16,,,,,,,,,,,,0.8973640303524473,0.9999152152399784
1125,209,gray_scott,155,kuramoto,3,0,0.4755,0.3789,1.0,1.0,1.0,1.0,0.1886187071524814,0,0.9999999640873238,0.999548087676256,0.9787267891211346,0.0048418521842499,0.0,0,0,12,10,,,,,,,,,,,,0.9787267539724364,0.9999999640873238
1126,89,nonlinear_oscillator,93,nonlinear_oscillator,0,0,0.14,0.195,1.0,0.0,1.0,1.0,0.3502661793891504,4,0.9999845668430482,0.989956569621658,0.9892998157494431,0.0373539967019069,0.0,0,0,0,4,,,,,,,,,,,,0.9892845477301142,0.9999845668430482
1127,274,gray_scott,298,gray_scott,3,3,0.85,0.55,0.88,1.0,0.7667,0.4,0.6402727395807728,24,0.9468242900804124,0.9250024484831348,0.640532399775086,0.1154078136296778,0.0,0,0,11,9,,,,,,,,,,,,0.6064716346905487,0.9468242900804124
1128,96,kuramoto,458,gray_scott,0,3,0.4068,0.55,1.0,1.0,0.9333,0.5667,0.3225756141006879,0,0.903821788095201,0.6841708956340287,0.6059600473619792,0.047847364929588,0.0,0,0,10,10,,,,,,,,,,,,0.5476798935209567,0.903821788095201
1129,48,nonlinear_oscillator,382,branching,0,0,0.2511,0.2,1.0,0.0,0.8667,1.0,0.4967555807620868,21,0.9640460615455012,0.9377601751657456,0.9909627020071784,0.004409020430107,0.0,0,0,6,2,,,,,,,,,,,,0.9553336900085084,0.9640460615455012
1130,169,gray_scott,441,kuramoto,3,3,0.65,0.7416,1.0,1.0,0.7667,1.0,0.3666044766354024,7,0.9411024531382428,0.9447518436528648,0.8635883567122188,0.0474481426527905,0.0,0,0,13,13,,,,,,,,,,,,0.812725121003493,0.9411024531382428
1131,196,population,238,nonlinear_oscillator,0,0,0.3,0.1875,0.8,0.0,0.9667,1.0,0.6232263402842488,0,0.9979865262440027,0.998045923450613,0.9790056954244056,0.0082221848228588,0.0,0,0,8,2,,,,,,,,,,,,0.9770344931496967,0.9979865262440027
1132,225,population,160,population,0,3,0.7,0.5928,0.0,0.9,0.4667,0.6667,0.4325664027528774,34,0.7969720758671008,0.8065335025339172,0.4093629921557419,0.063118649763827,0.0,0,0,9,9,,,,,,,,,,,,0.3262508736415293,0.7969720758671008
1133,362,kuramoto,42,nonlinear_oscillator,0,0,0.3038,0.18,1.0,0.0,1.0,1.0,0.4925604126757867,41,0.9999865950590824,0.9119707444175849,0.969861939782416,0.0072155724086858,0.0,0,0,9,1,,,,,,,,,,,,0.9698489388404149,0.9999865950590824
1134,238,nonlinear_oscillator,357,coupled_map_lattice,0,0,0.1875,0.18,0.0,0.42,1.0,0.9333,0.773360515767272,88,0.9822496042347154,0.6970106078708604,0.9904701027316444,0.0044833352525777,0.0,0,0,4,2,,,,,,,,,,,,0.9728888664144756,0.9822496042347154
1135,272,gray_scott,360,gray_scott,3,3,0.7,0.6999,1.0,1.0,0.6667,0.6,0.0552039073026673,19,0.8930297083795311,0.9444373866717628,0.8271637281324546,0.0874944837969384,0.0,0,0,10,10,,,,,,,,,,,,0.7386817829162518,0.8930297083795311
1136,181,branching,479,population,0,0,0.4,0.8,0.0,0.0,1.0,0.3,0.513952355213743,18,0.4970580808493366,0.6231835544691777,0.2754809860953156,0.2895640559011226,0.0,0,0,12,7,,,,,,,,,,,,0.13693005025902036,0.4970580808493366
1137,129,branching,128,gray_scott,0,3,0.2,0.4436,0.0,1.0,1.0,1.0,0.7675513486543875,26,0.9999937388382892,0.9466294783347994,0.8668174726172417,0.0042004260307386,0.0,0,0,3,13,,,,,,,,,,,,0.8668120453328719,0.9999937388382892
1138,17,gray_scott,422,nonlinear_oscillator,3,0,0.8,0.1725,1.0,1.0,0.8333,1.0,0.6334856131101045,6,0.991142277587195,0.9838761864353668,0.5829284258463608,0.069625174906813,0.0,0,0,14,0,,,,,,,,,,,,0.5777650076636803,0.991142277587195
