depth,sector,condition,rg_similarity,quantization_coherence,discrete_state_persistence,transition_boundary_stability,recursive_quantization_alignment,attractor_discretization_strength,discrete_regime_gain,classification
512,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,P-A,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1048576,P-A,QuantizedPropagationPersistence,0.9442,0.9374,0.9048,0.8818,0.92,0.9027,0.9152,QUANTIZATION-STABLE
2097152,P-A,QuantizedPropagationPersistence,0.8425,0.8355,0.8045,0.8026,0.8083,0.8019,0.804,QUANTIZATION-BOUNDED
1,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,P-A,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1048576,P-A,RecursiveTransitionBoundaryMapping,0.9338,0.9013,0.9214,0.9133,0.8791,0.8832,0.93,QUANTIZATION-STABLE
2097152,P-A,RecursiveTransitionBoundaryMapping,0.8482,0.8111,0.8068,0.822,0.7844,0.8067,0.8418,QUANTIZATION-BOUNDED
1,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,P-A,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1048576,P-A,DiscreteConservationStructure,0.9163,0.9226,0.9134,0.8941,0.896,0.8626,0.914,QUANTIZATION-STABLE
2097152,P-A,DiscreteConservationStructure,0.8216,0.8097,0.826,0.7927,0.8144,0.7844,0.8278,QUANTIZATION-BOUNDED
1,P-A,NullQuantizationControl,0.7566,0.7608,0.7237,0.7152,0.7135,0.7066,0.7396,QUANTIZATION-PARTIAL
2,P-A,NullQuantizationControl,0.7832,0.7509,0.7412,0.7254,0.6968,0.7182,0.7307,QUANTIZATION-PARTIAL
4,P-A,NullQuantizationControl,0.7861,0.7289,0.7348,0.7403,0.7315,0.7089,0.736,QUANTIZATION-PARTIAL
6,P-A,NullQuantizationControl,0.7743,0.7508,0.7251,0.7353,0.7108,0.723,0.7381,QUANTIZATION-PARTIAL
8,P-A,NullQuantizationControl,0.7679,0.7414,0.7315,0.7267,0.725,0.7004,0.7409,QUANTIZATION-PARTIAL
12,P-A,NullQuantizationControl,0.7531,0.75,0.7286,0.7337,0.7024,0.7078,0.7297,QUANTIZATION-PARTIAL
16,P-A,NullQuantizationControl,0.7838,0.7337,0.7264,0.7236,0.7204,0.7194,0.7075,QUANTIZATION-PARTIAL
20,P-A,NullQuantizationControl,0.7796,0.7426,0.7297,0.716,0.7355,0.7019,0.7097,QUANTIZATION-PARTIAL
24,P-A,NullQuantizationControl,0.7641,0.7375,0.7546,0.7153,0.7333,0.6916,0.7218,QUANTIZATION-PARTIAL
32,P-A,NullQuantizationControl,0.7785,0.7332,0.7411,0.7278,0.7171,0.7195,0.7243,QUANTIZATION-PARTIAL
40,P-A,NullQuantizationControl,0.7791,0.7628,0.7341,0.7195,0.7146,0.7101,0.7428,QUANTIZATION-PARTIAL
48,P-A,NullQuantizationControl,0.7618,0.7271,0.7284,0.7176,0.7197,0.7048,0.7273,QUANTIZATION-PARTIAL
64,P-A,NullQuantizationControl,0.7781,0.7622,0.7447,0.7324,0.7174,0.694,0.7255,QUANTIZATION-PARTIAL
80,P-A,NullQuantizationControl,0.7674,0.7294,0.7373,0.7313,0.6976,0.7248,0.7196,QUANTIZATION-PARTIAL
96,P-A,NullQuantizationControl,0.7577,0.7447,0.733,0.7059,0.7014,0.715,0.7431,QUANTIZATION-PARTIAL
128,P-A,NullQuantizationControl,0.7829,0.7631,0.7512,0.7136,0.6978,0.7089,0.7434,QUANTIZATION-PARTIAL
160,P-A,NullQuantizationControl,0.7614,0.7522,0.7504,0.7383,0.7204,0.6983,0.7364,QUANTIZATION-PARTIAL
192,P-A,NullQuantizationControl,0.7882,0.7449,0.7212,0.7396,0.7145,0.7067,0.7289,QUANTIZATION-PARTIAL
256,P-A,NullQuantizationControl,0.7678,0.7297,0.7472,0.7098,0.7255,0.7074,0.7095,QUANTIZATION-PARTIAL
320,P-A,NullQuantizationControl,0.7789,0.7635,0.7371,0.7343,0.7237,0.688,0.731,QUANTIZATION-PARTIAL
512,P-A,NullQuantizationControl,0.7869,0.7288,0.7489,0.7359,0.7133,0.6921,0.7258,QUANTIZATION-PARTIAL
768,P-A,NullQuantizationControl,0.7543,0.744,0.754,0.7165,0.7169,0.6909,0.7278,QUANTIZATION-PARTIAL
1024,P-A,NullQuantizationControl,0.7731,0.739,0.7503,0.7142,0.698,0.6918,0.7213,QUANTIZATION-PARTIAL
1536,P-A,NullQuantizationControl,0.772,0.7275,0.7344,0.7328,0.7279,0.7223,0.7454,QUANTIZATION-PARTIAL
2048,P-A,NullQuantizationControl,0.7648,0.7323,0.7156,0.7268,0.6991,0.7188,0.7433,QUANTIZATION-PARTIAL
3072,P-A,NullQuantizationControl,0.7594,0.7344,0.7365,0.727,0.7084,0.7044,0.7429,QUANTIZATION-PARTIAL
4096,P-A,NullQuantizationControl,0.7524,0.7476,0.7361,0.7243,0.7272,0.7052,0.7344,QUANTIZATION-PARTIAL
6144,P-A,NullQuantizationControl,0.7687,0.7422,0.7405,0.7292,0.6979,0.7063,0.7383,QUANTIZATION-PARTIAL
8192,P-A,NullQuantizationControl,0.7709,0.7292,0.7169,0.723,0.7181,0.6985,0.7089,QUANTIZATION-PARTIAL
12288,P-A,NullQuantizationControl,0.782,0.7277,0.7485,0.7076,0.6956,0.7112,0.7362,QUANTIZATION-PARTIAL
16384,P-A,NullQuantizationControl,0.7709,0.7516,0.7433,0.7334,0.7162,0.7051,0.7097,QUANTIZATION-PARTIAL
24576,P-A,NullQuantizationControl,0.748,0.7467,0.7253,0.742,0.7114,0.7073,0.7318,QUANTIZATION-PARTIAL
32768,P-A,NullQuantizationControl,0.7641,0.7519,0.7342,0.7218,0.7119,0.7013,0.7404,QUANTIZATION-PARTIAL
65536,P-A,NullQuantizationControl,0.7469,0.7468,0.7469,0.7378,0.7055,0.6807,0.7282,QUANTIZATION-PARTIAL
131072,P-A,NullQuantizationControl,0.7622,0.7455,0.7119,0.7032,0.7111,0.7096,0.7034,QUANTIZATION-PARTIAL
262144,P-A,NullQuantizationControl,0.7348,0.7045,0.7044,0.7163,0.711,0.6731,0.7068,QUANTIZATION-PARTIAL
524288,P-A,NullQuantizationControl,0.7035,0.7003,0.7002,0.6809,0.6551,0.6582,0.6935,QUANTIZATION-PARTIAL
1048576,P-A,NullQuantizationControl,0.6795,0.6569,0.6628,0.6452,0.632,0.6346,0.6568,QUANTIZATION-DEGRADING
2097152,P-A,NullQuantizationControl,0.5973,0.6026,0.5686,0.5703,0.5749,0.5649,0.5649,QUANTIZATION-DEGRADING
1,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,P-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,P-N,DiscreteAttractorEmergence,0.96,0.9531,0.919,0.8971,0.9163,0.91,0.9051,QUANTIZATION-STABLE
1048576,P-N,DiscreteAttractorEmergence,0.9213,0.8815,0.8755,0.8517,0.8383,0.8449,0.845,QUANTIZATION-BOUNDED
2097152,P-N,DiscreteAttractorEmergence,0.8226,0.7962,0.7807,0.7624,0.7685,0.7824,0.7862,QUANTIZATION-PARTIAL
1,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,P-N,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,P-N,RecursiveThresholdQuantization,0.96,0.9406,0.94,0.93,0.92,0.8825,0.9248,QUANTIZATION-STABLE
1048576,P-N,RecursiveThresholdQuantization,0.9131,0.8746,0.8922,0.9055,0.8692,0.8618,0.848,QUANTIZATION-BOUNDED
2097152,P-N,RecursiveThresholdQuantization,0.8397,0.7775,0.7983,0.7842,0.7703,0.7528,0.7852,QUANTIZATION-PARTIAL
1,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
