chain,domain_A,domain_B,domain_C,operator_A,operator_B,chain_identity_similarity,chain_cg_rate,chain_cg_retention,identity_preserved,cg_preserved
lotka_volterra→gray_scott→branching,lotka_volterra,gray_scott,branching,branching,resonance_locking,0.9996,0.198,0.5657,1,0
lotka_volterra→gray_scott→cellular_automata,lotka_volterra,gray_scott,cellular_automata,branching,resonance_locking,0.9984,0.1167,0.3333,1,0
lotka_volterra→gray_scott→coupled_map_lattice,lotka_volterra,gray_scott,coupled_map_lattice,branching,resonance_locking,0.9998,0.1727,0.4933,1,0
lotka_volterra→gray_scott→graph_diffusion,lotka_volterra,gray_scott,graph_diffusion,branching,resonance_locking,0.9974,0.1167,0.3333,1,0
lotka_volterra→gray_scott→kuramoto,lotka_volterra,gray_scott,kuramoto,branching,resonance_locking,0.9998,0.236,0.6592,1,0
lotka_volterra→gray_scott→nonlinear_oscillator,lotka_volterra,gray_scott,nonlinear_oscillator,branching,resonance_locking,0.9994,0.29,0.5577,1,0
lotka_volterra→gray_scott→population,lotka_volterra,gray_scott,population,branching,resonance_locking,1.0,0.196,0.56,1,0
lotka_volterra→gray_scott→replicator,lotka_volterra,gray_scott,replicator,branching,resonance_locking,0.9977,0.1167,0.3333,1,0
lotka_volterra→kuramoto→branching,lotka_volterra,kuramoto,branching,branching,resonance_locking,0.9997,0.2007,0.5605,1,0
lotka_volterra→kuramoto→cellular_automata,lotka_volterra,kuramoto,cellular_automata,branching,resonance_locking,0.9989,0.1193,0.3333,1,0
lotka_volterra→kuramoto→coupled_map_lattice,lotka_volterra,kuramoto,coupled_map_lattice,branching,resonance_locking,1.0,0.1753,0.4898,1,0
lotka_volterra→kuramoto→graph_diffusion,lotka_volterra,kuramoto,graph_diffusion,branching,resonance_locking,0.9981,0.1193,0.3333,1,0
lotka_volterra→kuramoto→gray_scott,lotka_volterra,kuramoto,gray_scott,branching,resonance_locking,0.9984,0.236,0.6592,1,0
lotka_volterra→kuramoto→nonlinear_oscillator,lotka_volterra,kuramoto,nonlinear_oscillator,branching,resonance_locking,0.9997,0.2927,0.5628,1,0
lotka_volterra→kuramoto→population,lotka_volterra,kuramoto,population,branching,resonance_locking,0.9999,0.1987,0.5549,1,0
lotka_volterra→kuramoto→replicator,lotka_volterra,kuramoto,replicator,branching,resonance_locking,0.9984,0.1193,0.3333,1,0
cellular_automata→gray_scott→branching,cellular_automata,gray_scott,branching,branching,resonance_locking,0.9994,0.198,0.5657,1,0
cellular_automata→gray_scott→coupled_map_lattice,cellular_automata,gray_scott,coupled_map_lattice,branching,resonance_locking,0.9998,0.1727,0.4933,1,0
cellular_automata→gray_scott→graph_diffusion,cellular_automata,gray_scott,graph_diffusion,branching,resonance_locking,0.9975,0.1167,0.3333,1,0
cellular_automata→gray_scott→kuramoto,cellular_automata,gray_scott,kuramoto,branching,resonance_locking,0.9997,0.236,0.6592,1,0
cellular_automata→gray_scott→lotka_volterra,cellular_automata,gray_scott,lotka_volterra,branching,resonance_locking,0.9987,0.1167,0.3333,1,0
cellular_automata→gray_scott→nonlinear_oscillator,cellular_automata,gray_scott,nonlinear_oscillator,branching,resonance_locking,0.9994,0.29,0.5577,1,0
cellular_automata→gray_scott→population,cellular_automata,gray_scott,population,branching,resonance_locking,1.0,0.196,0.56,1,0
cellular_automata→gray_scott→replicator,cellular_automata,gray_scott,replicator,branching,resonance_locking,0.9978,0.1167,0.3333,1,0
cellular_automata→kuramoto→branching,cellular_automata,kuramoto,branching,branching,resonance_locking,0.9994,0.2007,0.5605,1,0
cellular_automata→kuramoto→coupled_map_lattice,cellular_automata,kuramoto,coupled_map_lattice,branching,resonance_locking,1.0,0.1753,0.4898,1,0
cellular_automata→kuramoto→graph_diffusion,cellular_automata,kuramoto,graph_diffusion,branching,resonance_locking,0.9983,0.1193,0.3333,1,0
cellular_automata→kuramoto→gray_scott,cellular_automata,kuramoto,gray_scott,branching,resonance_locking,0.9983,0.236,0.6592,1,0
cellular_automata→kuramoto→lotka_volterra,cellular_automata,kuramoto,lotka_volterra,branching,resonance_locking,0.9993,0.1193,0.3333,1,0
cellular_automata→kuramoto→nonlinear_oscillator,cellular_automata,kuramoto,nonlinear_oscillator,branching,resonance_locking,0.9998,0.2927,0.5628,1,0
cellular_automata→kuramoto→population,cellular_automata,kuramoto,population,branching,resonance_locking,0.9999,0.1987,0.5549,1,0
cellular_automata→kuramoto→replicator,cellular_automata,kuramoto,replicator,branching,resonance_locking,0.9986,0.1193,0.3333,1,0
graph_diffusion→gray_scott→branching,graph_diffusion,gray_scott,branching,synchronization,recursive_feedback,0.9994,0.198,0.5657,1,0
graph_diffusion→gray_scott→cellular_automata,graph_diffusion,gray_scott,cellular_automata,synchronization,recursive_feedback,0.9989,0.1167,0.3333,1,0
graph_diffusion→gray_scott→coupled_map_lattice,graph_diffusion,gray_scott,coupled_map_lattice,synchronization,recursive_feedback,0.9999,0.1727,0.4933,1,0
graph_diffusion→gray_scott→kuramoto,graph_diffusion,gray_scott,kuramoto,synchronization,recursive_feedback,0.9995,0.236,0.6592,1,0
graph_diffusion→gray_scott→lotka_volterra,graph_diffusion,gray_scott,lotka_volterra,synchronization,recursive_feedback,0.999,0.1167,0.3333,1,0
graph_diffusion→gray_scott→nonlinear_oscillator,graph_diffusion,gray_scott,nonlinear_oscillator,synchronization,recursive_feedback,0.9996,0.29,0.5577,1,0
graph_diffusion→gray_scott→population,graph_diffusion,gray_scott,population,synchronization,recursive_feedback,1.0,0.196,0.56,1,0
graph_diffusion→gray_scott→replicator,graph_diffusion,gray_scott,replicator,synchronization,recursive_feedback,0.9983,0.1167,0.3333,1,0
graph_diffusion→kuramoto→branching,graph_diffusion,kuramoto,branching,synchronization,recursive_feedback,0.9993,0.2007,0.5605,1,0
graph_diffusion→kuramoto→cellular_automata,graph_diffusion,kuramoto,cellular_automata,synchronization,recursive_feedback,0.9994,0.1193,0.3333,1,0
graph_diffusion→kuramoto→coupled_map_lattice,graph_diffusion,kuramoto,coupled_map_lattice,synchronization,recursive_feedback,1.0,0.1753,0.4898,1,0
graph_diffusion→kuramoto→gray_scott,graph_diffusion,kuramoto,gray_scott,synchronization,recursive_feedback,0.9978,0.236,0.6592,1,0
graph_diffusion→kuramoto→lotka_volterra,graph_diffusion,kuramoto,lotka_volterra,synchronization,recursive_feedback,0.9995,0.1193,0.3333,1,0
graph_diffusion→kuramoto→nonlinear_oscillator,graph_diffusion,kuramoto,nonlinear_oscillator,synchronization,recursive_feedback,0.9999,0.2927,0.5628,1,0
graph_diffusion→kuramoto→population,graph_diffusion,kuramoto,population,synchronization,recursive_feedback,0.9998,0.1987,0.5549,1,0
graph_diffusion→kuramoto→replicator,graph_diffusion,kuramoto,replicator,synchronization,recursive_feedback,0.999,0.1193,0.3333,1,0
coupled_map_lattice→gray_scott→branching,coupled_map_lattice,gray_scott,branching,synchronization,recursive_feedback,0.9994,0.254,0.7257,1,0
coupled_map_lattice→gray_scott→cellular_automata,coupled_map_lattice,gray_scott,cellular_automata,synchronization,recursive_feedback,0.9974,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→graph_diffusion,coupled_map_lattice,gray_scott,graph_diffusion,synchronization,recursive_feedback,0.9961,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→kuramoto,coupled_map_lattice,gray_scott,kuramoto,synchronization,recursive_feedback,1.0,0.292,0.8156,1,1
coupled_map_lattice→gray_scott→lotka_volterra,coupled_map_lattice,gray_scott,lotka_volterra,synchronization,recursive_feedback,0.9977,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→nonlinear_oscillator,coupled_map_lattice,gray_scott,nonlinear_oscillator,synchronization,recursive_feedback,0.9987,0.346,0.6654,1,0
coupled_map_lattice→gray_scott→population,coupled_map_lattice,gray_scott,population,synchronization,recursive_feedback,0.9998,0.252,0.72,1,0
coupled_map_lattice→gray_scott→replicator,coupled_map_lattice,gray_scott,replicator,synchronization,recursive_feedback,0.9965,0.1727,0.4933,1,0
coupled_map_lattice→kuramoto→branching,coupled_map_lattice,kuramoto,branching,synchronization,recursive_feedback,0.9996,0.2567,0.7169,1,0
coupled_map_lattice→kuramoto→cellular_automata,coupled_map_lattice,kuramoto,cellular_automata,synchronization,recursive_feedback,0.9982,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→graph_diffusion,coupled_map_lattice,kuramoto,graph_diffusion,synchronization,recursive_feedback,0.9971,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→gray_scott,coupled_map_lattice,kuramoto,gray_scott,synchronization,recursive_feedback,0.9992,0.292,0.8156,1,1
coupled_map_lattice→kuramoto→lotka_volterra,coupled_map_lattice,kuramoto,lotka_volterra,synchronization,recursive_feedback,0.9985,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→nonlinear_oscillator,coupled_map_lattice,kuramoto,nonlinear_oscillator,synchronization,recursive_feedback,0.9993,0.3487,0.6705,1,0
coupled_map_lattice→kuramoto→population,coupled_map_lattice,kuramoto,population,synchronization,recursive_feedback,1.0,0.2547,0.7114,1,0
coupled_map_lattice→kuramoto→replicator,coupled_map_lattice,kuramoto,replicator,synchronization,recursive_feedback,0.9975,0.1753,0.4898,1,0
graph_diffusion→replicator→branching,graph_diffusion,replicator,branching,synchronization,competitive_exclusion,0.9969,0.0813,0.3333,1,0
graph_diffusion→replicator→cellular_automata,graph_diffusion,replicator,cellular_automata,synchronization,competitive_exclusion,0.9999,0.0,0.0,1,0
graph_diffusion→replicator→coupled_map_lattice,graph_diffusion,replicator,coupled_map_lattice,synchronization,competitive_exclusion,0.9988,0.056,0.3333,1,0
graph_diffusion→replicator→gray_scott,graph_diffusion,replicator,gray_scott,synchronization,competitive_exclusion,0.9929,0.1167,0.3333,1,0
graph_diffusion→replicator→kuramoto,graph_diffusion,replicator,kuramoto,synchronization,competitive_exclusion,0.9954,0.1193,0.3333,1,0
graph_diffusion→replicator→lotka_volterra,graph_diffusion,replicator,lotka_volterra,synchronization,competitive_exclusion,0.9997,0.0,0.0,1,0
graph_diffusion→replicator→nonlinear_oscillator,graph_diffusion,replicator,nonlinear_oscillator,synchronization,competitive_exclusion,0.9994,0.1733,0.3333,1,0
graph_diffusion→replicator→population,graph_diffusion,replicator,population,synchronization,competitive_exclusion,0.9978,0.0793,0.3333,1,0
coupled_map_lattice→graph_diffusion→branching,coupled_map_lattice,graph_diffusion,branching,synchronization,competitive_exclusion,0.9984,0.1373,0.5628,1,0
coupled_map_lattice→graph_diffusion→cellular_automata,coupled_map_lattice,graph_diffusion,cellular_automata,synchronization,competitive_exclusion,0.9999,0.056,0.3333,1,0
coupled_map_lattice→graph_diffusion→gray_scott,coupled_map_lattice,graph_diffusion,gray_scott,synchronization,competitive_exclusion,0.9956,0.1727,0.4933,1,0
coupled_map_lattice→graph_diffusion→kuramoto,coupled_map_lattice,graph_diffusion,kuramoto,synchronization,competitive_exclusion,0.9974,0.1753,0.4898,1,0
coupled_map_lattice→graph_diffusion→lotka_volterra,coupled_map_lattice,graph_diffusion,lotka_volterra,synchronization,competitive_exclusion,0.9999,0.056,0.3333,1,0
coupled_map_lattice→graph_diffusion→nonlinear_oscillator,coupled_map_lattice,graph_diffusion,nonlinear_oscillator,synchronization,competitive_exclusion,0.9999,0.2293,0.441,1,0
coupled_map_lattice→graph_diffusion→population,coupled_map_lattice,graph_diffusion,population,synchronization,competitive_exclusion,0.999,0.1353,0.5686,1,0
coupled_map_lattice→graph_diffusion→replicator,coupled_map_lattice,graph_diffusion,replicator,synchronization,competitive_exclusion,0.9998,0.056,0.3333,1,0
coupled_map_lattice→replicator→branching,coupled_map_lattice,replicator,branching,synchronization,competitive_exclusion,0.9985,0.1373,0.5628,1,0
coupled_map_lattice→replicator→cellular_automata,coupled_map_lattice,replicator,cellular_automata,synchronization,competitive_exclusion,0.9999,0.056,0.3333,1,0
coupled_map_lattice→replicator→graph_diffusion,coupled_map_lattice,replicator,graph_diffusion,synchronization,competitive_exclusion,0.9996,0.056,0.3333,1,0
coupled_map_lattice→replicator→gray_scott,coupled_map_lattice,replicator,gray_scott,synchronization,competitive_exclusion,0.9958,0.1727,0.4933,1,0
coupled_map_lattice→replicator→kuramoto,coupled_map_lattice,replicator,kuramoto,synchronization,competitive_exclusion,0.9976,0.1753,0.4898,1,0
coupled_map_lattice→replicator→lotka_volterra,coupled_map_lattice,replicator,lotka_volterra,synchronization,competitive_exclusion,0.9999,0.056,0.3333,1,0
coupled_map_lattice→replicator→nonlinear_oscillator,coupled_map_lattice,replicator,nonlinear_oscillator,synchronization,competitive_exclusion,0.9999,0.2293,0.441,1,0
coupled_map_lattice→replicator→population,coupled_map_lattice,replicator,population,synchronization,competitive_exclusion,0.9991,0.1353,0.5686,1,0
graph_diffusion→cellular_automata→branching,graph_diffusion,cellular_automata,branching,synchronization,diffusion,0.9973,0.0813,0.3333,1,0
graph_diffusion→cellular_automata→coupled_map_lattice,graph_diffusion,cellular_automata,coupled_map_lattice,synchronization,diffusion,0.999,0.056,0.3333,1,0
graph_diffusion→cellular_automata→gray_scott,graph_diffusion,cellular_automata,gray_scott,synchronization,diffusion,0.9937,0.1167,0.3333,1,0
graph_diffusion→cellular_automata→kuramoto,graph_diffusion,cellular_automata,kuramoto,synchronization,diffusion,0.996,0.1193,0.3333,1,0
graph_diffusion→cellular_automata→lotka_volterra,graph_diffusion,cellular_automata,lotka_volterra,synchronization,diffusion,0.9998,0.0,0.0,1,0
graph_diffusion→cellular_automata→nonlinear_oscillator,graph_diffusion,cellular_automata,nonlinear_oscillator,synchronization,diffusion,0.9996,0.1733,0.3333,1,0
graph_diffusion→cellular_automata→population,graph_diffusion,cellular_automata,population,synchronization,diffusion,0.9982,0.0793,0.3333,1,0
graph_diffusion→cellular_automata→replicator,graph_diffusion,cellular_automata,replicator,synchronization,diffusion,1.0,0.0,0.0,1,0
graph_diffusion→coupled_map_lattice→branching,graph_diffusion,coupled_map_lattice,branching,synchronization,diffusion,0.9984,0.1373,0.5628,1,0
graph_diffusion→coupled_map_lattice→cellular_automata,graph_diffusion,coupled_map_lattice,cellular_automata,synchronization,diffusion,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→gray_scott,graph_diffusion,coupled_map_lattice,gray_scott,synchronization,diffusion,0.9956,0.1727,0.4933,1,0
graph_diffusion→coupled_map_lattice→kuramoto,graph_diffusion,coupled_map_lattice,kuramoto,synchronization,diffusion,0.9974,0.1753,0.4898,1,0
graph_diffusion→coupled_map_lattice→lotka_volterra,graph_diffusion,coupled_map_lattice,lotka_volterra,synchronization,diffusion,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→nonlinear_oscillator,graph_diffusion,coupled_map_lattice,nonlinear_oscillator,synchronization,diffusion,0.9999,0.2293,0.441,1,0
graph_diffusion→coupled_map_lattice→population,graph_diffusion,coupled_map_lattice,population,synchronization,diffusion,0.999,0.1353,0.5686,1,0
graph_diffusion→coupled_map_lattice→replicator,graph_diffusion,coupled_map_lattice,replicator,synchronization,diffusion,0.9998,0.056,0.3333,1,0
coupled_map_lattice→cellular_automata→branching,coupled_map_lattice,cellular_automata,branching,synchronization,diffusion,0.9987,0.1373,0.5628,1,0
coupled_map_lattice→cellular_automata→graph_diffusion,coupled_map_lattice,cellular_automata,graph_diffusion,synchronization,diffusion,0.9995,0.056,0.3333,1,0
coupled_map_lattice→cellular_automata→gray_scott,coupled_map_lattice,cellular_automata,gray_scott,synchronization,diffusion,0.9963,0.1727,0.4933,1,0
coupled_map_lattice→cellular_automata→kuramoto,coupled_map_lattice,cellular_automata,kuramoto,synchronization,diffusion,0.998,0.1753,0.4898,1,0
coupled_map_lattice→cellular_automata→lotka_volterra,coupled_map_lattice,cellular_automata,lotka_volterra,synchronization,diffusion,0.9998,0.056,0.3333,1,0
coupled_map_lattice→cellular_automata→nonlinear_oscillator,coupled_map_lattice,cellular_automata,nonlinear_oscillator,synchronization,diffusion,1.0,0.2293,0.441,1,0
coupled_map_lattice→cellular_automata→population,coupled_map_lattice,cellular_automata,population,synchronization,diffusion,0.9994,0.1353,0.5686,1,0
coupled_map_lattice→cellular_automata→replicator,coupled_map_lattice,cellular_automata,replicator,synchronization,diffusion,0.9996,0.056,0.3333,1,0
graph_diffusion→population→branching,graph_diffusion,population,branching,synchronization,hierarchical_nesting,0.9987,0.1607,0.6585,1,0
graph_diffusion→population→cellular_automata,graph_diffusion,population,cellular_automata,synchronization,hierarchical_nesting,0.9998,0.0793,0.3333,1,0
graph_diffusion→population→coupled_map_lattice,graph_diffusion,population,coupled_map_lattice,synchronization,hierarchical_nesting,0.9998,0.1353,0.5686,1,0
graph_diffusion→population→gray_scott,graph_diffusion,population,gray_scott,synchronization,hierarchical_nesting,0.9964,0.196,0.56,1,0
graph_diffusion→population→kuramoto,graph_diffusion,population,kuramoto,synchronization,hierarchical_nesting,0.998,0.1987,0.5549,1,0
graph_diffusion→population→lotka_volterra,graph_diffusion,population,lotka_volterra,synchronization,hierarchical_nesting,0.9998,0.0793,0.3333,1,0
graph_diffusion→population→nonlinear_oscillator,graph_diffusion,population,nonlinear_oscillator,synchronization,hierarchical_nesting,1.0,0.2527,0.4859,1,0
graph_diffusion→population→replicator,graph_diffusion,population,replicator,synchronization,hierarchical_nesting,0.9996,0.0793,0.3333,1,0
graph_diffusion→coupled_map_lattice→branching,graph_diffusion,coupled_map_lattice,branching,synchronization,hierarchical_nesting,0.9984,0.1373,0.5628,1,0
graph_diffusion→coupled_map_lattice→cellular_automata,graph_diffusion,coupled_map_lattice,cellular_automata,synchronization,hierarchical_nesting,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→gray_scott,graph_diffusion,coupled_map_lattice,gray_scott,synchronization,hierarchical_nesting,0.9956,0.1727,0.4933,1,0
graph_diffusion→coupled_map_lattice→kuramoto,graph_diffusion,coupled_map_lattice,kuramoto,synchronization,hierarchical_nesting,0.9974,0.1753,0.4898,1,0
graph_diffusion→coupled_map_lattice→lotka_volterra,graph_diffusion,coupled_map_lattice,lotka_volterra,synchronization,hierarchical_nesting,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→nonlinear_oscillator,graph_diffusion,coupled_map_lattice,nonlinear_oscillator,synchronization,hierarchical_nesting,0.9999,0.2293,0.441,1,0
graph_diffusion→coupled_map_lattice→population,graph_diffusion,coupled_map_lattice,population,synchronization,hierarchical_nesting,0.999,0.1353,0.5686,1,0
graph_diffusion→coupled_map_lattice→replicator,graph_diffusion,coupled_map_lattice,replicator,synchronization,hierarchical_nesting,0.9998,0.056,0.3333,1,0
coupled_map_lattice→population→branching,coupled_map_lattice,population,branching,synchronization,hierarchical_nesting,0.9995,0.2167,0.888,1,1
coupled_map_lattice→population→cellular_automata,coupled_map_lattice,population,cellular_automata,synchronization,hierarchical_nesting,0.9989,0.1353,0.5686,1,0
coupled_map_lattice→population→graph_diffusion,coupled_map_lattice,population,graph_diffusion,synchronization,hierarchical_nesting,0.9981,0.1353,0.5686,1,0
coupled_map_lattice→population→gray_scott,coupled_map_lattice,population,gray_scott,synchronization,hierarchical_nesting,0.9984,0.252,0.72,1,0
coupled_map_lattice→population→kuramoto,coupled_map_lattice,population,kuramoto,synchronization,hierarchical_nesting,0.9994,0.2547,0.7114,1,0
coupled_map_lattice→population→lotka_volterra,coupled_map_lattice,population,lotka_volterra,synchronization,hierarchical_nesting,0.9991,0.1353,0.5686,1,0
coupled_map_lattice→population→nonlinear_oscillator,coupled_map_lattice,population,nonlinear_oscillator,synchronization,hierarchical_nesting,0.9997,0.3087,0.5936,1,0
coupled_map_lattice→population→replicator,coupled_map_lattice,population,replicator,synchronization,hierarchical_nesting,0.9984,0.1353,0.5686,1,0
graph_diffusion→coupled_map_lattice→branching,graph_diffusion,coupled_map_lattice,branching,synchronization,constraint_propagation,0.9984,0.1373,0.5628,1,0
graph_diffusion→coupled_map_lattice→cellular_automata,graph_diffusion,coupled_map_lattice,cellular_automata,synchronization,constraint_propagation,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→gray_scott,graph_diffusion,coupled_map_lattice,gray_scott,synchronization,constraint_propagation,0.9956,0.1727,0.4933,1,0
graph_diffusion→coupled_map_lattice→kuramoto,graph_diffusion,coupled_map_lattice,kuramoto,synchronization,constraint_propagation,0.9974,0.1753,0.4898,1,0
graph_diffusion→coupled_map_lattice→lotka_volterra,graph_diffusion,coupled_map_lattice,lotka_volterra,synchronization,constraint_propagation,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→nonlinear_oscillator,graph_diffusion,coupled_map_lattice,nonlinear_oscillator,synchronization,constraint_propagation,0.9999,0.2293,0.441,1,0
graph_diffusion→coupled_map_lattice→population,graph_diffusion,coupled_map_lattice,population,synchronization,constraint_propagation,0.999,0.1353,0.5686,1,0
graph_diffusion→coupled_map_lattice→replicator,graph_diffusion,coupled_map_lattice,replicator,synchronization,constraint_propagation,0.9998,0.056,0.3333,1,0
graph_diffusion→cellular_automata→branching,graph_diffusion,cellular_automata,branching,synchronization,constraint_propagation,0.9973,0.0813,0.3333,1,0
graph_diffusion→cellular_automata→coupled_map_lattice,graph_diffusion,cellular_automata,coupled_map_lattice,synchronization,constraint_propagation,0.999,0.056,0.3333,1,0
graph_diffusion→cellular_automata→gray_scott,graph_diffusion,cellular_automata,gray_scott,synchronization,constraint_propagation,0.9937,0.1167,0.3333,1,0
graph_diffusion→cellular_automata→kuramoto,graph_diffusion,cellular_automata,kuramoto,synchronization,constraint_propagation,0.996,0.1193,0.3333,1,0
graph_diffusion→cellular_automata→lotka_volterra,graph_diffusion,cellular_automata,lotka_volterra,synchronization,constraint_propagation,0.9998,0.0,0.0,1,0
graph_diffusion→cellular_automata→nonlinear_oscillator,graph_diffusion,cellular_automata,nonlinear_oscillator,synchronization,constraint_propagation,0.9996,0.1733,0.3333,1,0
graph_diffusion→cellular_automata→population,graph_diffusion,cellular_automata,population,synchronization,constraint_propagation,0.9982,0.0793,0.3333,1,0
graph_diffusion→cellular_automata→replicator,graph_diffusion,cellular_automata,replicator,synchronization,constraint_propagation,1.0,0.0,0.0,1,0
coupled_map_lattice→cellular_automata→branching,coupled_map_lattice,cellular_automata,branching,synchronization,constraint_propagation,0.9987,0.1373,0.5628,1,0
coupled_map_lattice→cellular_automata→graph_diffusion,coupled_map_lattice,cellular_automata,graph_diffusion,synchronization,constraint_propagation,0.9995,0.056,0.3333,1,0
coupled_map_lattice→cellular_automata→gray_scott,coupled_map_lattice,cellular_automata,gray_scott,synchronization,constraint_propagation,0.9963,0.1727,0.4933,1,0
coupled_map_lattice→cellular_automata→kuramoto,coupled_map_lattice,cellular_automata,kuramoto,synchronization,constraint_propagation,0.998,0.1753,0.4898,1,0
coupled_map_lattice→cellular_automata→lotka_volterra,coupled_map_lattice,cellular_automata,lotka_volterra,synchronization,constraint_propagation,0.9998,0.056,0.3333,1,0
coupled_map_lattice→cellular_automata→nonlinear_oscillator,coupled_map_lattice,cellular_automata,nonlinear_oscillator,synchronization,constraint_propagation,1.0,0.2293,0.441,1,0
coupled_map_lattice→cellular_automata→population,coupled_map_lattice,cellular_automata,population,synchronization,constraint_propagation,0.9994,0.1353,0.5686,1,0
coupled_map_lattice→cellular_automata→replicator,coupled_map_lattice,cellular_automata,replicator,synchronization,constraint_propagation,0.9996,0.056,0.3333,1,0
graph_diffusion→gray_scott→branching,graph_diffusion,gray_scott,branching,synchronization,resonance_locking,0.9994,0.198,0.5657,1,0
graph_diffusion→gray_scott→cellular_automata,graph_diffusion,gray_scott,cellular_automata,synchronization,resonance_locking,0.9989,0.1167,0.3333,1,0
graph_diffusion→gray_scott→coupled_map_lattice,graph_diffusion,gray_scott,coupled_map_lattice,synchronization,resonance_locking,0.9999,0.1727,0.4933,1,0
graph_diffusion→gray_scott→kuramoto,graph_diffusion,gray_scott,kuramoto,synchronization,resonance_locking,0.9995,0.236,0.6592,1,0
graph_diffusion→gray_scott→lotka_volterra,graph_diffusion,gray_scott,lotka_volterra,synchronization,resonance_locking,0.999,0.1167,0.3333,1,0
graph_diffusion→gray_scott→nonlinear_oscillator,graph_diffusion,gray_scott,nonlinear_oscillator,synchronization,resonance_locking,0.9996,0.29,0.5577,1,0
graph_diffusion→gray_scott→population,graph_diffusion,gray_scott,population,synchronization,resonance_locking,1.0,0.196,0.56,1,0
graph_diffusion→gray_scott→replicator,graph_diffusion,gray_scott,replicator,synchronization,resonance_locking,0.9983,0.1167,0.3333,1,0
graph_diffusion→kuramoto→branching,graph_diffusion,kuramoto,branching,synchronization,resonance_locking,0.9993,0.2007,0.5605,1,0
graph_diffusion→kuramoto→cellular_automata,graph_diffusion,kuramoto,cellular_automata,synchronization,resonance_locking,0.9994,0.1193,0.3333,1,0
graph_diffusion→kuramoto→coupled_map_lattice,graph_diffusion,kuramoto,coupled_map_lattice,synchronization,resonance_locking,1.0,0.1753,0.4898,1,0
graph_diffusion→kuramoto→gray_scott,graph_diffusion,kuramoto,gray_scott,synchronization,resonance_locking,0.9978,0.236,0.6592,1,0
graph_diffusion→kuramoto→lotka_volterra,graph_diffusion,kuramoto,lotka_volterra,synchronization,resonance_locking,0.9995,0.1193,0.3333,1,0
graph_diffusion→kuramoto→nonlinear_oscillator,graph_diffusion,kuramoto,nonlinear_oscillator,synchronization,resonance_locking,0.9999,0.2927,0.5628,1,0
graph_diffusion→kuramoto→population,graph_diffusion,kuramoto,population,synchronization,resonance_locking,0.9998,0.1987,0.5549,1,0
graph_diffusion→kuramoto→replicator,graph_diffusion,kuramoto,replicator,synchronization,resonance_locking,0.999,0.1193,0.3333,1,0
coupled_map_lattice→gray_scott→branching,coupled_map_lattice,gray_scott,branching,synchronization,resonance_locking,0.9994,0.254,0.7257,1,0
coupled_map_lattice→gray_scott→cellular_automata,coupled_map_lattice,gray_scott,cellular_automata,synchronization,resonance_locking,0.9974,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→graph_diffusion,coupled_map_lattice,gray_scott,graph_diffusion,synchronization,resonance_locking,0.9961,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→kuramoto,coupled_map_lattice,gray_scott,kuramoto,synchronization,resonance_locking,1.0,0.292,0.8156,1,1
coupled_map_lattice→gray_scott→lotka_volterra,coupled_map_lattice,gray_scott,lotka_volterra,synchronization,resonance_locking,0.9977,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→nonlinear_oscillator,coupled_map_lattice,gray_scott,nonlinear_oscillator,synchronization,resonance_locking,0.9987,0.346,0.6654,1,0
coupled_map_lattice→gray_scott→population,coupled_map_lattice,gray_scott,population,synchronization,resonance_locking,0.9998,0.252,0.72,1,0
coupled_map_lattice→gray_scott→replicator,coupled_map_lattice,gray_scott,replicator,synchronization,resonance_locking,0.9965,0.1727,0.4933,1,0
coupled_map_lattice→kuramoto→branching,coupled_map_lattice,kuramoto,branching,synchronization,resonance_locking,0.9996,0.2567,0.7169,1,0
coupled_map_lattice→kuramoto→cellular_automata,coupled_map_lattice,kuramoto,cellular_automata,synchronization,resonance_locking,0.9982,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→graph_diffusion,coupled_map_lattice,kuramoto,graph_diffusion,synchronization,resonance_locking,0.9971,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→gray_scott,coupled_map_lattice,kuramoto,gray_scott,synchronization,resonance_locking,0.9992,0.292,0.8156,1,1
coupled_map_lattice→kuramoto→lotka_volterra,coupled_map_lattice,kuramoto,lotka_volterra,synchronization,resonance_locking,0.9985,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→nonlinear_oscillator,coupled_map_lattice,kuramoto,nonlinear_oscillator,synchronization,resonance_locking,0.9993,0.3487,0.6705,1,0
