universe_id,detector,depth
1777,constraint_B2_reachable,25
1777,constraint_B3_entropy,25
1777,constraint_B4_transition_freedom,17
1777,constraint_B5_possibility_elim,17
1778,constraint_B1_growth_rate,8
1778,constraint_B2_reachable,25
1778,constraint_B3_entropy,25
1778,constraint_B4_transition_freedom,17
1778,constraint_B5_possibility_elim,17
1779,constraint_B1_growth_rate,8
1779,constraint_B2_reachable,25
1779,constraint_B3_entropy,25
1779,constraint_B4_transition_freedom,17
1779,constraint_B5_possibility_elim,17
1780,constraint_B1_growth_rate,8
1780,constraint_B2_reachable,25
1780,constraint_B3_entropy,25
1780,constraint_B5_possibility_elim,17
1781,constraint_B1_growth_rate,8
1781,constraint_B2_reachable,25
1781,constraint_B3_entropy,25
1781,constraint_B4_transition_freedom,17
1781,constraint_B5_possibility_elim,17
1782,constraint_B1_growth_rate,8
1782,constraint_B2_reachable,25
1782,constraint_B3_entropy,25
1782,constraint_B4_transition_freedom,17
1782,constraint_B5_possibility_elim,17
1783,constraint_B1_growth_rate,8
1783,constraint_B2_reachable,25
1783,constraint_B3_entropy,25
1783,constraint_B4_transition_freedom,17
1783,constraint_B5_possibility_elim,17
1784,constraint_B1_growth_rate,8
1784,constraint_B2_reachable,25
1784,constraint_B3_entropy,25
1784,constraint_B4_transition_freedom,17
1784,constraint_B5_possibility_elim,17
1785,constraint_B1_growth_rate,8
1785,constraint_B2_reachable,25
1785,constraint_B3_entropy,25
1785,constraint_B4_transition_freedom,17
1785,constraint_B5_possibility_elim,17
1786,constraint_B1_growth_rate,8
1786,constraint_B2_reachable,25
1786,constraint_B3_entropy,25
1786,constraint_B4_transition_freedom,17
1786,constraint_B5_possibility_elim,17
1787,constraint_B1_growth_rate,8
1787,constraint_B2_reachable,25
1787,constraint_B3_entropy,25
1787,constraint_B4_transition_freedom,17
1787,constraint_B5_possibility_elim,17
1788,constraint_B1_growth_rate,8
1788,constraint_B2_reachable,25
1788,constraint_B3_entropy,25
1788,constraint_B4_transition_freedom,17
1788,constraint_B5_possibility_elim,17
1789,constraint_B1_growth_rate,8
1789,constraint_B2_reachable,25
1789,constraint_B3_entropy,25
1789,constraint_B5_possibility_elim,17
1789,constraint_B10_elimination_rate,17
1790,constraint_B1_growth_rate,8
1790,constraint_B2_reachable,25
1790,constraint_B3_entropy,25
1790,constraint_B4_transition_freedom,17
1790,constraint_B5_possibility_elim,17
1791,constraint_B1_growth_rate,8
1791,constraint_B2_reachable,25
1791,constraint_B3_entropy,25
1791,constraint_B4_transition_freedom,17
1791,constraint_B5_possibility_elim,17
1792,constraint_B1_growth_rate,8
1792,constraint_B2_reachable,25
1792,constraint_B3_entropy,25
1792,constraint_B4_transition_freedom,17
1792,constraint_B5_possibility_elim,17
1793,constraint_B1_growth_rate,8
1793,constraint_B2_reachable,25
1793,constraint_B3_entropy,25
1793,constraint_B4_transition_freedom,17
1793,constraint_B5_possibility_elim,17
1794,constraint_B1_growth_rate,8
1794,constraint_B2_reachable,25
1794,constraint_B3_entropy,25
1794,constraint_B5_possibility_elim,17
1794,constraint_B10_elimination_rate,17
1795,constraint_B1_growth_rate,8
1795,constraint_B2_reachable,25
1795,constraint_B3_entropy,25
1795,constraint_B4_transition_freedom,17
1795,constraint_B5_possibility_elim,17
1796,constraint_B1_growth_rate,8
1796,constraint_B2_reachable,25
1796,constraint_B3_entropy,25
1796,constraint_B4_transition_freedom,17
1796,constraint_B5_possibility_elim,17
1797,constraint_B1_growth_rate,8
1797,constraint_B2_reachable,25
1797,constraint_B3_entropy,25
1797,constraint_B4_transition_freedom,17
1797,constraint_B5_possibility_elim,17
1798,constraint_B1_growth_rate,8
1798,constraint_B2_reachable,25
1798,constraint_B3_entropy,25
1798,constraint_B4_transition_freedom,17
1798,constraint_B5_possibility_elim,17
1799,constraint_B1_growth_rate,8
1799,constraint_B2_reachable,25
1799,constraint_B3_entropy,25
1799,constraint_B5_possibility_elim,17
1799,constraint_B10_elimination_rate,17
1800,constraint_B1_growth_rate,8
1800,constraint_B2_reachable,25
1800,constraint_B3_entropy,25
1800,constraint_B5_possibility_elim,17
1800,constraint_B10_elimination_rate,17
1801,constraint_B1_growth_rate,8
1801,constraint_B2_reachable,25
1801,constraint_B3_entropy,25
1801,constraint_B4_transition_freedom,17
1801,constraint_B5_possibility_elim,17
1802,constraint_B1_growth_rate,8
1802,constraint_B2_reachable,25
1802,constraint_B3_entropy,25
1802,constraint_B4_transition_freedom,17
1802,constraint_B5_possibility_elim,17
1803,constraint_B1_growth_rate,8
1803,constraint_B2_reachable,25
1803,constraint_B3_entropy,25
1803,constraint_B4_transition_freedom,17
1803,constraint_B5_possibility_elim,17
1804,constraint_B1_growth_rate,8
1804,constraint_B2_reachable,25
1804,constraint_B3_entropy,25
1804,constraint_B4_transition_freedom,17
1804,constraint_B5_possibility_elim,17
1805,constraint_B1_growth_rate,8
1805,constraint_B2_reachable,25
1805,constraint_B3_entropy,25
1805,constraint_B5_possibility_elim,17
1805,constraint_B10_elimination_rate,17
1806,constraint_B1_growth_rate,8
1806,constraint_B2_reachable,25
1806,constraint_B3_entropy,25
1806,constraint_B4_transition_freedom,17
1806,constraint_B5_possibility_elim,17
1807,constraint_B1_growth_rate,8
1807,constraint_B2_reachable,25
1807,constraint_B3_entropy,25
1807,constraint_B4_transition_freedom,17
1807,constraint_B5_possibility_elim,17
1808,constraint_B1_growth_rate,8
1808,constraint_B2_reachable,25
1808,constraint_B3_entropy,25
1808,constraint_B4_transition_freedom,17
1808,constraint_B5_possibility_elim,17
1809,constraint_B1_growth_rate,8
1809,constraint_B2_reachable,25
1809,constraint_B3_entropy,25
1809,constraint_B4_transition_freedom,17
1809,constraint_B5_possibility_elim,17
1810,constraint_B1_growth_rate,8
1810,constraint_B2_reachable,25
1810,constraint_B3_entropy,25
1810,constraint_B4_transition_freedom,17
1810,constraint_B5_possibility_elim,17
1811,constraint_B1_growth_rate,8
1811,constraint_B2_reachable,25
1811,constraint_B3_entropy,25
1811,constraint_B4_transition_freedom,17
1811,constraint_B5_possibility_elim,17
1812,constraint_B1_growth_rate,8
1812,constraint_B2_reachable,25
1812,constraint_B3_entropy,25
1812,constraint_B4_transition_freedom,17
1812,constraint_B5_possibility_elim,17
1813,constraint_B1_growth_rate,8
1813,constraint_B2_reachable,25
1813,constraint_B3_entropy,25
1813,constraint_B4_transition_freedom,17
1813,constraint_B5_possibility_elim,17
1814,constraint_B1_growth_rate,8
1814,constraint_B2_reachable,25
1814,constraint_B3_entropy,25
1814,constraint_B4_transition_freedom,17
1814,constraint_B5_possibility_elim,17
1815,constraint_B1_growth_rate,8
1815,constraint_B2_reachable,25
1815,constraint_B3_entropy,25
1815,constraint_B4_transition_freedom,17
1815,constraint_B5_possibility_elim,17
1816,constraint_B1_growth_rate,8
1816,constraint_B2_reachable,25
1816,constraint_B3_entropy,25
1816,constraint_B4_transition_freedom,17
1816,constraint_B5_possibility_elim,17
1817,constraint_B1_growth_rate,8
1817,constraint_B2_reachable,25
1817,constraint_B3_entropy,25
1817,constraint_B4_transition_freedom,17
1817,constraint_B5_possibility_elim,17
1818,constraint_B1_growth_rate,12
1818,constraint_B2_reachable,25
1818,constraint_B3_entropy,25
1818,constraint_B5_possibility_elim,17
1818,constraint_B10_elimination_rate,17
1819,constraint_B1_growth_rate,8
1819,constraint_B2_reachable,25
1819,constraint_B3_entropy,25
1819,constraint_B4_transition_freedom,17
1819,constraint_B5_possibility_elim,17
1820,constraint_B1_growth_rate,8
1820,constraint_B2_reachable,25
1820,constraint_B3_entropy,25
1820,constraint_B4_transition_freedom,17
1820,constraint_B5_possibility_elim,17
1821,constraint_B1_growth_rate,8
1821,constraint_B2_reachable,25
1821,constraint_B3_entropy,25
1821,constraint_B4_transition_freedom,17
1821,constraint_B5_possibility_elim,17
1822,constraint_B1_growth_rate,8
1822,constraint_B2_reachable,25
1822,constraint_B3_entropy,25
1822,constraint_B5_possibility_elim,17
1822,constraint_B10_elimination_rate,17
1823,constraint_B1_growth_rate,8
1823,constraint_B2_reachable,25
1823,constraint_B3_entropy,25
1823,constraint_B4_transition_freedom,17
1823,constraint_B5_possibility_elim,17
1824,constraint_B1_growth_rate,8
1824,constraint_B2_reachable,25
1824,constraint_B3_entropy,25
1824,constraint_B4_transition_freedom,17
1824,constraint_B5_possibility_elim,17
1825,constraint_B1_growth_rate,8
1825,constraint_B2_reachable,25
1825,constraint_B3_entropy,25
1825,constraint_B4_transition_freedom,17
1825,constraint_B5_possibility_elim,17
1826,constraint_B1_growth_rate,8
1826,constraint_B2_reachable,25
1826,constraint_B3_entropy,25
1826,constraint_B4_transition_freedom,17
1826,constraint_B5_possibility_elim,17
1827,constraint_B1_growth_rate,8
1827,constraint_B2_reachable,25
1827,constraint_B3_entropy,25
1827,constraint_B4_transition_freedom,17
1827,constraint_B5_possibility_elim,17
1828,constraint_B1_growth_rate,8
1828,constraint_B2_reachable,25
1828,constraint_B3_entropy,25
1828,constraint_B4_transition_freedom,17
1828,constraint_B5_possibility_elim,17
1828,constraint_B10_elimination_rate,17
1829,constraint_B1_growth_rate,8
1829,constraint_B2_reachable,25
1829,constraint_B3_entropy,25
1829,constraint_B4_transition_freedom,17
1829,constraint_B5_possibility_elim,17
1830,constraint_B1_growth_rate,8
1830,constraint_B2_reachable,25
1830,constraint_B3_entropy,25
1830,constraint_B4_transition_freedom,17
1830,constraint_B5_possibility_elim,17
1831,constraint_B1_growth_rate,8
1831,constraint_B2_reachable,25
1831,constraint_B3_entropy,25
1831,constraint_B4_transition_freedom,17
1831,constraint_B5_possibility_elim,17
1832,constraint_B1_growth_rate,8
1832,constraint_B2_reachable,25
1832,constraint_B3_entropy,25
1832,constraint_B4_transition_freedom,17
1832,constraint_B5_possibility_elim,17
1833,constraint_B1_growth_rate,8
1833,constraint_B2_reachable,25
1833,constraint_B3_entropy,25
1833,constraint_B4_transition_freedom,17
1833,constraint_B5_possibility_elim,17
1834,constraint_B1_growth_rate,8
1834,constraint_B2_reachable,25
1834,constraint_B3_entropy,25
1834,constraint_B4_transition_freedom,17
1834,constraint_B5_possibility_elim,17
1835,constraint_B1_growth_rate,8
1835,constraint_B2_reachable,25
1835,constraint_B3_entropy,25
1835,constraint_B4_transition_freedom,17
1835,constraint_B5_possibility_elim,17
1836,constraint_B1_growth_rate,8
1836,constraint_B2_reachable,25
1836,constraint_B3_entropy,25
1836,constraint_B4_transition_freedom,17
1836,constraint_B5_possibility_elim,17
1837,constraint_B1_growth_rate,8
1837,constraint_B2_reachable,25
1837,constraint_B3_entropy,25
1837,constraint_B4_transition_freedom,17
1837,constraint_B5_possibility_elim,17
1838,constraint_B1_growth_rate,8
1838,constraint_B2_reachable,25
1838,constraint_B3_entropy,25
1838,constraint_B4_transition_freedom,17
1838,constraint_B5_possibility_elim,17
1839,constraint_B1_growth_rate,8
1839,constraint_B2_reachable,25
1839,constraint_B3_entropy,25
1839,constraint_B4_transition_freedom,17
1839,constraint_B5_possibility_elim,17
1840,constraint_B1_growth_rate,8
1840,constraint_B2_reachable,25
1840,constraint_B3_entropy,25
1840,constraint_B4_transition_freedom,17
1840,constraint_B5_possibility_elim,17
1841,constraint_B1_growth_rate,8
1841,constraint_B2_reachable,25
1841,constraint_B3_entropy,25
1841,constraint_B4_transition_freedom,17
1841,constraint_B5_possibility_elim,17
1842,constraint_B1_growth_rate,8
1842,constraint_B2_reachable,25
1842,constraint_B3_entropy,25
1842,constraint_B4_transition_freedom,17
1842,constraint_B5_possibility_elim,17
1843,constraint_B1_growth_rate,8
1843,constraint_B2_reachable,25
1843,constraint_B3_entropy,25
1843,constraint_B4_transition_freedom,17
1843,constraint_B5_possibility_elim,17
1844,constraint_B1_growth_rate,8
1844,constraint_B2_reachable,25
1844,constraint_B3_entropy,25
1844,constraint_B4_transition_freedom,17
1844,constraint_B5_possibility_elim,17
1845,constraint_B1_growth_rate,8
1845,constraint_B2_reachable,25
1845,constraint_B3_entropy,25
1845,constraint_B4_transition_freedom,17
1845,constraint_B5_possibility_elim,17
1846,constraint_B1_growth_rate,8
1846,constraint_B2_reachable,25
1846,constraint_B3_entropy,25
1846,constraint_B4_transition_freedom,17
1846,constraint_B5_possibility_elim,17
1847,constraint_B1_growth_rate,8
1847,constraint_B2_reachable,25
1847,constraint_B3_entropy,25
1847,constraint_B4_transition_freedom,17
1847,constraint_B5_possibility_elim,17
1848,constraint_B1_growth_rate,8
1848,constraint_B2_reachable,25
1848,constraint_B3_entropy,25
1848,constraint_B4_transition_freedom,17
1848,constraint_B5_possibility_elim,17
1849,constraint_B1_growth_rate,8
1849,constraint_B2_reachable,25
1849,constraint_B3_entropy,25
1849,constraint_B4_transition_freedom,17
1849,constraint_B5_possibility_elim,17
1850,constraint_B1_growth_rate,8
1850,constraint_B2_reachable,25
1850,constraint_B3_entropy,25
1850,constraint_B4_transition_freedom,17
1850,constraint_B5_possibility_elim,17
1851,constraint_B1_growth_rate,8
1851,constraint_B2_reachable,25
1851,constraint_B3_entropy,25
1851,constraint_B4_transition_freedom,17
1851,constraint_B5_possibility_elim,17
1852,constraint_B1_growth_rate,8
1852,constraint_B2_reachable,25
1852,constraint_B3_entropy,25
1852,constraint_B4_transition_freedom,17
1852,constraint_B5_possibility_elim,17
1853,constraint_B1_growth_rate,8
1853,constraint_B2_reachable,25
1853,constraint_B3_entropy,25
1853,constraint_B4_transition_freedom,17
1853,constraint_B5_possibility_elim,17
1854,constraint_B1_growth_rate,8
1854,constraint_B2_reachable,25
1854,constraint_B3_entropy,25
1854,constraint_B4_transition_freedom,17
1854,constraint_B5_possibility_elim,17
1855,constraint_B1_growth_rate,8
1855,constraint_B2_reachable,25
1855,constraint_B3_entropy,25
1855,constraint_B4_transition_freedom,17
1855,constraint_B5_possibility_elim,17
1856,constraint_B1_growth_rate,8
1856,constraint_B2_reachable,25
1856,constraint_B3_entropy,25
1856,constraint_B4_transition_freedom,17
1856,constraint_B5_possibility_elim,17
1857,constraint_B1_growth_rate,8
1857,constraint_B2_reachable,25
1857,constraint_B3_entropy,25
1857,constraint_B4_transition_freedom,17
1857,constraint_B5_possibility_elim,17
1858,constraint_B1_growth_rate,8
1858,constraint_B2_reachable,25
1858,constraint_B3_entropy,25
1858,constraint_B4_transition_freedom,17
1858,constraint_B5_possibility_elim,17
1859,constraint_B1_growth_rate,8
1859,constraint_B2_reachable,25
1859,constraint_B3_entropy,25
1859,constraint_B5_possibility_elim,17
1860,constraint_B1_growth_rate,8
1860,constraint_B2_reachable,25
1860,constraint_B3_entropy,25
1860,constraint_B4_transition_freedom,17
1860,constraint_B5_possibility_elim,17
1861,constraint_B1_growth_rate,8
1861,constraint_B2_reachable,25
1861,constraint_B3_entropy,25
1861,constraint_B4_transition_freedom,17
1861,constraint_B5_possibility_elim,17
1862,constraint_B1_growth_rate,8
1862,constraint_B2_reachable,25
1862,constraint_B3_entropy,25
1862,constraint_B4_transition_freedom,17
1862,constraint_B5_possibility_elim,17
1863,constraint_B1_growth_rate,8
1863,constraint_B2_reachable,25
1863,constraint_B3_entropy,25
1863,constraint_B4_transition_freedom,17
1863,constraint_B5_possibility_elim,17
1864,constraint_B1_growth_rate,8
1864,constraint_B2_reachable,25
1864,constraint_B3_entropy,25
1864,constraint_B4_transition_freedom,17
1864,constraint_B5_possibility_elim,17
1865,constraint_B1_growth_rate,8
1865,constraint_B2_reachable,25
1865,constraint_B3_entropy,25
1865,constraint_B4_transition_freedom,17
1865,constraint_B5_possibility_elim,17
1866,constraint_B1_growth_rate,8
1866,constraint_B2_reachable,25
1866,constraint_B3_entropy,25
1866,constraint_B4_transition_freedom,17
1866,constraint_B5_possibility_elim,17
1867,constraint_B1_growth_rate,8
1867,constraint_B2_reachable,25
1867,constraint_B3_entropy,25
1867,constraint_B4_transition_freedom,17
1867,constraint_B5_possibility_elim,17
1868,constraint_B1_growth_rate,8
1868,constraint_B2_reachable,25
1868,constraint_B3_entropy,25
1868,constraint_B4_transition_freedom,17
1868,constraint_B5_possibility_elim,17
1869,constraint_B1_growth_rate,8
1869,constraint_B2_reachable,25
1869,constraint_B3_entropy,25
1869,constraint_B4_transition_freedom,17
1869,constraint_B5_possibility_elim,17
1870,constraint_B1_growth_rate,8
1870,constraint_B2_reachable,25
1870,constraint_B3_entropy,25
1870,constraint_B4_transition_freedom,17
1870,constraint_B5_possibility_elim,17
1871,constraint_B1_growth_rate,8
1871,constraint_B2_reachable,25
1871,constraint_B3_entropy,25
1871,constraint_B4_transition_freedom,17
1871,constraint_B5_possibility_elim,17
1872,constraint_B1_growth_rate,8
1872,constraint_B2_reachable,25
1872,constraint_B3_entropy,25
1872,constraint_B4_transition_freedom,17
1872,constraint_B5_possibility_elim,17
1873,constraint_B1_growth_rate,8
1873,constraint_B2_reachable,25
1873,constraint_B3_entropy,25
1873,constraint_B4_transition_freedom,17
1873,constraint_B5_possibility_elim,17
1874,constraint_B1_growth_rate,8
1874,constraint_B2_reachable,25
1874,constraint_B3_entropy,25
1874,constraint_B4_transition_freedom,17
1874,constraint_B5_possibility_elim,17
1875,constraint_B1_growth_rate,8
1875,constraint_B2_reachable,25
1875,constraint_B3_entropy,25
1875,constraint_B4_transition_freedom,17
1875,constraint_B5_possibility_elim,17
1876,constraint_B1_growth_rate,8
1876,constraint_B2_reachable,25
1876,constraint_B3_entropy,25
1876,constraint_B4_transition_freedom,17
1876,constraint_B5_possibility_elim,17
1877,constraint_B1_growth_rate,8
1877,constraint_B2_reachable,25
1877,constraint_B3_entropy,25
1877,constraint_B4_transition_freedom,17
1877,constraint_B5_possibility_elim,17
1878,constraint_B1_growth_rate,8
1878,constraint_B2_reachable,25
1878,constraint_B3_entropy,25
1878,constraint_B4_transition_freedom,17
1878,constraint_B5_possibility_elim,17
1879,constraint_B1_growth_rate,8
1879,constraint_B2_reachable,25
1879,constraint_B3_entropy,25
1879,constraint_B4_transition_freedom,17
1879,constraint_B5_possibility_elim,17
1880,constraint_B1_growth_rate,8
1880,constraint_B2_reachable,25
1880,constraint_B3_entropy,25
1880,constraint_B4_transition_freedom,17
1880,constraint_B5_possibility_elim,17
1881,constraint_B1_growth_rate,8
1881,constraint_B2_reachable,25
1881,constraint_B3_entropy,25
1881,constraint_B4_transition_freedom,17
1881,constraint_B5_possibility_elim,17
1882,constraint_B1_growth_rate,8
1882,constraint_B2_reachable,25
1882,constraint_B3_entropy,25
1882,constraint_B4_transition_freedom,17
1882,constraint_B5_possibility_elim,17
1883,constraint_B1_growth_rate,8
1883,constraint_B2_reachable,25
1883,constraint_B3_entropy,25
1883,constraint_B4_transition_freedom,17
1883,constraint_B5_possibility_elim,17
1884,constraint_B1_growth_rate,8
1884,constraint_B2_reachable,25
1884,constraint_B3_entropy,25
1884,constraint_B4_transition_freedom,17
1884,constraint_B5_possibility_elim,17
1885,constraint_B1_growth_rate,8
1885,constraint_B2_reachable,25
1885,constraint_B3_entropy,25
1885,constraint_B4_transition_freedom,17
1885,constraint_B5_possibility_elim,17
1886,constraint_B1_growth_rate,8
1886,constraint_B2_reachable,25
1886,constraint_B3_entropy,25
1886,constraint_B4_transition_freedom,17
1886,constraint_B5_possibility_elim,17
1887,constraint_B1_growth_rate,8
1887,constraint_B2_reachable,25
1887,constraint_B3_entropy,25
1887,constraint_B4_transition_freedom,17
1887,constraint_B5_possibility_elim,17
1888,constraint_B1_growth_rate,8
1888,constraint_B2_reachable,25
1888,constraint_B3_entropy,25
1888,constraint_B4_transition_freedom,17
1888,constraint_B5_possibility_elim,17
1888,constraint_B10_elimination_rate,17
1889,constraint_B1_growth_rate,8
1889,constraint_B2_reachable,25
1889,constraint_B3_entropy,25
1889,constraint_B4_transition_freedom,17
1889,constraint_B5_possibility_elim,17
1890,constraint_B1_growth_rate,8
1890,constraint_B2_reachable,25
1890,constraint_B3_entropy,25
1890,constraint_B4_transition_freedom,17
1890,constraint_B5_possibility_elim,17
1891,constraint_B1_growth_rate,8
1891,constraint_B2_reachable,25
1891,constraint_B3_entropy,25
1891,constraint_B4_transition_freedom,17
1891,constraint_B5_possibility_elim,17
1892,constraint_B1_growth_rate,8
1892,constraint_B2_reachable,25
1892,constraint_B3_entropy,25
1892,constraint_B4_transition_freedom,17
1892,constraint_B5_possibility_elim,17
1892,constraint_B10_elimination_rate,17
1893,constraint_B1_growth_rate,8
1893,constraint_B2_reachable,25
1893,constraint_B3_entropy,25
1893,constraint_B4_transition_freedom,17
1893,constraint_B5_possibility_elim,17
1894,constraint_B1_growth_rate,8
1894,constraint_B2_reachable,25
1894,constraint_B3_entropy,25
1894,constraint_B4_transition_freedom,17
1894,constraint_B5_possibility_elim,17
1895,constraint_B1_growth_rate,8
1895,constraint_B2_reachable,25
1895,constraint_B3_entropy,25
1895,constraint_B4_transition_freedom,17
1895,constraint_B5_possibility_elim,17
1896,constraint_B1_growth_rate,8
1896,constraint_B2_reachable,25
1896,constraint_B3_entropy,25
1896,constraint_B4_transition_freedom,17
1896,constraint_B5_possibility_elim,17
1897,constraint_B1_growth_rate,8
1897,constraint_B2_reachable,25
1897,constraint_B3_entropy,25
1897,constraint_B4_transition_freedom,17
1897,constraint_B5_possibility_elim,17
1898,constraint_B1_growth_rate,8
1898,constraint_B2_reachable,25
1898,constraint_B3_entropy,25
1898,constraint_B4_transition_freedom,17
1898,constraint_B5_possibility_elim,17
1899,constraint_B1_growth_rate,8
1899,constraint_B2_reachable,25
1899,constraint_B3_entropy,25
1899,constraint_B4_transition_freedom,17
1899,constraint_B5_possibility_elim,17
1900,constraint_B1_growth_rate,8
1900,constraint_B2_reachable,25
1900,constraint_B3_entropy,25
1900,constraint_B4_transition_freedom,17
1900,constraint_B5_possibility_elim,17
1901,constraint_B1_growth_rate,8
1901,constraint_B2_reachable,25
1901,constraint_B3_entropy,25
1901,constraint_B4_transition_freedom,17
1901,constraint_B5_possibility_elim,17
1902,constraint_B1_growth_rate,8
1902,constraint_B2_reachable,25
1902,constraint_B3_entropy,25
1902,constraint_B4_transition_freedom,17
1902,constraint_B5_possibility_elim,17
1903,constraint_B1_growth_rate,8
1903,constraint_B2_reachable,25
1903,constraint_B3_entropy,25
1903,constraint_B4_transition_freedom,17
1903,constraint_B5_possibility_elim,17
1904,constraint_B1_growth_rate,8
1904,constraint_B2_reachable,25
1904,constraint_B3_entropy,25
1904,constraint_B4_transition_freedom,17
1904,constraint_B5_possibility_elim,17
1905,constraint_B1_growth_rate,8
1905,constraint_B2_reachable,25
1905,constraint_B3_entropy,25
1905,constraint_B4_transition_freedom,17
1905,constraint_B5_possibility_elim,17
1906,constraint_B1_growth_rate,8
1906,constraint_B2_reachable,25
1906,constraint_B3_entropy,25
1906,constraint_B4_transition_freedom,17
1906,constraint_B5_possibility_elim,17
1907,constraint_B1_growth_rate,8
1907,constraint_B2_reachable,25
1907,constraint_B3_entropy,25
1907,constraint_B4_transition_freedom,17
1907,constraint_B5_possibility_elim,17
1908,constraint_B1_growth_rate,8
1908,constraint_B2_reachable,25
1908,constraint_B3_entropy,25
1908,constraint_B4_transition_freedom,17
1908,constraint_B5_possibility_elim,17
1909,constraint_B1_growth_rate,8
1909,constraint_B2_reachable,25
1909,constraint_B3_entropy,25
1909,constraint_B4_transition_freedom,17
1909,constraint_B5_possibility_elim,17
1910,constraint_B1_growth_rate,8
1910,constraint_B2_reachable,25
1910,constraint_B3_entropy,25
1910,constraint_B4_transition_freedom,17
1910,constraint_B5_possibility_elim,17
1911,constraint_B1_growth_rate,8
1911,constraint_B2_reachable,25
1911,constraint_B3_entropy,25
1911,constraint_B4_transition_freedom,17
1911,constraint_B5_possibility_elim,17
1912,constraint_B1_growth_rate,8
1912,constraint_B2_reachable,25
1912,constraint_B3_entropy,25
1912,constraint_B5_possibility_elim,17
1912,constraint_B10_elimination_rate,17
1913,constraint_B1_growth_rate,8
1913,constraint_B2_reachable,25
1913,constraint_B3_entropy,25
1913,constraint_B4_transition_freedom,17
1913,constraint_B5_possibility_elim,17
1914,constraint_B1_growth_rate,8
1914,constraint_B2_reachable,25
1914,constraint_B3_entropy,25
1914,constraint_B4_transition_freedom,17
1914,constraint_B5_possibility_elim,17
1915,constraint_B1_growth_rate,8
1915,constraint_B2_reachable,25
1915,constraint_B3_entropy,25
1915,constraint_B4_transition_freedom,17
1915,constraint_B5_possibility_elim,17
1916,constraint_B1_growth_rate,8
1916,constraint_B2_reachable,25
1916,constraint_B3_entropy,25
1916,constraint_B4_transition_freedom,17
1916,constraint_B5_possibility_elim,17
1917,constraint_B1_growth_rate,8
1917,constraint_B2_reachable,25
1917,constraint_B3_entropy,25
1917,constraint_B5_possibility_elim,17
1918,constraint_B1_growth_rate,8
1918,constraint_B2_reachable,25
1918,constraint_B3_entropy,25
1918,constraint_B4_transition_freedom,17
1918,constraint_B5_possibility_elim,17
1919,constraint_B1_growth_rate,8
1919,constraint_B2_reachable,25
1919,constraint_B3_entropy,25
1919,constraint_B4_transition_freedom,17
1919,constraint_B5_possibility_elim,17
1920,constraint_B1_growth_rate,8
1920,constraint_B2_reachable,25
1920,constraint_B3_entropy,25
1920,constraint_B4_transition_freedom,17
1920,constraint_B5_possibility_elim,17
1921,constraint_B1_growth_rate,8
1921,constraint_B2_reachable,25
1921,constraint_B3_entropy,25
1921,constraint_B4_transition_freedom,17
1921,constraint_B5_possibility_elim,17
1922,constraint_B1_growth_rate,8
1922,constraint_B2_reachable,25
1922,constraint_B3_entropy,25
1922,constraint_B4_transition_freedom,17
1922,constraint_B5_possibility_elim,17
1923,constraint_B1_growth_rate,8
1923,constraint_B2_reachable,25
1923,constraint_B3_entropy,25
1923,constraint_B4_transition_freedom,17
1923,constraint_B5_possibility_elim,17
1924,constraint_B1_growth_rate,8
1924,constraint_B2_reachable,25
1924,constraint_B3_entropy,25
1924,constraint_B5_possibility_elim,17
1924,constraint_B10_elimination_rate,17
1925,constraint_B1_growth_rate,8
1925,constraint_B2_reachable,25
1925,constraint_B3_entropy,25
1925,constraint_B4_transition_freedom,17
1925,constraint_B5_possibility_elim,17
1926,constraint_B1_growth_rate,8
1926,constraint_B2_reachable,25
1926,constraint_B3_entropy,25
1926,constraint_B4_transition_freedom,17
1926,constraint_B5_possibility_elim,17
1927,constraint_B1_growth_rate,8
1927,constraint_B2_reachable,25
1927,constraint_B3_entropy,25
1927,constraint_B4_transition_freedom,17
1927,constraint_B5_possibility_elim,17
1927,constraint_B10_elimination_rate,17
1928,constraint_B1_growth_rate,8
1928,constraint_B2_reachable,25
1928,constraint_B3_entropy,25
1928,constraint_B4_transition_freedom,17
1928,constraint_B5_possibility_elim,17
1929,constraint_B1_growth_rate,8
1929,constraint_B2_reachable,25
1929,constraint_B3_entropy,25
1929,constraint_B4_transition_freedom,17
1929,constraint_B5_possibility_elim,17
1930,constraint_B1_growth_rate,8
1930,constraint_B2_reachable,25
1930,constraint_B3_entropy,25
1930,constraint_B4_transition_freedom,17
1930,constraint_B5_possibility_elim,17
1930,constraint_B10_elimination_rate,17
1931,constraint_B1_growth_rate,8
1931,constraint_B2_reachable,25
1931,constraint_B3_entropy,25
1931,constraint_B4_transition_freedom,17
1931,constraint_B5_possibility_elim,17
1932,constraint_B1_growth_rate,8
1932,constraint_B2_reachable,25
1932,constraint_B3_entropy,25
1932,constraint_B4_transition_freedom,17
1932,constraint_B5_possibility_elim,17
1933,constraint_B1_growth_rate,8
1933,constraint_B2_reachable,25
1933,constraint_B3_entropy,25
1933,constraint_B4_transition_freedom,17
1933,constraint_B5_possibility_elim,17
1934,constraint_B1_growth_rate,8
1934,constraint_B2_reachable,25
1934,constraint_B3_entropy,25
1934,constraint_B5_possibility_elim,17
1935,constraint_B1_growth_rate,8
1935,constraint_B2_reachable,25
1935,constraint_B3_entropy,25
1935,constraint_B4_transition_freedom,17
