depth,sector,condition,rg_similarity,interaction_coherence,collision_reproducibility,identity_retention_post_collision,recursive_exchange_stability,bounded_interaction_drift,interaction_gain,classification
24576,P-A,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-A,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-A,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-A,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-A,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-A,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-A,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-A,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-A,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8388608,P-A,ExchangeConservationTracking,0.9446,0.9301,0.9003,0.9031,0.92,0.884,0.8932,INTERACTION-STABLE
16777216,P-A,ExchangeConservationTracking,0.8459,0.8352,0.8131,0.8224,0.8166,0.7895,0.8101,INTERACTION-BOUNDED
1,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-A,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8388608,P-A,ConstructiveDestructiveCollision,0.9197,0.9337,0.9144,0.8926,0.8824,0.8848,0.9152,INTERACTION-STABLE
16777216,P-A,ConstructiveDestructiveCollision,0.8488,0.8229,0.8098,0.7998,0.8059,0.8034,0.8418,INTERACTION-BOUNDED
1,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-A,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8388608,P-A,RecursiveInteractionReproducibility,0.9388,0.9172,0.9098,0.9039,0.8714,0.91,0.897,INTERACTION-STABLE
16777216,P-A,RecursiveInteractionReproducibility,0.8495,0.8325,0.8327,0.7982,0.7936,0.8282,0.8057,INTERACTION-BOUNDED
1,P-A,NullInteractionControl,0.7648,0.75,0.7164,0.7111,0.6987,0.7224,0.7204,INTERACTION-PARTIAL
2,P-A,NullInteractionControl,0.7738,0.7416,0.7514,0.7363,0.7213,0.7063,0.7451,INTERACTION-PARTIAL
4,P-A,NullInteractionControl,0.7552,0.7523,0.7207,0.733,0.71,0.7187,0.7441,INTERACTION-PARTIAL
6,P-A,NullInteractionControl,0.7772,0.7408,0.7256,0.7373,0.7086,0.7129,0.7122,INTERACTION-PARTIAL
8,P-A,NullInteractionControl,0.7844,0.7346,0.7441,0.7238,0.7354,0.7189,0.7165,INTERACTION-PARTIAL
12,P-A,NullInteractionControl,0.7882,0.7599,0.7444,0.7179,0.726,0.7182,0.7153,INTERACTION-PARTIAL
16,P-A,NullInteractionControl,0.759,0.7293,0.7418,0.7403,0.6965,0.7142,0.7187,INTERACTION-PARTIAL
20,P-A,NullInteractionControl,0.7768,0.7644,0.7512,0.7126,0.7268,0.7076,0.7245,INTERACTION-PARTIAL
24,P-A,NullInteractionControl,0.7874,0.7494,0.7301,0.727,0.7183,0.7133,0.7338,INTERACTION-PARTIAL
32,P-A,NullInteractionControl,0.7774,0.7375,0.7381,0.7254,0.7294,0.7172,0.7202,INTERACTION-PARTIAL
40,P-A,NullInteractionControl,0.7594,0.7595,0.7499,0.7269,0.7264,0.7027,0.7294,INTERACTION-PARTIAL
48,P-A,NullInteractionControl,0.7893,0.7335,0.722,0.7282,0.7176,0.7254,0.7385,INTERACTION-PARTIAL
64,P-A,NullInteractionControl,0.783,0.7336,0.7265,0.7337,0.7155,0.7044,0.72,INTERACTION-PARTIAL
80,P-A,NullInteractionControl,0.7548,0.7628,0.748,0.7407,0.7193,0.7177,0.7265,INTERACTION-PARTIAL
96,P-A,NullInteractionControl,0.7638,0.7462,0.7418,0.7194,0.7248,0.6968,0.7126,INTERACTION-PARTIAL
128,P-A,NullInteractionControl,0.7579,0.7299,0.7378,0.7357,0.7049,0.7081,0.7227,INTERACTION-PARTIAL
160,P-A,NullInteractionControl,0.7561,0.7278,0.7305,0.7233,0.7344,0.688,0.7328,INTERACTION-PARTIAL
192,P-A,NullInteractionControl,0.7792,0.7313,0.7479,0.7111,0.6993,0.6907,0.7155,INTERACTION-PARTIAL
256,P-A,NullInteractionControl,0.7503,0.7498,0.7413,0.7328,0.7143,0.6971,0.7202,INTERACTION-PARTIAL
320,P-A,NullInteractionControl,0.7555,0.7396,0.7334,0.7072,0.7342,0.7009,0.7388,INTERACTION-PARTIAL
512,P-A,NullInteractionControl,0.7627,0.745,0.7488,0.7162,0.6999,0.7078,0.7294,INTERACTION-PARTIAL
768,P-A,NullInteractionControl,0.7537,0.7284,0.7514,0.7396,0.7216,0.717,0.7077,INTERACTION-PARTIAL
1024,P-A,NullInteractionControl,0.7599,0.7409,0.7509,0.7325,0.7241,0.6985,0.7077,INTERACTION-PARTIAL
1536,P-A,NullInteractionControl,0.7836,0.7397,0.7467,0.7184,0.6983,0.7086,0.7092,INTERACTION-PARTIAL
2048,P-A,NullInteractionControl,0.7546,0.7543,0.7528,0.7428,0.7013,0.6875,0.7182,INTERACTION-PARTIAL
3072,P-A,NullInteractionControl,0.774,0.7564,0.7198,0.7455,0.7216,0.7162,0.7319,INTERACTION-PARTIAL
4096,P-A,NullInteractionControl,0.7663,0.7263,0.7474,0.718,0.7106,0.6856,0.708,INTERACTION-PARTIAL
6144,P-A,NullInteractionControl,0.7818,0.7511,0.734,0.7209,0.6967,0.7242,0.7364,INTERACTION-PARTIAL
8192,P-A,NullInteractionControl,0.7715,0.7588,0.7298,0.7089,0.7215,0.7115,0.7158,INTERACTION-PARTIAL
12288,P-A,NullInteractionControl,0.7603,0.7282,0.7234,0.7159,0.7316,0.7201,0.7244,INTERACTION-PARTIAL
16384,P-A,NullInteractionControl,0.7669,0.7633,0.7387,0.73,0.7345,0.6909,0.7368,INTERACTION-PARTIAL
24576,P-A,NullInteractionControl,0.7726,0.7318,0.7206,0.7348,0.7146,0.7119,0.7256,INTERACTION-PARTIAL
32768,P-A,NullInteractionControl,0.7838,0.7406,0.7498,0.7427,0.7187,0.7144,0.7059,INTERACTION-PARTIAL
65536,P-A,NullInteractionControl,0.765,0.7522,0.7338,0.73,0.7082,0.7163,0.737,INTERACTION-PARTIAL
131072,P-A,NullInteractionControl,0.7715,0.7365,0.7481,0.7366,0.7158,0.7164,0.7281,INTERACTION-PARTIAL
262144,P-A,NullInteractionControl,0.7742,0.7429,0.7322,0.7065,0.7186,0.7005,0.7175,INTERACTION-PARTIAL
524288,P-A,NullInteractionControl,0.744,0.7445,0.719,0.7234,0.7292,0.6939,0.7032,INTERACTION-PARTIAL
1048576,P-A,NullInteractionControl,0.7532,0.7467,0.7135,0.7214,0.6857,0.6965,0.7286,INTERACTION-PARTIAL
2097152,P-A,NullInteractionControl,0.7317,0.7269,0.7064,0.6979,0.6929,0.6987,0.7195,INTERACTION-PARTIAL
4194304,P-A,NullInteractionControl,0.7052,0.7109,0.7081,0.6646,0.6769,0.6632,0.6804,INTERACTION-PARTIAL
8388608,P-A,NullInteractionControl,0.6635,0.6659,0.6622,0.6333,0.6377,0.6197,0.6262,INTERACTION-DEGRADING
16777216,P-A,NullInteractionControl,0.6053,0.596,0.5743,0.5869,0.5522,0.5737,0.5652,INTERACTION-DEGRADING
1,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-N,PacketCollisionDynamics,0.96,0.9505,0.936,0.9248,0.9119,0.8934,0.9229,INTERACTION-STABLE
8388608,P-N,PacketCollisionDynamics,0.905,0.8928,0.8722,0.8737,0.8498,0.858,0.8548,INTERACTION-BOUNDED
16777216,P-N,PacketCollisionDynamics,0.8155,0.8174,0.8008,0.7932,0.7693,0.7623,0.7866,INTERACTION-BOUNDED
1,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-N,RecursiveInteractionPersistence,0.96,0.9206,0.94,0.9122,0.92,0.9031,0.9201,INTERACTION-STABLE
8388608,P-N,RecursiveInteractionPersistence,0.9156,0.8941,0.8988,0.8607,0.8704,0.8486,0.8536,INTERACTION-BOUNDED
16777216,P-N,RecursiveInteractionPersistence,0.8389,0.8043,0.8136,0.7594,0.7862,0.7469,0.7833,INTERACTION-BOUNDED
1,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
