depth,sector,condition,emergence_survival_fraction,operator_necessity_index,collapse_depth,hierarchy_preservation_rate,recursive_coherence_loss,phase_dependency_score,minimal_operator_sufficiency,efficacy,emergence_value,classification
8192,P-N,AsymmetricWeighting,0.6296,0.28,0.0,1.0,0.3704,0.1763,0.5184,0.72,0.6023,ABLATION-DEGRADING
12288,P-N,AsymmetricWeighting,0.6296,0.28,0.0,1.0,0.3704,0.1763,0.5184,0.72,0.6023,ABLATION-DEGRADING
16384,P-N,AsymmetricWeighting,0.6296,0.28,0.0,1.0,0.3704,0.1763,0.5184,0.72,0.6023,ABLATION-DEGRADING
24576,P-N,AsymmetricWeighting,0.6296,0.28,0.0,1.0,0.3704,0.1763,0.5184,0.72,0.6022,ABLATION-DEGRADING
32768,P-N,AsymmetricWeighting,0.6296,0.28,0.0,1.0,0.3704,0.1763,0.5184,0.72,0.6022,ABLATION-DEGRADING
65536,P-N,AsymmetricWeighting,0.6296,0.28,0.0,1.0,0.3704,0.1763,0.5184,0.72,0.6021,ABLATION-DEGRADING
131072,P-N,AsymmetricWeighting,0.6296,0.28,0.0,1.0,0.3704,0.1763,0.5184,0.72,0.6018,ABLATION-DEGRADING
262144,P-N,AsymmetricWeighting,0.6297,0.28,0.0,1.0,0.3703,0.1763,0.5184,0.72,0.6012,ABLATION-DEGRADING
524288,P-N,AsymmetricWeighting,0.6297,0.28,0.0,1.0,0.3703,0.1763,0.5184,0.72,0.6,ABLATION-DEGRADING
1048576,P-N,AsymmetricWeighting,0.6298,0.28,0.0,1.0,0.3702,0.1763,0.5184,0.72,0.5976,ABLATION-DEGRADING
2097152,P-N,AsymmetricWeighting,0.6299,0.28,0.0,1.0,0.3701,0.1764,0.5184,0.72,0.593,ABLATION-DEGRADING
4194304,P-N,AsymmetricWeighting,0.6303,0.28,0.0,1.0,0.3697,0.1765,0.5184,0.72,0.5839,ABLATION-DEGRADING
8388608,P-N,AsymmetricWeighting,0.6309,0.28,0.0,1.0,0.3691,0.1767,0.5184,0.72,0.5665,ABLATION-DEGRADING
16777216,P-N,AsymmetricWeighting,0.6323,0.28,0.0,1.0,0.3677,0.177,0.5184,0.72,0.5348,ABLATION-DEGRADING
33554432,P-N,AsymmetricWeighting,0.6349,0.28,0.0,1.0,0.3651,0.1778,0.5184,0.72,0.4813,ABLATION-DEGRADING
1,P-N,RecursiveIntermittency,0.6645,0.2513,0.0,1.0,0.3355,0.167,0.5606,0.7487,0.6358,ABLATION-BOUNDED
2,P-N,RecursiveIntermittency,0.8687,0.0929,0.0,1.0,0.1313,0.0807,0.8228,0.9071,0.831,ABLATION-STABLE
4,P-N,RecursiveIntermittency,0.186,0.7284,4.0,1.0,0.814,0.1355,0.0738,0.2716,0.178,ABLATION-FAILED
6,P-N,RecursiveIntermittency,0.0945,0.8742,6.0,1.0,0.9055,0.0826,0.0158,0.1258,0.0904,ABLATION-FAILED
8,P-N,RecursiveIntermittency,0.1462,0.7855,8.0,1.0,0.8538,0.1148,0.046,0.2145,0.1398,ABLATION-FAILED
12,P-N,RecursiveIntermittency,0.3067,0.583,12.0,1.0,0.6933,0.1788,0.1739,0.417,0.2934,ABLATION-FAILED
16,P-N,RecursiveIntermittency,0.3676,0.5189,16.0,1.0,0.6324,0.1908,0.2315,0.4811,0.3517,ABLATION-FAILED
20,P-N,RecursiveIntermittency,0.3555,0.5313,20.0,1.0,0.6445,0.1889,0.2197,0.4687,0.3401,ABLATION-FAILED
24,P-N,RecursiveIntermittency,0.3281,0.56,24.0,1.0,0.6719,0.1837,0.1936,0.44,0.3138,ABLATION-FAILED
32,P-N,RecursiveIntermittency,0.312,0.5773,32.0,1.0,0.688,0.1801,0.1787,0.4227,0.2985,ABLATION-FAILED
40,P-N,RecursiveIntermittency,0.3595,0.5272,40.0,1.0,0.6405,0.1895,0.2235,0.4728,0.3439,ABLATION-FAILED
48,P-N,RecursiveIntermittency,0.4473,0.441,48.0,1.0,0.5527,0.1972,0.3125,0.559,0.4279,ABLATION-FAILED
64,P-N,RecursiveIntermittency,0.6464,0.2661,0.0,1.0,0.3536,0.172,0.5386,0.7339,0.6184,ABLATION-DEGRADING
80,P-N,RecursiveIntermittency,0.7791,0.1605,0.0,1.0,0.2209,0.1251,0.7047,0.8395,0.7454,ABLATION-BOUNDED
96,P-N,RecursiveIntermittency,0.8151,0.133,0.0,1.0,0.1849,0.1084,0.7516,0.867,0.7798,ABLATION-STABLE
128,P-N,RecursiveIntermittency,0.6918,0.2292,0.0,1.0,0.3082,0.1585,0.5942,0.7708,0.6619,ABLATION-BOUNDED
160,P-N,RecursiveIntermittency,0.4909,0.4005,160.0,1.0,0.5091,0.1966,0.3594,0.5995,0.4697,ABLATION-DEGRADING
192,P-N,RecursiveIntermittency,0.3248,0.5635,192.0,1.0,0.6752,0.183,0.1906,0.4365,0.3108,ABLATION-FAILED
256,P-N,RecursiveIntermittency,0.1578,0.7681,256.0,1.0,0.8422,0.1212,0.0538,0.2319,0.151,ABLATION-FAILED
320,P-N,RecursiveIntermittency,0.1241,0.8205,320.0,1.0,0.8759,0.1018,0.0322,0.1795,0.1187,ABLATION-FAILED
512,P-N,RecursiveIntermittency,0.2849,0.6073,512.0,1.0,0.7151,0.173,0.1542,0.3927,0.2725,ABLATION-FAILED
768,P-N,RecursiveIntermittency,0.546,0.3513,0.0,1.0,0.454,0.1918,0.4208,0.6487,0.5223,ABLATION-DEGRADING
1024,P-N,RecursiveIntermittency,0.5872,0.3157,0.0,1.0,0.4128,0.1854,0.4683,0.6843,0.5618,ABLATION-DEGRADING
1536,P-N,RecursiveIntermittency,0.4013,0.4853,1536.0,1.0,0.5987,0.1947,0.265,0.5147,0.3839,ABLATION-FAILED
2048,P-N,RecursiveIntermittency,0.265,0.6299,2048.0,1.0,0.735,0.1669,0.137,0.3701,0.2536,ABLATION-FAILED
3072,P-N,RecursiveIntermittency,0.2391,0.6607,3072.0,1.0,0.7609,0.1579,0.1152,0.3393,0.2287,ABLATION-FAILED
4096,P-N,RecursiveIntermittency,0.3326,0.5552,4096.0,1.0,0.6674,0.1847,0.1979,0.4448,0.3182,ABLATION-FAILED
6144,P-N,RecursiveIntermittency,0.4794,0.411,6144.0,1.0,0.5206,0.1971,0.3469,0.589,0.4586,ABLATION-DEGRADING
8192,P-N,RecursiveIntermittency,0.4679,0.4217,8192.0,1.0,0.5321,0.1973,0.3344,0.5783,0.4476,ABLATION-DEGRADING
12288,P-N,RecursiveIntermittency,0.3229,0.5655,12288.0,1.0,0.6771,0.1826,0.1887,0.4345,0.3089,ABLATION-FAILED
16384,P-N,RecursiveIntermittency,0.267,0.6277,16384.0,1.0,0.733,0.1676,0.1386,0.3723,0.2554,ABLATION-FAILED
24576,P-N,RecursiveIntermittency,0.3874,0.499,24576.0,1.0,0.6126,0.1933,0.251,0.501,0.3706,ABLATION-FAILED
32768,P-N,RecursiveIntermittency,0.6077,0.2983,0.0,1.0,0.3923,0.1813,0.4924,0.7017,0.5813,ABLATION-DEGRADING
65536,P-N,RecursiveIntermittency,0.7301,0.1987,0.0,1.0,0.2699,0.1451,0.6421,0.8013,0.6982,ABLATION-BOUNDED
131072,P-N,RecursiveIntermittency,0.1286,0.8132,131072.0,1.0,0.8714,0.1046,0.0349,0.1868,0.1229,ABLATION-FAILED
262144,P-N,RecursiveIntermittency,0.1463,0.7855,262144.0,1.0,0.8537,0.1149,0.046,0.2145,0.1396,ABLATION-FAILED
524288,P-N,RecursiveIntermittency,0.4547,0.4341,524288.0,1.0,0.5453,0.1974,0.3203,0.5659,0.4333,ABLATION-DEGRADING
1048576,P-N,RecursiveIntermittency,0.4156,0.4715,1048576.0,1.0,0.5844,0.196,0.2793,0.5285,0.3944,ABLATION-FAILED
2097152,P-N,RecursiveIntermittency,0.7047,0.2191,0.0,1.0,0.2953,0.1544,0.6098,0.7809,0.6633,ABLATION-BOUNDED
4194304,P-N,RecursiveIntermittency,0.6348,0.2762,0.0,1.0,0.3652,0.1754,0.5238,0.7238,0.588,ABLATION-DEGRADING
8388608,P-N,RecursiveIntermittency,0.0979,0.8739,8388608.0,1.0,0.9021,0.0855,0.0159,0.1261,0.0879,ABLATION-FAILED
16777216,P-N,RecursiveIntermittency,0.2194,0.6921,16777216.0,1.0,0.7806,0.1519,0.0948,0.3079,0.1856,ABLATION-FAILED
33554432,P-N,RecursiveIntermittency,0.5932,0.3157,0.0,1.0,0.4068,0.1873,0.4683,0.6843,0.4496,ABLATION-DEGRADING
1,P-N,NullRecursiveControl,0.0523,1.0,1.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
2,P-N,NullRecursiveControl,0.0523,1.0,2.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
4,P-N,NullRecursiveControl,0.0523,1.0,4.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
6,P-N,NullRecursiveControl,0.0523,1.0,6.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
8,P-N,NullRecursiveControl,0.0523,1.0,8.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
12,P-N,NullRecursiveControl,0.0523,1.0,12.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
16,P-N,NullRecursiveControl,0.0523,1.0,16.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
20,P-N,NullRecursiveControl,0.0523,1.0,20.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
24,P-N,NullRecursiveControl,0.0523,1.0,24.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
32,P-N,NullRecursiveControl,0.0523,1.0,32.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
40,P-N,NullRecursiveControl,0.0523,1.0,40.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
48,P-N,NullRecursiveControl,0.0523,1.0,48.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
64,P-N,NullRecursiveControl,0.0523,1.0,64.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
80,P-N,NullRecursiveControl,0.0523,1.0,80.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
96,P-N,NullRecursiveControl,0.0523,1.0,96.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
128,P-N,NullRecursiveControl,0.0523,1.0,128.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
160,P-N,NullRecursiveControl,0.0523,1.0,160.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
192,P-N,NullRecursiveControl,0.0523,1.0,192.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
256,P-N,NullRecursiveControl,0.0523,1.0,256.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
320,P-N,NullRecursiveControl,0.0523,1.0,320.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
512,P-N,NullRecursiveControl,0.0523,1.0,512.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
768,P-N,NullRecursiveControl,0.0523,1.0,768.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
1024,P-N,NullRecursiveControl,0.0523,1.0,1024.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
1536,P-N,NullRecursiveControl,0.0523,1.0,1536.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
2048,P-N,NullRecursiveControl,0.0523,1.0,2048.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
3072,P-N,NullRecursiveControl,0.0523,1.0,3072.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
4096,P-N,NullRecursiveControl,0.0523,1.0,4096.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
6144,P-N,NullRecursiveControl,0.0523,1.0,6144.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
8192,P-N,NullRecursiveControl,0.0523,1.0,8192.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
12288,P-N,NullRecursiveControl,0.0523,1.0,12288.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
16384,P-N,NullRecursiveControl,0.0523,1.0,16384.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
24576,P-N,NullRecursiveControl,0.0523,1.0,24576.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
32768,P-N,NullRecursiveControl,0.0523,1.0,32768.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
65536,P-N,NullRecursiveControl,0.0523,1.0,65536.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
131072,P-N,NullRecursiveControl,0.0523,1.0,131072.0,1.0,0.9477,0.0523,0.0,0.0,0.05,ABLATION-FAILED
262144,P-N,NullRecursiveControl,0.0524,1.0,262144.0,1.0,0.9476,0.0524,0.0,0.0,0.05,ABLATION-FAILED
524288,P-N,NullRecursiveControl,0.0525,1.0,524288.0,1.0,0.9475,0.0525,0.0,0.0,0.05,ABLATION-FAILED
1048576,P-N,NullRecursiveControl,0.0527,1.0,1048576.0,1.0,0.9473,0.0527,0.0,0.0,0.05,ABLATION-FAILED
2097152,P-N,NullRecursiveControl,0.0531,1.0,2097152.0,1.0,0.9469,0.0531,0.0,0.0,0.05,ABLATION-FAILED
4194304,P-N,NullRecursiveControl,0.054,1.0,4194304.0,1.0,0.946,0.054,0.0,0.0,0.05,ABLATION-FAILED
8388608,P-N,NullRecursiveControl,0.0557,1.0,8388608.0,1.0,0.9443,0.0557,0.0,0.0,0.05,ABLATION-FAILED
16777216,P-N,NullRecursiveControl,0.0591,1.0,16777216.0,1.0,0.9409,0.0591,0.0,0.0,0.05,ABLATION-FAILED
33554432,P-N,NullRecursiveControl,0.066,1.0,33554432.0,1.0,0.934,0.066,0.0,0.0,0.05,ABLATION-FAILED
1,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
2,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
4,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
6,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
8,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
12,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
16,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
20,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
24,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
32,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
40,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
48,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
64,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
80,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
96,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
128,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
160,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
192,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
256,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
320,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
512,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
768,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
1024,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
1536,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
2048,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
3072,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
4096,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
6144,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9535,ABLATION-STABLE
8192,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9534,ABLATION-STABLE
12288,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9534,ABLATION-STABLE
16384,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9534,ABLATION-STABLE
24576,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9533,ABLATION-STABLE
32768,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9533,ABLATION-STABLE
65536,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.953,ABLATION-STABLE
131072,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9525,ABLATION-STABLE
262144,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9516,ABLATION-STABLE
524288,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9496,ABLATION-STABLE
1048576,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9458,ABLATION-STABLE
2097152,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9381,ABLATION-STABLE
4194304,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.9232,ABLATION-STABLE
8388608,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.8949,ABLATION-STABLE
16777216,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.843,ABLATION-STABLE
33554432,Antisymmetry,FullPABaseline,0.9967,0.0,0.0,1.0,0.0033,0.0,1.0,1.0,0.7555,ABLATION-STABLE
1,Antisymmetry,PRemoved,0.4912,0.4,1.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
2,Antisymmetry,PRemoved,0.4912,0.4,2.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
4,Antisymmetry,PRemoved,0.4912,0.4,4.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
6,Antisymmetry,PRemoved,0.4912,0.4,6.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
8,Antisymmetry,PRemoved,0.4912,0.4,8.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
12,Antisymmetry,PRemoved,0.4912,0.4,12.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
16,Antisymmetry,PRemoved,0.4912,0.4,16.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
20,Antisymmetry,PRemoved,0.4912,0.4,20.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
24,Antisymmetry,PRemoved,0.4912,0.4,24.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
32,Antisymmetry,PRemoved,0.4912,0.4,32.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
40,Antisymmetry,PRemoved,0.4912,0.4,40.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
48,Antisymmetry,PRemoved,0.4912,0.4,48.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
64,Antisymmetry,PRemoved,0.4912,0.4,64.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
80,Antisymmetry,PRemoved,0.4912,0.4,80.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
96,Antisymmetry,PRemoved,0.4912,0.4,96.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
128,Antisymmetry,PRemoved,0.4912,0.4,128.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
160,Antisymmetry,PRemoved,0.4912,0.4,160.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
192,Antisymmetry,PRemoved,0.4912,0.4,192.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
256,Antisymmetry,PRemoved,0.4912,0.4,256.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
320,Antisymmetry,PRemoved,0.4912,0.4,320.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
512,Antisymmetry,PRemoved,0.4912,0.4,512.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
768,Antisymmetry,PRemoved,0.4912,0.4,768.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
1024,Antisymmetry,PRemoved,0.4912,0.4,1024.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
1536,Antisymmetry,PRemoved,0.4912,0.4,1536.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
2048,Antisymmetry,PRemoved,0.4912,0.4,2048.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
3072,Antisymmetry,PRemoved,0.4912,0.4,3072.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
4096,Antisymmetry,PRemoved,0.4912,0.4,4096.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
6144,Antisymmetry,PRemoved,0.4912,0.4,6144.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
8192,Antisymmetry,PRemoved,0.4912,0.4,8192.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
12288,Antisymmetry,PRemoved,0.4912,0.4,12288.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
16384,Antisymmetry,PRemoved,0.4912,0.4,16384.0,1.0,0.5088,0.1965,0.36,0.6,0.4699,ABLATION-DEGRADING
24576,Antisymmetry,PRemoved,0.4912,0.4,24576.0,1.0,0.5088,0.1965,0.36,0.6,0.4698,ABLATION-DEGRADING
32768,Antisymmetry,PRemoved,0.4912,0.4,32768.0,1.0,0.5088,0.1965,0.36,0.6,0.4698,ABLATION-DEGRADING
65536,Antisymmetry,PRemoved,0.4912,0.4,65536.0,1.0,0.5088,0.1965,0.36,0.6,0.4697,ABLATION-DEGRADING
131072,Antisymmetry,PRemoved,0.4912,0.4,131072.0,1.0,0.5088,0.1965,0.36,0.6,0.4695,ABLATION-DEGRADING
262144,Antisymmetry,PRemoved,0.4912,0.4,262144.0,1.0,0.5088,0.1965,0.36,0.6,0.469,ABLATION-DEGRADING
524288,Antisymmetry,PRemoved,0.4913,0.4,524288.0,1.0,0.5087,0.1965,0.36,0.6,0.4681,ABLATION-DEGRADING
1048576,Antisymmetry,PRemoved,0.4914,0.4,1048576.0,1.0,0.5086,0.1966,0.36,0.6,0.4663,ABLATION-DEGRADING
2097152,Antisymmetry,PRemoved,0.4916,0.4,2097152.0,1.0,0.5084,0.1967,0.36,0.6,0.4628,ABLATION-DEGRADING
4194304,Antisymmetry,PRemoved,0.4921,0.4,4194304.0,1.0,0.5079,0.1968,0.36,0.6,0.4558,ABLATION-DEGRADING
8388608,Antisymmetry,PRemoved,0.493,0.4,8388608.0,1.0,0.507,0.1972,0.36,0.6,0.4427,ABLATION-DEGRADING
16777216,Antisymmetry,PRemoved,0.4948,0.4,16777216.0,1.0,0.5052,0.1979,0.36,0.6,0.4186,ABLATION-DEGRADING
33554432,Antisymmetry,PRemoved,0.4985,0.4,33554432.0,1.0,0.5015,0.1994,0.36,0.6,0.3779,ABLATION-DEGRADING
1,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
2,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
4,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
6,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
8,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
12,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
16,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
20,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
24,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
32,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
40,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
48,Antisymmetry,ARemoved,0.5472,0.35,0.0,1.0,0.4528,0.1915,0.4225,0.65,0.5235,ABLATION-DEGRADING
