depth,sector,condition,rg_similarity,emergent_mode_stability,independent_mode_coherence,recursive_mode_persistence,composite_mode_gain,mode_reproduction_index,transport_mode_alignment,classification
256,Neutral,RecursiveModeStabilization,0.198,0.1861,0.1891,0.1837,0.1822,0.1781,0.1874,MODE-FAILED
320,Neutral,RecursiveModeStabilization,0.1627,0.1599,0.1538,0.1579,0.1532,0.1541,0.1538,MODE-FAILED
512,Neutral,RecursiveModeStabilization,0.1086,0.1056,0.1019,0.1038,0.1016,0.1021,0.1026,MODE-FAILED
768,Neutral,RecursiveModeStabilization,0.0761,0.0722,0.0718,0.0721,0.0699,0.07,0.0713,MODE-FAILED
1024,Neutral,RecursiveModeStabilization,0.0562,0.0557,0.0545,0.0554,0.055,0.0534,0.0538,MODE-FAILED
1536,Neutral,RecursiveModeStabilization,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Neutral,RecursiveModeStabilization,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Neutral,CompositeModeInteractionMapping,0.9392,0.9236,0.9098,0.8823,0.8872,0.8829,0.8801,MODE-STABLE
2,Neutral,CompositeModeInteractionMapping,0.9168,0.9109,0.8762,0.8587,0.8703,0.8684,0.8738,MODE-BOUNDED
4,Neutral,CompositeModeInteractionMapping,0.8777,0.8718,0.8487,0.8465,0.848,0.8217,0.8499,MODE-BOUNDED
6,Neutral,CompositeModeInteractionMapping,0.881,0.8263,0.8314,0.8115,0.8226,0.7934,0.8337,MODE-BOUNDED
8,Neutral,CompositeModeInteractionMapping,0.8583,0.8302,0.8209,0.8192,0.8277,0.7923,0.807,MODE-BOUNDED
12,Neutral,CompositeModeInteractionMapping,0.8046,0.7692,0.7625,0.7556,0.7602,0.752,0.7742,MODE-PARTIAL
16,Neutral,CompositeModeInteractionMapping,0.7591,0.7316,0.7449,0.7251,0.7254,0.7198,0.7143,MODE-PARTIAL
20,Neutral,CompositeModeInteractionMapping,0.7352,0.6998,0.7092,0.7041,0.6816,0.6737,0.682,MODE-DEGRADING
24,Neutral,CompositeModeInteractionMapping,0.6902,0.6664,0.6561,0.6509,0.664,0.6422,0.6456,MODE-DEGRADING
32,Neutral,CompositeModeInteractionMapping,0.6466,0.6255,0.601,0.6152,0.6194,0.601,0.6178,MODE-DEGRADING
40,Neutral,CompositeModeInteractionMapping,0.5887,0.5783,0.5612,0.5652,0.5657,0.55,0.5465,MODE-DEGRADING
48,Neutral,CompositeModeInteractionMapping,0.5371,0.5203,0.536,0.5089,0.5298,0.4961,0.5128,MODE-FAILED
64,Neutral,CompositeModeInteractionMapping,0.481,0.4653,0.4687,0.4541,0.4633,0.4545,0.4555,MODE-FAILED
80,Neutral,CompositeModeInteractionMapping,0.4309,0.4166,0.405,0.4017,0.4109,0.3945,0.4023,MODE-FAILED
96,Neutral,CompositeModeInteractionMapping,0.3839,0.3694,0.3686,0.3682,0.3682,0.3637,0.3663,MODE-FAILED
128,Neutral,CompositeModeInteractionMapping,0.3222,0.3169,0.3058,0.3025,0.306,0.2932,0.2981,MODE-FAILED
160,Neutral,CompositeModeInteractionMapping,0.2748,0.2676,0.269,0.2637,0.2685,0.2607,0.2568,MODE-FAILED
192,Neutral,CompositeModeInteractionMapping,0.243,0.2309,0.2323,0.2282,0.23,0.2216,0.2314,MODE-FAILED
256,Neutral,CompositeModeInteractionMapping,0.1956,0.1877,0.186,0.1857,0.1868,0.1793,0.1875,MODE-FAILED
320,Neutral,CompositeModeInteractionMapping,0.1592,0.157,0.1566,0.1551,0.1568,0.1515,0.1535,MODE-FAILED
512,Neutral,CompositeModeInteractionMapping,0.1067,0.1026,0.1051,0.1005,0.1052,0.0993,0.1012,MODE-FAILED
768,Neutral,CompositeModeInteractionMapping,0.0759,0.0727,0.0708,0.0711,0.0712,0.07,0.0696,MODE-FAILED
1024,Neutral,CompositeModeInteractionMapping,0.0581,0.055,0.0547,0.0551,0.0558,0.0537,0.0544,MODE-FAILED
1536,Neutral,CompositeModeInteractionMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Neutral,CompositeModeInteractionMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Neutral,ModeReproductionDynamics,0.9323,0.9003,0.8953,0.8868,0.8947,0.8883,0.8925,MODE-BOUNDED
2,Neutral,ModeReproductionDynamics,0.9098,0.8886,0.8743,0.9001,0.8628,0.8553,0.864,MODE-BOUNDED
4,Neutral,ModeReproductionDynamics,0.884,0.8744,0.872,0.8489,0.8556,0.8469,0.8522,MODE-BOUNDED
6,Neutral,ModeReproductionDynamics,0.8663,0.8436,0.8158,0.8227,0.816,0.8123,0.8107,MODE-BOUNDED
8,Neutral,ModeReproductionDynamics,0.8504,0.8321,0.8001,0.7984,0.8029,0.8167,0.7836,MODE-BOUNDED
12,Neutral,ModeReproductionDynamics,0.7891,0.7657,0.7659,0.7694,0.7659,0.7481,0.7645,MODE-PARTIAL
16,Neutral,ModeReproductionDynamics,0.7545,0.7392,0.7348,0.722,0.7094,0.7076,0.731,MODE-PARTIAL
20,Neutral,ModeReproductionDynamics,0.7264,0.7176,0.6868,0.7096,0.6766,0.6772,0.6927,MODE-DEGRADING
24,Neutral,ModeReproductionDynamics,0.686,0.6667,0.6609,0.6746,0.6524,0.6472,0.6563,MODE-DEGRADING
32,Neutral,ModeReproductionDynamics,0.6198,0.6301,0.6002,0.6104,0.6072,0.604,0.6064,MODE-DEGRADING
40,Neutral,ModeReproductionDynamics,0.5967,0.5639,0.5633,0.5642,0.5448,0.5706,0.5663,MODE-DEGRADING
48,Neutral,ModeReproductionDynamics,0.5471,0.5422,0.516,0.533,0.5214,0.5092,0.5294,MODE-FAILED
64,Neutral,ModeReproductionDynamics,0.4727,0.47,0.4534,0.4687,0.4441,0.4584,0.4646,MODE-FAILED
80,Neutral,ModeReproductionDynamics,0.4271,0.4139,0.4156,0.4185,0.3922,0.4105,0.3994,MODE-FAILED
96,Neutral,ModeReproductionDynamics,0.375,0.3773,0.3633,0.3741,0.3554,0.3683,0.3676,MODE-FAILED
128,Neutral,ModeReproductionDynamics,0.3192,0.3115,0.3095,0.3028,0.3037,0.3003,0.3002,MODE-FAILED
160,Neutral,ModeReproductionDynamics,0.2693,0.2667,0.2606,0.2687,0.2606,0.2573,0.2605,MODE-FAILED
192,Neutral,ModeReproductionDynamics,0.2421,0.2317,0.2267,0.2295,0.2216,0.2247,0.2291,MODE-FAILED
256,Neutral,ModeReproductionDynamics,0.1886,0.1895,0.1869,0.1858,0.182,0.1827,0.1835,MODE-FAILED
320,Neutral,ModeReproductionDynamics,0.1598,0.1541,0.1551,0.1539,0.152,0.1545,0.1507,MODE-FAILED
512,Neutral,ModeReproductionDynamics,0.108,0.1067,0.1035,0.1047,0.1005,0.102,0.103,MODE-FAILED
768,Neutral,ModeReproductionDynamics,0.0733,0.0737,0.0703,0.072,0.0707,0.0723,0.0722,MODE-FAILED
1024,Neutral,ModeReproductionDynamics,0.057,0.0551,0.054,0.0539,0.0532,0.055,0.0543,MODE-FAILED
1536,Neutral,ModeReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Neutral,ModeReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Neutral,NullModeControl,0.7452,0.7271,0.7345,0.7206,0.7234,0.6865,0.7091,MODE-PARTIAL
2,Neutral,NullModeControl,0.7176,0.7222,0.734,0.7053,0.7115,0.6691,0.6884,MODE-PARTIAL
4,Neutral,NullModeControl,0.7254,0.7163,0.692,0.7133,0.661,0.6542,0.6792,MODE-DEGRADING
6,Neutral,NullModeControl,0.6729,0.6838,0.6763,0.6677,0.6658,0.6496,0.6496,MODE-DEGRADING
8,Neutral,NullModeControl,0.6711,0.6585,0.6643,0.6533,0.6391,0.619,0.643,MODE-DEGRADING
12,Neutral,NullModeControl,0.6526,0.6174,0.6164,0.6242,0.6094,0.5961,0.6204,MODE-DEGRADING
16,Neutral,NullModeControl,0.6155,0.6114,0.5957,0.6001,0.5889,0.5592,0.5956,MODE-DEGRADING
20,Neutral,NullModeControl,0.562,0.5626,0.5597,0.5746,0.5395,0.5286,0.5605,MODE-DEGRADING
24,Neutral,NullModeControl,0.5573,0.539,0.5366,0.5528,0.5176,0.5197,0.5415,MODE-FAILED
32,Neutral,NullModeControl,0.5029,0.5058,0.4906,0.5131,0.4938,0.4815,0.4956,MODE-FAILED
40,Neutral,NullModeControl,0.4686,0.4675,0.4558,0.4562,0.4398,0.4357,0.4592,MODE-FAILED
48,Neutral,NullModeControl,0.4464,0.443,0.437,0.4422,0.4039,0.3997,0.4205,MODE-FAILED
64,Neutral,NullModeControl,0.3787,0.3826,0.3631,0.3812,0.3685,0.3486,0.3741,MODE-FAILED
80,Neutral,NullModeControl,0.3465,0.3343,0.335,0.3401,0.3258,0.3263,0.319,MODE-FAILED
96,Neutral,NullModeControl,0.2979,0.3042,0.3062,0.3025,0.291,0.2792,0.2887,MODE-FAILED
128,Neutral,NullModeControl,0.2497,0.2527,0.249,0.2569,0.2427,0.2423,0.2505,MODE-FAILED
160,Neutral,NullModeControl,0.2168,0.2174,0.2196,0.2151,0.2133,0.2029,0.2083,MODE-FAILED
192,Neutral,NullModeControl,0.1931,0.1888,0.1868,0.1908,0.1865,0.185,0.1846,MODE-FAILED
256,Neutral,NullModeControl,0.1552,0.1534,0.1487,0.1508,0.1457,0.1427,0.15,MODE-FAILED
320,Neutral,NullModeControl,0.1247,0.1306,0.1272,0.1258,0.1213,0.1228,0.1208,MODE-FAILED
512,Neutral,NullModeControl,0.0871,0.0835,0.0819,0.087,0.0793,0.0795,0.0819,MODE-FAILED
768,Neutral,NullModeControl,0.0587,0.0577,0.0571,0.059,0.0568,0.0564,0.0586,MODE-FAILED
1024,Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1536,Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry,EmergentModeExtraction,0.9567,0.9167,0.8873,0.8685,0.8811,0.8688,0.8899,MODE-BOUNDED
2,Projection-Antisymmetry,EmergentModeExtraction,0.9342,0.9048,0.9029,0.8549,0.8665,0.8692,0.8743,MODE-STABLE
4,Projection-Antisymmetry,EmergentModeExtraction,0.9218,0.8789,0.8784,0.8327,0.8287,0.836,0.8656,MODE-BOUNDED
6,Projection-Antisymmetry,EmergentModeExtraction,0.8652,0.8536,0.8381,0.8181,0.819,0.8106,0.821,MODE-BOUNDED
8,Projection-Antisymmetry,EmergentModeExtraction,0.8546,0.8108,0.8043,0.8158,0.7876,0.7957,0.8132,MODE-BOUNDED
12,Projection-Antisymmetry,EmergentModeExtraction,0.8104,0.7881,0.766,0.7561,0.7439,0.7595,0.7498,MODE-PARTIAL
16,Projection-Antisymmetry,EmergentModeExtraction,0.7718,0.7546,0.7301,0.7147,0.7038,0.7191,0.7079,MODE-PARTIAL
20,Projection-Antisymmetry,EmergentModeExtraction,0.7302,0.7073,0.7179,0.6894,0.6771,0.678,0.6867,MODE-PARTIAL
24,Projection-Antisymmetry,EmergentModeExtraction,0.7083,0.6879,0.686,0.6494,0.6597,0.6368,0.6561,MODE-DEGRADING
32,Projection-Antisymmetry,EmergentModeExtraction,0.6481,0.6366,0.626,0.5949,0.6015,0.589,0.5917,MODE-DEGRADING
40,Projection-Antisymmetry,EmergentModeExtraction,0.6033,0.5705,0.5805,0.5667,0.5449,0.5576,0.5701,MODE-DEGRADING
48,Projection-Antisymmetry,EmergentModeExtraction,0.5452,0.5344,0.5215,0.5235,0.5229,0.5044,0.5118,MODE-FAILED
64,Projection-Antisymmetry,EmergentModeExtraction,0.4864,0.4804,0.4703,0.4578,0.4515,0.455,0.4577,MODE-FAILED
80,Projection-Antisymmetry,EmergentModeExtraction,0.4268,0.4261,0.4212,0.4018,0.4002,0.3958,0.3965,MODE-FAILED
96,Projection-Antisymmetry,EmergentModeExtraction,0.3903,0.3837,0.3676,0.3594,0.3642,0.3563,0.3609,MODE-FAILED
128,Projection-Antisymmetry,EmergentModeExtraction,0.3323,0.3106,0.3095,0.2992,0.3012,0.3022,0.3047,MODE-FAILED
160,Projection-Antisymmetry,EmergentModeExtraction,0.2828,0.272,0.2708,0.264,0.2575,0.2539,0.2675,MODE-FAILED
192,Projection-Antisymmetry,EmergentModeExtraction,0.2451,0.2388,0.2371,0.2271,0.2292,0.2311,0.2297,MODE-FAILED
256,Projection-Antisymmetry,EmergentModeExtraction,0.1965,0.192,0.1907,0.1845,0.1798,0.18,0.1847,MODE-FAILED
320,Projection-Antisymmetry,EmergentModeExtraction,0.1614,0.1603,0.1569,0.153,0.1521,0.1522,0.1549,MODE-FAILED
512,Projection-Antisymmetry,EmergentModeExtraction,0.1099,0.1046,0.1032,0.1037,0.1016,0.0991,0.1023,MODE-FAILED
768,Projection-Antisymmetry,EmergentModeExtraction,0.0753,0.0722,0.0708,0.0695,0.0687,0.0689,0.0713,MODE-FAILED
1024,Projection-Antisymmetry,EmergentModeExtraction,0.0591,0.0558,0.0561,0.0549,0.053,0.053,0.0547,MODE-FAILED
1536,Projection-Antisymmetry,EmergentModeExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry,EmergentModeExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry,ModePersistenceAnalysis,0.96,0.9228,0.9139,0.901,0.8727,0.8594,0.8823,MODE-STABLE
2,Projection-Antisymmetry,ModePersistenceAnalysis,0.9188,0.8951,0.886,0.8751,0.8656,0.848,0.8847,MODE-BOUNDED
4,Projection-Antisymmetry,ModePersistenceAnalysis,0.9154,0.8718,0.8638,0.8646,0.8368,0.8432,0.874,MODE-BOUNDED
6,Projection-Antisymmetry,ModePersistenceAnalysis,0.8695,0.8608,0.8447,0.8355,0.8098,0.8104,0.8326,MODE-BOUNDED
8,Projection-Antisymmetry,ModePersistenceAnalysis,0.8637,0.8196,0.8332,0.8031,0.7894,0.8095,0.7925,MODE-BOUNDED
12,Projection-Antisymmetry,ModePersistenceAnalysis,0.8206,0.7868,0.7915,0.7661,0.7626,0.7583,0.7801,MODE-PARTIAL
16,Projection-Antisymmetry,ModePersistenceAnalysis,0.7814,0.7686,0.7318,0.7433,0.7136,0.7201,0.7343,MODE-PARTIAL
20,Projection-Antisymmetry,ModePersistenceAnalysis,0.7476,0.7358,0.6994,0.7179,0.6816,0.6767,0.7072,MODE-DEGRADING
24,Projection-Antisymmetry,ModePersistenceAnalysis,0.6981,0.6948,0.6801,0.6718,0.6486,0.6589,0.6706,MODE-DEGRADING
32,Projection-Antisymmetry,ModePersistenceAnalysis,0.6501,0.6222,0.6181,0.6205,0.5955,0.5842,0.6111,MODE-DEGRADING
40,Projection-Antisymmetry,ModePersistenceAnalysis,0.5913,0.59,0.5784,0.5804,0.565,0.5531,0.5594,MODE-DEGRADING
48,Projection-Antisymmetry,ModePersistenceAnalysis,0.5574,0.5517,0.5358,0.5298,0.5253,0.5133,0.5327,MODE-DEGRADING
64,Projection-Antisymmetry,ModePersistenceAnalysis,0.4972,0.4705,0.4624,0.4745,0.4604,0.4444,0.4565,MODE-FAILED
80,Projection-Antisymmetry,ModePersistenceAnalysis,0.438,0.4178,0.4174,0.4121,0.3968,0.4021,0.4066,MODE-FAILED
96,Projection-Antisymmetry,ModePersistenceAnalysis,0.3973,0.3765,0.3696,0.3771,0.3726,0.3608,0.3689,MODE-FAILED
128,Projection-Antisymmetry,ModePersistenceAnalysis,0.3264,0.3215,0.3112,0.3166,0.3084,0.296,0.3039,MODE-FAILED
160,Projection-Antisymmetry,ModePersistenceAnalysis,0.2853,0.2713,0.2705,0.2619,0.256,0.2621,0.2665,MODE-FAILED
192,Projection-Antisymmetry,ModePersistenceAnalysis,0.2478,0.2382,0.2333,0.2303,0.2314,0.227,0.2351,MODE-FAILED
256,Projection-Antisymmetry,ModePersistenceAnalysis,0.1983,0.1897,0.1896,0.1909,0.1847,0.1781,0.1873,MODE-FAILED
320,Projection-Antisymmetry,ModePersistenceAnalysis,0.1671,0.1584,0.1578,0.1543,0.1506,0.1487,0.1532,MODE-FAILED
512,Projection-Antisymmetry,ModePersistenceAnalysis,0.1091,0.1068,0.1056,0.1029,0.1043,0.0995,0.1033,MODE-FAILED
768,Projection-Antisymmetry,ModePersistenceAnalysis,0.0756,0.0748,0.0725,0.0717,0.0717,0.0695,0.0706,MODE-FAILED
1024,Projection-Antisymmetry,ModePersistenceAnalysis,0.0584,0.0571,0.0563,0.0563,0.054,0.0526,0.0549,MODE-FAILED
1536,Projection-Antisymmetry,ModePersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry,ModePersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry,IndependentTransportTracking,0.9282,0.9168,0.928,0.8956,0.8906,0.8833,0.9134,MODE-STABLE
2,Projection-Antisymmetry,IndependentTransportTracking,0.9377,0.8955,0.8949,0.8815,0.8757,0.838,0.9063,MODE-BOUNDED
4,Projection-Antisymmetry,IndependentTransportTracking,0.9147,0.8912,0.8729,0.8561,0.8458,0.8414,0.8735,MODE-BOUNDED
6,Projection-Antisymmetry,IndependentTransportTracking,0.8932,0.8687,0.8396,0.8483,0.8018,0.8223,0.8344,MODE-BOUNDED
8,Projection-Antisymmetry,IndependentTransportTracking,0.8676,0.8292,0.8148,0.8214,0.7835,0.7661,0.8347,MODE-BOUNDED
12,Projection-Antisymmetry,IndependentTransportTracking,0.7945,0.7693,0.7754,0.76,0.742,0.7265,0.7751,MODE-PARTIAL
16,Projection-Antisymmetry,IndependentTransportTracking,0.7619,0.734,0.7449,0.7472,0.7056,0.7125,0.7241,MODE-PARTIAL
20,Projection-Antisymmetry,IndependentTransportTracking,0.7442,0.7233,0.7178,0.6932,0.6836,0.6746,0.6981,MODE-PARTIAL
24,Projection-Antisymmetry,IndependentTransportTracking,0.6963,0.671,0.6932,0.6553,0.6368,0.6549,0.6793,MODE-DEGRADING
32,Projection-Antisymmetry,IndependentTransportTracking,0.6514,0.6135,0.6292,0.6212,0.6073,0.5863,0.6295,MODE-DEGRADING
40,Projection-Antisymmetry,IndependentTransportTracking,0.5954,0.5852,0.5805,0.5662,0.5637,0.5465,0.5641,MODE-DEGRADING
48,Projection-Antisymmetry,IndependentTransportTracking,0.5528,0.5453,0.538,0.5205,0.5208,0.5101,0.535,MODE-FAILED
64,Projection-Antisymmetry,IndependentTransportTracking,0.4905,0.4807,0.4626,0.4697,0.4482,0.4373,0.4731,MODE-FAILED
80,Projection-Antisymmetry,IndependentTransportTracking,0.4239,0.411,0.422,0.414,0.3984,0.3889,0.4071,MODE-FAILED
96,Projection-Antisymmetry,IndependentTransportTracking,0.3944,0.3782,0.3723,0.3677,0.3581,0.3607,0.379,MODE-FAILED
128,Projection-Antisymmetry,IndependentTransportTracking,0.3234,0.3204,0.3089,0.3091,0.297,0.3018,0.3155,MODE-FAILED
160,Projection-Antisymmetry,IndependentTransportTracking,0.278,0.2737,0.2702,0.2613,0.2573,0.2506,0.2639,MODE-FAILED
192,Projection-Antisymmetry,IndependentTransportTracking,0.2447,0.2352,0.2344,0.231,0.2276,0.224,0.236,MODE-FAILED
256,Projection-Antisymmetry,IndependentTransportTracking,0.1918,0.1909,0.1906,0.1828,0.1826,0.1761,0.1857,MODE-FAILED
320,Projection-Antisymmetry,IndependentTransportTracking,0.1612,0.1617,0.1594,0.1579,0.1544,0.1482,0.1593,MODE-FAILED
512,Projection-Antisymmetry,IndependentTransportTracking,0.1102,0.1071,0.1055,0.1023,0.1024,0.0978,0.1026,MODE-FAILED
768,Projection-Antisymmetry,IndependentTransportTracking,0.0756,0.074,0.074,0.0731,0.07,0.0682,0.0717,MODE-FAILED
1024,Projection-Antisymmetry,IndependentTransportTracking,0.0583,0.0572,0.0556,0.0537,0.0532,0.0534,0.0543,MODE-FAILED
1536,Projection-Antisymmetry,IndependentTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry,IndependentTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry,RecursiveModeStabilization,0.9516,0.896,0.8892,0.9156,0.9019,0.8854,0.905,MODE-BOUNDED
2,Projection-Antisymmetry,RecursiveModeStabilization,0.9142,0.9194,0.8762,0.904,0.8718,0.8561,0.8565,MODE-BOUNDED
4,Projection-Antisymmetry,RecursiveModeStabilization,0.8985,0.8905,0.854,0.8856,0.8303,0.8532,0.8436,MODE-BOUNDED
6,Projection-Antisymmetry,RecursiveModeStabilization,0.8565,0.864,0.8516,0.8467,0.8064,0.8207,0.8249,MODE-BOUNDED
8,Projection-Antisymmetry,RecursiveModeStabilization,0.8518,0.8321,0.8201,0.8353,0.7941,0.7794,0.8053,MODE-BOUNDED
12,Projection-Antisymmetry,RecursiveModeStabilization,0.794,0.791,0.7639,0.7887,0.7584,0.7518,0.75,MODE-PARTIAL
16,Projection-Antisymmetry,RecursiveModeStabilization,0.7536,0.7443,0.7417,0.7282,0.7182,0.705,0.7236,MODE-PARTIAL
20,Projection-Antisymmetry,RecursiveModeStabilization,0.7179,0.7207,0.7052,0.7038,0.6981,0.6679,0.6802,MODE-PARTIAL
24,Projection-Antisymmetry,RecursiveModeStabilization,0.7094,0.6692,0.6553,0.6643,0.6607,0.6499,0.6484,MODE-DEGRADING
32,Projection-Antisymmetry,RecursiveModeStabilization,0.6476,0.6269,0.6125,0.6294,0.6062,0.5956,0.6168,MODE-DEGRADING
40,Projection-Antisymmetry,RecursiveModeStabilization,0.5886,0.5707,0.5744,0.5629,0.5582,0.5477,0.5571,MODE-DEGRADING
48,Projection-Antisymmetry,RecursiveModeStabilization,0.5473,0.5406,0.5363,0.5293,0.516,0.5231,0.5304,MODE-FAILED
64,Projection-Antisymmetry,RecursiveModeStabilization,0.4738,0.4645,0.469,0.4685,0.4652,0.4408,0.4587,MODE-FAILED
80,Projection-Antisymmetry,RecursiveModeStabilization,0.4316,0.4278,0.415,0.415,0.4003,0.4041,0.4025,MODE-FAILED
96,Projection-Antisymmetry,RecursiveModeStabilization,0.3816,0.3831,0.3753,0.3797,0.3683,0.358,0.3676,MODE-FAILED
128,Projection-Antisymmetry,RecursiveModeStabilization,0.3204,0.3197,0.3043,0.3183,0.309,0.306,0.2994,MODE-FAILED
160,Projection-Antisymmetry,RecursiveModeStabilization,0.2748,0.2749,0.2658,0.2714,0.2644,0.2606,0.2625,MODE-FAILED
192,Projection-Antisymmetry,RecursiveModeStabilization,0.2384,0.2334,0.2332,0.2296,0.2252,0.2292,0.2244,MODE-FAILED
256,Projection-Antisymmetry,RecursiveModeStabilization,0.1946,0.1926,0.1861,0.1862,0.1831,0.1791,0.1871,MODE-FAILED
320,Projection-Antisymmetry,RecursiveModeStabilization,0.1607,0.1612,0.1547,0.1588,0.1546,0.1528,0.1535,MODE-FAILED
512,Projection-Antisymmetry,RecursiveModeStabilization,0.1066,0.1073,0.1053,0.1053,0.0999,0.1006,0.1007,MODE-FAILED
768,Projection-Antisymmetry,RecursiveModeStabilization,0.0743,0.0731,0.0711,0.0738,0.0703,0.069,0.0715,MODE-FAILED
1024,Projection-Antisymmetry,RecursiveModeStabilization,0.0578,0.0569,0.054,0.055,0.055,0.0547,0.0542,MODE-FAILED
1536,Projection-Antisymmetry,RecursiveModeStabilization,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry,RecursiveModeStabilization,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry,CompositeModeInteractionMapping,0.9509,0.9227,0.9138,0.8965,0.9012,0.881,0.8753,MODE-STABLE
2,Projection-Antisymmetry,CompositeModeInteractionMapping,0.9297,0.8768,0.8883,0.8791,0.8715,0.8379,0.8878,MODE-BOUNDED
4,Projection-Antisymmetry,CompositeModeInteractionMapping,0.8765,0.8475,0.839,0.8357,0.8719,0.8185,0.8485,MODE-BOUNDED
6,Projection-Antisymmetry,CompositeModeInteractionMapping,0.85,0.8254,0.8286,0.8168,0.8361,0.8221,0.8407,MODE-BOUNDED
8,Projection-Antisymmetry,CompositeModeInteractionMapping,0.8504,0.8047,0.8154,0.7841,0.8202,0.766,0.7959,MODE-BOUNDED
12,Projection-Antisymmetry,CompositeModeInteractionMapping,0.8044,0.7809,0.7804,0.7657,0.7568,0.7475,0.7723,MODE-PARTIAL
16,Projection-Antisymmetry,CompositeModeInteractionMapping,0.7759,0.7233,0.7321,0.7339,0.7347,0.7105,0.718,MODE-PARTIAL
20,Projection-Antisymmetry,CompositeModeInteractionMapping,0.7241,0.6986,0.6831,0.6876,0.6851,0.6754,0.6999,MODE-DEGRADING
24,Projection-Antisymmetry,CompositeModeInteractionMapping,0.6795,0.6806,0.6651,0.6519,0.6704,0.6289,0.6534,MODE-DEGRADING
32,Projection-Antisymmetry,CompositeModeInteractionMapping,0.6226,0.6273,0.6116,0.5928,0.6026,0.5868,0.592,MODE-DEGRADING
40,Projection-Antisymmetry,CompositeModeInteractionMapping,0.5817,0.5795,0.5549,0.5701,0.5598,0.557,0.5683,MODE-DEGRADING
48,Projection-Antisymmetry,CompositeModeInteractionMapping,0.5448,0.528,0.5233,0.5132,0.535,0.5143,0.5131,MODE-FAILED
64,Projection-Antisymmetry,CompositeModeInteractionMapping,0.4717,0.4591,0.4552,0.462,0.4676,0.4371,0.4537,MODE-FAILED
80,Projection-Antisymmetry,CompositeModeInteractionMapping,0.4234,0.414,0.4088,0.403,0.413,0.4017,0.4047,MODE-FAILED
96,Projection-Antisymmetry,CompositeModeInteractionMapping,0.3786,0.377,0.3744,0.3664,0.3683,0.3644,0.3649,MODE-FAILED
128,Projection-Antisymmetry,CompositeModeInteractionMapping,0.3245,0.3174,0.3048,0.3012,0.3024,0.292,0.3002,MODE-FAILED
160,Projection-Antisymmetry,CompositeModeInteractionMapping,0.2735,0.2681,0.2631,0.2663,0.268,0.2506,0.258,MODE-FAILED
192,Projection-Antisymmetry,CompositeModeInteractionMapping,0.2386,0.2391,0.2352,0.224,0.2323,0.223,0.2283,MODE-FAILED
256,Projection-Antisymmetry,CompositeModeInteractionMapping,0.1919,0.1844,0.1825,0.1845,0.1816,0.1788,0.1801,MODE-FAILED
320,Projection-Antisymmetry,CompositeModeInteractionMapping,0.1596,0.158,0.1541,0.1533,0.1577,0.1494,0.1512,MODE-FAILED
512,Projection-Antisymmetry,CompositeModeInteractionMapping,0.1065,0.1053,0.1038,0.1024,0.1047,0.0986,0.1022,MODE-FAILED
768,Projection-Antisymmetry,CompositeModeInteractionMapping,0.0757,0.0713,0.0701,0.0706,0.0712,0.0698,0.0709,MODE-FAILED
1024,Projection-Antisymmetry,CompositeModeInteractionMapping,0.0558,0.055,0.0547,0.0533,0.0556,0.0542,0.0545,MODE-FAILED
1536,Projection-Antisymmetry,CompositeModeInteractionMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry,CompositeModeInteractionMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry,ModeReproductionDynamics,0.9323,0.9238,0.9079,0.9116,0.8584,0.8731,0.887,MODE-STABLE
2,Projection-Antisymmetry,ModeReproductionDynamics,0.9135,0.909,0.8895,0.8839,0.8467,0.8805,0.8806,MODE-BOUNDED
