domain,sys_idx,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score
gray_scott,424,13,1,2.42,1.0,0.0,1,CG,0.1,1.0,0.45,0.056968,0.9999,0.45,0.7465,0.9758,0.02,0.5319
gray_scott,433,11,1,2.9,1.0,0.0,1,CG,1.0,1.0,0.5562,0.157759,0.9999,0.5562,0.1242,0.971,0.04,0.7407
gray_scott,448,8,1,1.64,1.0,0.7219,2,CG,0.5,1.0,0.5442,0.068744,0.9995,0.5442,0.93,0.9836,0.04,0.6396
gray_scott,450,18,1,26.0,0.72,0.0,1,CG,1.0,0.72,1.0,0.131717,0.9996,1.0,0.1143,0.5328,0.02,0.7129
gray_scott,451,6,1,1.5,1.0,0.0,1,CG,0.6667,1.0,0.6,0.08021,0.9996,0.6,0.599,0.985,0.04,0.6871
gray_scott,456,5,1,2.46,1.0,0.971,2,CG,0.8667,1.0,0.7998,0.11335,0.9993,0.7998,0.6246,0.9754,0.06,0.7786
gray_scott,457,4,1,1.98,1.0,0.0,1,CG,0.5333,1.0,0.8,0.100466,0.9996,0.8,1.4599,0.9802,0.1,0.7187
gray_scott,458,8,1,1.6,1.0,0.0,1,CG,0.5667,1.0,0.55,0.075365,0.9996,0.55,0.3002,0.984,0.04,0.6544
gray_scott,461,0,-1,-1.0,-1.0,-1.0,-1,CG,0.9667,0.0,1.0,0.248002,0.9991,1.0,0.0,0.0,0.1,0.4583
gray_scott,463,6,1,38.0,0.68,0.0,1,CG,1.0,0.68,1.0,0.215223,0.9993,1.0,0.6116,0.4216,0.06,0.6922
gray_scott,473,5,1,4.5,0.96,0.0,1,CG,0.9667,0.96,0.8998,0.124237,0.9991,0.8998,0.9194,0.9168,0.04,0.8018
gray_scott,478,4,1,1.5,1.0,0.0,1,CG,0.7,1.0,0.5999,0.078302,0.9996,0.5999,0.389,0.985,0.06,0.6967
gray_scott,479,3,1,1.33,1.0,0.0,1,CG,0.6333,1.0,0.65,0.085114,0.9996,0.65,0.7588,0.9867,0.1,0.7022
gray_scott,483,6,1,4.52,1.0,0.0,1,CG,0.8667,1.0,0.8735,0.172156,0.9998,0.8735,0.4234,0.9548,0.04,0.7909
gray_scott,484,19,1,6.64,1.0,0.0,1,CG,1.0,1.0,1.0,0.120782,0.9998,1.0,0.046,0.9336,0.02,0.843
gray_scott,495,8,1,5.62,1.0,0.0,1,CG,1.0,1.0,0.732,0.169031,0.9999,0.732,0.3168,0.9438,0.04,0.7806
gray_scott,496,9,1,20.98,0.96,0.0,1,CG,1.0,0.96,0.9999,0.197471,0.9991,0.9999,0.6691,0.7586,0.04,0.8098
gray_scott,499,1,1,7.8,1.0,0.0,1,CG,1.0,1.0,0.8998,0.174119,0.9985,0.8998,1.5055,0.922,0.06,0.8223
kuramoto,0,7,1,3.64,1.0,0.0,1,CG,0.9667,1.0,0.6191,0.085972,0.9999,0.6191,0.6242,0.9636,0.1,0.7576
kuramoto,4,7,1,8.02,1.0,0.0,1,CG,1.0,1.0,0.6114,0.153971,1.0,0.6114,0.4823,0.9198,0.06,0.7498
kuramoto,7,1,1,3.2,1.0,0.0,1,CG,1.0,1.0,0.5721,0.087116,0.9999,0.5721,2.2693,0.968,0.08,0.7502
kuramoto,9,5,1,5.1,1.0,0.0,1,CG,1.0,1.0,0.5696,0.130358,0.9999,0.5696,1.3651,0.949,0.04,0.7407
kuramoto,11,7,1,3.42,1.0,0.0,1,CG,1.0,1.0,0.398,0.087554,0.9999,0.398,0.8839,0.9658,0.06,0.7034
kuramoto,13,11,1,3.84,1.0,0.0,1,CG,1.0,1.0,0.7598,0.166413,0.9999,0.7598,1.5585,0.9616,0.04,0.7902
kuramoto,14,2,1,4.55,1.0,0.0,1,CG,1.0,1.0,0.3558,0.10257,0.9999,0.3558,2.7074,0.9545,0.06,0.6911
kuramoto,15,12,1,6.86,1.0,0.0,1,CG,0.8,1.0,0.9801,0.163705,0.9998,0.9801,1.5145,0.9314,0.02,0.7977
kuramoto,19,6,1,2.96,1.0,0.0,1,CG,1.0,1.0,0.5985,0.092859,0.9999,0.5985,1.233,0.9704,0.04,0.7512
kuramoto,20,12,1,8.0,1.0,0.0,1,CG,1.0,1.0,0.8837,0.132586,0.9999,0.8837,0.6658,0.92,0.02,0.8119
kuramoto,22,8,1,5.58,1.0,0.0,1,CG,1.0,1.0,0.4251,0.128295,0.9999,0.4251,0.917,0.9442,0.06,0.7069
kuramoto,27,6,1,5.24,1.0,0.0,1,CG,1.0,1.0,0.5212,0.114676,0.9999,0.5212,1.1871,0.9476,0.06,0.7314
kuramoto,28,9,1,6.64,1.0,0.0,1,CG,1.0,1.0,0.7368,0.147866,0.9999,0.7368,0.4336,0.9336,0.04,0.7803
kuramoto,30,6,1,2.3,1.0,0.0,1,CG,1.0,1.0,0.3625,0.107434,0.9999,0.3625,0.9006,0.977,0.02,0.6902
kuramoto,33,9,1,7.52,1.0,0.0,1,CG,1.0,1.0,0.735,0.153948,1.0,0.735,0.3452,0.9248,0.06,0.7815
kuramoto,36,9,1,4.58,1.0,0.0,1,CG,1.0,1.0,0.6693,0.124427,0.9999,0.6693,0.7932,0.9542,0.04,0.7665
kuramoto,38,8,1,8.74,1.0,0.0,1,CG,1.0,1.0,0.7054,0.151338,0.9999,0.7054,0.4888,0.9126,0.04,0.7693
kuramoto,39,4,1,4.28,1.0,0.0,1,CG,1.0,1.0,0.7644,0.132529,0.9999,0.7644,1.1842,0.9572,0.06,0.7937
kuramoto,42,6,1,3.02,1.0,0.0,1,CG,0.9333,1.0,0.4276,0.086715,0.9999,0.4276,1.5597,0.9698,0.06,0.698
kuramoto,43,4,1,6.25,1.0,0.0,1,CG,1.0,1.0,0.6191,0.117997,1.0,0.6191,0.9407,0.9375,0.04,0.7514
kuramoto,52,4,1,10.5,1.0,0.0,1,CG,1.0,1.0,0.7595,0.178963,0.9999,0.7595,1.0523,0.895,0.06,0.7831
kuramoto,53,6,1,7.56,1.0,0.0,1,CG,1.0,1.0,0.7458,0.170424,0.9999,0.7458,0.7077,0.9244,0.04,0.7811
kuramoto,55,2,1,1.6,1.0,0.0,1,CG,0.5667,1.0,0.337,0.054398,0.9997,0.337,2.0297,0.984,0.08,0.6072
kuramoto,60,8,1,13.96,1.0,0.0,1,CG,1.0,1.0,0.7134,0.188642,0.9999,0.7134,1.0353,0.8604,0.04,0.7634
kuramoto,70,12,1,3.88,1.0,0.0,1,CG,0.7667,1.0,0.5612,0.075374,0.9996,0.5612,0.8684,0.9612,0.04,0.6938
kuramoto,72,1,1,7.4,1.0,0.0,1,CG,1.0,1.0,0.8424,0.1405,0.9999,0.8424,1.6967,0.926,0.1,0.8145
kuramoto,73,7,1,9.44,1.0,0.0,1,CG,1.0,1.0,0.5074,0.146077,0.9999,0.5074,0.5556,0.9056,0.04,0.7187
kuramoto,83,8,1,2.1,1.0,0.971,2,CG,0.7333,1.0,0.3938,0.054344,0.9998,0.3938,1.0307,0.979,0.04,0.648
kuramoto,88,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.6097,0.125017,0.9999,0.6097,0.0,0.0,0.08,0.3644
kuramoto,90,16,1,9.98,1.0,0.0,1,CG,1.0,1.0,0.5965,0.156073,0.9999,0.5965,0.6805,0.9002,0.02,0.7372
kuramoto,93,2,1,5.0,1.0,0.0,1,CG,1.0,1.0,0.8419,0.162048,0.9999,0.8419,0.7277,0.95,0.04,0.809
kuramoto,94,3,1,6.27,1.0,0.0,1,CG,1.0,1.0,0.8916,0.167338,0.9999,0.8916,0.8916,0.9373,0.04,0.8195
kuramoto,96,2,1,2.45,1.0,0.0,1,CG,0.9333,1.0,0.4068,0.079666,0.9999,0.4068,2.0752,0.9755,0.06,0.6937
kuramoto,103,2,1,8.05,1.0,0.0,1,CG,1.0,1.0,0.9347,0.15669,0.9999,0.9347,0.7405,0.9195,0.06,0.8306
kuramoto,104,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.7344,0.163916,0.9999,0.7344,0.0,0.0,0.08,0.3956
kuramoto,105,10,1,5.3,1.0,0.0,1,CG,1.0,1.0,0.8664,0.146656,0.9999,0.8664,0.4318,0.947,0.02,0.8117
kuramoto,109,6,1,3.56,1.0,0.0,1,CG,1.0,1.0,0.8754,0.142967,0.9999,0.8754,0.7743,0.9644,0.02,0.8165
kuramoto,113,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.9744,0.172158,0.9999,0.9744,0.0,0.0,0.08,0.4556
kuramoto,114,13,1,7.08,1.0,0.0,1,CG,1.0,1.0,0.4196,0.139823,0.9999,0.4196,1.1722,0.9292,0.02,0.6973
kuramoto,115,1,1,7.1,1.0,0.0,1,CG,1.0,1.0,0.8758,0.147942,0.9998,0.8758,1.1064,0.929,0.08,0.8203
kuramoto,116,7,1,8.36,1.0,0.0,1,CG,1.0,1.0,0.4412,0.154626,0.9999,0.4412,0.7762,0.9164,0.04,0.7038
kuramoto,121,11,1,6.06,1.0,0.0,1,CG,1.0,1.0,0.5724,0.127562,0.9999,0.5724,0.3177,0.9394,0.02,0.737
kuramoto,133,11,1,3.42,1.0,0.0,1,CG,0.5333,1.0,0.3836,0.078949,0.9998,0.3836,1.2759,0.9658,0.04,0.6034
kuramoto,136,1,1,1.4,1.0,0.0,1,CG,1.0,1.0,0.6996,0.125954,0.9999,0.6996,1.884,0.986,0.06,0.7818
kuramoto,137,4,1,7.05,1.0,0.0,1,CG,1.0,1.0,0.6028,0.155234,0.9999,0.6028,0.9842,0.9295,0.04,0.7461
kuramoto,138,6,1,4.5,1.0,0.0,1,CG,1.0,1.0,0.184,0.084084,0.9999,0.184,1.4233,0.955,0.06,0.6483
kuramoto,142,3,1,6.4,1.0,0.0,1,CG,1.0,1.0,0.88,0.168705,0.9999,0.88,1.0296,0.936,0.06,0.8194
kuramoto,144,8,1,7.0,1.0,0.0,1,CG,1.0,1.0,0.7927,0.156575,0.9999,0.7927,0.7919,0.93,0.02,0.7907
kuramoto,145,2,1,1.4,1.0,0.0,1,CG,0.4667,1.0,0.4477,0.057655,0.9996,0.4477,2.2879,0.986,0.06,0.6122
kuramoto,150,12,1,9.2,1.0,0.0,1,CG,1.0,1.0,0.7596,0.131828,0.9999,0.7596,0.4748,0.908,0.02,0.7791
kuramoto,153,2,1,2.45,1.0,1.0,2,CG,0.8667,1.0,0.3519,0.076346,0.9998,0.3519,2.8722,0.9755,0.08,0.6696
kuramoto,155,9,1,2.82,1.0,0.0,1,CG,1.0,1.0,0.3789,0.088643,0.9999,0.3789,0.8741,0.9718,0.06,0.6995
kuramoto,157,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.7359,0.112826,0.9999,0.7359,0.0,0.0,0.08,0.396
kuramoto,158,2,1,7.75,1.0,0.0,1,CG,0.7333,1.0,0.6517,0.097885,0.9997,0.6517,2.5104,0.9225,0.06,0.707
kuramoto,162,16,1,9.84,1.0,0.0,1,CG,1.0,1.0,0.5735,0.145417,1.0,0.5735,0.4941,0.9016,0.02,0.7316
kuramoto,164,10,1,6.06,1.0,0.0,1,CG,1.0,1.0,0.6545,0.137287,0.9999,0.6545,0.3097,0.9394,0.02,0.7575
kuramoto,169,11,1,6.94,1.0,0.0,1,CG,1.0,1.0,0.5861,0.154122,0.9999,0.5861,1.0278,0.9306,0.02,0.7391
kuramoto,171,0,-1,-1.0,-1.0,-1.0,-1,CG,0.7333,0.0,0.9471,0.138115,0.9998,0.9471,0.0,0.0,0.1,0.3984
kuramoto,175,12,1,8.82,1.0,0.0,1,CG,1.0,1.0,0.8257,0.159012,0.9999,0.8257,0.6891,0.9118,0.02,0.7962
kuramoto,177,1,1,5.8,1.0,0.0,1,CG,1.0,1.0,0.2037,0.09822,0.9999,0.2037,1.0489,0.942,0.1,0.6572
kuramoto,178,12,1,5.04,1.0,0.0,1,CG,1.0,1.0,0.702,0.125028,0.9998,0.702,0.9763,0.9496,0.02,0.7709
kuramoto,179,13,1,11.08,1.0,0.0,1,CG,1.0,1.0,0.6856,0.164117,0.9999,0.6856,1.6035,0.8892,0.02,0.7578
kuramoto,181,6,1,1.82,1.0,0.971,2,CG,0.8667,1.0,0.285,0.053562,0.9998,0.285,2.1201,0.9818,0.08,0.6539
kuramoto,186,1,1,2.4,1.0,0.0,1,CG,0.7667,1.0,0.5843,0.096891,0.9999,0.5843,2.0145,0.976,0.06,0.7048
kuramoto,193,8,1,7.26,1.0,0.0,1,CG,1.0,1.0,0.7413,0.13446,0.9999,0.7413,0.4935,0.9274,0.04,0.7804
kuramoto,194,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.6815,0.126058,0.9999,0.6815,0.0,0.0,0.12,0.3884
kuramoto,195,12,1,7.44,1.0,0.0,1,CG,1.0,1.0,0.9514,0.162039,1.0,0.9514,0.5324,0.9256,0.02,0.8297
kuramoto,197,5,1,6.46,1.0,0.0,1,CG,1.0,1.0,0.4999,0.119455,0.9999,0.4999,1.2392,0.9354,0.04,0.7213
kuramoto,210,6,1,6.64,1.0,0.0,1,CG,1.0,1.0,0.8342,0.135972,0.9999,0.8342,1.3397,0.9336,0.08,0.8106
kuramoto,211,8,1,9.16,1.0,0.0,1,CG,1.0,1.0,0.5894,0.144833,0.9999,0.5894,1.0074,0.9084,0.04,0.7396
kuramoto,220,9,1,4.62,1.0,0.0,1,CG,1.0,1.0,0.7062,0.127272,0.9999,0.7062,1.0868,0.9538,0.06,0.7786
kuramoto,222,10,1,6.48,1.0,0.0,1,CG,1.0,1.0,0.9364,0.137564,0.9999,0.9364,0.5128,0.9352,0.02,0.8274
kuramoto,224,11,1,5.68,1.0,0.0,1,CG,1.0,1.0,0.2939,0.115221,0.9999,0.2939,0.77,0.9432,0.02,0.668
kuramoto,227,11,1,8.44,1.0,0.0,1,CG,1.0,1.0,0.2373,0.131436,1.0,0.2373,0.9293,0.9156,0.04,0.6527
kuramoto,232,5,1,5.34,1.0,0.0,1,CG,1.0,1.0,0.5064,0.144661,0.9999,0.5064,0.8189,0.9466,0.04,0.7246
kuramoto,236,7,1,9.08,1.0,0.0,1,CG,1.0,1.0,0.7041,0.153562,0.9999,0.7041,1.0027,0.9092,0.04,0.7684
kuramoto,237,3,1,6.67,1.0,0.0,1,CG,1.0,1.0,0.8795,0.135662,0.9998,0.8795,1.3237,0.9333,0.08,0.8219
kuramoto,247,2,1,2.65,1.0,0.0,1,CG,1.0,1.0,0.7977,0.137029,0.9999,0.7977,1.42,0.9735,0.06,0.8045
kuramoto,248,5,1,2.54,1.0,0.0,1,CG,0.8333,1.0,0.5703,0.093916,0.9999,0.5703,1.3524,0.9746,0.04,0.7114
kuramoto,251,11,1,6.98,1.0,0.0,1,CG,1.0,1.0,0.9475,0.171477,1.0,0.9475,0.5217,0.9302,0.02,0.8294
kuramoto,252,6,1,8.28,1.0,0.0,1,CG,1.0,1.0,0.716,0.172213,0.9999,0.716,0.9746,0.9172,0.04,0.7726
kuramoto,253,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.8722,0.185064,0.9999,0.8722,0.0,0.0,0.12,0.436
kuramoto,255,8,1,2.66,1.0,1.371,3,CG,0.8,1.0,0.414,0.061378,0.9998,0.414,1.3204,0.9734,0.04,0.6655
kuramoto,256,4,1,5.68,1.0,0.0,1,CG,1.0,1.0,0.7278,0.149053,0.9999,0.7278,1.0399,0.9432,0.1,0.7884
kuramoto,258,6,1,6.7,1.0,0.0,1,CG,1.0,1.0,0.798,0.176331,0.9999,0.798,1.2833,0.933,0.06,0.7985
kuramoto,260,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.9841,0.184593,1.0,0.9841,0.0,0.0,0.06,0.455
kuramoto,261,9,1,4.12,1.0,0.0,1,CG,1.0,1.0,0.6169,0.101989,0.9998,0.6169,0.7805,0.9588,0.02,0.751
kuramoto,262,13,1,8.26,1.0,0.0,1,CG,0.8667,1.0,0.7813,0.13126,0.9997,0.7813,0.6319,0.9174,0.02,0.7593
kuramoto,263,14,1,7.62,1.0,0.0,1,CG,1.0,1.0,0.1548,0.12668,0.9999,0.1548,1.6103,0.9238,0.02,0.6303
kuramoto,267,3,1,4.5,1.0,0.0,1,CG,1.0,1.0,0.9542,0.150502,0.9999,0.9542,0.8402,0.955,0.04,0.8378
kuramoto,271,8,1,2.28,1.0,1.371,3,CG,0.9,1.0,0.3384,0.067873,0.9999,0.3384,1.2337,0.9772,0.04,0.6672
kuramoto,272,4,1,4.3,1.0,1.0,2,CG,0.9667,1.0,0.3633,0.0787,0.9999,0.3633,2.4249,0.957,0.08,0.6897
kuramoto,273,10,1,9.62,1.0,0.0,1,CG,1.0,1.0,0.1249,0.11096,0.9999,0.1249,0.8539,0.9038,0.02,0.6198
kuramoto,278,5,1,9.52,1.0,0.0,1,CG,1.0,1.0,0.7766,0.172052,0.9999,0.7766,0.768,0.9048,0.04,0.7859
kuramoto,279,13,1,8.88,1.0,0.0,1,CG,1.0,1.0,0.344,0.13441,0.9999,0.344,1.0436,0.9112,0.04,0.6787
kuramoto,280,6,1,6.02,1.0,0.0,1,CG,1.0,1.0,0.7731,0.1555,0.9999,0.7731,1.3297,0.9398,0.08,0.7962
kuramoto,281,10,1,8.9,1.0,0.0,1,CG,1.0,1.0,0.2584,0.123568,0.9999,0.2584,0.8051,0.911,0.04,0.6573
kuramoto,284,3,1,3.6,1.0,0.9183,2,CG,0.8667,1.0,0.4371,0.0707,0.9998,0.4371,1.5611,0.964,0.06,0.6862
kuramoto,290,1,1,8.1,1.0,0.0,1,CG,1.0,1.0,0.968,0.179339,0.9999,0.968,0.9203,0.919,0.06,0.8389
kuramoto,291,10,1,3.18,1.0,1.5219,3,CG,0.8667,1.0,0.2811,0.068801,0.9998,0.2811,1.2852,0.9682,0.02,0.6418
kuramoto,293,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.529,0.15079,1.0,0.529,0.0,0.0,0.08,0.3443
kuramoto,294,6,1,5.64,1.0,0.0,1,CG,1.0,1.0,0.7507,0.147713,0.9999,0.7507,1.0667,0.9436,0.04,0.7852
kuramoto,297,1,1,2.8,1.0,0.0,1,CG,1.0,1.0,0.9285,0.159047,0.9999,0.9285,1.1578,0.972,0.08,0.8399
kuramoto,298,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.892,0.169635,0.9999,0.892,0.0,0.0,0.1,0.438
kuramoto,299,11,1,2.58,1.0,0.971,2,CG,0.9667,1.0,0.1537,0.068231,0.9999,0.1537,1.122,0.9742,0.02,0.6309
kuramoto,306,2,1,6.65,1.0,0.0,1,CG,1.0,1.0,0.3531,0.117433,0.9999,0.3531,1.1205,0.9335,0.08,0.6903
kuramoto,307,8,1,8.12,1.0,0.0,1,CG,1.0,1.0,0.7004,0.151885,0.9999,0.7004,0.9969,0.9188,0.04,0.7689
kuramoto,313,9,1,2.6,1.0,0.971,2,CG,0.6333,1.0,0.3312,0.052302,0.9998,0.3312,1.3997,0.974,0.02,0.6086
kuramoto,321,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.7873,0.155791,0.9999,0.7873,0.0,0.0,0.08,0.4088
kuramoto,326,4,1,4.03,1.0,0.0,1,CG,1.0,1.0,0.9318,0.155591,0.9999,0.9318,0.6725,0.9597,0.08,0.8389
kuramoto,330,11,1,10.46,1.0,0.0,1,CG,1.0,1.0,0.3201,0.13162,0.9999,0.3201,0.5072,0.8954,0.02,0.6673
kuramoto,334,8,1,5.42,1.0,0.0,1,CG,1.0,1.0,0.9665,0.143358,1.0,0.9665,0.5526,0.9458,0.04,0.8395
kuramoto,335,6,1,2.5,1.0,0.0,1,CG,1.0,1.0,0.6013,0.119369,0.9999,0.6013,1.3054,0.975,0.04,0.7526
kuramoto,337,0,-1,-1.0,-1.0,-1.0,-1,CG,0.9333,0.0,0.878,0.118556,0.9998,0.878,0.0,0.0,0.12,0.4242
kuramoto,339,6,1,2.1,1.0,0.971,2,CG,0.8333,1.0,0.3745,0.062921,0.9998,0.3745,1.6706,0.979,0.04,0.6631
kuramoto,340,15,1,9.0,1.0,0.0,1,CG,1.0,1.0,0.4096,0.128602,0.9999,0.4096,0.3859,0.91,0.02,0.6919
kuramoto,341,1,1,1.9,1.0,0.0,1,CG,0.9,1.0,0.2385,0.066916,0.9999,0.2385,2.9572,0.981,0.08,0.6488
kuramoto,343,12,1,8.16,1.0,0.0,1,CG,1.0,1.0,0.1852,0.127915,0.9999,0.1852,0.9706,0.9184,0.02,0.637
kuramoto,345,8,1,6.02,1.0,0.0,1,CG,1.0,1.0,0.8071,0.158579,0.9999,0.8071,0.6154,0.9398,0.06,0.8018
kuramoto,346,5,1,5.5,1.0,0.0,1,CG,1.0,1.0,0.7642,0.157292,0.9999,0.7642,0.6007,0.945,0.04,0.7888
kuramoto,347,4,1,2.2,1.0,0.0,1,CG,0.9667,1.0,0.5755,0.111372,0.9999,0.5755,4.0898,0.978,0.08,0.7459
kuramoto,348,10,1,3.26,1.0,0.0,1,CG,1.0,1.0,0.3401,0.094356,0.9999,0.3401,0.5933,0.9674,0.04,0.6861
kuramoto,350,4,1,7.38,1.0,0.0,1,CG,1.0,1.0,0.3019,0.115156,0.9999,0.3019,1.3598,0.9262,0.06,0.6734
kuramoto,352,7,1,4.72,1.0,0.0,1,CG,1.0,1.0,0.8897,0.128656,0.9999,0.8897,0.8847,0.9528,0.06,0.8243
kuramoto,353,11,1,3.8,1.0,0.0,1,CG,1.0,1.0,0.6735,0.146896,0.9999,0.6735,1.1406,0.962,0.02,0.7657
kuramoto,354,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.8761,0.185472,0.9999,0.8761,0.0,0.0,0.08,0.431
kuramoto,355,8,1,6.82,1.0,0.0,1,CG,1.0,1.0,0.5513,0.151866,0.9999,0.5513,1.0369,0.9318,0.04,0.7336
kuramoto,357,7,1,5.08,1.0,0.0,1,CG,1.0,1.0,0.6888,0.121368,0.9999,0.6888,1.0397,0.9492,0.04,0.7706
kuramoto,358,6,1,5.22,1.0,0.0,1,CG,1.0,1.0,0.7924,0.149118,0.9999,0.7924,0.7417,0.9478,0.06,0.7993
kuramoto,359,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.5156,0.139182,0.9999,0.5156,0.0,0.0,0.08,0.3409
kuramoto,360,5,1,3.72,1.0,0.0,1,CG,0.8333,1.0,0.5736,0.098401,0.9999,0.5736,1.2636,0.9628,0.04,0.7105
kuramoto,362,10,1,8.38,1.0,0.0,1,CG,1.0,1.0,0.3038,0.131813,0.9999,0.3038,0.4883,0.9162,0.04,0.6694
kuramoto,363,5,1,2.62,1.0,0.0,1,CG,1.0,1.0,0.2686,0.115801,0.9999,0.2686,2.5698,0.9738,0.06,0.6722
kuramoto,364,4,1,2.15,1.0,0.0,1,CG,0.6333,1.0,0.3827,0.056571,0.9997,0.3827,1.8811,0.9785,0.06,0.6281
kuramoto,369,10,1,9.3,1.0,0.0,1,CG,1.0,1.0,0.5963,0.147272,0.9999,0.5963,0.6043,0.907,0.04,0.7411
kuramoto,371,9,1,6.9,1.0,0.7219,2,CG,1.0,1.0,0.1468,0.111437,0.9999,0.1468,1.3062,0.931,0.04,0.6324
kuramoto,373,3,1,8.1,1.0,0.0,1,CG,1.0,1.0,0.6868,0.165412,0.9999,0.6868,1.4211,0.919,0.06,0.7685
kuramoto,375,15,1,12.48,1.0,0.0,1,CG,1.0,1.0,0.2468,0.130505,1.0,0.2468,1.2045,0.8752,0.02,0.646
kuramoto,378,8,1,3.2,1.0,0.0,1,CG,0.9667,1.0,0.5329,0.10304,0.9999,0.5329,0.6035,0.968,0.04,0.7278
kuramoto,392,8,1,6.94,1.0,0.0,1,CG,1.0,1.0,0.9336,0.15323,0.9999,0.9336,0.4972,0.9306,0.02,0.826
kuramoto,395,4,1,5.75,1.0,0.0,1,CG,1.0,1.0,0.8411,0.169665,0.9999,0.8411,0.7633,0.9425,0.04,0.8077
kuramoto,398,2,1,7.3,1.0,0.0,1,CG,1.0,1.0,0.7305,0.163767,0.9999,0.7305,0.8237,0.927,0.06,0.7807
kuramoto,400,8,1,6.06,1.0,0.0,1,CG,1.0,1.0,0.7589,0.154601,0.9999,0.7589,0.5536,0.9394,0.08,0.7926
kuramoto,401,2,1,4.4,1.0,0.0,1,CG,1.0,1.0,0.6201,0.145035,0.9999,0.6201,0.9011,0.956,0.06,0.7574
kuramoto,405,6,1,5.98,1.0,0.0,1,CG,1.0,1.0,0.5346,0.140233,0.9999,0.5346,0.9958,0.9402,0.04,0.7307
kuramoto,409,9,1,8.24,1.0,0.0,1,CG,1.0,1.0,0.7196,0.126642,0.9999,0.7196,0.6088,0.9176,0.04,0.7736
kuramoto,412,6,1,2.82,1.0,0.0,1,CG,1.0,1.0,0.7759,0.135356,0.9999,0.7759,1.1111,0.9718,0.04,0.7957
kuramoto,414,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.5675,0.12894,0.9999,0.5675,0.0,0.0,0.06,0.3509
kuramoto,416,9,1,7.62,1.0,0.0,1,CG,1.0,1.0,0.8192,0.147658,0.9999,0.8192,0.6797,0.9238,0.04,0.7994
kuramoto,418,10,1,6.68,1.0,0.0,1,CG,1.0,1.0,0.2335,0.120509,0.9999,0.2335,0.7947,0.9332,0.02,0.6514
kuramoto,419,9,1,6.24,1.0,0.0,1,CG,1.0,1.0,0.321,0.120077,0.9999,0.321,0.9521,0.9376,0.04,0.6769
kuramoto,420,12,1,5.14,1.0,0.0,1,CG,1.0,1.0,0.779,0.148334,0.9999,0.779,1.3558,0.9486,0.02,0.79
kuramoto,421,13,1,11.7,1.0,0.0,1,CG,1.0,1.0,0.7356,0.183917,0.9999,0.7356,0.8195,0.883,0.02,0.7693
kuramoto,425,7,1,7.26,1.0,0.0,1,CG,1.0,1.0,0.5765,0.130652,1.0,0.5765,0.7404,0.9274,0.04,0.7392
kuramoto,426,6,1,2.34,1.0,0.971,2,CG,0.7,1.0,0.3418,0.052805,0.9998,0.3418,1.6558,0.9766,0.04,0.6279
kuramoto,435,5,1,4.44,1.0,0.0,1,CG,1.0,1.0,0.3957,0.110213,0.9999,0.3957,0.8774,0.9556,0.04,0.6983
kuramoto,438,7,1,12.1,1.0,0.0,1,CG,1.0,1.0,0.3907,0.128828,1.0,0.3907,0.7551,0.879,0.04,0.6855
kuramoto,441,3,1,5.47,1.0,0.0,1,CG,1.0,1.0,0.7416,0.153122,0.9999,0.7416,1.2423,0.9453,0.06,0.7862
kuramoto,442,6,1,6.6,1.0,0.0,1,CG,1.0,1.0,0.9411,0.161211,1.0,0.9411,0.6979,0.934,0.06,0.8344
kuramoto,445,9,1,2.22,1.0,0.971,2,CG,0.9667,1.0,0.2572,0.060805,0.9999,0.2572,0.9524,0.9778,0.04,0.6603
kuramoto,448,12,1,6.38,1.0,0.0,1,CG,1.0,1.0,0.8707,0.153149,1.0,0.8707,0.5502,0.9362,0.02,0.8111
kuramoto,453,7,1,2.16,1.0,0.971,2,CG,0.6333,1.0,0.2961,0.050584,0.9998,0.2961,2.0104,0.9784,0.04,0.6034
kuramoto,458,6,1,7.66,1.0,0.0,1,CG,1.0,1.0,0.46,0.142173,0.9999,0.46,0.758,0.9234,0.04,0.7095
kuramoto,462,4,1,5.3,1.0,0.0,1,CG,1.0,1.0,0.8821,0.164449,0.9999,0.8821,0.6882,0.947,0.06,0.8216
kuramoto,464,3,1,4.83,1.0,0.0,1,CG,1.0,1.0,0.8221,0.145946,0.9999,0.8221,0.7932,0.9517,0.06,0.8073
