domain_A,domain_B,operator_A,operator_B,property,val_A,val_B,identity_retention
graph_diffusion,gray_scott,synchronization,recursive_feedback,recursive_continuity,0.9917,0.9054,0.9129
graph_diffusion,gray_scott,synchronization,recursive_feedback,reconstruction_ability,0.0,0.3047,0.0
graph_diffusion,gray_scott,synchronization,recursive_feedback,org_memory,0.0008,0.7321,0.0011
graph_diffusion,gray_scott,synchronization,recursive_feedback,transition_smoothness,1.0,0.9996,0.9996
graph_diffusion,gray_scott,synchronization,recursive_feedback,closure_persistence,0.0008,0.7321,0.0011
graph_diffusion,gray_scott,synchronization,recursive_feedback,trajectory_coherence,0.0,0.0183,0.0
graph_diffusion,gray_scott,synchronization,recursive_feedback,recursive_identity_score,0.1985,0.4857,0.4087
graph_diffusion,kuramoto,synchronization,recursive_feedback,recursive_continuity,0.9917,0.9617,0.9697
graph_diffusion,kuramoto,synchronization,recursive_feedback,reconstruction_ability,0.0,0.324,0.0
graph_diffusion,kuramoto,synchronization,recursive_feedback,org_memory,0.0008,0.5897,0.0014
graph_diffusion,kuramoto,synchronization,recursive_feedback,transition_smoothness,1.0,0.9999,0.9999
graph_diffusion,kuramoto,synchronization,recursive_feedback,closure_persistence,0.0008,0.5897,0.0014
graph_diffusion,kuramoto,synchronization,recursive_feedback,trajectory_coherence,0.0,0.0176,0.0
graph_diffusion,kuramoto,synchronization,recursive_feedback,recursive_identity_score,0.1985,0.4691,0.4232
coupled_map_lattice,gray_scott,synchronization,recursive_feedback,recursive_continuity,0.846,0.9054,0.9344
coupled_map_lattice,gray_scott,synchronization,recursive_feedback,reconstruction_ability,0.1397,0.3047,0.4583
coupled_map_lattice,gray_scott,synchronization,recursive_feedback,org_memory,0.2613,0.7321,0.3569
coupled_map_lattice,gray_scott,synchronization,recursive_feedback,transition_smoothness,0.9998,0.9996,0.9999
coupled_map_lattice,gray_scott,synchronization,recursive_feedback,closure_persistence,0.2613,0.7321,0.3569
coupled_map_lattice,gray_scott,synchronization,recursive_feedback,trajectory_coherence,0.0049,0.0183,0.267
coupled_map_lattice,gray_scott,synchronization,recursive_feedback,recursive_identity_score,0.2902,0.4857,0.5975
coupled_map_lattice,kuramoto,synchronization,recursive_feedback,recursive_continuity,0.846,0.9617,0.8797
coupled_map_lattice,kuramoto,synchronization,recursive_feedback,reconstruction_ability,0.1397,0.324,0.4311
coupled_map_lattice,kuramoto,synchronization,recursive_feedback,org_memory,0.2613,0.5897,0.4431
coupled_map_lattice,kuramoto,synchronization,recursive_feedback,transition_smoothness,0.9998,0.9999,0.9999
coupled_map_lattice,kuramoto,synchronization,recursive_feedback,closure_persistence,0.2613,0.5897,0.4431
coupled_map_lattice,kuramoto,synchronization,recursive_feedback,trajectory_coherence,0.0049,0.0176,0.2773
coupled_map_lattice,kuramoto,synchronization,recursive_feedback,recursive_identity_score,0.2902,0.4691,0.6187
graph_diffusion,replicator,synchronization,competitive_exclusion,recursive_continuity,0.9917,0.9397,0.9475
graph_diffusion,replicator,synchronization,competitive_exclusion,reconstruction_ability,0.0,0.0,1.0
graph_diffusion,replicator,synchronization,competitive_exclusion,org_memory,0.0008,0.0199,0.0401
graph_diffusion,replicator,synchronization,competitive_exclusion,transition_smoothness,1.0,1.0,1.0
graph_diffusion,replicator,synchronization,competitive_exclusion,closure_persistence,0.0008,0.0199,0.0401
graph_diffusion,replicator,synchronization,competitive_exclusion,trajectory_coherence,0.0,0.0,1.0
graph_diffusion,replicator,synchronization,competitive_exclusion,recursive_identity_score,0.1985,0.1929,0.9717
coupled_map_lattice,graph_diffusion,synchronization,competitive_exclusion,recursive_continuity,0.846,0.9917,0.8531
coupled_map_lattice,graph_diffusion,synchronization,competitive_exclusion,reconstruction_ability,0.1397,0.0,0.0
coupled_map_lattice,graph_diffusion,synchronization,competitive_exclusion,org_memory,0.2613,0.0008,0.0031
coupled_map_lattice,graph_diffusion,synchronization,competitive_exclusion,transition_smoothness,0.9998,1.0,0.9998
coupled_map_lattice,graph_diffusion,synchronization,competitive_exclusion,closure_persistence,0.2613,0.0008,0.0031
coupled_map_lattice,graph_diffusion,synchronization,competitive_exclusion,trajectory_coherence,0.0049,0.0,0.0
coupled_map_lattice,graph_diffusion,synchronization,competitive_exclusion,recursive_identity_score,0.2902,0.1985,0.684
coupled_map_lattice,replicator,synchronization,competitive_exclusion,recursive_continuity,0.846,0.9397,0.9003
coupled_map_lattice,replicator,synchronization,competitive_exclusion,reconstruction_ability,0.1397,0.0,0.0
coupled_map_lattice,replicator,synchronization,competitive_exclusion,org_memory,0.2613,0.0199,0.0763
coupled_map_lattice,replicator,synchronization,competitive_exclusion,transition_smoothness,0.9998,1.0,0.9998
coupled_map_lattice,replicator,synchronization,competitive_exclusion,closure_persistence,0.2613,0.0199,0.0763
coupled_map_lattice,replicator,synchronization,competitive_exclusion,trajectory_coherence,0.0049,0.0,0.0
coupled_map_lattice,replicator,synchronization,competitive_exclusion,recursive_identity_score,0.2902,0.1929,0.6647
graph_diffusion,cellular_automata,synchronization,diffusion,recursive_continuity,0.9917,0.9465,0.9544
graph_diffusion,cellular_automata,synchronization,diffusion,reconstruction_ability,0.0,0.0,1.0
graph_diffusion,cellular_automata,synchronization,diffusion,org_memory,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,synchronization,diffusion,transition_smoothness,1.0,1.0,1.0
graph_diffusion,cellular_automata,synchronization,diffusion,closure_persistence,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,synchronization,diffusion,trajectory_coherence,0.0,0.0,1.0
graph_diffusion,cellular_automata,synchronization,diffusion,recursive_identity_score,0.1985,0.2104,0.9434
graph_diffusion,coupled_map_lattice,synchronization,diffusion,recursive_continuity,0.9917,0.846,0.8531
graph_diffusion,coupled_map_lattice,synchronization,diffusion,reconstruction_ability,0.0,0.1397,0.0
graph_diffusion,coupled_map_lattice,synchronization,diffusion,org_memory,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,synchronization,diffusion,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,coupled_map_lattice,synchronization,diffusion,closure_persistence,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,synchronization,diffusion,trajectory_coherence,0.0,0.0049,0.0
graph_diffusion,coupled_map_lattice,synchronization,diffusion,recursive_identity_score,0.1985,0.2902,0.684
coupled_map_lattice,cellular_automata,synchronization,diffusion,recursive_continuity,0.846,0.9465,0.8938
coupled_map_lattice,cellular_automata,synchronization,diffusion,reconstruction_ability,0.1397,0.0,0.0
coupled_map_lattice,cellular_automata,synchronization,diffusion,org_memory,0.2613,0.0845,0.3234
coupled_map_lattice,cellular_automata,synchronization,diffusion,transition_smoothness,0.9998,1.0,0.9998
coupled_map_lattice,cellular_automata,synchronization,diffusion,closure_persistence,0.2613,0.0845,0.3234
coupled_map_lattice,cellular_automata,synchronization,diffusion,trajectory_coherence,0.0049,0.0,0.0
coupled_map_lattice,cellular_automata,synchronization,diffusion,recursive_identity_score,0.2902,0.2104,0.725
graph_diffusion,population,synchronization,hierarchical_nesting,recursive_continuity,0.9917,0.8583,0.8654
graph_diffusion,population,synchronization,hierarchical_nesting,reconstruction_ability,0.0,0.1643,0.0
graph_diffusion,population,synchronization,hierarchical_nesting,org_memory,0.0008,0.3661,0.0022
graph_diffusion,population,synchronization,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,population,synchronization,hierarchical_nesting,closure_persistence,0.0008,0.3661,0.0022
graph_diffusion,population,synchronization,hierarchical_nesting,trajectory_coherence,0.0,0.0169,0.0
graph_diffusion,population,synchronization,hierarchical_nesting,recursive_identity_score,0.1985,0.3296,0.6024
graph_diffusion,coupled_map_lattice,synchronization,hierarchical_nesting,recursive_continuity,0.9917,0.846,0.8531
graph_diffusion,coupled_map_lattice,synchronization,hierarchical_nesting,reconstruction_ability,0.0,0.1397,0.0
graph_diffusion,coupled_map_lattice,synchronization,hierarchical_nesting,org_memory,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,synchronization,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,coupled_map_lattice,synchronization,hierarchical_nesting,closure_persistence,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,synchronization,hierarchical_nesting,trajectory_coherence,0.0,0.0049,0.0
graph_diffusion,coupled_map_lattice,synchronization,hierarchical_nesting,recursive_identity_score,0.1985,0.2902,0.684
coupled_map_lattice,population,synchronization,hierarchical_nesting,recursive_continuity,0.846,0.8583,0.9857
coupled_map_lattice,population,synchronization,hierarchical_nesting,reconstruction_ability,0.1397,0.1643,0.85
coupled_map_lattice,population,synchronization,hierarchical_nesting,org_memory,0.2613,0.3661,0.7136
coupled_map_lattice,population,synchronization,hierarchical_nesting,transition_smoothness,0.9998,0.9998,1.0
coupled_map_lattice,population,synchronization,hierarchical_nesting,closure_persistence,0.2613,0.3661,0.7136
coupled_map_lattice,population,synchronization,hierarchical_nesting,trajectory_coherence,0.0049,0.0169,0.2884
coupled_map_lattice,population,synchronization,hierarchical_nesting,recursive_identity_score,0.2902,0.3296,0.8806
graph_diffusion,coupled_map_lattice,synchronization,constraint_propagation,recursive_continuity,0.9917,0.846,0.8531
graph_diffusion,coupled_map_lattice,synchronization,constraint_propagation,reconstruction_ability,0.0,0.1397,0.0
graph_diffusion,coupled_map_lattice,synchronization,constraint_propagation,org_memory,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,synchronization,constraint_propagation,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,coupled_map_lattice,synchronization,constraint_propagation,closure_persistence,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,synchronization,constraint_propagation,trajectory_coherence,0.0,0.0049,0.0
graph_diffusion,coupled_map_lattice,synchronization,constraint_propagation,recursive_identity_score,0.1985,0.2902,0.684
graph_diffusion,cellular_automata,synchronization,constraint_propagation,recursive_continuity,0.9917,0.9465,0.9544
graph_diffusion,cellular_automata,synchronization,constraint_propagation,reconstruction_ability,0.0,0.0,1.0
graph_diffusion,cellular_automata,synchronization,constraint_propagation,org_memory,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,synchronization,constraint_propagation,transition_smoothness,1.0,1.0,1.0
graph_diffusion,cellular_automata,synchronization,constraint_propagation,closure_persistence,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,synchronization,constraint_propagation,trajectory_coherence,0.0,0.0,1.0
graph_diffusion,cellular_automata,synchronization,constraint_propagation,recursive_identity_score,0.1985,0.2104,0.9434
coupled_map_lattice,cellular_automata,synchronization,constraint_propagation,recursive_continuity,0.846,0.9465,0.8938
coupled_map_lattice,cellular_automata,synchronization,constraint_propagation,reconstruction_ability,0.1397,0.0,0.0
coupled_map_lattice,cellular_automata,synchronization,constraint_propagation,org_memory,0.2613,0.0845,0.3234
coupled_map_lattice,cellular_automata,synchronization,constraint_propagation,transition_smoothness,0.9998,1.0,0.9998
coupled_map_lattice,cellular_automata,synchronization,constraint_propagation,closure_persistence,0.2613,0.0845,0.3234
coupled_map_lattice,cellular_automata,synchronization,constraint_propagation,trajectory_coherence,0.0049,0.0,0.0
coupled_map_lattice,cellular_automata,synchronization,constraint_propagation,recursive_identity_score,0.2902,0.2104,0.725
graph_diffusion,gray_scott,synchronization,resonance_locking,recursive_continuity,0.9917,0.9054,0.9129
graph_diffusion,gray_scott,synchronization,resonance_locking,reconstruction_ability,0.0,0.3047,0.0
graph_diffusion,gray_scott,synchronization,resonance_locking,org_memory,0.0008,0.7321,0.0011
graph_diffusion,gray_scott,synchronization,resonance_locking,transition_smoothness,1.0,0.9996,0.9996
graph_diffusion,gray_scott,synchronization,resonance_locking,closure_persistence,0.0008,0.7321,0.0011
graph_diffusion,gray_scott,synchronization,resonance_locking,trajectory_coherence,0.0,0.0183,0.0
graph_diffusion,gray_scott,synchronization,resonance_locking,recursive_identity_score,0.1985,0.4857,0.4087
graph_diffusion,kuramoto,synchronization,resonance_locking,recursive_continuity,0.9917,0.9617,0.9697
graph_diffusion,kuramoto,synchronization,resonance_locking,reconstruction_ability,0.0,0.324,0.0
graph_diffusion,kuramoto,synchronization,resonance_locking,org_memory,0.0008,0.5897,0.0014
graph_diffusion,kuramoto,synchronization,resonance_locking,transition_smoothness,1.0,0.9999,0.9999
graph_diffusion,kuramoto,synchronization,resonance_locking,closure_persistence,0.0008,0.5897,0.0014
graph_diffusion,kuramoto,synchronization,resonance_locking,trajectory_coherence,0.0,0.0176,0.0
graph_diffusion,kuramoto,synchronization,resonance_locking,recursive_identity_score,0.1985,0.4691,0.4232
coupled_map_lattice,gray_scott,synchronization,resonance_locking,recursive_continuity,0.846,0.9054,0.9344
coupled_map_lattice,gray_scott,synchronization,resonance_locking,reconstruction_ability,0.1397,0.3047,0.4583
coupled_map_lattice,gray_scott,synchronization,resonance_locking,org_memory,0.2613,0.7321,0.3569
coupled_map_lattice,gray_scott,synchronization,resonance_locking,transition_smoothness,0.9998,0.9996,0.9999
coupled_map_lattice,gray_scott,synchronization,resonance_locking,closure_persistence,0.2613,0.7321,0.3569
coupled_map_lattice,gray_scott,synchronization,resonance_locking,trajectory_coherence,0.0049,0.0183,0.267
coupled_map_lattice,gray_scott,synchronization,resonance_locking,recursive_identity_score,0.2902,0.4857,0.5975
coupled_map_lattice,kuramoto,synchronization,resonance_locking,recursive_continuity,0.846,0.9617,0.8797
coupled_map_lattice,kuramoto,synchronization,resonance_locking,reconstruction_ability,0.1397,0.324,0.4311
coupled_map_lattice,kuramoto,synchronization,resonance_locking,org_memory,0.2613,0.5897,0.4431
coupled_map_lattice,kuramoto,synchronization,resonance_locking,transition_smoothness,0.9998,0.9999,0.9999
coupled_map_lattice,kuramoto,synchronization,resonance_locking,closure_persistence,0.2613,0.5897,0.4431
coupled_map_lattice,kuramoto,synchronization,resonance_locking,trajectory_coherence,0.0049,0.0176,0.2773
coupled_map_lattice,kuramoto,synchronization,resonance_locking,recursive_identity_score,0.2902,0.4691,0.6187
gray_scott,graph_diffusion,recursive_feedback,competitive_exclusion,recursive_continuity,0.9054,0.9917,0.9129
gray_scott,graph_diffusion,recursive_feedback,competitive_exclusion,reconstruction_ability,0.3047,0.0,0.0
gray_scott,graph_diffusion,recursive_feedback,competitive_exclusion,org_memory,0.7321,0.0008,0.0011
gray_scott,graph_diffusion,recursive_feedback,competitive_exclusion,transition_smoothness,0.9996,1.0,0.9996
gray_scott,graph_diffusion,recursive_feedback,competitive_exclusion,closure_persistence,0.7321,0.0008,0.0011
gray_scott,graph_diffusion,recursive_feedback,competitive_exclusion,trajectory_coherence,0.0183,0.0,0.0
gray_scott,graph_diffusion,recursive_feedback,competitive_exclusion,recursive_identity_score,0.4857,0.1985,0.4087
gray_scott,replicator,recursive_feedback,competitive_exclusion,recursive_continuity,0.9054,0.9397,0.9635
gray_scott,replicator,recursive_feedback,competitive_exclusion,reconstruction_ability,0.3047,0.0,0.0
gray_scott,replicator,recursive_feedback,competitive_exclusion,org_memory,0.7321,0.0199,0.0272
gray_scott,replicator,recursive_feedback,competitive_exclusion,transition_smoothness,0.9996,1.0,0.9997
gray_scott,replicator,recursive_feedback,competitive_exclusion,closure_persistence,0.7321,0.0199,0.0272
gray_scott,replicator,recursive_feedback,competitive_exclusion,trajectory_coherence,0.0183,0.0,0.0
gray_scott,replicator,recursive_feedback,competitive_exclusion,recursive_identity_score,0.4857,0.1929,0.3972
kuramoto,graph_diffusion,recursive_feedback,competitive_exclusion,recursive_continuity,0.9617,0.9917,0.9697
kuramoto,graph_diffusion,recursive_feedback,competitive_exclusion,reconstruction_ability,0.324,0.0,0.0
kuramoto,graph_diffusion,recursive_feedback,competitive_exclusion,org_memory,0.5897,0.0008,0.0014
kuramoto,graph_diffusion,recursive_feedback,competitive_exclusion,transition_smoothness,0.9999,1.0,0.9999
kuramoto,graph_diffusion,recursive_feedback,competitive_exclusion,closure_persistence,0.5897,0.0008,0.0014
kuramoto,graph_diffusion,recursive_feedback,competitive_exclusion,trajectory_coherence,0.0176,0.0,0.0
kuramoto,graph_diffusion,recursive_feedback,competitive_exclusion,recursive_identity_score,0.4691,0.1985,0.4232
kuramoto,replicator,recursive_feedback,competitive_exclusion,recursive_continuity,0.9617,0.9397,0.9771
kuramoto,replicator,recursive_feedback,competitive_exclusion,reconstruction_ability,0.324,0.0,0.0
kuramoto,replicator,recursive_feedback,competitive_exclusion,org_memory,0.5897,0.0199,0.0338
kuramoto,replicator,recursive_feedback,competitive_exclusion,transition_smoothness,0.9999,1.0,0.9999
kuramoto,replicator,recursive_feedback,competitive_exclusion,closure_persistence,0.5897,0.0199,0.0338
kuramoto,replicator,recursive_feedback,competitive_exclusion,trajectory_coherence,0.0176,0.0,0.0
kuramoto,replicator,recursive_feedback,competitive_exclusion,recursive_identity_score,0.4691,0.1929,0.4112
gray_scott,cellular_automata,recursive_feedback,diffusion,recursive_continuity,0.9054,0.9465,0.9565
gray_scott,cellular_automata,recursive_feedback,diffusion,reconstruction_ability,0.3047,0.0,0.0
gray_scott,cellular_automata,recursive_feedback,diffusion,org_memory,0.7321,0.0845,0.1154
gray_scott,cellular_automata,recursive_feedback,diffusion,transition_smoothness,0.9996,1.0,0.9997
gray_scott,cellular_automata,recursive_feedback,diffusion,closure_persistence,0.7321,0.0845,0.1154
gray_scott,cellular_automata,recursive_feedback,diffusion,trajectory_coherence,0.0183,0.0,0.0
gray_scott,cellular_automata,recursive_feedback,diffusion,recursive_identity_score,0.4857,0.2104,0.4332
gray_scott,coupled_map_lattice,recursive_feedback,diffusion,recursive_continuity,0.9054,0.846,0.9344
gray_scott,coupled_map_lattice,recursive_feedback,diffusion,reconstruction_ability,0.3047,0.1397,0.4583
gray_scott,coupled_map_lattice,recursive_feedback,diffusion,org_memory,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,recursive_feedback,diffusion,transition_smoothness,0.9996,0.9998,0.9999
gray_scott,coupled_map_lattice,recursive_feedback,diffusion,closure_persistence,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,recursive_feedback,diffusion,trajectory_coherence,0.0183,0.0049,0.267
gray_scott,coupled_map_lattice,recursive_feedback,diffusion,recursive_identity_score,0.4857,0.2902,0.5975
kuramoto,cellular_automata,recursive_feedback,diffusion,recursive_continuity,0.9617,0.9465,0.9842
kuramoto,cellular_automata,recursive_feedback,diffusion,reconstruction_ability,0.324,0.0,0.0
kuramoto,cellular_automata,recursive_feedback,diffusion,org_memory,0.5897,0.0845,0.1433
kuramoto,cellular_automata,recursive_feedback,diffusion,transition_smoothness,0.9999,1.0,0.9999
kuramoto,cellular_automata,recursive_feedback,diffusion,closure_persistence,0.5897,0.0845,0.1433
kuramoto,cellular_automata,recursive_feedback,diffusion,trajectory_coherence,0.0176,0.0,0.0
kuramoto,cellular_automata,recursive_feedback,diffusion,recursive_identity_score,0.4691,0.2104,0.4486
kuramoto,coupled_map_lattice,recursive_feedback,diffusion,recursive_continuity,0.9617,0.846,0.8797
kuramoto,coupled_map_lattice,recursive_feedback,diffusion,reconstruction_ability,0.324,0.1397,0.4311
kuramoto,coupled_map_lattice,recursive_feedback,diffusion,org_memory,0.5897,0.2613,0.4431
kuramoto,coupled_map_lattice,recursive_feedback,diffusion,transition_smoothness,0.9999,0.9998,0.9999
kuramoto,coupled_map_lattice,recursive_feedback,diffusion,closure_persistence,0.5897,0.2613,0.4431
kuramoto,coupled_map_lattice,recursive_feedback,diffusion,trajectory_coherence,0.0176,0.0049,0.2773
kuramoto,coupled_map_lattice,recursive_feedback,diffusion,recursive_identity_score,0.4691,0.2902,0.6187
gray_scott,population,recursive_feedback,hierarchical_nesting,recursive_continuity,0.9054,0.8583,0.9479
gray_scott,population,recursive_feedback,hierarchical_nesting,reconstruction_ability,0.3047,0.1643,0.5392
gray_scott,population,recursive_feedback,hierarchical_nesting,org_memory,0.7321,0.3661,0.5001
gray_scott,population,recursive_feedback,hierarchical_nesting,transition_smoothness,0.9996,0.9998,0.9998
gray_scott,population,recursive_feedback,hierarchical_nesting,closure_persistence,0.7321,0.3661,0.5001
gray_scott,population,recursive_feedback,hierarchical_nesting,trajectory_coherence,0.0183,0.0169,0.9256
gray_scott,population,recursive_feedback,hierarchical_nesting,recursive_identity_score,0.4857,0.3296,0.6785
gray_scott,coupled_map_lattice,recursive_feedback,hierarchical_nesting,recursive_continuity,0.9054,0.846,0.9344
gray_scott,coupled_map_lattice,recursive_feedback,hierarchical_nesting,reconstruction_ability,0.3047,0.1397,0.4583
gray_scott,coupled_map_lattice,recursive_feedback,hierarchical_nesting,org_memory,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,recursive_feedback,hierarchical_nesting,transition_smoothness,0.9996,0.9998,0.9999
gray_scott,coupled_map_lattice,recursive_feedback,hierarchical_nesting,closure_persistence,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,recursive_feedback,hierarchical_nesting,trajectory_coherence,0.0183,0.0049,0.267
gray_scott,coupled_map_lattice,recursive_feedback,hierarchical_nesting,recursive_identity_score,0.4857,0.2902,0.5975
kuramoto,population,recursive_feedback,hierarchical_nesting,recursive_continuity,0.9617,0.8583,0.8924
kuramoto,population,recursive_feedback,hierarchical_nesting,reconstruction_ability,0.324,0.1643,0.5071
kuramoto,population,recursive_feedback,hierarchical_nesting,org_memory,0.5897,0.3661,0.6209
kuramoto,population,recursive_feedback,hierarchical_nesting,transition_smoothness,0.9999,0.9998,0.9999
kuramoto,population,recursive_feedback,hierarchical_nesting,closure_persistence,0.5897,0.3661,0.6209
kuramoto,population,recursive_feedback,hierarchical_nesting,trajectory_coherence,0.0176,0.0169,0.9614
kuramoto,population,recursive_feedback,hierarchical_nesting,recursive_identity_score,0.4691,0.3296,0.7025
kuramoto,coupled_map_lattice,recursive_feedback,hierarchical_nesting,recursive_continuity,0.9617,0.846,0.8797
kuramoto,coupled_map_lattice,recursive_feedback,hierarchical_nesting,reconstruction_ability,0.324,0.1397,0.4311
kuramoto,coupled_map_lattice,recursive_feedback,hierarchical_nesting,org_memory,0.5897,0.2613,0.4431
kuramoto,coupled_map_lattice,recursive_feedback,hierarchical_nesting,transition_smoothness,0.9999,0.9998,0.9999
kuramoto,coupled_map_lattice,recursive_feedback,hierarchical_nesting,closure_persistence,0.5897,0.2613,0.4431
kuramoto,coupled_map_lattice,recursive_feedback,hierarchical_nesting,trajectory_coherence,0.0176,0.0049,0.2773
kuramoto,coupled_map_lattice,recursive_feedback,hierarchical_nesting,recursive_identity_score,0.4691,0.2902,0.6187
gray_scott,coupled_map_lattice,recursive_feedback,constraint_propagation,recursive_continuity,0.9054,0.846,0.9344
gray_scott,coupled_map_lattice,recursive_feedback,constraint_propagation,reconstruction_ability,0.3047,0.1397,0.4583
gray_scott,coupled_map_lattice,recursive_feedback,constraint_propagation,org_memory,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,recursive_feedback,constraint_propagation,transition_smoothness,0.9996,0.9998,0.9999
gray_scott,coupled_map_lattice,recursive_feedback,constraint_propagation,closure_persistence,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,recursive_feedback,constraint_propagation,trajectory_coherence,0.0183,0.0049,0.267
gray_scott,coupled_map_lattice,recursive_feedback,constraint_propagation,recursive_identity_score,0.4857,0.2902,0.5975
gray_scott,cellular_automata,recursive_feedback,constraint_propagation,recursive_continuity,0.9054,0.9465,0.9565
gray_scott,cellular_automata,recursive_feedback,constraint_propagation,reconstruction_ability,0.3047,0.0,0.0
gray_scott,cellular_automata,recursive_feedback,constraint_propagation,org_memory,0.7321,0.0845,0.1154
gray_scott,cellular_automata,recursive_feedback,constraint_propagation,transition_smoothness,0.9996,1.0,0.9997
gray_scott,cellular_automata,recursive_feedback,constraint_propagation,closure_persistence,0.7321,0.0845,0.1154
gray_scott,cellular_automata,recursive_feedback,constraint_propagation,trajectory_coherence,0.0183,0.0,0.0
gray_scott,cellular_automata,recursive_feedback,constraint_propagation,recursive_identity_score,0.4857,0.2104,0.4332
kuramoto,coupled_map_lattice,recursive_feedback,constraint_propagation,recursive_continuity,0.9617,0.846,0.8797
kuramoto,coupled_map_lattice,recursive_feedback,constraint_propagation,reconstruction_ability,0.324,0.1397,0.4311
kuramoto,coupled_map_lattice,recursive_feedback,constraint_propagation,org_memory,0.5897,0.2613,0.4431
kuramoto,coupled_map_lattice,recursive_feedback,constraint_propagation,transition_smoothness,0.9999,0.9998,0.9999
kuramoto,coupled_map_lattice,recursive_feedback,constraint_propagation,closure_persistence,0.5897,0.2613,0.4431
kuramoto,coupled_map_lattice,recursive_feedback,constraint_propagation,trajectory_coherence,0.0176,0.0049,0.2773
kuramoto,coupled_map_lattice,recursive_feedback,constraint_propagation,recursive_identity_score,0.4691,0.2902,0.6187
kuramoto,cellular_automata,recursive_feedback,constraint_propagation,recursive_continuity,0.9617,0.9465,0.9842
kuramoto,cellular_automata,recursive_feedback,constraint_propagation,reconstruction_ability,0.324,0.0,0.0
kuramoto,cellular_automata,recursive_feedback,constraint_propagation,org_memory,0.5897,0.0845,0.1433
kuramoto,cellular_automata,recursive_feedback,constraint_propagation,transition_smoothness,0.9999,1.0,0.9999
kuramoto,cellular_automata,recursive_feedback,constraint_propagation,closure_persistence,0.5897,0.0845,0.1433
kuramoto,cellular_automata,recursive_feedback,constraint_propagation,trajectory_coherence,0.0176,0.0,0.0
kuramoto,cellular_automata,recursive_feedback,constraint_propagation,recursive_identity_score,0.4691,0.2104,0.4486
gray_scott,kuramoto,recursive_feedback,resonance_locking,recursive_continuity,0.9054,0.9617,0.9414
gray_scott,kuramoto,recursive_feedback,resonance_locking,reconstruction_ability,0.3047,0.324,0.9405
gray_scott,kuramoto,recursive_feedback,resonance_locking,org_memory,0.7321,0.5897,0.8054
gray_scott,kuramoto,recursive_feedback,resonance_locking,transition_smoothness,0.9996,0.9999,0.9998
gray_scott,kuramoto,recursive_feedback,resonance_locking,closure_persistence,0.7321,0.5897,0.8054
gray_scott,kuramoto,recursive_feedback,resonance_locking,trajectory_coherence,0.0183,0.0176,0.9628
gray_scott,kuramoto,recursive_feedback,resonance_locking,recursive_identity_score,0.4857,0.4691,0.9658
kuramoto,gray_scott,recursive_feedback,resonance_locking,recursive_continuity,0.9617,0.9054,0.9414
kuramoto,gray_scott,recursive_feedback,resonance_locking,reconstruction_ability,0.324,0.3047,0.9405
kuramoto,gray_scott,recursive_feedback,resonance_locking,org_memory,0.5897,0.7321,0.8054
kuramoto,gray_scott,recursive_feedback,resonance_locking,transition_smoothness,0.9999,0.9996,0.9998
kuramoto,gray_scott,recursive_feedback,resonance_locking,closure_persistence,0.5897,0.7321,0.8054
kuramoto,gray_scott,recursive_feedback,resonance_locking,trajectory_coherence,0.0176,0.0183,0.9628
kuramoto,gray_scott,recursive_feedback,resonance_locking,recursive_identity_score,0.4691,0.4857,0.9658
graph_diffusion,cellular_automata,competitive_exclusion,diffusion,recursive_continuity,0.9917,0.9465,0.9544
graph_diffusion,cellular_automata,competitive_exclusion,diffusion,reconstruction_ability,0.0,0.0,1.0
graph_diffusion,cellular_automata,competitive_exclusion,diffusion,org_memory,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,competitive_exclusion,diffusion,transition_smoothness,1.0,1.0,1.0
graph_diffusion,cellular_automata,competitive_exclusion,diffusion,closure_persistence,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,competitive_exclusion,diffusion,trajectory_coherence,0.0,0.0,1.0
graph_diffusion,cellular_automata,competitive_exclusion,diffusion,recursive_identity_score,0.1985,0.2104,0.9434
graph_diffusion,coupled_map_lattice,competitive_exclusion,diffusion,recursive_continuity,0.9917,0.846,0.8531
graph_diffusion,coupled_map_lattice,competitive_exclusion,diffusion,reconstruction_ability,0.0,0.1397,0.0
