domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score
kuramoto,280,CG,1.0,1.0,0.7731,0.1555,0.9999,0.7731,1.3297,0.9398,0.08,0.7962
kuramoto,281,CG,1.0,1.0,0.2584,0.123568,0.9999,0.2584,0.8051,0.911,0.04,0.6573
kuramoto,282,CH,1.0,0.0,0.9959,0.120571,0.9999,0.9959,0.0,0.0,0.0,0.449
kuramoto,283,CH,1.0,0.0,0.339,0.095963,0.9999,0.339,0.0,0.0,0.0,0.2847
kuramoto,284,CG,0.8667,1.0,0.4371,0.0707,0.9998,0.4371,1.5611,0.964,0.06,0.6862
kuramoto,285,CH,1.0,0.0,0.4512,0.128984,0.9999,0.4512,0.0,0.0,0.0,0.3128
kuramoto,286,CH,1.0,0.0,0.4652,0.144664,0.9999,0.4652,0.0,0.0,0.0,0.3163
kuramoto,287,CH,1.0,0.0,0.4284,0.150678,0.9999,0.4284,0.0,0.0,0.0,0.3071
kuramoto,288,CH,1.0,0.0,0.2239,0.133344,0.9999,0.2239,0.0,0.0,0.0,0.256
kuramoto,289,CH,1.0,0.0,0.7488,0.158626,0.9999,0.7488,0.0,0.0,0.0,0.3872
kuramoto,290,CG,1.0,1.0,0.968,0.179339,0.9999,0.968,0.9203,0.919,0.06,0.8389
kuramoto,291,CG,0.8667,1.0,0.2811,0.068801,0.9998,0.2811,1.2852,0.9682,0.02,0.6418
kuramoto,292,CH,1.0,0.0,0.8828,0.143143,0.9999,0.8828,0.0,0.0,0.0,0.4207
kuramoto,293,CG,1.0,0.0,0.529,0.15079,1.0,0.529,0.0,0.0,0.08,0.3443
kuramoto,294,CG,1.0,1.0,0.7507,0.147713,0.9999,0.7507,1.0667,0.9436,0.04,0.7852
kuramoto,295,CH,1.0,0.0,0.9714,0.117315,0.9999,0.9714,0.0,0.0,0.0,0.4428
kuramoto,296,CH,1.0,0.0,0.2747,0.111585,0.9999,0.2747,0.0,0.0,0.0,0.2687
kuramoto,297,CG,1.0,1.0,0.9285,0.159047,0.9999,0.9285,1.1578,0.972,0.08,0.8399
kuramoto,298,CG,1.0,0.0,0.892,0.169635,0.9999,0.892,0.0,0.0,0.1,0.438
kuramoto,299,CG,0.9667,1.0,0.1537,0.068231,0.9999,0.1537,1.122,0.9742,0.02,0.6309
kuramoto,300,CH,1.0,0.0,0.7615,0.137191,0.9999,0.7615,0.0,0.0,0.0,0.3904
kuramoto,301,CH,1.0,0.0,0.6843,0.113267,1.0,0.6843,0.0,0.0,0.0,0.3711
kuramoto,302,CH,1.0,0.0,0.7568,0.103718,0.9999,0.7568,0.0,0.0,0.0,0.3892
kuramoto,303,CH,1.0,0.0,0.159,0.109201,0.9999,0.159,0.0,0.0,0.0,0.2398
kuramoto,304,CH,1.0,0.0,0.8963,0.114182,0.9999,0.8963,0.0,0.0,0.0,0.4241
kuramoto,305,CH,1.0,0.0,0.5081,0.142515,0.9999,0.5081,0.0,0.0,0.0,0.327
kuramoto,306,CG,1.0,1.0,0.3531,0.117433,0.9999,0.3531,1.1205,0.9335,0.08,0.6903
kuramoto,307,CG,1.0,1.0,0.7004,0.151885,0.9999,0.7004,0.9969,0.9188,0.04,0.7689
kuramoto,308,CH,0.9667,0.0,0.0917,0.068741,0.9999,0.0917,0.0,0.0,0.0,0.2163
kuramoto,309,CH,1.0,0.0,0.9441,0.145975,1.0,0.9441,0.0,0.0,0.0,0.436
kuramoto,310,CH,1.0,0.0,0.6713,0.116051,0.9999,0.6713,0.0,0.0,0.0,0.3678
kuramoto,311,CH,1.0,0.0,0.8951,0.135401,0.9999,0.8951,0.0,0.0,0.0,0.4238
kuramoto,312,CH,1.0,0.0,0.7339,0.115194,0.9999,0.7339,0.0,0.0,0.0,0.3835
kuramoto,313,CG,0.6333,1.0,0.3312,0.052302,0.9998,0.3312,1.3997,0.974,0.02,0.6086
kuramoto,314,CH,0.9667,0.0,0.5352,0.112206,0.9997,0.5352,0.0,0.0,0.0,0.3271
kuramoto,315,CH,1.0,0.0,0.7864,0.145832,0.9999,0.7864,0.0,0.0,0.0,0.3966
kuramoto,316,CH,1.0,0.0,0.8271,0.127536,0.9999,0.8271,0.0,0.0,0.0,0.4068
kuramoto,317,CH,1.0,0.0,0.604,0.143149,0.9999,0.604,0.0,0.0,0.0,0.351
kuramoto,318,CH,1.0,0.0,0.5539,0.149012,0.9999,0.5539,0.0,0.0,0.0,0.3385
kuramoto,319,CH,1.0,0.0,0.6994,0.163927,0.9999,0.6994,0.0,0.0,0.0,0.3748
kuramoto,320,CH,0.9333,0.0,0.7573,0.126475,0.9997,0.7573,0.0,0.0,0.0,0.376
kuramoto,321,CG,1.0,0.0,0.7873,0.155791,0.9999,0.7873,0.0,0.0,0.08,0.4088
kuramoto,322,CH,1.0,0.0,0.7699,0.15686,0.9999,0.7699,0.0,0.0,0.0,0.3925
kuramoto,323,CH,1.0,0.0,0.5365,0.109924,0.9999,0.5365,0.0,0.0,0.0,0.3341
kuramoto,324,CH,1.0,0.0,0.6899,0.174288,0.9999,0.6899,0.0,0.0,0.0,0.3725
kuramoto,325,CH,1.0,0.0,0.3642,0.094338,0.9999,0.3642,0.0,0.0,0.0,0.2911
kuramoto,326,CG,1.0,1.0,0.9318,0.155591,0.9999,0.9318,0.6725,0.9597,0.08,0.8389
kuramoto,327,CH,1.0,0.0,0.1679,0.106915,0.9999,0.1679,0.0,0.0,0.0,0.242
kuramoto,328,CH,1.0,0.0,0.9344,0.16171,0.9999,0.9344,0.0,0.0,0.0,0.4336
kuramoto,329,CH,1.0,0.0,0.3972,0.145608,0.9999,0.3972,0.0,0.0,0.0,0.2993
kuramoto,330,CG,1.0,1.0,0.3201,0.13162,0.9999,0.3201,0.5072,0.8954,0.02,0.6673
kuramoto,331,CH,1.0,0.0,0.7197,0.107503,0.9999,0.7197,0.0,0.0,0.0,0.3799
kuramoto,332,CH,1.0,0.0,0.838,0.153371,0.9999,0.838,0.0,0.0,0.0,0.4095
kuramoto,333,CH,1.0,0.0,0.3152,0.108603,0.9999,0.3152,0.0,0.0,0.0,0.2788
kuramoto,334,CG,1.0,1.0,0.9665,0.143358,1.0,0.9665,0.5526,0.9458,0.04,0.8395
kuramoto,335,CG,1.0,1.0,0.6013,0.119369,0.9999,0.6013,1.3054,0.975,0.04,0.7526
kuramoto,336,CH,1.0,0.0,0.6656,0.141025,0.9999,0.6656,0.0,0.0,0.0,0.3664
kuramoto,337,CG,0.9333,0.0,0.878,0.118556,0.9998,0.878,0.0,0.0,0.12,0.4242
kuramoto,338,CH,0.4667,0.0,0.7725,0.140863,0.9997,0.7725,0.0,0.0,0.0,0.2865
kuramoto,339,CG,0.8333,1.0,0.3745,0.062921,0.9998,0.3745,1.6706,0.979,0.04,0.6631
kuramoto,340,CG,1.0,1.0,0.4096,0.128602,0.9999,0.4096,0.3859,0.91,0.02,0.6919
kuramoto,341,CG,0.9,1.0,0.2385,0.066916,0.9999,0.2385,2.9572,0.981,0.08,0.6488
kuramoto,342,CH,1.0,0.0,0.1832,0.094839,1.0,0.1832,0.0,0.0,0.0,0.2458
kuramoto,343,CG,1.0,1.0,0.1852,0.127915,0.9999,0.1852,0.9706,0.9184,0.02,0.637
kuramoto,344,CH,1.0,0.0,0.7567,0.147264,0.9999,0.7567,0.0,0.0,0.0,0.3892
kuramoto,345,CG,1.0,1.0,0.8071,0.158579,0.9999,0.8071,0.6154,0.9398,0.06,0.8018
kuramoto,346,CG,1.0,1.0,0.7642,0.157292,0.9999,0.7642,0.6007,0.945,0.04,0.7888
kuramoto,347,CG,0.9667,1.0,0.5755,0.111372,0.9999,0.5755,4.0898,0.978,0.08,0.7459
kuramoto,348,CG,1.0,1.0,0.3401,0.094356,0.9999,0.3401,0.5933,0.9674,0.04,0.6861
kuramoto,349,CH,1.0,0.0,0.7693,0.141456,0.9999,0.7693,0.0,0.0,0.0,0.3923
kuramoto,350,CG,1.0,1.0,0.3019,0.115156,0.9999,0.3019,1.3598,0.9262,0.06,0.6734
kuramoto,351,CH,1.0,0.0,0.3398,0.122364,1.0,0.3398,0.0,0.0,0.0,0.285
kuramoto,352,CG,1.0,1.0,0.8897,0.128656,0.9999,0.8897,0.8847,0.9528,0.06,0.8243
kuramoto,353,CG,1.0,1.0,0.6735,0.146896,0.9999,0.6735,1.1406,0.962,0.02,0.7657
kuramoto,354,CG,1.0,0.0,0.8761,0.185472,0.9999,0.8761,0.0,0.0,0.08,0.431
kuramoto,355,CG,1.0,1.0,0.5513,0.151866,0.9999,0.5513,1.0369,0.9318,0.04,0.7336
kuramoto,356,CH,1.0,0.0,0.3622,0.146554,0.9998,0.3622,0.0,0.0,0.0,0.2906
kuramoto,357,CG,1.0,1.0,0.6888,0.121368,0.9999,0.6888,1.0397,0.9492,0.04,0.7706
kuramoto,358,CG,1.0,1.0,0.7924,0.149118,0.9999,0.7924,0.7417,0.9478,0.06,0.7993
kuramoto,359,CG,1.0,0.0,0.5156,0.139182,0.9999,0.5156,0.0,0.0,0.08,0.3409
kuramoto,360,CG,0.8333,1.0,0.5736,0.098401,0.9999,0.5736,1.2636,0.9628,0.04,0.7105
kuramoto,361,CL,0.8,0.0,0.2433,0.043094,0.9998,0.2433,0.0,0.0,0.0,0.2208
kuramoto,362,CG,1.0,1.0,0.3038,0.131813,0.9999,0.3038,0.4883,0.9162,0.04,0.6694
kuramoto,363,CG,1.0,1.0,0.2686,0.115801,0.9999,0.2686,2.5698,0.9738,0.06,0.6722
kuramoto,364,CG,0.6333,1.0,0.3827,0.056571,0.9997,0.3827,1.8811,0.9785,0.06,0.6281
kuramoto,365,CH,1.0,0.0,0.3348,0.095046,0.9999,0.3348,0.0,0.0,0.0,0.2837
kuramoto,366,CH,1.0,0.0,0.2564,0.108291,0.9999,0.2564,0.0,0.0,0.0,0.2641
kuramoto,367,CH,1.0,0.0,0.9121,0.133547,1.0,0.9121,0.0,0.0,0.0,0.428
kuramoto,368,CH,1.0,0.0,0.8784,0.126282,0.9999,0.8784,0.0,0.0,0.0,0.4196
kuramoto,369,CG,1.0,1.0,0.5963,0.147272,0.9999,0.5963,0.6043,0.907,0.04,0.7411
kuramoto,370,CH,1.0,0.0,0.7736,0.145459,0.9999,0.7736,0.0,0.0,0.0,0.3934
kuramoto,371,CG,1.0,1.0,0.1468,0.111437,0.9999,0.1468,1.3062,0.931,0.04,0.6324
kuramoto,372,CH,1.0,0.0,0.5795,0.102381,0.9998,0.5795,0.0,0.0,0.0,0.3449
kuramoto,373,CG,1.0,1.0,0.6868,0.165412,0.9999,0.6868,1.4211,0.919,0.06,0.7685
kuramoto,374,CH,1.0,0.0,0.674,0.154793,0.9999,0.674,0.0,0.0,0.0,0.3685
kuramoto,375,CG,1.0,1.0,0.2468,0.130505,1.0,0.2468,1.2045,0.8752,0.02,0.646
kuramoto,376,CH,1.0,0.0,0.9685,0.165278,0.9999,0.9685,0.0,0.0,0.0,0.4421
kuramoto,377,CH,1.0,0.0,0.9402,0.163395,0.9999,0.9402,0.0,0.0,0.0,0.4351
kuramoto,378,CG,0.9667,1.0,0.5329,0.10304,0.9999,0.5329,0.6035,0.968,0.04,0.7278
kuramoto,379,CH,1.0,0.0,0.5639,0.14222,0.9999,0.5639,0.0,0.0,0.0,0.341
kuramoto,380,CH,1.0,0.0,0.4751,0.173014,0.9999,0.4751,0.0,0.0,0.0,0.3188
kuramoto,381,CH,1.0,0.0,0.3488,0.144928,0.9999,0.3488,0.0,0.0,0.0,0.2872
kuramoto,382,CH,1.0,0.0,0.3085,0.129507,1.0,0.3085,0.0,0.0,0.0,0.2771
kuramoto,383,CH,1.0,0.0,0.7145,0.172907,0.9999,0.7145,0.0,0.0,0.0,0.3786
kuramoto,384,CH,0.9,0.0,0.4379,0.077936,0.9999,0.4379,0.0,0.0,0.0,0.2895
kuramoto,385,CH,1.0,0.0,0.8067,0.138928,0.9999,0.8067,0.0,0.0,0.0,0.4017
kuramoto,386,CH,1.0,0.0,0.8753,0.184021,0.9999,0.8753,0.0,0.0,0.0,0.4188
kuramoto,387,CH,1.0,0.0,0.8964,0.129163,0.9998,0.8964,0.0,0.0,0.0,0.4241
kuramoto,388,CH,1.0,0.0,0.0378,0.092196,0.9999,0.0378,0.0,0.0,0.0,0.2094
kuramoto,389,CH,1.0,0.0,0.8185,0.174848,0.9999,0.8185,0.0,0.0,0.0,0.4046
kuramoto,390,CH,1.0,0.0,0.2445,0.100954,0.9999,0.2445,0.0,0.0,0.0,0.2611
kuramoto,391,CH,1.0,0.0,0.2055,0.131894,1.0,0.2055,0.0,0.0,0.0,0.2514
kuramoto,392,CG,1.0,1.0,0.9336,0.15323,0.9999,0.9336,0.4972,0.9306,0.02,0.826
kuramoto,393,CH,0.9,0.0,0.3324,0.081408,0.9998,0.3324,0.0,0.0,0.0,0.2631
kuramoto,394,CH,1.0,0.0,0.8842,0.127965,0.9999,0.8842,0.0,0.0,0.0,0.421
kuramoto,395,CG,1.0,1.0,0.8411,0.169665,0.9999,0.8411,0.7633,0.9425,0.04,0.8077
kuramoto,396,CH,1.0,0.0,0.6325,0.12556,0.9999,0.6325,0.0,0.0,0.0,0.3581
kuramoto,397,CH,1.0,0.0,0.522,0.11453,0.9999,0.522,0.0,0.0,0.0,0.3305
kuramoto,398,CG,1.0,1.0,0.7305,0.163767,0.9999,0.7305,0.8237,0.927,0.06,0.7807
kuramoto,399,CH,1.0,0.0,0.3052,0.097454,0.9998,0.3052,0.0,0.0,0.0,0.2763
kuramoto,400,CG,1.0,1.0,0.7589,0.154601,0.9999,0.7589,0.5536,0.9394,0.08,0.7926
kuramoto,401,CG,1.0,1.0,0.6201,0.145035,0.9999,0.6201,0.9011,0.956,0.06,0.7574
kuramoto,402,CH,1.0,0.0,0.5129,0.192132,0.9999,0.5129,0.0,0.0,0.0,0.3282
kuramoto,403,CH,1.0,0.0,0.5574,0.128072,0.9999,0.5574,0.0,0.0,0.0,0.3394
kuramoto,404,CH,1.0,0.0,0.7983,0.128977,1.0,0.7983,0.0,0.0,0.0,0.3996
kuramoto,405,CG,1.0,1.0,0.5346,0.140233,0.9999,0.5346,0.9958,0.9402,0.04,0.7307
kuramoto,406,CH,1.0,0.0,0.8567,0.160283,0.9999,0.8567,0.0,0.0,0.0,0.4142
kuramoto,407,CH,1.0,0.0,0.2431,0.14403,0.9999,0.2431,0.0,0.0,0.0,0.2608
kuramoto,408,CH,1.0,0.0,0.7614,0.131262,0.9999,0.7614,0.0,0.0,0.0,0.3903
kuramoto,409,CG,1.0,1.0,0.7196,0.126642,0.9999,0.7196,0.6088,0.9176,0.04,0.7736
kuramoto,410,CH,1.0,0.0,0.1924,0.137932,0.9999,0.1924,0.0,0.0,0.0,0.2481
kuramoto,411,CH,1.0,0.0,0.8803,0.128437,1.0,0.8803,0.0,0.0,0.0,0.4201
kuramoto,412,CG,1.0,1.0,0.7759,0.135356,0.9999,0.7759,1.1111,0.9718,0.04,0.7957
kuramoto,413,CH,1.0,0.0,0.9438,0.139448,0.9999,0.9438,0.0,0.0,0.0,0.436
kuramoto,414,CG,1.0,0.0,0.5675,0.12894,0.9999,0.5675,0.0,0.0,0.06,0.3509
kuramoto,415,CH,0.8333,0.0,0.3189,0.08253,0.9999,0.3189,0.0,0.0,0.0,0.2464
kuramoto,416,CG,1.0,1.0,0.8192,0.147658,0.9999,0.8192,0.6797,0.9238,0.04,0.7994
kuramoto,417,CH,1.0,0.0,0.4297,0.110903,0.9998,0.4297,0.0,0.0,0.0,0.3074
kuramoto,418,CG,1.0,1.0,0.2335,0.120509,0.9999,0.2335,0.7947,0.9332,0.02,0.6514
kuramoto,419,CG,1.0,1.0,0.321,0.120077,0.9999,0.321,0.9521,0.9376,0.04,0.6769
kuramoto,420,CG,1.0,1.0,0.779,0.148334,0.9999,0.779,1.3558,0.9486,0.02,0.79
kuramoto,421,CG,1.0,1.0,0.7356,0.183917,0.9999,0.7356,0.8195,0.883,0.02,0.7693
kuramoto,422,CH,0.1,0.0,0.7448,0.110894,0.9999,0.7448,0.0,0.0,0.0,0.2062
kuramoto,423,CH,1.0,0.0,0.6206,0.135191,0.9999,0.6206,0.0,0.0,0.0,0.3551
kuramoto,424,CH,1.0,0.0,0.447,0.122602,1.0,0.447,0.0,0.0,0.0,0.3118
kuramoto,425,CG,1.0,1.0,0.5765,0.130652,1.0,0.5765,0.7404,0.9274,0.04,0.7392
kuramoto,426,CG,0.7,1.0,0.3418,0.052805,0.9998,0.3418,1.6558,0.9766,0.04,0.6279
kuramoto,427,CH,0.4333,0.0,0.745,0.114559,0.9998,0.745,0.0,0.0,0.0,0.2729
kuramoto,428,CH,0.9667,0.0,0.5157,0.073861,0.9999,0.5157,0.0,0.0,0.0,0.3223
kuramoto,429,CH,1.0,0.0,0.5679,0.072067,0.9999,0.5679,0.0,0.0,0.0,0.342
kuramoto,430,CH,1.0,0.0,0.9188,0.18318,0.9999,0.9188,0.0,0.0,0.0,0.4297
kuramoto,431,CH,1.0,0.0,0.5561,0.145908,0.9999,0.5561,0.0,0.0,0.0,0.339
kuramoto,432,CH,1.0,0.0,0.2672,0.125524,0.9999,0.2672,0.0,0.0,0.0,0.2668
kuramoto,433,CL,0.9,0.0,0.1044,0.037784,0.9999,0.1044,0.0,0.0,0.0,0.2061
kuramoto,434,CH,1.0,0.0,0.4173,0.110628,0.9999,0.4173,0.0,0.0,0.0,0.3043
kuramoto,435,CG,1.0,1.0,0.3957,0.110213,0.9999,0.3957,0.8774,0.9556,0.04,0.6983
kuramoto,436,CH,0.7667,0.0,0.4162,0.079959,0.9999,0.4162,0.0,0.0,0.0,0.2574
kuramoto,437,CH,1.0,0.0,0.8137,0.145276,0.9999,0.8137,0.0,0.0,0.0,0.4034
kuramoto,438,CG,1.0,1.0,0.3907,0.128828,1.0,0.3907,0.7551,0.879,0.04,0.6855
kuramoto,439,CH,1.0,0.0,0.9355,0.17617,1.0,0.9355,0.0,0.0,0.0,0.4339
kuramoto,440,CH,1.0,0.0,0.2973,0.160605,0.9999,0.2973,0.0,0.0,0.0,0.2743
kuramoto,441,CG,1.0,1.0,0.7416,0.153122,0.9999,0.7416,1.2423,0.9453,0.06,0.7862
kuramoto,442,CG,1.0,1.0,0.9411,0.161211,1.0,0.9411,0.6979,0.934,0.06,0.8344
kuramoto,443,CH,1.0,0.0,0.3655,0.120495,0.9999,0.3655,0.0,0.0,0.0,0.2914
kuramoto,444,CH,1.0,0.0,0.5023,0.118804,0.9999,0.5023,0.0,0.0,0.0,0.3256
kuramoto,445,CG,0.9667,1.0,0.2572,0.060805,0.9999,0.2572,0.9524,0.9778,0.04,0.6603
kuramoto,446,CH,1.0,0.0,0.8433,0.135492,0.9999,0.8433,0.0,0.0,0.0,0.4108
kuramoto,447,CH,1.0,0.0,0.366,0.130429,0.9999,0.366,0.0,0.0,0.0,0.2915
kuramoto,448,CG,1.0,1.0,0.8707,0.153149,1.0,0.8707,0.5502,0.9362,0.02,0.8111
kuramoto,449,CH,1.0,0.0,0.4965,0.138391,0.9999,0.4965,0.0,0.0,0.0,0.3241
kuramoto,450,CH,1.0,0.0,0.428,0.126167,0.9999,0.428,0.0,0.0,0.0,0.307
kuramoto,451,CH,1.0,0.0,0.3409,0.111713,0.9999,0.3409,0.0,0.0,0.0,0.2852
kuramoto,452,CH,1.0,0.0,0.386,0.118104,0.9999,0.386,0.0,0.0,0.0,0.2965
kuramoto,453,CG,0.6333,1.0,0.2961,0.050584,0.9998,0.2961,2.0104,0.9784,0.04,0.6034
kuramoto,454,CH,1.0,0.0,0.4177,0.109163,1.0,0.4177,0.0,0.0,0.0,0.3044
kuramoto,455,CH,1.0,0.0,0.7767,0.165889,1.0,0.7767,0.0,0.0,0.0,0.3942
kuramoto,456,CH,1.0,0.0,0.344,0.100465,0.9999,0.344,0.0,0.0,0.0,0.286
kuramoto,457,CH,1.0,0.0,0.2145,0.112183,0.9999,0.2145,0.0,0.0,0.0,0.2536
kuramoto,458,CG,1.0,1.0,0.46,0.142173,0.9999,0.46,0.758,0.9234,0.04,0.7095
kuramoto,459,CH,1.0,0.0,0.7246,0.143332,0.9999,0.7246,0.0,0.0,0.0,0.3811
kuramoto,460,CH,1.0,0.0,0.9641,0.14839,0.9999,0.9641,0.0,0.0,0.0,0.441
kuramoto,461,CH,1.0,0.0,0.125,0.093245,0.9999,0.125,0.0,0.0,0.0,0.2312
kuramoto,462,CG,1.0,1.0,0.8821,0.164449,0.9999,0.8821,0.6882,0.947,0.06,0.8216
kuramoto,463,CH,1.0,0.0,0.4313,0.12283,0.9999,0.4313,0.0,0.0,0.0,0.3078
kuramoto,464,CG,1.0,1.0,0.8221,0.145946,0.9999,0.8221,0.7932,0.9517,0.06,0.8073
kuramoto,465,CG,1.0,1.0,0.4678,0.146808,1.0,0.4678,0.5185,0.9206,0.02,0.708
kuramoto,466,CG,1.0,1.0,0.7636,0.122325,0.9999,0.7636,0.5456,0.9402,0.02,0.7849
kuramoto,467,CH,1.0,0.0,0.7089,0.175386,0.9999,0.7089,0.0,0.0,0.0,0.3772
kuramoto,468,CH,1.0,0.0,0.2019,0.128219,0.9999,0.2019,0.0,0.0,0.0,0.2505
kuramoto,469,CH,1.0,0.0,0.7828,0.146807,0.9999,0.7828,0.0,0.0,0.0,0.3957
kuramoto,470,CH,1.0,0.0,0.8273,0.120215,0.9999,0.8273,0.0,0.0,0.0,0.4068
kuramoto,471,CH,1.0,0.0,0.6327,0.160132,0.9999,0.6327,0.0,0.0,0.0,0.3582
kuramoto,472,CG,1.0,1.0,0.4543,0.146144,0.9999,0.4543,0.7516,0.9188,0.02,0.7044
kuramoto,473,CH,1.0,0.0,0.7938,0.15205,0.9999,0.7938,0.0,0.0,0.0,0.3985
kuramoto,474,CG,1.0,0.0,0.6477,0.120891,0.9999,0.6477,0.0,0.0,0.1,0.3769
kuramoto,475,CH,1.0,0.0,0.8771,0.143524,0.9999,0.8771,0.0,0.0,0.0,0.4193
kuramoto,476,CH,1.0,0.0,0.6057,0.155718,0.9999,0.6057,0.0,0.0,0.0,0.3514
kuramoto,477,CG,1.0,1.0,0.7306,0.157516,0.9999,0.7306,0.567,0.908,0.02,0.7719
kuramoto,478,CG,1.0,1.0,0.7793,0.166456,0.9999,0.7793,0.5706,0.9395,0.06,0.7947
kuramoto,479,CH,1.0,0.0,0.3267,0.133059,0.9999,0.3267,0.0,0.0,0.0,0.2817
kuramoto,480,CH,0.6333,0.0,0.6916,0.078264,0.9995,0.6916,0.0,0.0,0.0,0.2996
kuramoto,481,CG,1.0,1.0,0.9405,0.145487,0.9999,0.9405,0.738,0.9346,0.06,0.8343
kuramoto,482,CH,1.0,0.0,0.5433,0.123102,1.0,0.5433,0.0,0.0,0.0,0.3358
kuramoto,483,CH,0.9333,0.0,0.1196,0.057904,0.9999,0.1196,0.0,0.0,0.0,0.2165
kuramoto,484,CG,1.0,1.0,0.6164,0.122858,0.9999,0.6164,0.7641,0.9258,0.02,0.746
kuramoto,485,CG,1.0,1.0,0.6351,0.13229,0.9999,0.6351,0.6937,0.9364,0.02,0.7522
kuramoto,486,CG,0.9333,0.0,0.7071,0.11243,0.9998,0.7071,0.0,0.0,0.1,0.3784
kuramoto,487,CG,0.8333,1.0,0.42,0.06726,0.9998,0.42,2.7957,0.9845,0.08,0.6813
kuramoto,488,CH,0.7,0.0,0.2606,0.050614,0.9998,0.2606,0.0,0.0,0.0,0.2051
kuramoto,489,CG,1.0,1.0,0.3542,0.120371,0.9999,0.3542,0.5195,0.9226,0.02,0.6799
kuramoto,490,CH,1.0,0.0,0.9994,0.102282,0.9999,0.9994,0.0,0.0,0.0,0.4498
kuramoto,491,CH,1.0,0.0,0.9047,0.105436,1.0,0.9047,0.0,0.0,0.0,0.4262
kuramoto,492,CH,1.0,0.0,0.7629,0.126252,0.9999,0.7629,0.0,0.0,0.0,0.3907
kuramoto,493,CH,1.0,0.0,0.7307,0.128249,0.9999,0.7307,0.0,0.0,0.0,0.3827
kuramoto,494,CH,1.0,0.0,0.5853,0.127229,0.9998,0.5853,0.0,0.0,0.0,0.3463
kuramoto,495,CH,0.8667,0.0,0.89,0.14421,0.9997,0.89,0.0,0.0,0.0,0.3958
kuramoto,496,CH,1.0,0.0,0.7358,0.160818,0.9999,0.7358,0.0,0.0,0.0,0.384
kuramoto,497,CG,1.0,1.0,0.761,0.157724,0.9999,0.761,0.6175,0.9362,0.1,0.7957
kuramoto,498,CH,1.0,0.0,0.9375,0.142613,1.0,0.9375,0.0,0.0,0.0,0.4344
kuramoto,499,CG,1.0,1.0,0.1921,0.128766,0.9999,0.1921,1.4839,0.9326,0.02,0.6409
lotka_volterra,0,CH,0.7667,0.0,0.103,0.066086,0.9999,0.103,0.0,0.0,0.0,0.1791
lotka_volterra,1,CH,1.0,0.0,0.0137,0.073245,0.9999,0.0137,0.0,0.0,0.0,0.2034
lotka_volterra,2,CH,1.0,0.0,0.0998,0.13216,0.9999,0.0998,0.0,0.0,0.0,0.2249
lotka_volterra,3,CH,1.0,0.0,0.1349,0.114468,1.0,0.1349,0.0,0.0,0.0,0.2337
lotka_volterra,4,CH,1.0,0.0,0.0607,0.090105,0.9999,0.0607,0.0,0.0,0.0,0.2152
lotka_volterra,5,CH,1.0,0.0,0.0444,0.082597,0.9999,0.0444,0.0,0.0,0.0,0.2111
lotka_volterra,6,CH,0.7667,0.0,0.0443,0.046019,0.9997,0.0443,0.0,0.0,0.0,0.1644
lotka_volterra,7,CH,1.0,0.0,0.0439,0.095023,0.9998,0.0439,0.0,0.0,0.0,0.211
lotka_volterra,8,CH,1.0,0.0,0.1119,0.10052,1.0,0.1119,0.0,0.0,0.0,0.228
lotka_volterra,9,CH,1.0,0.0,0.132,0.110199,1.0,0.132,0.0,0.0,0.0,0.233
lotka_volterra,10,CH,1.0,0.0,0.0337,0.078689,0.9999,0.0337,0.0,0.0,0.0,0.2084
lotka_volterra,11,CH,1.0,0.0,0.0304,0.086583,0.9998,0.0304,0.0,0.0,0.0,0.2076
lotka_volterra,12,CH,1.0,0.0,0.0326,0.089403,0.9998,0.0326,0.0,0.0,0.0,0.2082
lotka_volterra,13,CH,0.9667,0.0,0.1529,0.095373,1.0,0.1529,0.0,0.0,0.0,0.2316
lotka_volterra,14,CH,1.0,0.0,0.0851,0.092221,1.0,0.0851,0.0,0.0,0.0,0.2213
lotka_volterra,15,CH,0.4333,0.0,0.1037,0.100083,0.9993,0.1037,0.0,0.0,0.0,0.1126
lotka_volterra,16,CH,1.0,0.0,0.1562,0.097706,1.0,0.1562,0.0,0.0,0.0,0.239
lotka_volterra,17,CH,1.0,0.0,0.06,0.086186,0.9999,0.06,0.0,0.0,0.0,0.215
lotka_volterra,18,CH,1.0,0.0,0.0287,0.066917,0.9999,0.0287,0.0,0.0,0.0,0.2072
lotka_volterra,19,CH,1.0,0.0,0.0351,0.077384,0.9999,0.0351,0.0,0.0,0.0,0.2088
lotka_volterra,20,CH,1.0,0.0,0.1519,0.116816,1.0,0.1519,0.0,0.0,0.0,0.238
lotka_volterra,21,CH,1.0,0.0,0.1051,0.074391,0.9999,0.1051,0.0,0.0,0.0,0.2263
lotka_volterra,22,CH,0.3,0.0,0.0755,0.106276,0.9992,0.0755,0.0,0.0,0.0,0.0789
lotka_volterra,23,CH,1.0,0.0,0.1388,0.11018,1.0,0.1388,0.0,0.0,0.0,0.2347
lotka_volterra,24,CH,1.0,0.0,0.1394,0.143563,0.9999,0.1394,0.0,0.0,0.0,0.2348
lotka_volterra,25,CH,0.8,0.0,0.1454,0.101276,0.9999,0.1454,0.0,0.0,0.0,0.1964
