depth,sector,condition,artifact_reproduction_score,hierarchy_spoof_success,leakage_dependence_index,adversarial_false_positive_rate,universality_authenticity_score,recursive_bias_sensitivity,structural_nonrandomness_index,adversarial_emergence,authentic_emergence,classification
32,P-N,CorrelatedRandomNoiseSystems,0.9466,1.0,0.9273,1.0,0.9466,0.0534,0.9466,0.9031,0.9541,ARTIFACT-STABLE
40,P-N,CorrelatedRandomNoiseSystems,0.9727,1.0,0.9544,1.0,0.9727,0.0273,0.9727,0.9281,0.9541,ARTIFACT-STABLE
48,P-N,CorrelatedRandomNoiseSystems,0.9931,1.0,0.9898,1.0,0.9931,0.0069,0.9931,0.9606,0.9541,ARTIFACT-STABLE
64,P-N,CorrelatedRandomNoiseSystems,0.9656,1.0,0.947,1.0,0.9656,0.0344,0.9656,0.9212,0.9541,ARTIFACT-STABLE
80,P-N,CorrelatedRandomNoiseSystems,0.998,1.0,0.9806,1.0,0.998,0.002,0.998,0.9521,0.9541,ARTIFACT-STABLE
96,P-N,CorrelatedRandomNoiseSystems,0.9982,1.0,0.9808,1.0,0.9982,0.0018,0.9982,0.9524,0.9541,ARTIFACT-STABLE
128,P-N,CorrelatedRandomNoiseSystems,0.9739,1.0,0.9556,1.0,0.9739,0.0261,0.9739,0.9291,0.9541,ARTIFACT-STABLE
160,P-N,CorrelatedRandomNoiseSystems,0.9703,1.0,0.9519,1.0,0.9703,0.0297,0.9703,0.9257,0.9541,ARTIFACT-STABLE
192,P-N,CorrelatedRandomNoiseSystems,0.959,1.0,0.9402,1.0,0.959,0.041,0.959,0.915,0.9541,ARTIFACT-STABLE
256,P-N,CorrelatedRandomNoiseSystems,0.9756,1.0,0.9574,1.0,0.9756,0.0244,0.9756,0.9308,0.9541,ARTIFACT-STABLE
320,P-N,CorrelatedRandomNoiseSystems,0.9472,1.0,0.928,1.0,0.9472,0.0528,0.9472,0.9038,0.9541,ARTIFACT-STABLE
512,P-N,CorrelatedRandomNoiseSystems,0.9621,1.0,0.9434,1.0,0.9621,0.0379,0.9621,0.9179,0.9541,ARTIFACT-STABLE
768,P-N,CorrelatedRandomNoiseSystems,0.9723,1.0,0.954,1.0,0.9723,0.0277,0.9723,0.9277,0.9541,ARTIFACT-STABLE
1024,P-N,CorrelatedRandomNoiseSystems,0.9833,1.0,1.0,1.0,0.9833,0.0167,0.9833,0.97,0.9541,ARTIFACT-STABLE
1536,P-N,CorrelatedRandomNoiseSystems,0.9865,1.0,0.9967,1.0,0.9865,0.0135,0.9865,0.967,0.9541,ARTIFACT-STABLE
2048,P-N,CorrelatedRandomNoiseSystems,0.9833,1.0,1.0,1.0,0.9833,0.0167,0.9833,0.97,0.9541,ARTIFACT-STABLE
3072,P-N,CorrelatedRandomNoiseSystems,0.9646,1.0,0.946,1.0,0.9646,0.0354,0.9646,0.9203,0.9541,ARTIFACT-STABLE
4096,P-N,CorrelatedRandomNoiseSystems,0.9833,1.0,1.0,1.0,0.9833,0.0167,0.9833,0.97,0.9541,ARTIFACT-STABLE
6144,P-N,CorrelatedRandomNoiseSystems,0.9287,1.0,0.9087,1.0,0.9287,0.0713,0.9287,0.886,0.9541,ARTIFACT-STABLE
8192,P-N,CorrelatedRandomNoiseSystems,0.9924,1.0,0.9906,1.0,0.9924,0.0076,0.9924,0.9613,0.9541,ARTIFACT-STABLE
12288,P-N,CorrelatedRandomNoiseSystems,0.9871,1.0,0.9693,1.0,0.9871,0.0129,0.9871,0.9418,0.9541,ARTIFACT-STABLE
16384,P-N,CorrelatedRandomNoiseSystems,0.9813,1.0,0.9633,1.0,0.9813,0.0187,0.9813,0.9362,0.954,ARTIFACT-STABLE
24576,P-N,CorrelatedRandomNoiseSystems,0.9484,1.0,0.9291,1.0,0.9484,0.0516,0.9484,0.9048,0.954,ARTIFACT-STABLE
32768,P-N,CorrelatedRandomNoiseSystems,0.9721,1.0,0.9536,1.0,0.9721,0.0279,0.9721,0.9274,0.954,ARTIFACT-STABLE
65536,P-N,CorrelatedRandomNoiseSystems,0.9889,1.0,0.971,1.0,0.9889,0.0111,0.9889,0.9433,0.9539,ARTIFACT-STABLE
131072,P-N,CorrelatedRandomNoiseSystems,0.9603,1.0,0.941,1.0,0.9603,0.0397,0.9603,0.9157,0.9536,ARTIFACT-STABLE
262144,P-N,CorrelatedRandomNoiseSystems,0.9942,1.0,0.9877,1.0,0.9942,0.0058,0.9942,0.9587,0.9531,ARTIFACT-STABLE
524288,P-N,CorrelatedRandomNoiseSystems,0.9813,1.0,0.9999,1.0,0.9813,0.0187,0.9813,0.9699,0.9522,ARTIFACT-STABLE
1048576,P-N,CorrelatedRandomNoiseSystems,0.9882,1.0,0.9906,1.0,0.9882,0.0118,0.9882,0.9614,0.9502,ARTIFACT-STABLE
2097152,P-N,CorrelatedRandomNoiseSystems,0.9824,1.0,0.9562,1.0,0.9824,0.0176,0.9824,0.9297,0.9463,ARTIFACT-STABLE
4194304,P-N,CorrelatedRandomNoiseSystems,0.9978,1.0,0.9638,1.0,0.9978,0.0022,0.9978,0.9367,0.9387,ARTIFACT-STABLE
8388608,P-N,CorrelatedRandomNoiseSystems,0.9955,1.0,0.9453,1.0,0.9955,0.0045,0.9955,0.9197,0.9238,ARTIFACT-STABLE
16777216,P-N,CorrelatedRandomNoiseSystems,0.9637,1.0,0.8836,1.0,0.9637,0.0363,0.9637,0.863,0.8954,ARTIFACT-STABLE
33554432,P-N,CorrelatedRandomNoiseSystems,0.9789,1.0,0.8432,1.0,0.9789,0.0211,0.9789,0.8258,0.8435,ARTIFACT-STABLE
67108864,P-N,CorrelatedRandomNoiseSystems,0.9941,1.0,0.7722,1.0,0.9941,0.0059,0.9941,0.7604,0.7559,ARTIFACT-STABLE
1,P-N,BiasedInitializationInjection,0.9432,1.0,0.9238,1.0,0.9432,0.0568,0.9432,0.8999,0.9541,ARTIFACT-STABLE
2,P-N,BiasedInitializationInjection,0.6843,1.0,0.6553,0.0,0.6843,0.3157,0.6843,0.6529,0.9541,ARTIFACT-BOUNDED
4,P-N,BiasedInitializationInjection,0.935,1.0,0.9153,1.0,0.935,0.065,0.935,0.8921,0.9541,ARTIFACT-STABLE
6,P-N,BiasedInitializationInjection,0.9968,1.0,0.9861,1.0,0.9968,0.0032,0.9968,0.9572,0.9541,ARTIFACT-STABLE
8,P-N,BiasedInitializationInjection,0.8123,1.0,0.7881,1.0,0.8123,0.1877,0.8123,0.7751,0.9541,ARTIFACT-STABLE
12,P-N,BiasedInitializationInjection,0.8703,1.0,0.8482,1.0,0.8703,0.1297,0.8703,0.8304,0.9541,ARTIFACT-STABLE
16,P-N,BiasedInitializationInjection,0.4785,1.0,0.4419,0.0,0.4785,0.5215,0.4785,0.4566,0.9541,ARTIFACT-DEGRADING
20,P-N,BiasedInitializationInjection,0.4568,1.0,0.4194,0.0,0.4568,0.5432,0.4568,0.4358,0.9541,ARTIFACT-DEGRADING
24,P-N,BiasedInitializationInjection,0.7952,1.0,0.7703,0.0,0.7952,0.2048,0.7952,0.7587,0.9541,ARTIFACT-STABLE
32,P-N,BiasedInitializationInjection,0.9994,1.0,0.9834,1.0,0.9994,0.0006,0.9994,0.9547,0.9541,ARTIFACT-STABLE
40,P-N,BiasedInitializationInjection,0.8321,1.0,0.8085,1.0,0.8321,0.1679,0.8321,0.7939,0.9541,ARTIFACT-STABLE
48,P-N,BiasedInitializationInjection,0.4761,1.0,0.4394,0.0,0.4761,0.5239,0.4761,0.4542,0.9541,ARTIFACT-DEGRADING
64,P-N,BiasedInitializationInjection,0.8059,1.0,0.7814,1.0,0.8059,0.1941,0.8059,0.7689,0.9541,ARTIFACT-STABLE
80,P-N,BiasedInitializationInjection,0.7883,1.0,0.7632,0.0,0.7883,0.2117,0.7883,0.7521,0.9541,ARTIFACT-STABLE
96,P-N,BiasedInitializationInjection,0.8805,1.0,0.8588,1.0,0.8805,0.1195,0.8805,0.8401,0.9541,ARTIFACT-STABLE
128,P-N,BiasedInitializationInjection,0.6955,1.0,0.6669,0.0,0.6955,0.3045,0.6955,0.6636,0.9541,ARTIFACT-BOUNDED
160,P-N,BiasedInitializationInjection,0.7062,1.0,0.6781,0.0,0.7062,0.2938,0.7062,0.6738,0.9541,ARTIFACT-BOUNDED
192,P-N,BiasedInitializationInjection,0.8729,1.0,0.8509,1.0,0.8729,0.1271,0.8729,0.8328,0.9541,ARTIFACT-STABLE
256,P-N,BiasedInitializationInjection,0.6555,1.0,0.6254,0.0,0.6555,0.3445,0.6555,0.6254,0.9541,ARTIFACT-BOUNDED
320,P-N,BiasedInitializationInjection,0.8097,1.0,0.7854,1.0,0.8097,0.1903,0.8097,0.7725,0.9541,ARTIFACT-STABLE
512,P-N,BiasedInitializationInjection,0.6057,1.0,0.5738,0.0,0.6057,0.3943,0.6057,0.5779,0.9541,ARTIFACT-BOUNDED
768,P-N,BiasedInitializationInjection,0.6883,1.0,0.6595,0.0,0.6883,0.3117,0.6883,0.6567,0.9541,ARTIFACT-BOUNDED
1024,P-N,BiasedInitializationInjection,0.7684,1.0,0.7425,0.0,0.7684,0.2316,0.7684,0.7331,0.9541,ARTIFACT-STABLE
1536,P-N,BiasedInitializationInjection,0.4956,1.0,0.4596,0.0,0.4956,0.5044,0.4956,0.4729,0.9541,ARTIFACT-DEGRADING
2048,P-N,BiasedInitializationInjection,0.7658,1.0,0.7399,0.0,0.7658,0.2342,0.7658,0.7307,0.9541,ARTIFACT-STABLE
3072,P-N,BiasedInitializationInjection,0.727,1.0,0.6996,0.0,0.727,0.273,0.727,0.6936,0.9541,ARTIFACT-BOUNDED
4096,P-N,BiasedInitializationInjection,0.8009,1.0,0.7763,1.0,0.8009,0.1991,0.8009,0.7642,0.9541,ARTIFACT-STABLE
6144,P-N,BiasedInitializationInjection,0.793,1.0,0.768,0.0,0.793,0.207,0.793,0.7565,0.9541,ARTIFACT-STABLE
8192,P-N,BiasedInitializationInjection,0.9326,1.0,0.9128,1.0,0.9326,0.0674,0.9326,0.8898,0.9541,ARTIFACT-STABLE
12288,P-N,BiasedInitializationInjection,0.714,1.0,0.6861,0.0,0.714,0.286,0.714,0.6812,0.9541,ARTIFACT-BOUNDED
16384,P-N,BiasedInitializationInjection,0.9102,1.0,0.8895,1.0,0.9102,0.0898,0.9102,0.8684,0.954,ARTIFACT-STABLE
24576,P-N,BiasedInitializationInjection,0.4786,1.0,0.4419,0.0,0.4786,0.5214,0.4786,0.4566,0.954,ARTIFACT-DEGRADING
32768,P-N,BiasedInitializationInjection,0.6414,1.0,0.6107,0.0,0.6414,0.3586,0.6414,0.6119,0.954,ARTIFACT-BOUNDED
65536,P-N,BiasedInitializationInjection,0.6582,1.0,0.6281,0.0,0.6582,0.3418,0.6582,0.6278,0.9539,ARTIFACT-BOUNDED
131072,P-N,BiasedInitializationInjection,0.8812,1.0,0.859,1.0,0.8812,0.1188,0.8812,0.8403,0.9536,ARTIFACT-STABLE
262144,P-N,BiasedInitializationInjection,0.6936,1.0,0.6642,0.0,0.6936,0.3064,0.6936,0.6611,0.9531,ARTIFACT-BOUNDED
524288,P-N,BiasedInitializationInjection,0.5989,1.0,0.5655,0.0,0.5989,0.4011,0.5989,0.5702,0.9522,ARTIFACT-BOUNDED
1048576,P-N,BiasedInitializationInjection,0.9034,1.0,0.8787,1.0,0.9034,0.0966,0.9034,0.8584,0.9502,ARTIFACT-STABLE
2097152,P-N,BiasedInitializationInjection,0.57,1.0,0.532,0.0,0.57,0.43,0.57,0.5394,0.9463,ARTIFACT-BOUNDED
4194304,P-N,BiasedInitializationInjection,0.5188,1.0,0.475,0.0,0.5188,0.4812,0.5188,0.487,0.9387,ARTIFACT-DEGRADING
8388608,P-N,BiasedInitializationInjection,0.4708,1.0,0.4185,0.0,0.4708,0.5292,0.4708,0.435,0.9238,ARTIFACT-DEGRADING
16777216,P-N,BiasedInitializationInjection,0.9315,1.0,0.8522,1.0,0.9315,0.0685,0.9315,0.8341,0.8954,ARTIFACT-STABLE
33554432,P-N,BiasedInitializationInjection,0.955,1.0,0.8213,1.0,0.955,0.045,0.955,0.8056,0.8435,ARTIFACT-STABLE
67108864,P-N,BiasedInitializationInjection,0.489,1.0,0.3475,0.0,0.489,0.511,0.489,0.3697,0.7559,ARTIFACT-DEGRADING
1,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
2,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
4,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
6,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
8,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
12,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
16,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
20,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
24,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
32,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
40,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
48,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
64,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
80,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
96,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
128,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
160,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
192,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
256,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
320,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
512,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
768,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
1024,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
1536,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
2048,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
3072,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
4096,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
6144,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
8192,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
12288,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.9,0.9541,ARTIFACT-STABLE
16384,P-N,MetricLeakageSimulation,0.9433,1.0,0.9239,1.0,0.9433,0.0567,0.9433,0.8999,0.954,ARTIFACT-STABLE
24576,P-N,MetricLeakageSimulation,0.9433,1.0,0.9238,1.0,0.9433,0.0567,0.9433,0.8999,0.954,ARTIFACT-STABLE
32768,P-N,MetricLeakageSimulation,0.9433,1.0,0.9238,1.0,0.9433,0.0567,0.9433,0.8999,0.954,ARTIFACT-STABLE
65536,P-N,MetricLeakageSimulation,0.9433,1.0,0.9237,1.0,0.9433,0.0567,0.9433,0.8998,0.9539,ARTIFACT-STABLE
131072,P-N,MetricLeakageSimulation,0.9433,1.0,0.9234,1.0,0.9433,0.0567,0.9433,0.8995,0.9536,ARTIFACT-STABLE
262144,P-N,MetricLeakageSimulation,0.9433,1.0,0.9229,1.0,0.9433,0.0567,0.9433,0.8991,0.9531,ARTIFACT-STABLE
524288,P-N,MetricLeakageSimulation,0.9433,1.0,0.9219,1.0,0.9433,0.0567,0.9433,0.8982,0.9522,ARTIFACT-STABLE
1048576,P-N,MetricLeakageSimulation,0.9433,1.0,0.9199,1.0,0.9433,0.0567,0.9433,0.8963,0.9502,ARTIFACT-STABLE
2097152,P-N,MetricLeakageSimulation,0.9433,1.0,0.916,1.0,0.9433,0.0567,0.9433,0.8927,0.9463,ARTIFACT-STABLE
4194304,P-N,MetricLeakageSimulation,0.9433,1.0,0.9081,1.0,0.9433,0.0567,0.9433,0.8855,0.9387,ARTIFACT-STABLE
8388608,P-N,MetricLeakageSimulation,0.9433,1.0,0.8929,1.0,0.9433,0.0567,0.9433,0.8714,0.9238,ARTIFACT-STABLE
16777216,P-N,MetricLeakageSimulation,0.9433,1.0,0.8637,1.0,0.9433,0.0567,0.9433,0.8446,0.8954,ARTIFACT-STABLE
33554432,P-N,MetricLeakageSimulation,0.9433,1.0,0.8105,1.0,0.9433,0.0567,0.9433,0.7957,0.8435,ARTIFACT-STABLE
67108864,P-N,MetricLeakageSimulation,0.9433,1.0,0.7207,1.0,0.9433,0.0567,0.9433,0.7131,0.7559,ARTIFACT-STABLE
1,P-N,PartialEmergentSignatureMimicry,0.636,1.0,0.6052,0.0,0.636,0.364,0.636,0.6068,0.9541,ARTIFACT-BOUNDED
2,P-N,PartialEmergentSignatureMimicry,0.7237,1.0,0.6962,0.0,0.7237,0.2763,0.7237,0.6905,0.9541,ARTIFACT-BOUNDED
4,P-N,PartialEmergentSignatureMimicry,0.8192,1.0,0.7952,1.0,0.8192,0.1808,0.8192,0.7816,0.9541,ARTIFACT-STABLE
6,P-N,PartialEmergentSignatureMimicry,0.0868,1.0,0.0357,0.0,0.0868,0.9132,0.0868,0.0828,0.9541,ARTIFACT-FAILED
8,P-N,PartialEmergentSignatureMimicry,0.3589,1.0,0.3179,0.0,0.3589,0.6411,0.3589,0.3425,0.9541,ARTIFACT-DEGRADING
12,P-N,PartialEmergentSignatureMimicry,0.3779,1.0,0.3376,0.0,0.3779,0.6221,0.3779,0.3606,0.9541,ARTIFACT-DEGRADING
16,P-N,PartialEmergentSignatureMimicry,0.0706,1.0,0.0189,0.0,0.0706,0.9294,0.0706,0.0674,0.9541,ARTIFACT-FAILED
20,P-N,PartialEmergentSignatureMimicry,0.9896,1.0,0.9935,1.0,0.9896,0.0104,0.9896,0.964,0.9541,ARTIFACT-STABLE
24,P-N,PartialEmergentSignatureMimicry,0.6696,1.0,0.6401,0.0,0.6696,0.3304,0.6696,0.6389,0.9541,ARTIFACT-BOUNDED
32,P-N,PartialEmergentSignatureMimicry,0.1839,1.0,0.1364,0.0,0.1839,0.8161,0.1839,0.1755,0.9541,ARTIFACT-FAILED
40,P-N,PartialEmergentSignatureMimicry,0.0699,1.0,0.0181,0.0,0.0699,0.9301,0.0699,0.0667,0.9541,ARTIFACT-FAILED
48,P-N,PartialEmergentSignatureMimicry,0.4735,1.0,0.4367,0.0,0.4735,0.5265,0.4735,0.4518,0.9541,ARTIFACT-DEGRADING
64,P-N,PartialEmergentSignatureMimicry,0.1334,1.0,0.084,0.0,0.1334,0.8666,0.1334,0.1273,0.9541,ARTIFACT-FAILED
80,P-N,PartialEmergentSignatureMimicry,0.2959,1.0,0.2525,0.0,0.2959,0.7041,0.2959,0.2823,0.9541,ARTIFACT-FAILED
96,P-N,PartialEmergentSignatureMimicry,0.732,1.0,0.7048,0.0,0.732,0.268,0.732,0.6984,0.9541,ARTIFACT-BOUNDED
128,P-N,PartialEmergentSignatureMimicry,0.4494,1.0,0.4117,0.0,0.4494,0.5506,0.4494,0.4288,0.9541,ARTIFACT-DEGRADING
160,P-N,PartialEmergentSignatureMimicry,0.2436,1.0,0.1983,0.0,0.2436,0.7564,0.2436,0.2324,0.9541,ARTIFACT-FAILED
192,P-N,PartialEmergentSignatureMimicry,0.619,1.0,0.5876,0.0,0.619,0.381,0.619,0.5906,0.9541,ARTIFACT-BOUNDED
256,P-N,PartialEmergentSignatureMimicry,0.5194,1.0,0.4843,0.0,0.5194,0.4806,0.5194,0.4956,0.9541,ARTIFACT-DEGRADING
320,P-N,PartialEmergentSignatureMimicry,0.2356,1.0,0.19,0.0,0.2356,0.7644,0.2356,0.2248,0.9541,ARTIFACT-FAILED
512,P-N,PartialEmergentSignatureMimicry,0.8148,1.0,0.7907,1.0,0.8148,0.1852,0.8148,0.7774,0.9541,ARTIFACT-STABLE
768,P-N,PartialEmergentSignatureMimicry,0.1279,1.0,0.0783,0.0,0.1279,0.8721,0.1279,0.122,0.9541,ARTIFACT-FAILED
1024,P-N,PartialEmergentSignatureMimicry,0.7111,1.0,0.6831,0.0,0.7111,0.2889,0.7111,0.6785,0.9541,ARTIFACT-BOUNDED
1536,P-N,PartialEmergentSignatureMimicry,0.715,1.0,0.6872,0.0,0.715,0.285,0.715,0.6822,0.9541,ARTIFACT-BOUNDED
2048,P-N,PartialEmergentSignatureMimicry,0.5185,1.0,0.4834,0.0,0.5185,0.4815,0.5185,0.4947,0.9541,ARTIFACT-DEGRADING
3072,P-N,PartialEmergentSignatureMimicry,0.3995,1.0,0.36,0.0,0.3995,0.6005,0.3995,0.3812,0.9541,ARTIFACT-DEGRADING
4096,P-N,PartialEmergentSignatureMimicry,0.2613,1.0,0.2166,0.0,0.2613,0.7387,0.2613,0.2493,0.9541,ARTIFACT-FAILED
6144,P-N,PartialEmergentSignatureMimicry,0.7068,1.0,0.6786,0.0,0.7068,0.2932,0.7068,0.6743,0.9541,ARTIFACT-BOUNDED
8192,P-N,PartialEmergentSignatureMimicry,0.2492,1.0,0.2041,0.0,0.2492,0.7508,0.2492,0.2378,0.9541,ARTIFACT-FAILED
12288,P-N,PartialEmergentSignatureMimicry,0.1988,1.0,0.1518,0.0,0.1988,0.8012,0.1988,0.1897,0.9541,ARTIFACT-FAILED
16384,P-N,PartialEmergentSignatureMimicry,0.4301,1.0,0.3917,0.0,0.4301,0.5699,0.4301,0.4104,0.954,ARTIFACT-DEGRADING
24576,P-N,PartialEmergentSignatureMimicry,0.1001,1.0,0.0495,0.0,0.1001,0.8999,0.1001,0.0955,0.954,ARTIFACT-FAILED
32768,P-N,PartialEmergentSignatureMimicry,0.6468,1.0,0.6163,0.0,0.6468,0.3532,0.6468,0.617,0.954,ARTIFACT-BOUNDED
65536,P-N,PartialEmergentSignatureMimicry,0.9354,1.0,0.9155,1.0,0.9354,0.0646,0.9354,0.8923,0.9539,ARTIFACT-STABLE
131072,P-N,PartialEmergentSignatureMimicry,0.6462,1.0,0.6155,0.0,0.6462,0.3538,0.6462,0.6163,0.9536,ARTIFACT-BOUNDED
262144,P-N,PartialEmergentSignatureMimicry,0.0956,1.0,0.0447,0.0,0.0956,0.9044,0.0956,0.0911,0.9531,ARTIFACT-FAILED
524288,P-N,PartialEmergentSignatureMimicry,0.501,1.0,0.4642,0.0,0.501,0.499,0.501,0.4771,0.9522,ARTIFACT-DEGRADING
1048576,P-N,PartialEmergentSignatureMimicry,0.7802,1.0,0.7515,0.0,0.7802,0.2198,0.7802,0.7414,0.9502,ARTIFACT-STABLE
2097152,P-N,PartialEmergentSignatureMimicry,0.263,1.0,0.2162,0.0,0.263,0.737,0.263,0.2489,0.9463,ARTIFACT-FAILED
4194304,P-N,PartialEmergentSignatureMimicry,0.8367,1.0,0.7994,1.0,0.8367,0.1633,0.8367,0.7854,0.9387,ARTIFACT-STABLE
8388608,P-N,PartialEmergentSignatureMimicry,0.1874,1.0,0.1338,0.0,0.1874,0.8126,0.1874,0.1731,0.9238,ARTIFACT-FAILED
16777216,P-N,PartialEmergentSignatureMimicry,0.9586,1.0,0.9592,1.0,0.9586,0.0414,0.9586,0.9325,0.8954,ARTIFACT-STABLE
33554432,P-N,PartialEmergentSignatureMimicry,0.3482,1.0,0.2649,0.0,0.3482,0.6518,0.3482,0.2937,0.8435,ARTIFACT-DEGRADING
67108864,P-N,PartialEmergentSignatureMimicry,0.7992,1.0,0.6023,0.0,0.7992,0.2008,0.7992,0.6041,0.7559,ARTIFACT-STABLE
1,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
2,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
4,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
6,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
8,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
12,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
16,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
20,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
24,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
32,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
40,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
48,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
64,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
80,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
96,P-N,RecursiveSymmetryCorruption,0.85,1.0,0.8272,1.0,0.85,0.15,0.85,0.811,0.9541,ARTIFACT-STABLE
