depth,sector,condition,compression_survival_fraction,emergence_reconstruction_fidelity,minimal_architecture_score,generalization_consistency,recursive_information_efficiency,compression_degradation_bound,structural_redundancy_index,compression_ratio,base_emergence,compressed_emergence,classification
16,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
20,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
24,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
32,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
40,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
48,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
64,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
80,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
96,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
128,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
160,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
192,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
256,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
320,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
512,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
768,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
1024,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
1536,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
2048,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
3072,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
4096,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
6144,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
8192,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
12288,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9535,0.965,COMPRESSION-STABLE
16384,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9534,0.965,COMPRESSION-STABLE
24576,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9534,0.965,COMPRESSION-STABLE
32768,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9534,0.965,COMPRESSION-STABLE
65536,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9533,0.965,COMPRESSION-STABLE
131072,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.953,0.9649,COMPRESSION-STABLE
262144,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9525,0.9648,COMPRESSION-STABLE
524288,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9516,0.9645,COMPRESSION-STABLE
1048576,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9496,0.9639,COMPRESSION-STABLE
2097152,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9458,0.9627,COMPRESSION-STABLE
4194304,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.9381,0.9604,COMPRESSION-STABLE
8388608,Antisymmetry,CompressedOperatorBasis,0.9499,0.947,1.0,1.0,1.357,0.0501,1.0,0.7,0.9232,0.877,COMPRESSION-STABLE
16777216,Antisymmetry,CompressedOperatorBasis,0.9705,0.9688,1.0,1.0,1.3864,0.0295,1.0,0.7,0.8949,0.8685,COMPRESSION-STABLE
33554432,Antisymmetry,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.843,0.8529,COMPRESSION-STABLE
67108864,Antisymmetry,CompressedOperatorBasis,0.9618,0.9591,1.0,1.0,1.3741,0.0382,1.0,0.7,0.7555,0.7266,COMPRESSION-STABLE
1,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
2,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
4,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
6,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
8,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
12,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
16,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
20,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
24,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
32,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
40,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
48,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
64,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
80,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
96,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
128,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
160,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
192,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
256,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
320,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
512,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
768,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
1024,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
1536,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
2048,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
3072,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
4096,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
6144,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
8192,Antisymmetry,LowPrecisionRecursion,0.9139,0.9091,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
12288,Antisymmetry,LowPrecisionRecursion,0.9139,0.9092,0.9139,1.0,1.8278,0.0861,1.0,0.5,0.9535,0.8714,COMPRESSION-STABLE
16384,Antisymmetry,LowPrecisionRecursion,0.9139,0.9092,0.9139,1.0,1.8279,0.0861,1.0,0.5,0.9534,0.8714,COMPRESSION-STABLE
24576,Antisymmetry,LowPrecisionRecursion,0.9139,0.9092,0.9139,1.0,1.8279,0.0861,1.0,0.5,0.9534,0.8714,COMPRESSION-STABLE
32768,Antisymmetry,LowPrecisionRecursion,0.914,0.9092,0.914,1.0,1.8279,0.086,1.0,0.5,0.9534,0.8714,COMPRESSION-STABLE
65536,Antisymmetry,LowPrecisionRecursion,0.914,0.9093,0.914,1.0,1.8281,0.086,1.0,0.5,0.9533,0.8713,COMPRESSION-STABLE
131072,Antisymmetry,LowPrecisionRecursion,0.9142,0.9094,0.9142,1.0,1.8283,0.0858,1.0,0.5,0.953,0.8712,COMPRESSION-STABLE
262144,Antisymmetry,LowPrecisionRecursion,0.9144,0.9097,0.9144,1.0,1.8288,0.0856,1.0,0.5,0.9525,0.871,COMPRESSION-STABLE
524288,Antisymmetry,LowPrecisionRecursion,0.9149,0.9102,0.9149,1.0,1.8299,0.0851,1.0,0.5,0.9516,0.8706,COMPRESSION-STABLE
1048576,Antisymmetry,LowPrecisionRecursion,0.916,0.9113,0.916,1.0,1.832,0.084,1.0,0.5,0.9496,0.8698,COMPRESSION-STABLE
2097152,Antisymmetry,LowPrecisionRecursion,0.9181,0.9135,0.9181,1.0,1.8362,0.0819,1.0,0.5,0.9458,0.8683,COMPRESSION-STABLE
4194304,Antisymmetry,LowPrecisionRecursion,0.9223,0.9179,0.9223,1.0,1.8446,0.0777,1.0,0.5,0.9381,0.8653,COMPRESSION-STABLE
8388608,Antisymmetry,LowPrecisionRecursion,0.9307,0.9268,0.9307,1.0,1.8615,0.0693,1.0,0.5,0.9232,0.8593,COMPRESSION-STABLE
16777216,Antisymmetry,LowPrecisionRecursion,0.9476,0.9445,0.9476,1.0,1.8951,0.0524,1.0,0.5,0.8949,0.8479,COMPRESSION-STABLE
33554432,Antisymmetry,LowPrecisionRecursion,0.9813,0.9801,0.9813,1.0,1.9625,0.0187,1.0,0.5,0.843,0.8272,COMPRESSION-STABLE
67108864,Antisymmetry,LowPrecisionRecursion,0.8479,0.8371,0.8479,1.0,1.6957,0.1521,1.0,0.5,0.7555,0.6405,COMPRESSION-STABLE
1,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
2,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
4,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
6,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
8,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
12,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
16,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
20,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
24,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
32,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
40,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
48,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
64,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
80,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
96,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
128,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
160,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
192,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
256,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
320,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
512,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
768,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
1024,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
1536,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
2048,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
3072,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
4096,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
6144,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
8192,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
12288,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9535,0.5921,COMPRESSION-DEGRADING
16384,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9534,0.5921,COMPRESSION-DEGRADING
24576,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9534,0.592,COMPRESSION-DEGRADING
32768,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9534,0.592,COMPRESSION-DEGRADING
65536,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9533,0.592,COMPRESSION-DEGRADING
131072,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.953,0.5918,COMPRESSION-DEGRADING
262144,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9525,0.5915,COMPRESSION-DEGRADING
524288,Antisymmetry,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9516,0.5909,COMPRESSION-DEGRADING
1048576,Antisymmetry,SparseRecursiveConnectivity,0.6211,0.6,0.6211,1.0,1.0351,0.3789,1.0,0.6,0.9496,0.5898,COMPRESSION-DEGRADING
2097152,Antisymmetry,SparseRecursiveConnectivity,0.6211,0.6,0.6211,1.0,1.0352,0.3789,1.0,0.6,0.9458,0.5875,COMPRESSION-DEGRADING
4194304,Antisymmetry,SparseRecursiveConnectivity,0.6213,0.6,0.6213,1.0,1.0355,0.3787,1.0,0.6,0.9381,0.5829,COMPRESSION-DEGRADING
8388608,Antisymmetry,SparseRecursiveConnectivity,0.6217,0.6,0.6217,1.0,1.0361,0.3783,1.0,0.6,0.9232,0.5739,COMPRESSION-DEGRADING
16777216,Antisymmetry,SparseRecursiveConnectivity,0.6223,0.6,0.6223,1.0,1.0372,0.3777,1.0,0.6,0.8949,0.5569,COMPRESSION-DEGRADING
33554432,Antisymmetry,SparseRecursiveConnectivity,0.6237,0.6,0.6237,1.0,1.0395,0.3763,1.0,0.6,0.843,0.5258,COMPRESSION-DEGRADING
67108864,Antisymmetry,SparseRecursiveConnectivity,0.6265,0.6,0.6265,1.0,1.0441,0.3735,1.0,0.6,0.7555,0.4733,COMPRESSION-DEGRADING
1,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
2,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
4,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
6,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
8,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
12,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
16,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
20,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
24,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
32,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
40,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
48,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
64,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
80,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
96,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
128,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
160,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
192,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
256,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
320,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
512,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
768,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
1024,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
1536,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
2048,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
3072,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
4096,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
6144,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
8192,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9535,0.9535,COMPRESSION-STABLE
12288,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9535,0.9534,COMPRESSION-STABLE
16384,Antisymmetry,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9534,0.9534,COMPRESSION-STABLE
24576,Antisymmetry,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5384,0.0001,1.0,0.65,0.9534,0.9534,COMPRESSION-STABLE
32768,Antisymmetry,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5384,0.0001,1.0,0.65,0.9534,0.9533,COMPRESSION-STABLE
65536,Antisymmetry,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5382,0.0001,1.0,0.65,0.9533,0.9531,COMPRESSION-STABLE
131072,Antisymmetry,CompressedMemoryRepresentation,0.9997,0.9997,1.0,1.0,1.538,0.0003,1.0,0.65,0.953,0.9527,COMPRESSION-STABLE
262144,Antisymmetry,CompressedMemoryRepresentation,0.9994,0.9994,1.0,1.0,1.5376,0.0006,1.0,0.65,0.9525,0.952,COMPRESSION-STABLE
524288,Antisymmetry,CompressedMemoryRepresentation,0.9989,0.9988,1.0,1.0,1.5368,0.0011,1.0,0.65,0.9516,0.9505,COMPRESSION-STABLE
1048576,Antisymmetry,CompressedMemoryRepresentation,0.9978,0.9977,1.0,1.0,1.5351,0.0022,1.0,0.65,0.9496,0.9475,COMPRESSION-STABLE
2097152,Antisymmetry,CompressedMemoryRepresentation,0.9956,0.9954,1.0,1.0,1.5318,0.0044,1.0,0.65,0.9458,0.9416,COMPRESSION-STABLE
4194304,Antisymmetry,CompressedMemoryRepresentation,0.9914,0.9909,1.0,1.0,1.5252,0.0086,1.0,0.65,0.9381,0.9301,COMPRESSION-STABLE
8388608,Antisymmetry,CompressedMemoryRepresentation,0.9832,0.9822,1.0,1.0,1.5126,0.0168,1.0,0.65,0.9232,0.9077,COMPRESSION-STABLE
16777216,Antisymmetry,CompressedMemoryRepresentation,0.9679,0.966,1.0,1.0,1.4891,0.0321,1.0,0.65,0.8949,0.8662,COMPRESSION-STABLE
33554432,Antisymmetry,CompressedMemoryRepresentation,0.9413,0.9376,1.0,1.0,1.4481,0.0587,1.0,0.65,0.843,0.7935,COMPRESSION-STABLE
67108864,Antisymmetry,CompressedMemoryRepresentation,0.8994,0.8923,1.0,1.0,1.3837,0.1006,1.0,0.65,0.7555,0.6795,COMPRESSION-STABLE
1,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
