chain_idx,step,domain,cg_rate,mean_reversibility,mean_recursive_closure,mean_continuity,cg_decay
113,2,population∘gray_scott,0.1476,0.2947,0.2947,0.9308,3.259
113,3,gray_scott∘lotka_volterra,0.0882,0.2157,0.2157,0.94,1.5446
113,4,lotka_volterra∘population,0.1139,0.2356,0.2356,0.9282,2.2867
113,5,population∘coupled_map_lattice,0.1222,0.2365,0.2365,0.9166,2.5262
114,0,population,0.1397,0.2555,0.2555,0.9165,0.0
114,1,population∘replicator,0.1086,0.2091,0.2091,0.9265,0.2228
114,2,replicator∘gray_scott,0.1583,0.3176,0.3176,0.9214,0.1337
114,3,gray_scott∘coupled_map_lattice,0.1444,0.2775,0.2775,0.9132,0.0342
114,4,coupled_map_lattice∘graph_diffusion,0.0896,0.1742,0.1742,0.9438,0.3588
114,5,graph_diffusion∘cellular_automata,0.0852,0.1798,0.1798,0.9398,0.39
115,0,lotka_volterra,0.0288,0.1368,0.1368,0.9492,0.0
115,1,lotka_volterra∘population,0.0842,0.1961,0.1961,0.9328,1.9266
115,2,population∘coupled_map_lattice,0.1074,0.2168,0.2168,0.9189,2.7314
115,3,coupled_map_lattice∘cellular_automata,0.0941,0.2011,0.2011,0.9274,2.2702
115,4,cellular_automata∘kuramoto,0.1307,0.2516,0.2516,0.9302,3.5407
115,5,kuramoto∘gray_scott,0.1694,0.3389,0.3389,0.9232,4.8864
116,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
116,1,graph_diffusion∘cellular_automata,0.0577,0.1281,0.1281,0.9551,0.6659
116,2,cellular_automata∘lotka_volterra,0.0433,0.1324,0.1324,0.9521,0.248
116,3,lotka_volterra∘gray_scott,0.1257,0.2793,0.2793,0.9342,2.6258
116,4,gray_scott∘replicator,0.1016,0.221,0.221,0.9353,1.9299
116,5,replicator∘kuramoto,0.1344,0.2615,0.2615,0.9342,2.877
117,0,population,0.1397,0.2555,0.2555,0.9165,0.0
117,1,population∘gray_scott,0.1739,0.3409,0.3409,0.9164,0.2451
117,2,gray_scott∘lotka_volterra,0.1013,0.2388,0.2388,0.9328,0.2744
117,3,lotka_volterra∘gray_scott,0.1547,0.3325,0.3325,0.9245,0.1079
117,4,gray_scott∘replicator,0.1161,0.2476,0.2476,0.9305,0.1688
117,5,replicator∘gray_scott,0.1621,0.3369,0.3369,0.9234,0.1607
118,0,lotka_volterra,0.0288,0.1368,0.1368,0.9492,0.0
118,1,lotka_volterra∘population,0.0842,0.1961,0.1961,0.9328,1.9266
118,2,population∘cellular_automata,0.0825,0.1908,0.1908,0.9343,1.8678
118,3,cellular_automata∘kuramoto,0.1249,0.2464,0.2464,0.9337,3.3395
118,4,kuramoto∘cellular_automata,0.1029,0.2159,0.2159,0.9348,2.5742
118,5,cellular_automata∘replicator,0.0902,0.1893,0.1893,0.9356,2.1327
119,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
119,1,gray_scott∘kuramoto,0.1877,0.3642,0.3642,0.9247,0.0982
119,2,kuramoto∘replicator,0.1326,0.2634,0.2634,0.9306,0.3631
119,3,replicator∘gray_scott,0.1703,0.3448,0.3448,0.9234,0.1815
119,4,gray_scott∘replicator,0.1239,0.2537,0.2537,0.93,0.4047
119,5,replicator∘coupled_map_lattice,0.1272,0.2456,0.2456,0.9175,0.3887
120,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
120,1,cellular_automata∘coupled_map_lattice,0.1057,0.2114,0.2114,0.9204,0.3075
120,2,coupled_map_lattice∘population,0.1227,0.2334,0.2334,0.9184,0.5177
120,3,population∘replicator,0.1001,0.198,0.198,0.9275,0.2379
120,4,replicator∘kuramoto,0.1336,0.2501,0.2501,0.9303,0.6534
120,5,kuramoto∘coupled_map_lattice,0.1321,0.2437,0.2437,0.9176,0.6342
121,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
121,1,graph_diffusion∘cellular_automata,0.0577,0.1281,0.1281,0.9551,0.6659
121,2,cellular_automata∘kuramoto,0.1125,0.2151,0.2151,0.9441,2.245
121,3,kuramoto∘population,0.1261,0.2353,0.2353,0.9303,2.6369
121,4,population∘gray_scott,0.1671,0.3308,0.3308,0.9233,3.8203
121,5,gray_scott∘coupled_map_lattice,0.1488,0.2841,0.2841,0.9141,3.293
122,0,lotka_volterra,0.0288,0.1368,0.1368,0.9492,0.0
122,1,lotka_volterra∘gray_scott,0.1185,0.2815,0.2815,0.9327,3.1161
122,2,gray_scott∘replicator,0.0979,0.2221,0.2221,0.9346,2.4036
122,3,replicator∘kuramoto,0.1326,0.2621,0.2621,0.9339,3.6074
122,4,kuramoto∘lotka_volterra,0.0807,0.1994,0.1994,0.9415,1.8037
122,5,lotka_volterra∘population,0.1102,0.2275,0.2275,0.929,2.8285
123,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
123,1,gray_scott∘population,0.1739,0.3409,0.3409,0.9164,0.1645
123,2,population∘coupled_map_lattice,0.1522,0.2891,0.2891,0.9107,0.2686
123,3,coupled_map_lattice∘population,0.1459,0.2723,0.2723,0.9136,0.2988
123,4,population∘lotka_volterra,0.0874,0.2046,0.2046,0.9314,0.5803
123,5,lotka_volterra∘cellular_automata,0.0841,0.195,0.195,0.9336,0.5959
124,0,population,0.1397,0.2555,0.2555,0.9165,0.0
124,1,population∘lotka_volterra,0.0842,0.1961,0.1961,0.9328,0.397
124,2,lotka_volterra∘coupled_map_lattice,0.1074,0.2168,0.2168,0.9189,0.2312
124,3,coupled_map_lattice∘replicator,0.0924,0.1897,0.1897,0.9277,0.3383
124,4,replicator∘population,0.116,0.2226,0.2226,0.9221,0.1692
124,5,population∘replicator,0.0967,0.1926,0.1926,0.9293,0.3073
125,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
125,1,cellular_automata∘replicator,0.0791,0.174,0.174,0.9362,0.021
125,2,replicator∘lotka_volterra,0.054,0.1554,0.1554,0.9427,0.3325
125,3,lotka_volterra∘graph_diffusion,0.0443,0.1131,0.1131,0.9585,0.4518
125,4,graph_diffusion∘population,0.092,0.1843,0.1843,0.9375,0.138
125,5,population∘kuramoto,0.1296,0.2432,0.2432,0.9353,0.6035
126,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
126,1,kuramoto∘lotka_volterra,0.098,0.2195,0.2195,0.9412,0.414
126,2,lotka_volterra∘population,0.1188,0.2375,0.2375,0.9288,0.2894
126,3,population∘gray_scott,0.1635,0.3318,0.3318,0.9225,0.0225
126,4,gray_scott∘population,0.1516,0.2937,0.2937,0.9195,0.0936
126,5,population∘graph_diffusion,0.0931,0.1822,0.1822,0.947,0.4432
127,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
127,1,gray_scott∘lotka_volterra,0.1185,0.2815,0.2815,0.9327,0.4309
127,2,lotka_volterra∘coupled_map_lattice,0.1245,0.2595,0.2595,0.9188,0.4018
127,3,coupled_map_lattice∘kuramoto,0.1459,0.2808,0.2808,0.926,0.2991
127,4,kuramoto∘graph_diffusion,0.0903,0.1758,0.1758,0.9502,0.5663
127,5,graph_diffusion∘population,0.115,0.2156,0.2156,0.9333,0.4476
128,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
128,1,replicator∘gray_scott,0.1428,0.2944,0.2944,0.9264,0.8437
128,2,gray_scott∘population,0.1412,0.275,0.275,0.9214,0.8236
128,3,population∘coupled_map_lattice,0.1359,0.2562,0.2562,0.9132,0.7546
128,4,coupled_map_lattice∘population,0.1378,0.2558,0.2558,0.9148,0.779
128,5,population∘cellular_automata,0.1093,0.2206,0.2206,0.9253,0.4114
129,0,population,0.1397,0.2555,0.2555,0.9165,0.0
129,1,population∘cellular_automata,0.1103,0.2204,0.2204,0.9261,0.2106
129,2,cellular_automata∘replicator,0.0938,0.1915,0.1915,0.9313,0.3281
129,3,replicator∘kuramoto,0.1305,0.2468,0.2468,0.9322,0.0653
129,4,kuramoto∘population,0.1351,0.2512,0.2512,0.9244,0.0327
129,5,population∘cellular_automata,0.108,0.2183,0.2183,0.9301,0.227
130,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
130,1,replicator∘gray_scott,0.1428,0.2944,0.2944,0.9264,0.8437
130,2,gray_scott∘kuramoto,0.155,0.2983,0.2983,0.9298,1.0016
130,3,kuramoto∘graph_diffusion,0.0948,0.1845,0.1845,0.9521,0.2246
130,4,graph_diffusion∘kuramoto,0.131,0.2433,0.2433,0.9426,0.692
130,5,kuramoto∘graph_diffusion,0.0829,0.1571,0.1571,0.9585,0.0698
131,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
131,1,coupled_map_lattice∘lotka_volterra,0.0797,0.1871,0.1871,0.9271,0.3898
131,2,lotka_volterra∘replicator,0.0786,0.1749,0.1749,0.9318,0.3983
131,3,replicator∘lotka_volterra,0.0537,0.1558,0.1558,0.9405,0.5889
131,4,lotka_volterra∘replicator,0.0656,0.1592,0.1592,0.9385,0.4978
131,5,replicator∘graph_diffusion,0.0501,0.115,0.115,0.9564,0.6161
132,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
132,1,cellular_automata∘lotka_volterra,0.0548,0.1611,0.1611,0.9425,0.322
132,2,lotka_volterra∘graph_diffusion,0.0447,0.1159,0.1159,0.9584,0.4466
132,3,graph_diffusion∘coupled_map_lattice,0.0876,0.1767,0.1767,0.9317,0.0842
132,4,coupled_map_lattice∘population,0.1137,0.2161,0.2161,0.9241,0.406
132,5,population∘cellular_automata,0.0972,0.2007,0.2007,0.9299,0.203
133,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
133,1,coupled_map_lattice∘kuramoto,0.1489,0.2698,0.2698,0.9191,0.1405
133,2,kuramoto∘cellular_automata,0.1149,0.2276,0.2276,0.9274,0.1201
133,3,cellular_automata∘graph_diffusion,0.0748,0.1492,0.1492,0.9509,0.4273
133,4,graph_diffusion∘gray_scott,0.1414,0.2877,0.2877,0.9336,0.0835
133,5,gray_scott∘population,0.1406,0.2716,0.2716,0.925,0.0767
134,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
134,1,replicator∘population,0.1086,0.2091,0.2091,0.9265,0.4017
134,2,population∘kuramoto,0.1379,0.2556,0.2556,0.9298,0.7806
134,3,kuramoto∘coupled_map_lattice,0.1342,0.2465,0.2465,0.9174,0.7331
134,4,coupled_map_lattice∘replicator,0.1058,0.2046,0.2046,0.927,0.3666
134,5,replicator∘lotka_volterra,0.0673,0.1707,0.1707,0.9381,0.1309
135,0,population,0.1397,0.2555,0.2555,0.9165,0.0
135,1,population∘kuramoto,0.1535,0.2788,0.2788,0.9248,0.0987
135,2,kuramoto∘gray_scott,0.1808,0.3525,0.3525,0.9205,0.2944
135,3,gray_scott∘coupled_map_lattice,0.1557,0.295,0.295,0.9128,0.1145
135,4,coupled_map_lattice∘population,0.1477,0.2752,0.2752,0.9146,0.0573
135,5,population∘kuramoto,0.1575,0.2887,0.2887,0.9239,0.1273
136,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
136,1,replicator∘cellular_automata,0.0791,0.174,0.174,0.9362,0.0219
136,2,cellular_automata∘lotka_volterra,0.054,0.1554,0.1554,0.9427,0.3033
136,3,lotka_volterra∘graph_diffusion,0.0443,0.1131,0.1131,0.9585,0.4278
136,4,graph_diffusion∘population,0.092,0.1843,0.1843,0.9375,0.1878
136,5,population∘coupled_map_lattice,0.1113,0.2109,0.2109,0.9213,0.4367
137,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
137,1,replicator∘cellular_automata,0.0791,0.174,0.174,0.9362,0.0219
137,2,cellular_automata∘replicator,0.0783,0.1683,0.1683,0.9363,0.0109
137,3,replicator∘population,0.109,0.2119,0.2119,0.9264,0.4072
137,4,population∘graph_diffusion,0.0718,0.1414,0.1414,0.9504,0.0726
137,5,graph_diffusion∘population,0.1057,0.1984,0.1984,0.9334,0.3654
138,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
138,1,kuramoto∘cellular_automata,0.124,0.2437,0.2437,0.9345,0.2583
138,2,cellular_automata∘graph_diffusion,0.0794,0.1573,0.1573,0.9544,0.5255
138,3,graph_diffusion∘gray_scott,0.1437,0.2917,0.2917,0.9353,0.1405
138,4,gray_scott∘lotka_volterra,0.0863,0.2143,0.2143,0.9423,0.4842
138,5,lotka_volterra∘population,0.113,0.2349,0.2349,0.9294,0.3245
139,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
139,1,kuramoto∘lotka_volterra,0.098,0.2195,0.2195,0.9412,0.414
139,2,lotka_volterra∘coupled_map_lattice,0.1143,0.2284,0.2284,0.9231,0.3167
139,3,coupled_map_lattice∘gray_scott,0.1612,0.3273,0.3273,0.9196,0.0361
139,4,gray_scott∘graph_diffusion,0.0979,0.1991,0.1991,0.947,0.4144
139,5,graph_diffusion∘replicator,0.0877,0.1808,0.1808,0.9418,0.4757
140,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
140,1,coupled_map_lattice∘lotka_volterra,0.0797,0.1871,0.1871,0.9271,0.3898
140,2,lotka_volterra∘population,0.1097,0.2213,0.2213,0.9218,0.1599
140,3,population∘coupled_map_lattice,0.1201,0.2294,0.2294,0.9134,0.08
140,4,coupled_map_lattice∘lotka_volterra,0.0744,0.1831,0.1831,0.9313,0.4298
140,5,lotka_volterra∘gray_scott,0.1413,0.3046,0.3046,0.9238,0.0823
141,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
141,1,gray_scott∘population,0.1739,0.3409,0.3409,0.9164,0.1645
141,2,population∘lotka_volterra,0.1013,0.2388,0.2388,0.9328,0.5131
141,3,lotka_volterra∘replicator,0.0894,0.2007,0.2007,0.9346,0.5705
141,4,replicator∘coupled_map_lattice,0.11,0.2191,0.2191,0.9198,0.4716
141,5,coupled_map_lattice∘replicator,0.0937,0.1909,0.1909,0.9282,0.5498
142,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
142,1,graph_diffusion∘coupled_map_lattice,0.0826,0.1541,0.1541,0.9397,1.3828
142,2,coupled_map_lattice∘cellular_automata,0.0817,0.1697,0.1697,0.9377,1.3573
142,3,cellular_automata∘lotka_volterra,0.0552,0.1533,0.1533,0.9435,0.5937
142,4,lotka_volterra∘population,0.0975,0.2044,0.2044,0.93,1.8113
142,5,population∘replicator,0.0875,0.1835,0.1835,0.9332,1.5226
143,0,population,0.1397,0.2555,0.2555,0.9165,0.0
143,1,population∘kuramoto,0.1535,0.2788,0.2788,0.9248,0.0987
143,2,kuramoto∘replicator,0.1154,0.2207,0.2207,0.9307,0.1734
143,3,replicator∘kuramoto,0.1413,0.2614,0.2614,0.9319,0.012
143,4,kuramoto∘gray_scott,0.1747,0.3438,0.3438,0.9241,0.2511
143,5,gray_scott∘graph_diffusion,0.1047,0.2073,0.2073,0.9492,0.2504
144,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
144,1,gray_scott∘cellular_automata,0.1445,0.3058,0.3058,0.926,0.3058
144,2,cellular_automata∘population,0.1421,0.2807,0.2807,0.9212,0.3174
144,3,population∘graph_diffusion,0.0884,0.1757,0.1757,0.9478,0.5754
144,4,graph_diffusion∘coupled_map_lattice,0.1095,0.2066,0.2066,0.9264,0.4741
144,5,coupled_map_lattice∘gray_scott,0.1588,0.3164,0.3164,0.9213,0.237
145,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
145,1,kuramoto∘coupled_map_lattice,0.1489,0.2698,0.2698,0.9191,0.1097
145,2,coupled_map_lattice∘population,0.1443,0.2626,0.2626,0.9178,0.1373
145,3,population∘lotka_volterra,0.0865,0.1997,0.1997,0.9335,0.4826
145,4,lotka_volterra∘coupled_map_lattice,0.1085,0.2186,0.2186,0.9192,0.351
145,5,coupled_map_lattice∘graph_diffusion,0.0716,0.1447,0.1447,0.9468,0.5719
146,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
146,1,coupled_map_lattice∘cellular_automata,0.1057,0.2114,0.2114,0.9204,0.1904
146,2,cellular_automata∘population,0.1227,0.2334,0.2334,0.9184,0.0603
146,3,population∘kuramoto,0.145,0.2678,0.2678,0.9258,0.1104
146,4,kuramoto∘population,0.1423,0.2616,0.2616,0.9211,0.0902
146,5,population∘graph_diffusion,0.0885,0.1662,0.1662,0.9478,0.3221
147,0,population,0.1397,0.2555,0.2555,0.9165,0.0
147,1,population∘replicator,0.1086,0.2091,0.2091,0.9265,0.2228
147,2,replicator∘graph_diffusion,0.0716,0.1399,0.1399,0.9504,0.4873
147,3,graph_diffusion∘kuramoto,0.1194,0.221,0.221,0.9418,0.1449
147,4,kuramoto∘population,0.1295,0.2383,0.2383,0.9291,0.0725
147,5,population∘replicator,0.1035,0.2004,0.2004,0.9328,0.259
148,0,population,0.1397,0.2555,0.2555,0.9165,0.0
148,1,population∘kuramoto,0.1535,0.2788,0.2788,0.9248,0.0987
148,2,kuramoto∘population,0.1466,0.2672,0.2672,0.9207,0.0493
148,3,population∘kuramoto,0.1569,0.2846,0.2846,0.9269,0.1234
148,4,kuramoto∘cellular_automata,0.1189,0.235,0.235,0.9313,0.1489
148,5,cellular_automata∘coupled_map_lattice,0.1247,0.2362,0.2362,0.9182,0.1071
149,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
149,1,kuramoto∘graph_diffusion,0.101,0.1865,0.1865,0.9538,0.3964
149,2,graph_diffusion∘cellular_automata,0.0909,0.1859,0.1859,0.9448,0.4565
149,3,cellular_automata∘coupled_map_lattice,0.1107,0.2117,0.2117,0.9249,0.338
149,4,coupled_map_lattice∘graph_diffusion,0.0727,0.1412,0.1412,0.9496,0.5653
149,5,graph_diffusion∘gray_scott,0.1404,0.2837,0.2837,0.9329,0.1604
150,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
150,1,cellular_automata∘lotka_volterra,0.0548,0.1611,0.1611,0.9425,0.322
150,2,lotka_volterra∘graph_diffusion,0.0447,0.1159,0.1159,0.9584,0.4466
150,3,graph_diffusion∘gray_scott,0.1264,0.2711,0.2711,0.9373,0.5641
150,4,gray_scott∘lotka_volterra,0.0776,0.2039,0.2039,0.9433,0.0399
150,5,lotka_volterra∘cellular_automata,0.0792,0.1947,0.1947,0.9395,0.02
151,0,lotka_volterra,0.0288,0.1368,0.1368,0.9492,0.0
151,1,lotka_volterra∘kuramoto,0.098,0.2195,0.2195,0.9412,2.4056
151,2,kuramoto∘lotka_volterra,0.0634,0.1781,0.1781,0.9452,1.2028
151,3,lotka_volterra∘population,0.1015,0.2168,0.2168,0.9308,2.528
151,4,population∘replicator,0.0895,0.1897,0.1897,0.9337,2.1096
151,5,replicator∘kuramoto,0.1284,0.2459,0.2459,0.9334,3.4604
152,0,population,0.1397,0.2555,0.2555,0.9165,0.0
152,1,population∘gray_scott,0.1739,0.3409,0.3409,0.9164,0.2451
152,2,gray_scott∘cellular_automata,0.1274,0.2631,0.2631,0.9261,0.0881
152,3,cellular_automata∘population,0.1335,0.2593,0.2593,0.9213,0.044
152,4,population∘kuramoto,0.1504,0.2807,0.2807,0.9272,0.0767
152,5,kuramoto∘replicator,0.1139,0.2217,0.2217,0.9319,0.1844
153,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
153,1,kuramoto∘gray_scott,0.1877,0.3642,0.3642,0.9247,0.1223
153,2,gray_scott∘replicator,0.1326,0.2634,0.2634,0.9306,0.2073
153,3,replicator∘lotka_volterra,0.0807,0.2001,0.2001,0.9399,0.5176
153,4,lotka_volterra∘population,0.1102,0.2278,0.2278,0.9282,0.3412
153,5,population∘replicator,0.0938,0.1952,0.1952,0.9324,0.4391
154,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
154,1,graph_diffusion∘replicator,0.0561,0.1167,0.1167,0.9555,0.617
154,2,replicator∘gray_scott,0.1321,0.2715,0.2715,0.9358,2.8103
154,3,gray_scott∘replicator,0.1048,0.2171,0.2171,0.9362,2.0221
154,4,replicator∘graph_diffusion,0.0697,0.1439,0.1439,0.9553,1.0111
154,5,graph_diffusion∘kuramoto,0.1185,0.223,0.223,0.9442,2.4176
155,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
155,1,coupled_map_lattice∘cellular_automata,0.1057,0.2114,0.2114,0.9204,0.1904
155,2,cellular_automata∘lotka_volterra,0.0672,0.1741,0.1741,0.9348,0.485
155,3,lotka_volterra∘kuramoto,0.1172,0.2381,0.2381,0.934,0.1019
155,4,kuramoto∘replicator,0.0973,0.2004,0.2004,0.9352,0.2544
155,5,replicator∘kuramoto,0.1323,0.2512,0.2512,0.9342,0.0134
156,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
156,1,gray_scott∘coupled_map_lattice,0.1693,0.3318,0.3318,0.9106,0.1864
156,2,coupled_map_lattice∘lotka_volterra,0.0991,0.2343,0.2343,0.9299,0.5241
156,3,lotka_volterra∘cellular_automata,0.0899,0.2098,0.2098,0.9328,0.5678
156,4,cellular_automata∘gray_scott,0.149,0.318,0.318,0.9245,0.2839
156,5,gray_scott∘cellular_automata,0.1149,0.2517,0.2517,0.9302,0.4478
157,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
157,1,cellular_automata∘replicator,0.0791,0.174,0.174,0.9362,0.021
157,2,replicator∘graph_diffusion,0.0569,0.1224,0.1224,0.9553,0.296
157,3,graph_diffusion∘population,0.0983,0.189,0.189,0.9359,0.2159
157,4,population∘lotka_volterra,0.0635,0.1629,0.1629,0.9425,0.214
157,5,lotka_volterra∘kuramoto,0.1154,0.2325,0.2325,0.9378,0.4274
158,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
158,1,cellular_automata∘graph_diffusion,0.0577,0.1281,0.1281,0.9551,0.2856
158,2,graph_diffusion∘lotka_volterra,0.0433,0.1324,0.1324,0.9521,0.4648
158,3,lotka_volterra∘replicator,0.0604,0.1475,0.1475,0.9443,0.2534
158,4,replicator∘coupled_map_lattice,0.0954,0.1925,0.1925,0.9247,0.1808
158,5,coupled_map_lattice∘lotka_volterra,0.0621,0.1646,0.1646,0.9369,0.2316
159,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
159,1,kuramoto∘cellular_automata,0.124,0.2437,0.2437,0.9345,0.2583
159,2,cellular_automata∘population,0.1319,0.2496,0.2496,0.9255,0.2116
159,3,population∘coupled_map_lattice,0.1312,0.2435,0.2435,0.9152,0.2155
159,4,coupled_map_lattice∘gray_scott,0.1697,0.3349,0.3349,0.9157,0.0145
159,5,gray_scott∘kuramoto,0.1684,0.3185,0.3185,0.9244,0.0073
160,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
160,1,graph_diffusion∘kuramoto,0.101,0.1865,0.1865,0.9538,1.912
160,2,kuramoto∘replicator,0.0892,0.1745,0.1745,0.9451,1.573
160,3,replicator∘population,0.1144,0.215,0.215,0.9308,2.3009
160,4,population∘cellular_automata,0.0976,0.2002,0.2002,0.9333,1.8163
160,5,cellular_automata∘coupled_map_lattice,0.1141,0.2188,0.2188,0.9191,2.291
161,0,population,0.1397,0.2555,0.2555,0.9165,0.0
161,1,population∘graph_diffusion,0.0872,0.1632,0.1632,0.9454,0.3759
161,2,graph_diffusion∘population,0.1134,0.2093,0.2093,0.931,0.1879
161,3,population∘cellular_automata,0.0971,0.1974,0.1974,0.9334,0.3046
161,4,cellular_automata∘graph_diffusion,0.0659,0.1341,0.1341,0.9539,0.5282
161,5,graph_diffusion∘kuramoto,0.1166,0.2181,0.2181,0.9435,0.1654
162,0,population,0.1397,0.2555,0.2555,0.9165,0.0
162,1,population∘replicator,0.1086,0.2091,0.2091,0.9265,0.2228
162,2,replicator∘population,0.1241,0.2323,0.2323,0.9215,0.1114
162,3,population∘gray_scott,0.1661,0.3293,0.3293,0.9189,0.1894
162,4,gray_scott∘population,0.1529,0.2924,0.2924,0.9177,0.0947
162,5,population∘coupled_map_lattice,0.1417,0.2649,0.2649,0.9113,0.0147
163,0,lotka_volterra,0.0288,0.1368,0.1368,0.9492,0.0
163,1,lotka_volterra∘coupled_map_lattice,0.0797,0.1871,0.1871,0.9271,1.7681
163,2,coupled_map_lattice∘population,0.1097,0.2213,0.2213,0.9218,2.8107
163,3,population∘coupled_map_lattice,0.1201,0.2294,0.2294,0.9134,3.1735
163,4,coupled_map_lattice∘replicator,0.0988,0.196,0.196,0.925,2.4323
163,5,replicator∘coupled_map_lattice,0.1147,0.2167,0.2167,0.915,2.9843
164,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
164,1,cellular_automata∘population,0.1103,0.2204,0.2204,0.9261,0.3639
164,2,population∘gray_scott,0.1592,0.3233,0.3233,0.9212,0.9693
164,3,gray_scott∘cellular_automata,0.12,0.2544,0.2544,0.9285,0.4847
164,4,cellular_automata∘population,0.1298,0.2549,0.2549,0.9225,0.6063
164,5,population∘cellular_automata,0.1053,0.2202,0.2202,0.9291,0.3031
165,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
165,1,cellular_automata∘replicator,0.0791,0.174,0.174,0.9362,0.021
165,2,replicator∘gray_scott,0.1436,0.3001,0.3001,0.9262,0.7769
165,3,gray_scott∘graph_diffusion,0.0891,0.1855,0.1855,0.9503,0.1029
165,4,graph_diffusion∘population,0.1144,0.2205,0.2205,0.9334,0.4154
165,5,population∘cellular_automata,0.0976,0.2029,0.2029,0.9346,0.2077
166,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
166,1,kuramoto∘lotka_volterra,0.098,0.2195,0.2195,0.9412,0.414
166,2,lotka_volterra∘population,0.1188,0.2375,0.2375,0.9288,0.2894
166,3,population∘kuramoto,0.143,0.2698,0.2698,0.931,0.1447
166,4,kuramoto∘gray_scott,0.1756,0.348,0.348,0.9236,0.0499
166,5,gray_scott∘population,0.1576,0.3018,0.3018,0.92,0.0575
167,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
167,1,cellular_automata∘lotka_volterra,0.0548,0.1611,0.1611,0.9425,0.322
167,2,lotka_volterra∘kuramoto,0.111,0.2316,0.2316,0.9378,0.3734
167,3,kuramoto∘graph_diffusion,0.0728,0.1512,0.1512,0.9561,0.0988
167,4,graph_diffusion∘cellular_automata,0.0768,0.1683,0.1683,0.9459,0.0494
167,5,cellular_automata∘population,0.1083,0.2119,0.2119,0.9312,0.3392
168,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
168,1,coupled_map_lattice∘cellular_automata,0.1057,0.2114,0.2114,0.9204,0.1904
168,2,cellular_automata∘kuramoto,0.1365,0.2568,0.2568,0.9268,0.0453
168,3,kuramoto∘population,0.1381,0.2561,0.2561,0.9216,0.0576
168,4,population∘cellular_automata,0.1094,0.2208,0.2208,0.9287,0.1616
168,5,cellular_automata∘kuramoto,0.1383,0.2614,0.2614,0.9309,0.0597
169,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
169,1,kuramoto∘gray_scott,0.1877,0.3642,0.3642,0.9247,0.1223
169,2,gray_scott∘graph_diffusion,0.1112,0.2175,0.2175,0.9495,0.3352
169,3,graph_diffusion∘lotka_volterra,0.07,0.1771,0.1771,0.9494,0.5816
169,4,lotka_volterra∘coupled_map_lattice,0.1003,0.2073,0.2073,0.9272,0.4005
169,5,coupled_map_lattice∘replicator,0.0889,0.185,0.185,0.9318,0.4687
170,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
170,1,replicator∘graph_diffusion,0.0561,0.1167,0.1167,0.9555,0.2762
170,2,graph_diffusion∘coupled_map_lattice,0.0933,0.1771,0.1771,0.9302,0.2047
170,3,coupled_map_lattice∘population,0.1165,0.2163,0.2163,0.9234,0.5041
170,4,population∘gray_scott,0.1623,0.3213,0.3213,0.9198,1.0957
