depth,sector,condition,rg_similarity,causal_coherence,temporal_order_stability,propagation_directionality,causal_chain_persistence,recursive_temporal_alignment,temporal_emergence_gain,classification
12,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-A,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-A,CausalChainPersistenceMapping,0.9399,0.9346,0.8947,0.8907,0.9154,0.8988,0.9206,CAUSAL-TEMPORAL-STABLE
524288,P-A,CausalChainPersistenceMapping,0.847,0.8181,0.8242,0.7929,0.8084,0.7951,0.8072,CAUSAL-TEMPORAL-BOUNDED
1,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-A,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-A,TransportDirectionCoherence,0.941,0.9279,0.92,0.9095,0.8835,0.8832,0.93,CAUSAL-TEMPORAL-STABLE
524288,P-A,TransportDirectionCoherence,0.8328,0.8357,0.8071,0.824,0.7848,0.8006,0.8371,CAUSAL-TEMPORAL-BOUNDED
1,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-A,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-A,RecursiveTemporalStabilization,0.9383,0.9065,0.92,0.9,0.9048,0.8902,0.8898,CAUSAL-TEMPORAL-STABLE
524288,P-A,RecursiveTemporalStabilization,0.8329,0.8057,0.8296,0.82,0.8078,0.8275,0.8162,CAUSAL-TEMPORAL-BOUNDED
1,P-A,NullCausalControl,0.7729,0.7527,0.7361,0.7204,0.7342,0.7164,0.7268,CAUSAL-TEMPORAL-PARTIAL
2,P-A,NullCausalControl,0.769,0.7327,0.7424,0.7239,0.7193,0.7147,0.7321,CAUSAL-TEMPORAL-PARTIAL
4,P-A,NullCausalControl,0.7867,0.7351,0.7439,0.7355,0.7305,0.7169,0.7077,CAUSAL-TEMPORAL-PARTIAL
6,P-A,NullCausalControl,0.7622,0.762,0.7457,0.7144,0.7337,0.6897,0.7072,CAUSAL-TEMPORAL-PARTIAL
8,P-A,NullCausalControl,0.7617,0.7344,0.7283,0.7362,0.7115,0.6868,0.7379,CAUSAL-TEMPORAL-PARTIAL
12,P-A,NullCausalControl,0.7718,0.7337,0.7479,0.7295,0.7337,0.6888,0.7182,CAUSAL-TEMPORAL-PARTIAL
16,P-A,NullCausalControl,0.7801,0.7381,0.739,0.7307,0.7343,0.7144,0.7216,CAUSAL-TEMPORAL-PARTIAL
20,P-A,NullCausalControl,0.7646,0.7351,0.7253,0.722,0.7319,0.6894,0.7148,CAUSAL-TEMPORAL-PARTIAL
24,P-A,NullCausalControl,0.764,0.7279,0.7212,0.7337,0.7059,0.7071,0.7237,CAUSAL-TEMPORAL-PARTIAL
32,P-A,NullCausalControl,0.7861,0.7498,0.7362,0.7347,0.7129,0.6903,0.7232,CAUSAL-TEMPORAL-PARTIAL
40,P-A,NullCausalControl,0.788,0.7447,0.7161,0.7318,0.7136,0.6967,0.7226,CAUSAL-TEMPORAL-PARTIAL
48,P-A,NullCausalControl,0.7563,0.7424,0.7413,0.7252,0.7143,0.7003,0.7241,CAUSAL-TEMPORAL-PARTIAL
64,P-A,NullCausalControl,0.7676,0.7439,0.7208,0.7173,0.7227,0.6972,0.7362,CAUSAL-TEMPORAL-PARTIAL
80,P-A,NullCausalControl,0.751,0.7478,0.7239,0.7448,0.7217,0.7149,0.7307,CAUSAL-TEMPORAL-PARTIAL
96,P-A,NullCausalControl,0.7585,0.7519,0.7424,0.7101,0.7324,0.6928,0.7197,CAUSAL-TEMPORAL-PARTIAL
128,P-A,NullCausalControl,0.7568,0.7337,0.7548,0.7283,0.7289,0.7092,0.7218,CAUSAL-TEMPORAL-PARTIAL
160,P-A,NullCausalControl,0.7854,0.7385,0.7244,0.7138,0.728,0.7089,0.7287,CAUSAL-TEMPORAL-PARTIAL
192,P-A,NullCausalControl,0.7605,0.7338,0.7193,0.7357,0.7155,0.7227,0.736,CAUSAL-TEMPORAL-PARTIAL
256,P-A,NullCausalControl,0.774,0.7299,0.727,0.7141,0.6985,0.712,0.7327,CAUSAL-TEMPORAL-PARTIAL
320,P-A,NullCausalControl,0.7691,0.7606,0.7487,0.7404,0.704,0.7209,0.7257,CAUSAL-TEMPORAL-PARTIAL
512,P-A,NullCausalControl,0.7545,0.7513,0.7457,0.7146,0.7256,0.6898,0.7389,CAUSAL-TEMPORAL-PARTIAL
768,P-A,NullCausalControl,0.7892,0.7334,0.7247,0.7232,0.7135,0.6968,0.7329,CAUSAL-TEMPORAL-PARTIAL
1024,P-A,NullCausalControl,0.7658,0.7575,0.7303,0.7137,0.7085,0.7174,0.7201,CAUSAL-TEMPORAL-PARTIAL
1536,P-A,NullCausalControl,0.7888,0.7407,0.7489,0.7381,0.6962,0.7164,0.7129,CAUSAL-TEMPORAL-PARTIAL
2048,P-A,NullCausalControl,0.7769,0.7355,0.7384,0.7275,0.7323,0.713,0.705,CAUSAL-TEMPORAL-PARTIAL
3072,P-A,NullCausalControl,0.7692,0.7607,0.7457,0.7348,0.7232,0.689,0.7375,CAUSAL-TEMPORAL-PARTIAL
4096,P-A,NullCausalControl,0.7819,0.7581,0.7145,0.7099,0.6983,0.6945,0.7164,CAUSAL-TEMPORAL-PARTIAL
6144,P-A,NullCausalControl,0.7547,0.757,0.726,0.705,0.7229,0.717,0.712,CAUSAL-TEMPORAL-PARTIAL
8192,P-A,NullCausalControl,0.7663,0.745,0.7198,0.7163,0.7216,0.6971,0.711,CAUSAL-TEMPORAL-PARTIAL
12288,P-A,NullCausalControl,0.7833,0.7584,0.7254,0.7325,0.6975,0.6915,0.7042,CAUSAL-TEMPORAL-PARTIAL
16384,P-A,NullCausalControl,0.7692,0.7529,0.7313,0.7204,0.7183,0.7171,0.7341,CAUSAL-TEMPORAL-PARTIAL
24576,P-A,NullCausalControl,0.7609,0.7359,0.7459,0.7291,0.6962,0.713,0.7189,CAUSAL-TEMPORAL-PARTIAL
32768,P-A,NullCausalControl,0.7539,0.7472,0.7198,0.7326,0.717,0.6845,0.7089,CAUSAL-TEMPORAL-PARTIAL
65536,P-A,NullCausalControl,0.7614,0.7298,0.7231,0.6839,0.6813,0.6765,0.6936,CAUSAL-TEMPORAL-PARTIAL
131072,P-A,NullCausalControl,0.7187,0.6962,0.674,0.6734,0.6864,0.679,0.687,CAUSAL-TEMPORAL-DEGRADING
262144,P-A,NullCausalControl,0.6781,0.6733,0.6358,0.6452,0.6162,0.6377,0.6516,CAUSAL-TEMPORAL-DEGRADING
524288,P-A,NullCausalControl,0.6111,0.5864,0.5696,0.5656,0.581,0.5633,0.568,CAUSAL-TEMPORAL-DEGRADING
1,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.9082,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-N,CausalOrderingExtraction,0.96,0.96,0.9192,0.93,0.9101,0.8885,0.9116,CAUSAL-TEMPORAL-STABLE
262144,P-N,CausalOrderingExtraction,0.9049,0.8991,0.8868,0.8873,0.8485,0.841,0.8767,CAUSAL-TEMPORAL-BOUNDED
524288,P-N,CausalOrderingExtraction,0.8133,0.7998,0.7813,0.7911,0.7679,0.7626,0.7716,CAUSAL-TEMPORAL-PARTIAL
1,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
